cdn1_allcolo.ns1923 S3FIFO-0.3500-0.9000 cache size       16, 1768117 req, miss ratio 0.7176, byte miss ratio 0.7176
cdn1_allcolo.ns1923 S3FIFO-0.3500-0.9000 cache size       49, 1768117 req, miss ratio 0.5022, byte miss ratio 0.5022
cdn1_allcolo.ns1923 S3FIFO-0.3500-0.9000 cache size      166, 1768117 req, miss ratio 0.1808, byte miss ratio 0.1808
cdn1_allcolo.ns1923 S3FIFO-0.3500-0.9000 cache size      332, 1768117 req, miss ratio 0.0604, byte miss ratio 0.0604
cdn1_allcolo.ns1923 S3FIFO-0.3500-0.9000 cache size      664, 1768117 req, miss ratio 0.0127, byte miss ratio 0.0127
cdn1_allcolo.ns1923 S3FIFO-0.3500-0.9000 cache size     1329, 1768117 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns1923 S3FIFO-0.8500-0.9000 cache size       16, 1768117 req, miss ratio 0.7528, byte miss ratio 0.7528
cdn1_allcolo.ns1923 S3FIFO-0.8500-0.9000 cache size       49, 1768117 req, miss ratio 0.5625, byte miss ratio 0.5625
cdn1_allcolo.ns1923 S3FIFO-0.8500-0.9000 cache size      166, 1768117 req, miss ratio 0.2258, byte miss ratio 0.2258
cdn1_allcolo.ns1923 S3FIFO-0.8500-0.9000 cache size      332, 1768117 req, miss ratio 0.0854, byte miss ratio 0.0854
cdn1_allcolo.ns1923 S3FIFO-0.8500-0.9000 cache size      664, 1768117 req, miss ratio 0.0196, byte miss ratio 0.0196
cdn1_allcolo.ns1923 S3FIFO-0.8500-0.9000 cache size     1329, 1768117 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns1923 S3FIFO-0.1500-0.9000 cache size       16, 1768117 req, miss ratio 0.7055, byte miss ratio 0.7055
cdn1_allcolo.ns1923 S3FIFO-0.1500-0.9000 cache size       49, 1768117 req, miss ratio 0.4773, byte miss ratio 0.4773
cdn1_allcolo.ns1923 S3FIFO-0.1500-0.9000 cache size      166, 1768117 req, miss ratio 0.1633, byte miss ratio 0.1633
cdn1_allcolo.ns1923 S3FIFO-0.1500-0.9000 cache size      332, 1768117 req, miss ratio 0.0531, byte miss ratio 0.0531
cdn1_allcolo.ns1923 S3FIFO-0.1500-0.9000 cache size      664, 1768117 req, miss ratio 0.0106, byte miss ratio 0.0106
cdn1_allcolo.ns1923 S3FIFO-0.1500-0.9000 cache size     1329, 1768117 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns1923 S3FIFO-0.5000-1.9000 cache size       16, 1768117 req, miss ratio 0.7372, byte miss ratio 0.7372
cdn1_allcolo.ns1923 S3FIFO-0.5000-1.9000 cache size       49, 1768117 req, miss ratio 0.5269, byte miss ratio 0.5269
cdn1_allcolo.ns1923 S3FIFO-0.5000-1.9000 cache size      166, 1768117 req, miss ratio 0.1929, byte miss ratio 0.1929
cdn1_allcolo.ns1923 S3FIFO-0.5000-1.9000 cache size      332, 1768117 req, miss ratio 0.0669, byte miss ratio 0.0669
cdn1_allcolo.ns1923 S3FIFO-0.5000-1.9000 cache size      664, 1768117 req, miss ratio 0.0143, byte miss ratio 0.0143
cdn1_allcolo.ns1923 S3FIFO-0.5000-1.9000 cache size     1329, 1768117 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_allcolo.ns1923 S3FIFO-0.4500-1.9000 cache size       16, 1768117 req, miss ratio 0.7327, byte miss ratio 0.7327
cdn1_allcolo.ns1923 S3FIFO-0.4500-1.9000 cache size       49, 1768117 req, miss ratio 0.5227, byte miss ratio 0.5227
cdn1_allcolo.ns1923 S3FIFO-0.4500-1.9000 cache size      166, 1768117 req, miss ratio 0.1885, byte miss ratio 0.1885
cdn1_allcolo.ns1923 S3FIFO-0.4500-1.9000 cache size      332, 1768117 req, miss ratio 0.0645, byte miss ratio 0.0645
cdn1_allcolo.ns1923 S3FIFO-0.4500-1.9000 cache size      664, 1768117 req, miss ratio 0.0137, byte miss ratio 0.0137
