tencentBlock.ns19594 S3FIFO-0.1500-0.9000 cache size      202, 1791178 req, miss ratio 0.5964, byte miss ratio 0.5964
tencentBlock.ns19594 S3FIFO-0.1500-0.9000 cache size      607, 1791178 req, miss ratio 0.5075, byte miss ratio 0.5075
tencentBlock.ns19594 S3FIFO-0.1500-0.9000 cache size     2023, 1791178 req, miss ratio 0.4766, byte miss ratio 0.4766
tencentBlock.ns19594 S3FIFO-0.1500-0.9000 cache size     6071, 1791178 req, miss ratio 0.4607, byte miss ratio 0.4607
tencentBlock.ns19594 S3FIFO-0.1500-0.9000 cache size    20238, 1791178 req, miss ratio 0.4175, byte miss ratio 0.4175
tencentBlock.ns19594 S3FIFO-0.1500-0.9000 cache size    40477, 1791178 req, miss ratio 0.3678, byte miss ratio 0.3678
tencentBlock.ns19594 S3FIFO-0.1500-0.9000 cache size    80954, 1791178 req, miss ratio 0.2621, byte miss ratio 0.2621
tencentBlock.ns19594 S3FIFO-0.1500-0.9000 cache size   161909, 1791178 req, miss ratio 0.1180, byte miss ratio 0.1180
tencentBlock.ns19594 S3FIFO-0.5000-0.9000 cache size      202, 1791178 req, miss ratio 0.6299, byte miss ratio 0.6299
tencentBlock.ns19594 S3FIFO-0.5000-0.9000 cache size      607, 1791178 req, miss ratio 0.5169, byte miss ratio 0.5169
tencentBlock.ns19594 S3FIFO-0.5000-0.9000 cache size     2023, 1791178 req, miss ratio 0.4839, byte miss ratio 0.4839
tencentBlock.ns19594 S3FIFO-0.5000-0.9000 cache size     6071, 1791178 req, miss ratio 0.4641, byte miss ratio 0.4641
tencentBlock.ns19594 S3FIFO-0.5000-0.9000 cache size    20238, 1791178 req, miss ratio 0.4263, byte miss ratio 0.4263
tencentBlock.ns19594 S3FIFO-0.5000-0.9000 cache size    40477, 1791178 req, miss ratio 0.3983, byte miss ratio 0.3983
tencentBlock.ns19594 S3FIFO-0.5000-0.9000 cache size    80954, 1791178 req, miss ratio 0.3132, byte miss ratio 0.3132
tencentBlock.ns19594 S3FIFO-0.5000-0.9000 cache size   161909, 1791178 req, miss ratio 0.1270, byte miss ratio 0.1270
tencentBlock.ns19594 S3FIFO-0.6000-0.9000 cache size      202, 1791178 req, miss ratio 0.6400, byte miss ratio 0.6400
tencentBlock.ns19594 S3FIFO-0.6000-0.9000 cache size      607, 1791178 req, miss ratio 0.5282, byte miss ratio 0.5282
tencentBlock.ns19594 S3FIFO-0.6000-0.9000 cache size     2023, 1791178 req, miss ratio 0.4887, byte miss ratio 0.4887
tencentBlock.ns19594 S3FIFO-0.6000-0.9000 cache size     6071, 1791178 req, miss ratio 0.4661, byte miss ratio 0.4661
tencentBlock.ns19594 S3FIFO-0.6000-0.9000 cache size    20238, 1791178 req, miss ratio 0.4249, byte miss ratio 0.4249
tencentBlock.ns19594 S3FIFO-0.6000-0.9000 cache size    40477, 1791178 req, miss ratio 0.4007, byte miss ratio 0.4007
tencentBlock.ns19594 S3FIFO-0.6000-0.9000 cache size    80954, 1791178 req, miss ratio 0.3097, byte miss ratio 0.3097
tencentBlock.ns19594 S3FIFO-0.6000-0.9000 cache size   161909, 1791178 req, miss ratio 0.1388, byte miss ratio 0.1388
tencentBlock.ns19594 S3FIFO-0.0010-0.9000 cache size      202, 1791178 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns19594 S3FIFO-0.0010-0.9000 cache size      607, 1791178 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns19594 S3FIFO-0.0010-0.9000 cache size     2023, 1791178 req, miss ratio 0.5299, byte miss ratio 0.5299
tencentBlock.ns19594 S3FIFO-0.0010-0.9000 cache size     6071, 1791178 req, miss ratio 0.4754, byte miss ratio 0.4754
tencentBlock.ns19594 S3FIFO-0.0010-0.9000 cache size    20238, 1791178 req, miss ratio 0.4181, byte miss ratio 0.4181
tencentBlock.ns19594 S3FIFO-0.0010-0.9000 cache size    40477, 1791178 req, miss ratio 0.3509, byte miss ratio 0.3509
tencentBlock.ns19594 S3FIFO-0.0010-0.9000 cache size    80954, 1791178 req, miss ratio 0.2344, byte miss ratio 0.2344
tencentBlock.ns19594 S3FIFO-0.0010-0.9000 cache size   161909, 1791178 req, miss ratio 0.1169, byte miss ratio 0.1169
tencentBlock.ns19594 S3FIFO-0.5000-1.9000 cache size      202, 1791178 req, miss ratio 0.6310, byte miss ratio 0.6310
tencentBlock.ns19594 S3FIFO-0.5000-1.9000 cache size      607, 1791178 req, miss ratio 0.5172, byte miss ratio 0.5172
tencentBlock.ns19594 S3FIFO-0.5000-1.9000 cache size     2023, 1791178 req, miss ratio 0.4835, byte miss ratio 0.4835
tencentBlock.ns19594 S3FIFO-0.5000-1.9000 cache size     6071, 1791178 req, miss ratio 0.4656, byte miss ratio 0.4656
tencentBlock.ns19594 S3FIFO-0.5000-1.9000 cache size    20238, 1791178 req, miss ratio 0.4249, byte miss ratio 0.4249
tencentBlock.ns19594 S3FIFO-0.5000-1.9000 cache size    40477, 1791178 req, miss ratio 0.3997, byte miss ratio 0.3997
tencentBlock.ns19594 S3FIFO-0.5000-1.9000 cache size    80954, 1791178 req, miss ratio 0.3132, byte miss ratio 0.3132
tencentBlock.ns19594 S3FIFO-0.5000-1.9000 cache size   161909, 1791178 req, miss ratio 0.1270, byte miss ratio 0.1270
