cdn1_colo28.ns518 S3FIFO-0.0100-1.9000 cache size        5, 5599468 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns518 S3FIFO-0.0100-1.9000 cache size       15, 5599468 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns518 S3FIFO-0.0100-1.9000 cache size       51, 5599468 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns518 S3FIFO-0.0100-1.9000 cache size      103, 5599468 req, miss ratio 0.0173, byte miss ratio 0.0173
cdn1_colo28.ns518 S3FIFO-0.0100-1.9000 cache size      207, 5599468 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns518 S3FIFO-0.0100-1.9000 cache size      415, 5599468 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns518 S3FIFO-0.0250-0.9000 cache size        5, 5599468 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns518 S3FIFO-0.0250-0.9000 cache size       15, 5599468 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns518 S3FIFO-0.0250-0.9000 cache size       51, 5599468 req, miss ratio 0.0586, byte miss ratio 0.0586
cdn1_colo28.ns518 S3FIFO-0.0250-0.9000 cache size      103, 5599468 req, miss ratio 0.0174, byte miss ratio 0.0174
cdn1_colo28.ns518 S3FIFO-0.0250-0.9000 cache size      207, 5599468 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns518 S3FIFO-0.0250-0.9000 cache size      415, 5599468 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns518 S3FIFO-0.5000-0.9000 cache size        5, 5599468 req, miss ratio 0.5377, byte miss ratio 0.5377
cdn1_colo28.ns518 S3FIFO-0.5000-0.9000 cache size       15, 5599468 req, miss ratio 0.2736, byte miss ratio 0.2736
cdn1_colo28.ns518 S3FIFO-0.5000-0.9000 cache size       51, 5599468 req, miss ratio 0.0796, byte miss ratio 0.0796
cdn1_colo28.ns518 S3FIFO-0.5000-0.9000 cache size      103, 5599468 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_colo28.ns518 S3FIFO-0.5000-0.9000 cache size      207, 5599468 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_colo28.ns518 S3FIFO-0.5000-0.9000 cache size      415, 5599468 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns518 S3FIFO-0.9000-0.9000 cache size        5, 5599468 req, miss ratio 0.5867, byte miss ratio 0.5867
cdn1_colo28.ns518 S3FIFO-0.9000-0.9000 cache size       15, 5599468 req, miss ratio 0.3334, byte miss ratio 0.3334
cdn1_colo28.ns518 S3FIFO-0.9000-0.9000 cache size       51, 5599468 req, miss ratio 0.0970, byte miss ratio 0.0970
cdn1_colo28.ns518 S3FIFO-0.9000-0.9000 cache size      103, 5599468 req, miss ratio 0.0296, byte miss ratio 0.0296
cdn1_colo28.ns518 S3FIFO-0.9000-0.9000 cache size      207, 5599468 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_colo28.ns518 S3FIFO-0.9000-0.9000 cache size      415, 5599468 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns518 S3FIFO-0.1500-0.9000 cache size        5, 5599468 req, miss ratio 1.0000, byte miss ratio 1.0000
