tencentBlock.ns7368 S3FIFO-0.0050-1.9000 cache size       73, 1938554 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns7368 S3FIFO-0.0050-1.9000 cache size      220, 1938554 req, miss ratio 0.2311, byte miss ratio 0.2311
tencentBlock.ns7368 S3FIFO-0.0050-1.9000 cache size      735, 1938554 req, miss ratio 0.1559, byte miss ratio 0.1559
tencentBlock.ns7368 S3FIFO-0.0050-1.9000 cache size     2205, 1938554 req, miss ratio 0.1159, byte miss ratio 0.1159
tencentBlock.ns7368 S3FIFO-0.0050-1.9000 cache size     7350, 1938554 req, miss ratio 0.0995, byte miss ratio 0.0995
tencentBlock.ns7368 S3FIFO-0.0050-1.9000 cache size    14701, 1938554 req, miss ratio 0.0767, byte miss ratio 0.0767
tencentBlock.ns7368 S3FIFO-0.0050-1.9000 cache size    29402, 1938554 req, miss ratio 0.0486, byte miss ratio 0.0486
tencentBlock.ns7368 S3FIFO-0.0050-1.9000 cache size    58804, 1938554 req, miss ratio 0.0380, byte miss ratio 0.0380
tencentBlock.ns7368 S3FIFO-0.0500-1.9000 cache size       73, 1938554 req, miss ratio 0.4073, byte miss ratio 0.4073
tencentBlock.ns7368 S3FIFO-0.0500-1.9000 cache size      220, 1938554 req, miss ratio 0.2154, byte miss ratio 0.2154
tencentBlock.ns7368 S3FIFO-0.0500-1.9000 cache size      735, 1938554 req, miss ratio 0.1324, byte miss ratio 0.1324
tencentBlock.ns7368 S3FIFO-0.0500-1.9000 cache size     2205, 1938554 req, miss ratio 0.1104, byte miss ratio 0.1104
tencentBlock.ns7368 S3FIFO-0.0500-1.9000 cache size     7350, 1938554 req, miss ratio 0.0985, byte miss ratio 0.0985
tencentBlock.ns7368 S3FIFO-0.0500-1.9000 cache size    14701, 1938554 req, miss ratio 0.0778, byte miss ratio 0.0778
tencentBlock.ns7368 S3FIFO-0.0500-1.9000 cache size    29402, 1938554 req, miss ratio 0.0491, byte miss ratio 0.0491
tencentBlock.ns7368 S3FIFO-0.0500-1.9000 cache size    58804, 1938554 req, miss ratio 0.0380, byte miss ratio 0.0380
tencentBlock.ns7368 S3FIFO-0.5500-0.9000 cache size       73, 1938554 req, miss ratio 0.4556, byte miss ratio 0.4556
tencentBlock.ns7368 S3FIFO-0.5500-0.9000 cache size      220, 1938554 req, miss ratio 0.2475, byte miss ratio 0.2475
tencentBlock.ns7368 S3FIFO-0.5500-0.9000 cache size      735, 1938554 req, miss ratio 0.1430, byte miss ratio 0.1430
tencentBlock.ns7368 S3FIFO-0.5500-0.9000 cache size     2205, 1938554 req, miss ratio 0.1168, byte miss ratio 0.1168
tencentBlock.ns7368 S3FIFO-0.5500-0.9000 cache size     7350, 1938554 req, miss ratio 0.1044, byte miss ratio 0.1044
tencentBlock.ns7368 S3FIFO-0.5500-0.9000 cache size    14701, 1938554 req, miss ratio 0.0864, byte miss ratio 0.0864
tencentBlock.ns7368 S3FIFO-0.5500-0.9000 cache size    29402, 1938554 req, miss ratio 0.0532, byte miss ratio 0.0532
tencentBlock.ns7368 S3FIFO-0.5500-0.9000 cache size    58804, 1938554 req, miss ratio 0.0395, byte miss ratio 0.0395
tencentBlock.ns7368 S3FIFO-0.4500-1.9000 cache size       73, 1938554 req, miss ratio 0.4564, byte miss ratio 0.4564
tencentBlock.ns7368 S3FIFO-0.4500-1.9000 cache size      220, 1938554 req, miss ratio 0.2393, byte miss ratio 0.2393
tencentBlock.ns7368 S3FIFO-0.4500-1.9000 cache size      735, 1938554 req, miss ratio 0.1406, byte miss ratio 0.1406
tencentBlock.ns7368 S3FIFO-0.4500-1.9000 cache size     2205, 1938554 req, miss ratio 0.1144, byte miss ratio 0.1144
tencentBlock.ns7368 S3FIFO-0.4500-1.9000 cache size     7350, 1938554 req, miss ratio 0.1044, byte miss ratio 0.1044
tencentBlock.ns7368 S3FIFO-0.4500-1.9000 cache size    14701, 1938554 req, miss ratio 0.0835, byte miss ratio 0.0835
tencentBlock.ns7368 S3FIFO-0.4500-1.9000 cache size    29402, 1938554 req, miss ratio 0.0527, byte miss ratio 0.0527
tencentBlock.ns7368 S3FIFO-0.4500-1.9000 cache size    58804, 1938554 req, miss ratio 0.0391, byte miss ratio 0.0391
tencentBlock.ns7368 S3FIFO-0.2000-1.9000 cache size       73, 1938554 req, miss ratio 0.4178, byte miss ratio 0.4178
tencentBlock.ns7368 S3FIFO-0.2000-1.9000 cache size      220, 1938554 req, miss ratio 0.2229, byte miss ratio 0.2229
tencentBlock.ns7368 S3FIFO-0.2000-1.9000 cache size      735, 1938554 req, miss ratio 0.1346, byte miss ratio 0.1346
tencentBlock.ns7368 S3FIFO-0.2000-1.9000 cache size     2205, 1938554 req, miss ratio 0.1105, byte miss ratio 0.1105
