cdn1_allcolo.ns767 S3FIFO-0.4000-1.9000 cache size        6, 1878079 req, miss ratio 0.1710, byte miss ratio 0.1710
cdn1_allcolo.ns767 S3FIFO-0.4000-1.9000 cache size       22, 1878079 req, miss ratio 0.1332, byte miss ratio 0.1332
cdn1_allcolo.ns767 S3FIFO-0.4000-1.9000 cache size       68, 1878079 req, miss ratio 0.0919, byte miss ratio 0.0919
cdn1_allcolo.ns767 S3FIFO-0.4000-1.9000 cache size      229, 1878079 req, miss ratio 0.0273, byte miss ratio 0.0273
cdn1_allcolo.ns767 S3FIFO-0.4000-1.9000 cache size      459, 1878079 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_allcolo.ns767 S3FIFO-0.4000-1.9000 cache size      919, 1878079 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_allcolo.ns767 S3FIFO-0.4000-1.9000 cache size     1838, 1878079 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns767 S3FIFO-0.7500-1.9000 cache size        6, 1878079 req, miss ratio 0.2210, byte miss ratio 0.2210
cdn1_allcolo.ns767 S3FIFO-0.7500-1.9000 cache size       22, 1878079 req, miss ratio 0.1408, byte miss ratio 0.1408
cdn1_allcolo.ns767 S3FIFO-0.7500-1.9000 cache size       68, 1878079 req, miss ratio 0.0993, byte miss ratio 0.0993
cdn1_allcolo.ns767 S3FIFO-0.7500-1.9000 cache size      229, 1878079 req, miss ratio 0.0329, byte miss ratio 0.0329
cdn1_allcolo.ns767 S3FIFO-0.7500-1.9000 cache size      459, 1878079 req, miss ratio 0.0109, byte miss ratio 0.0109
cdn1_allcolo.ns767 S3FIFO-0.7500-1.9000 cache size      919, 1878079 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns767 S3FIFO-0.7500-1.9000 cache size     1838, 1878079 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_allcolo.ns767 S3FIFO-0.0050-1.9000 cache size        6, 1878079 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns767 S3FIFO-0.0050-1.9000 cache size       22, 1878079 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns767 S3FIFO-0.0050-1.9000 cache size       68, 1878079 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns767 S3FIFO-0.0050-1.9000 cache size      229, 1878079 req, miss ratio 0.0218, byte miss ratio 0.0218
cdn1_allcolo.ns767 S3FIFO-0.0050-1.9000 cache size      459, 1878079 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns767 S3FIFO-0.0050-1.9000 cache size      919, 1878079 req, miss ratio 0.0017, byte miss ratio 0.0017
