tencentBlock.ns2690 S3FIFO-0.0010-1.9000 cache size     2271, 44305975 req, miss ratio 0.7465, byte miss ratio 0.7465
tencentBlock.ns2690 S3FIFO-0.0010-1.9000 cache size     6815, 44305975 req, miss ratio 0.6654, byte miss ratio 0.6654
tencentBlock.ns2690 S3FIFO-0.0010-1.9000 cache size    22718, 44305975 req, miss ratio 0.5497, byte miss ratio 0.5497
tencentBlock.ns2690 S3FIFO-0.0010-1.9000 cache size    68154, 44305975 req, miss ratio 0.4131, byte miss ratio 0.4131
tencentBlock.ns2690 S3FIFO-0.0010-1.9000 cache size   227183, 44305975 req, miss ratio 0.2190, byte miss ratio 0.2190
tencentBlock.ns2690 S3FIFO-0.0010-1.9000 cache size   454366, 44305975 req, miss ratio 0.1285, byte miss ratio 0.1285
tencentBlock.ns2690 S3FIFO-0.0010-1.9000 cache size   908732, 44305975 req, miss ratio 0.0763, byte miss ratio 0.0763
tencentBlock.ns2690 S3FIFO-0.0010-1.9000 cache size  1817464, 44305975 req, miss ratio 0.0545, byte miss ratio 0.0545
tencentBlock.ns2690 S3FIFO-0.7500-1.9000 cache size     2271, 44305975 req, miss ratio 0.7474, byte miss ratio 0.7474
tencentBlock.ns2690 S3FIFO-0.7500-1.9000 cache size     6815, 44305975 req, miss ratio 0.6433, byte miss ratio 0.6433
tencentBlock.ns2690 S3FIFO-0.7500-1.9000 cache size    22718, 44305975 req, miss ratio 0.5356, byte miss ratio 0.5356
tencentBlock.ns2690 S3FIFO-0.7500-1.9000 cache size    68154, 44305975 req, miss ratio 0.4137, byte miss ratio 0.4137
tencentBlock.ns2690 S3FIFO-0.7500-1.9000 cache size   227183, 44305975 req, miss ratio 0.2397, byte miss ratio 0.2397
tencentBlock.ns2690 S3FIFO-0.7500-1.9000 cache size   454366, 44305975 req, miss ratio 0.1529, byte miss ratio 0.1529
tencentBlock.ns2690 S3FIFO-0.7500-1.9000 cache size   908732, 44305975 req, miss ratio 0.0879, byte miss ratio 0.0879
tencentBlock.ns2690 S3FIFO-0.7500-1.9000 cache size  1817464, 44305975 req, miss ratio 0.0555, byte miss ratio 0.0555
tencentBlock.ns2690 S3FIFO-0.4500-0.9000 cache size     2271, 44305975 req, miss ratio 0.7379, byte miss ratio 0.7379
tencentBlock.ns2690 S3FIFO-0.4500-0.9000 cache size     6815, 44305975 req, miss ratio 0.6293, byte miss ratio 0.6293
tencentBlock.ns2690 S3FIFO-0.4500-0.9000 cache size    22718, 44305975 req, miss ratio 0.5114, byte miss ratio 0.5114
tencentBlock.ns2690 S3FIFO-0.4500-0.9000 cache size    68154, 44305975 req, miss ratio 0.3986, byte miss ratio 0.3986
tencentBlock.ns2690 S3FIFO-0.4500-0.9000 cache size   227183, 44305975 req, miss ratio 0.2218, byte miss ratio 0.2218
tencentBlock.ns2690 S3FIFO-0.4500-0.9000 cache size   454366, 44305975 req, miss ratio 0.1369, byte miss ratio 0.1369
tencentBlock.ns2690 S3FIFO-0.4500-0.9000 cache size   908732, 44305975 req, miss ratio 0.0789, byte miss ratio 0.0789
tencentBlock.ns2690 S3FIFO-0.4500-0.9000 cache size  1817464, 44305975 req, miss ratio 0.0546, byte miss ratio 0.0546
tencentBlock.ns2690 S3FIFO-0.7000-1.9000 cache size     2271, 44305975 req, miss ratio 0.7445, byte miss ratio 0.7445
tencentBlock.ns2690 S3FIFO-0.7000-1.9000 cache size     6815, 44305975 req, miss ratio 0.6402, byte miss ratio 0.6402
tencentBlock.ns2690 S3FIFO-0.7000-1.9000 cache size    22718, 44305975 req, miss ratio 0.5316, byte miss ratio 0.5316
tencentBlock.ns2690 S3FIFO-0.7000-1.9000 cache size    68154, 44305975 req, miss ratio 0.4111, byte miss ratio 0.4111
tencentBlock.ns2690 S3FIFO-0.7000-1.9000 cache size   227183, 44305975 req, miss ratio 0.2366, byte miss ratio 0.2366
tencentBlock.ns2690 S3FIFO-0.7000-1.9000 cache size   454366, 44305975 req, miss ratio 0.1498, byte miss ratio 0.1498
tencentBlock.ns2690 S3FIFO-0.7000-1.9000 cache size   908732, 44305975 req, miss ratio 0.0860, byte miss ratio 0.0860
tencentBlock.ns2690 S3FIFO-0.7000-1.9000 cache size  1817464, 44305975 req, miss ratio 0.0550, byte miss ratio 0.0550
tencentBlock.ns2690 S3FIFO-0.9500-0.9000 cache size     2271, 44305975 req, miss ratio 0.7603, byte miss ratio 0.7603
tencentBlock.ns2690 S3FIFO-0.9500-0.9000 cache size     6815, 44305975 req, miss ratio 0.6584, byte miss ratio 0.6584
tencentBlock.ns2690 S3FIFO-0.9500-0.9000 cache size    22718, 44305975 req, miss ratio 0.5536, byte miss ratio 0.5536
tencentBlock.ns2690 S3FIFO-0.9500-0.9000 cache size    68154, 44305975 req, miss ratio 0.4282, byte miss ratio 0.4282
tencentBlock.ns2690 S3FIFO-0.9500-0.9000 cache size   227183, 44305975 req, miss ratio 0.2536, byte miss ratio 0.2536
tencentBlock.ns2690 S3FIFO-0.9500-0.9000 cache size   454366, 44305975 req, miss ratio 0.1661, byte miss ratio 0.1661
tencentBlock.ns2690 S3FIFO-0.9500-0.9000 cache size   908732, 44305975 req, miss ratio 0.0960, byte miss ratio 0.0960
tencentBlock.ns2690 S3FIFO-0.9500-0.9000 cache size  1817464, 44305975 req, miss ratio 0.0599, byte miss ratio 0.0599
tencentBlock.ns2690 S3FIFO-0.4000-0.9000 cache size     2271, 44305975 req, miss ratio 0.7382, byte miss ratio 0.7382
tencentBlock.ns2690 S3FIFO-0.4000-0.9000 cache size     6815, 44305975 req, miss ratio 0.6290, byte miss ratio 0.6290
tencentBlock.ns2690 S3FIFO-0.4000-0.9000 cache size    22718, 44305975 req, miss ratio 0.5089, byte miss ratio 0.5089
tencentBlock.ns2690 S3FIFO-0.4000-0.9000 cache size    68154, 44305975 req, miss ratio 0.3963, byte miss ratio 0.3963
tencentBlock.ns2690 S3FIFO-0.4000-0.9000 cache size   227183, 44305975 req, miss ratio 0.2193, byte miss ratio 0.2193
tencentBlock.ns2690 S3FIFO-0.4000-0.9000 cache size   454366, 44305975 req, miss ratio 0.1346, byte miss ratio 0.1346
tencentBlock.ns2690 S3FIFO-0.4000-0.9000 cache size   908732, 44305975 req, miss ratio 0.0778, byte miss ratio 0.0778
tencentBlock.ns2690 S3FIFO-0.4000-0.9000 cache size  1817464, 44305975 req, miss ratio 0.0546, byte miss ratio 0.0546
tencentBlock.ns2690 S3FIFO-0.0250-0.9000 cache size     2271, 44305975 req, miss ratio 0.7518, byte miss ratio 0.7518
tencentBlock.ns2690 S3FIFO-0.0250-0.9000 cache size     6815, 44305975 req, miss ratio 0.6619, byte miss ratio 0.6619
tencentBlock.ns2690 S3FIFO-0.0250-0.9000 cache size    22718, 44305975 req, miss ratio 0.5330, byte miss ratio 0.5330
tencentBlock.ns2690 S3FIFO-0.0250-0.9000 cache size    68154, 44305975 req, miss ratio 0.3903, byte miss ratio 0.3903
tencentBlock.ns2690 S3FIFO-0.0250-0.9000 cache size   227183, 44305975 req, miss ratio 0.2096, byte miss ratio 0.2096
tencentBlock.ns2690 S3FIFO-0.0250-0.9000 cache size   454366, 44305975 req, miss ratio 0.1254, byte miss ratio 0.1254
tencentBlock.ns2690 S3FIFO-0.0250-0.9000 cache size   908732, 44305975 req, miss ratio 0.0744, byte miss ratio 0.0744
tencentBlock.ns2690 S3FIFO-0.0250-0.9000 cache size  1817464, 44305975 req, miss ratio 0.0540, byte miss ratio 0.0540
tencentBlock.ns2690 S3FIFO-0.6000-1.9000 cache size     2271, 44305975 req, miss ratio 0.7402, byte miss ratio 0.7402
tencentBlock.ns2690 S3FIFO-0.6000-1.9000 cache size     6815, 44305975 req, miss ratio 0.6349, byte miss ratio 0.6349
tencentBlock.ns2690 S3FIFO-0.6000-1.9000 cache size    22718, 44305975 req, miss ratio 0.5243, byte miss ratio 0.5243
tencentBlock.ns2690 S3FIFO-0.6000-1.9000 cache size    68154, 44305975 req, miss ratio 0.4064, byte miss ratio 0.4064
tencentBlock.ns2690 S3FIFO-0.6000-1.9000 cache size   227183, 44305975 req, miss ratio 0.2305, byte miss ratio 0.2305
tencentBlock.ns2690 S3FIFO-0.6000-1.9000 cache size   454366, 44305975 req, miss ratio 0.1443, byte miss ratio 0.1443
tencentBlock.ns2690 S3FIFO-0.6000-1.9000 cache size   908732, 44305975 req, miss ratio 0.0830, byte miss ratio 0.0830
tencentBlock.ns2690 S3FIFO-0.6000-1.9000 cache size  1817464, 44305975 req, miss ratio 0.0548, byte miss ratio 0.0548
tencentBlock.ns2690 S3FIFO-0.9000-1.9000 cache size     2271, 44305975 req, miss ratio 0.7580, byte miss ratio 0.7580
tencentBlock.ns2690 S3FIFO-0.9000-1.9000 cache size     6815, 44305975 req, miss ratio 0.6554, byte miss ratio 0.6554
tencentBlock.ns2690 S3FIFO-0.9000-1.9000 cache size    22718, 44305975 req, miss ratio 0.5493, byte miss ratio 0.5493
tencentBlock.ns2690 S3FIFO-0.9000-1.9000 cache size    68154, 44305975 req, miss ratio 0.4233, byte miss ratio 0.4233
tencentBlock.ns2690 S3FIFO-0.9000-1.9000 cache size   227183, 44305975 req, miss ratio 0.2496, byte miss ratio 0.2496
tencentBlock.ns2690 S3FIFO-0.9000-1.9000 cache size   454366, 44305975 req, miss ratio 0.1628, byte miss ratio 0.1628
tencentBlock.ns2690 S3FIFO-0.9000-1.9000 cache size   908732, 44305975 req, miss ratio 0.0937, byte miss ratio 0.0937
tencentBlock.ns2690 S3FIFO-0.9000-1.9000 cache size  1817464, 44305975 req, miss ratio 0.0584, byte miss ratio 0.0584
tencentBlock.ns2690 S3FIFO-0.4000-1.9000 cache size     2271, 44305975 req, miss ratio 0.7368, byte miss ratio 0.7368
tencentBlock.ns2690 S3FIFO-0.4000-1.9000 cache size     6815, 44305975 req, miss ratio 0.6289, byte miss ratio 0.6289
tencentBlock.ns2690 S3FIFO-0.4000-1.9000 cache size    22718, 44305975 req, miss ratio 0.5124, byte miss ratio 0.5124
tencentBlock.ns2690 S3FIFO-0.4000-1.9000 cache size    68154, 44305975 req, miss ratio 0.3986, byte miss ratio 0.3986
tencentBlock.ns2690 S3FIFO-0.4000-1.9000 cache size   227183, 44305975 req, miss ratio 0.2195, byte miss ratio 0.2195
tencentBlock.ns2690 S3FIFO-0.4000-1.9000 cache size   454366, 44305975 req, miss ratio 0.1346, byte miss ratio 0.1346
tencentBlock.ns2690 S3FIFO-0.4000-1.9000 cache size   908732, 44305975 req, miss ratio 0.0778, byte miss ratio 0.0778
tencentBlock.ns2690 S3FIFO-0.4000-1.9000 cache size  1817464, 44305975 req, miss ratio 0.0546, byte miss ratio 0.0546
tencentBlock.ns2690 S3FIFO-0.1000-0.9000 cache size     2271, 44305975 req, miss ratio 0.7464, byte miss ratio 0.7464
tencentBlock.ns2690 S3FIFO-0.1000-0.9000 cache size     6815, 44305975 req, miss ratio 0.6480, byte miss ratio 0.6480
tencentBlock.ns2690 S3FIFO-0.1000-0.9000 cache size    22718, 44305975 req, miss ratio 0.5118, byte miss ratio 0.5118
tencentBlock.ns2690 S3FIFO-0.1000-0.9000 cache size    68154, 44305975 req, miss ratio 0.3830, byte miss ratio 0.3830
tencentBlock.ns2690 S3FIFO-0.1000-0.9000 cache size   227183, 44305975 req, miss ratio 0.2085, byte miss ratio 0.2085
tencentBlock.ns2690 S3FIFO-0.1000-0.9000 cache size   454366, 44305975 req, miss ratio 0.1250, byte miss ratio 0.1250
tencentBlock.ns2690 S3FIFO-0.1000-0.9000 cache size   908732, 44305975 req, miss ratio 0.0748, byte miss ratio 0.0748
tencentBlock.ns2690 S3FIFO-0.1000-0.9000 cache size  1817464, 44305975 req, miss ratio 0.0539, byte miss ratio 0.0539
tencentBlock.ns2690 S3FIFO-0.0100-1.9000 cache size     2271, 44305975 req, miss ratio 0.7456, byte miss ratio 0.7456
tencentBlock.ns2690 S3FIFO-0.0100-1.9000 cache size     6815, 44305975 req, miss ratio 0.6618, byte miss ratio 0.6618
tencentBlock.ns2690 S3FIFO-0.0100-1.9000 cache size    22718, 44305975 req, miss ratio 0.5397, byte miss ratio 0.5397
tencentBlock.ns2690 S3FIFO-0.0100-1.9000 cache size    68154, 44305975 req, miss ratio 0.3989, byte miss ratio 0.3989
tencentBlock.ns2690 S3FIFO-0.0100-1.9000 cache size   227183, 44305975 req, miss ratio 0.2114, byte miss ratio 0.2114
tencentBlock.ns2690 S3FIFO-0.0100-1.9000 cache size   454366, 44305975 req, miss ratio 0.1262, byte miss ratio 0.1262
tencentBlock.ns2690 S3FIFO-0.0100-1.9000 cache size   908732, 44305975 req, miss ratio 0.0752, byte miss ratio 0.0752
tencentBlock.ns2690 S3FIFO-0.0100-1.9000 cache size  1817464, 44305975 req, miss ratio 0.0542, byte miss ratio 0.0542
tencentBlock.ns2690 S3FIFO-0.6000-0.9000 cache size     2271, 44305975 req, miss ratio 0.7394, byte miss ratio 0.7394
tencentBlock.ns2690 S3FIFO-0.6000-0.9000 cache size     6815, 44305975 req, miss ratio 0.6337, byte miss ratio 0.6337
tencentBlock.ns2690 S3FIFO-0.6000-0.9000 cache size    22718, 44305975 req, miss ratio 0.5209, byte miss ratio 0.5209
tencentBlock.ns2690 S3FIFO-0.6000-0.9000 cache size    68154, 44305975 req, miss ratio 0.4055, byte miss ratio 0.4055
tencentBlock.ns2690 S3FIFO-0.6000-0.9000 cache size   227183, 44305975 req, miss ratio 0.2306, byte miss ratio 0.2306
tencentBlock.ns2690 S3FIFO-0.6000-0.9000 cache size   454366, 44305975 req, miss ratio 0.1443, byte miss ratio 0.1443
tencentBlock.ns2690 S3FIFO-0.6000-0.9000 cache size   908732, 44305975 req, miss ratio 0.0830, byte miss ratio 0.0830
tencentBlock.ns2690 S3FIFO-0.6000-0.9000 cache size  1817464, 44305975 req, miss ratio 0.0548, byte miss ratio 0.0548
tencentBlock.ns2690 S3FIFO-0.0050-1.9000 cache size     2271, 44305975 req, miss ratio 0.7461, byte miss ratio 0.7461
tencentBlock.ns2690 S3FIFO-0.0050-1.9000 cache size     6815, 44305975 req, miss ratio 0.6636, byte miss ratio 0.6636
tencentBlock.ns2690 S3FIFO-0.0050-1.9000 cache size    22718, 44305975 req, miss ratio 0.5442, byte miss ratio 0.5442
tencentBlock.ns2690 S3FIFO-0.0050-1.9000 cache size    68154, 44305975 req, miss ratio 0.4049, byte miss ratio 0.4049
tencentBlock.ns2690 S3FIFO-0.0050-1.9000 cache size   227183, 44305975 req, miss ratio 0.2133, byte miss ratio 0.2133
tencentBlock.ns2690 S3FIFO-0.0050-1.9000 cache size   454366, 44305975 req, miss ratio 0.1267, byte miss ratio 0.1267
tencentBlock.ns2690 S3FIFO-0.0050-1.9000 cache size   908732, 44305975 req, miss ratio 0.0757, byte miss ratio 0.0757
tencentBlock.ns2690 S3FIFO-0.0050-1.9000 cache size  1817464, 44305975 req, miss ratio 0.0543, byte miss ratio 0.0543
tencentBlock.ns2690 S3FIFO-0.3500-1.9000 cache size     2271, 44305975 req, miss ratio 0.7368, byte miss ratio 0.7368
tencentBlock.ns2690 S3FIFO-0.3500-1.9000 cache size     6815, 44305975 req, miss ratio 0.6288, byte miss ratio 0.6288
