tencentBlock.ns8526 S3FIFO-0.9500-1.9000 cache size     2458, 159902973 req, miss ratio 0.8445, byte miss ratio 0.8445
tencentBlock.ns8526 S3FIFO-0.9500-1.9000 cache size     7374, 159902973 req, miss ratio 0.7778, byte miss ratio 0.7778
tencentBlock.ns8526 S3FIFO-0.9500-1.9000 cache size    24582, 159902973 req, miss ratio 0.6603, byte miss ratio 0.6603
tencentBlock.ns8526 S3FIFO-0.9500-1.9000 cache size    73748, 159902973 req, miss ratio 0.4319, byte miss ratio 0.4319
tencentBlock.ns8526 S3FIFO-0.9500-1.9000 cache size   245829, 159902973 req, miss ratio 0.1961, byte miss ratio 0.1961
tencentBlock.ns8526 S3FIFO-0.9500-1.9000 cache size   491659, 159902973 req, miss ratio 0.1031, byte miss ratio 0.1031
tencentBlock.ns8526 S3FIFO-0.9500-1.9000 cache size   983318, 159902973 req, miss ratio 0.0474, byte miss ratio 0.0474
tencentBlock.ns8526 S3FIFO-0.9500-1.9000 cache size  1966636, 159902973 req, miss ratio 0.0193, byte miss ratio 0.0193
tencentBlock.ns8526 S3FIFO-0.7000-1.9000 cache size     2458, 159902973 req, miss ratio 0.8239, byte miss ratio 0.8239
tencentBlock.ns8526 S3FIFO-0.7000-1.9000 cache size     7374, 159902973 req, miss ratio 0.7507, byte miss ratio 0.7507
tencentBlock.ns8526 S3FIFO-0.7000-1.9000 cache size    24582, 159902973 req, miss ratio 0.6541, byte miss ratio 0.6541
tencentBlock.ns8526 S3FIFO-0.7000-1.9000 cache size    73748, 159902973 req, miss ratio 0.4152, byte miss ratio 0.4152
tencentBlock.ns8526 S3FIFO-0.7000-1.9000 cache size   245829, 159902973 req, miss ratio 0.1803, byte miss ratio 0.1803
tencentBlock.ns8526 S3FIFO-0.7000-1.9000 cache size   491659, 159902973 req, miss ratio 0.0913, byte miss ratio 0.0913
tencentBlock.ns8526 S3FIFO-0.7000-1.9000 cache size   983318, 159902973 req, miss ratio 0.0415, byte miss ratio 0.0415
tencentBlock.ns8526 S3FIFO-0.7000-1.9000 cache size  1966636, 159902973 req, miss ratio 0.0174, byte miss ratio 0.0174
tencentBlock.ns8526 S3FIFO-0.7000-0.9000 cache size     2458, 159902973 req, miss ratio 0.8207, byte miss ratio 0.8207
tencentBlock.ns8526 S3FIFO-0.7000-0.9000 cache size     7374, 159902973 req, miss ratio 0.7465, byte miss ratio 0.7465
