cdn1_colo28.ns267 S3FIFO-0.4500-0.9000 cache size        6, 2035676 req, miss ratio 0.7804, byte miss ratio 0.7804
cdn1_colo28.ns267 S3FIFO-0.4500-0.9000 cache size       18, 2035676 req, miss ratio 0.5534, byte miss ratio 0.5534
cdn1_colo28.ns267 S3FIFO-0.4500-0.9000 cache size       61, 2035676 req, miss ratio 0.0572, byte miss ratio 0.0572
cdn1_colo28.ns267 S3FIFO-0.4500-0.9000 cache size      185, 2035676 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_colo28.ns267 S3FIFO-0.4500-0.9000 cache size      616, 2035676 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns267 S3FIFO-0.4500-0.9000 cache size     1233, 2035676 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns267 S3FIFO-0.4500-0.9000 cache size     2466, 2035676 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns267 S3FIFO-0.4500-0.9000 cache size     4933, 2035676 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns267 S3FIFO-0.1500-0.9000 cache size        6, 2035676 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns267 S3FIFO-0.1500-0.9000 cache size       18, 2035676 req, miss ratio 0.4991, byte miss ratio 0.4991
cdn1_colo28.ns267 S3FIFO-0.1500-0.9000 cache size       61, 2035676 req, miss ratio 0.0424, byte miss ratio 0.0424
cdn1_colo28.ns267 S3FIFO-0.1500-0.9000 cache size      185, 2035676 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns267 S3FIFO-0.1500-0.9000 cache size      616, 2035676 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns267 S3FIFO-0.1500-0.9000 cache size     1233, 2035676 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns267 S3FIFO-0.1500-0.9000 cache size     2466, 2035676 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns267 S3FIFO-0.1500-0.9000 cache size     4933, 2035676 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns267 S3FIFO-0.5000-1.9000 cache size        6, 2035676 req, miss ratio 0.8033, byte miss ratio 0.8033
cdn1_colo28.ns267 S3FIFO-0.5000-1.9000 cache size       18, 2035676 req, miss ratio 0.5610, byte miss ratio 0.5610
cdn1_colo28.ns267 S3FIFO-0.5000-1.9000 cache size       61, 2035676 req, miss ratio 0.0594, byte miss ratio 0.0594
cdn1_colo28.ns267 S3FIFO-0.5000-1.9000 cache size      185, 2035676 req, miss ratio 0.0050, byte miss ratio 0.0050
cdn1_colo28.ns267 S3FIFO-0.5000-1.9000 cache size      616, 2035676 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns267 S3FIFO-0.5000-1.9000 cache size     1233, 2035676 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns267 S3FIFO-0.5000-1.9000 cache size     2466, 2035676 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns267 S3FIFO-0.5000-1.9000 cache size     4933, 2035676 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_colo28.ns267 S3FIFO-0.6500-0.9000 cache size        6, 2035676 req, miss ratio 0.7945, byte miss ratio 0.7945
cdn1_colo28.ns267 S3FIFO-0.6500-0.9000 cache size       18, 2035676 req, miss ratio 0.5634, byte miss ratio 0.5634
cdn1_colo28.ns267 S3FIFO-0.6500-0.9000 cache size       61, 2035676 req, miss ratio 0.0689, byte miss ratio 0.0689
cdn1_colo28.ns267 S3FIFO-0.6500-0.9000 cache size      185, 2035676 req, miss ratio 0.0060, byte miss ratio 0.0060
