cdn1_colo28.ns1540 S3FIFO-0.4000-0.9000 cache size      271, 1060168 req, miss ratio 0.5716, byte miss ratio 0.5716
cdn1_colo28.ns1540 S3FIFO-0.4000-0.9000 cache size      815, 1060168 req, miss ratio 0.5015, byte miss ratio 0.5015
cdn1_colo28.ns1540 S3FIFO-0.4000-0.9000 cache size     2716, 1060168 req, miss ratio 0.4671, byte miss ratio 0.4671
cdn1_colo28.ns1540 S3FIFO-0.4000-0.9000 cache size     8150, 1060168 req, miss ratio 0.4400, byte miss ratio 0.4400
cdn1_colo28.ns1540 S3FIFO-0.4000-0.9000 cache size    27169, 1060168 req, miss ratio 0.3643, byte miss ratio 0.3643
cdn1_colo28.ns1540 S3FIFO-0.4000-0.9000 cache size    54339, 1060168 req, miss ratio 0.3210, byte miss ratio 0.3210
cdn1_colo28.ns1540 S3FIFO-0.4000-0.9000 cache size   108679, 1060168 req, miss ratio 0.3035, byte miss ratio 0.3035
cdn1_colo28.ns1540 S3FIFO-0.4000-0.9000 cache size   217358, 1060168 req, miss ratio 0.2582, byte miss ratio 0.2582
cdn1_colo28.ns1540 S3FIFO-0.7000-0.9000 cache size      271, 1060168 req, miss ratio 0.6158, byte miss ratio 0.6158
cdn1_colo28.ns1540 S3FIFO-0.7000-0.9000 cache size      815, 1060168 req, miss ratio 0.5284, byte miss ratio 0.5284
cdn1_colo28.ns1540 S3FIFO-0.7000-0.9000 cache size     2716, 1060168 req, miss ratio 0.4750, byte miss ratio 0.4750
cdn1_colo28.ns1540 S3FIFO-0.7000-0.9000 cache size     8150, 1060168 req, miss ratio 0.4489, byte miss ratio 0.4489
cdn1_colo28.ns1540 S3FIFO-0.7000-0.9000 cache size    27169, 1060168 req, miss ratio 0.3883, byte miss ratio 0.3883
cdn1_colo28.ns1540 S3FIFO-0.7000-0.9000 cache size    54339, 1060168 req, miss ratio 0.3335, byte miss ratio 0.3335
cdn1_colo28.ns1540 S3FIFO-0.7000-0.9000 cache size   108679, 1060168 req, miss ratio 0.3075, byte miss ratio 0.3075
cdn1_colo28.ns1540 S3FIFO-0.7000-0.9000 cache size   217358, 1060168 req, miss ratio 0.2582, byte miss ratio 0.2582
cdn1_colo28.ns1540 S3FIFO-0.1000-1.9000 cache size      271, 1060168 req, miss ratio 0.5492, byte miss ratio 0.5492
cdn1_colo28.ns1540 S3FIFO-0.1000-1.9000 cache size      815, 1060168 req, miss ratio 0.4930, byte miss ratio 0.4930
cdn1_colo28.ns1540 S3FIFO-0.1000-1.9000 cache size     2716, 1060168 req, miss ratio 0.4654, byte miss ratio 0.4654
cdn1_colo28.ns1540 S3FIFO-0.1000-1.9000 cache size     8150, 1060168 req, miss ratio 0.4317, byte miss ratio 0.4317
cdn1_colo28.ns1540 S3FIFO-0.1000-1.9000 cache size    27169, 1060168 req, miss ratio 0.3506, byte miss ratio 0.3506
cdn1_colo28.ns1540 S3FIFO-0.1000-1.9000 cache size    54339, 1060168 req, miss ratio 0.3188, byte miss ratio 0.3188
cdn1_colo28.ns1540 S3FIFO-0.1000-1.9000 cache size   108679, 1060168 req, miss ratio 0.3022, byte miss ratio 0.3022
