cdn1_colo28.ns1175 S3FIFO-0.3000-0.9000 cache size        9, 2461202 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns1175 S3FIFO-0.3000-0.9000 cache size       27, 2461202 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1175 S3FIFO-0.3000-0.9000 cache size       90, 2461202 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1175 S3FIFO-0.3000-0.9000 cache size      181, 2461202 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1175 S3FIFO-0.3000-0.9000 cache size      363, 2461202 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1175 S3FIFO-0.3000-0.9000 cache size      726, 2461202 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1175 S3FIFO-0.0500-1.9000 cache size        9, 2461202 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1175 S3FIFO-0.0500-1.9000 cache size       27, 2461202 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1175 S3FIFO-0.0500-1.9000 cache size       90, 2461202 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1175 S3FIFO-0.0500-1.9000 cache size      181, 2461202 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1175 S3FIFO-0.0500-1.9000 cache size      363, 2461202 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1175 S3FIFO-0.0500-1.9000 cache size      726, 2461202 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1175 S3FIFO-0.9900-0.9000 cache size        9, 2461202 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns1175 S3FIFO-0.9900-0.9000 cache size       27, 2461202 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns1175 S3FIFO-0.9900-0.9000 cache size       90, 2461202 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns1175 S3FIFO-0.9900-0.9000 cache size      181, 2461202 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1175 S3FIFO-0.9900-0.9000 cache size      363, 2461202 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1175 S3FIFO-0.9900-0.9000 cache size      726, 2461202 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1175 S3FIFO-0.6500-1.9000 cache size        9, 2461202 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_colo28.ns1175 S3FIFO-0.6500-1.9000 cache size       27, 2461202 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns1175 S3FIFO-0.6500-1.9000 cache size       90, 2461202 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns1175 S3FIFO-0.6500-1.9000 cache size      181, 2461202 req, miss ratio 0.0004, byte miss ratio 0.0004
