tencentBlock.ns1706 S3FIFO-0.9000-1.9000 cache size       46, 1600149 req, miss ratio 0.5137, byte miss ratio 0.5137
tencentBlock.ns1706 S3FIFO-0.9000-1.9000 cache size      139, 1600149 req, miss ratio 0.2269, byte miss ratio 0.2269
tencentBlock.ns1706 S3FIFO-0.9000-1.9000 cache size      463, 1600149 req, miss ratio 0.1494, byte miss ratio 0.1494
tencentBlock.ns1706 S3FIFO-0.9000-1.9000 cache size     1390, 1600149 req, miss ratio 0.1162, byte miss ratio 0.1162
tencentBlock.ns1706 S3FIFO-0.9000-1.9000 cache size     4634, 1600149 req, miss ratio 0.0888, byte miss ratio 0.0888
tencentBlock.ns1706 S3FIFO-0.9000-1.9000 cache size     9268, 1600149 req, miss ratio 0.0763, byte miss ratio 0.0763
tencentBlock.ns1706 S3FIFO-0.9000-1.9000 cache size    18536, 1600149 req, miss ratio 0.0564, byte miss ratio 0.0564
tencentBlock.ns1706 S3FIFO-0.9000-1.9000 cache size    37072, 1600149 req, miss ratio 0.0350, byte miss ratio 0.0350
tencentBlock.ns1706 S3FIFO-0.0010-0.9000 cache size       46, 1600149 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns1706 S3FIFO-0.0010-0.9000 cache size      139, 1600149 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns1706 S3FIFO-0.0010-0.9000 cache size      463, 1600149 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns1706 S3FIFO-0.0010-0.9000 cache size     1390, 1600149 req, miss ratio 0.1259, byte miss ratio 0.1259
tencentBlock.ns1706 S3FIFO-0.0010-0.9000 cache size     4634, 1600149 req, miss ratio 0.0923, byte miss ratio 0.0923
tencentBlock.ns1706 S3FIFO-0.0010-0.9000 cache size     9268, 1600149 req, miss ratio 0.0716, byte miss ratio 0.0716
tencentBlock.ns1706 S3FIFO-0.0010-0.9000 cache size    18536, 1600149 req, miss ratio 0.0530, byte miss ratio 0.0530
tencentBlock.ns1706 S3FIFO-0.0010-0.9000 cache size    37072, 1600149 req, miss ratio 0.0330, byte miss ratio 0.0330
tencentBlock.ns1706 S3FIFO-0.9900-1.9000 cache size       46, 1600149 req, miss ratio 0.5129, byte miss ratio 0.5129
tencentBlock.ns1706 S3FIFO-0.9900-1.9000 cache size      139, 1600149 req, miss ratio 0.2406, byte miss ratio 0.2406
tencentBlock.ns1706 S3FIFO-0.9900-1.9000 cache size      463, 1600149 req, miss ratio 0.1603, byte miss ratio 0.1603
tencentBlock.ns1706 S3FIFO-0.9900-1.9000 cache size     1390, 1600149 req, miss ratio 0.1205, byte miss ratio 0.1205
tencentBlock.ns1706 S3FIFO-0.9900-1.9000 cache size     4634, 1600149 req, miss ratio 0.0909, byte miss ratio 0.0909
tencentBlock.ns1706 S3FIFO-0.9900-1.9000 cache size     9268, 1600149 req, miss ratio 0.0771, byte miss ratio 0.0771
tencentBlock.ns1706 S3FIFO-0.9900-1.9000 cache size    18536, 1600149 req, miss ratio 0.0564, byte miss ratio 0.0564
tencentBlock.ns1706 S3FIFO-0.9900-1.9000 cache size    37072, 1600149 req, miss ratio 0.0353, byte miss ratio 0.0353
tencentBlock.ns1706 S3FIFO-0.2000-0.9000 cache size       46, 1600149 req, miss ratio 0.4029, byte miss ratio 0.4029
