cdn1_allcolo.ns3142 S3FIFO-0.9900-0.9000 cache size        6, 1473529 req, miss ratio 0.7920, byte miss ratio 0.7920
cdn1_allcolo.ns3142 S3FIFO-0.9900-0.9000 cache size       20, 1473529 req, miss ratio 0.5157, byte miss ratio 0.5157
cdn1_allcolo.ns3142 S3FIFO-0.9900-0.9000 cache size       67, 1473529 req, miss ratio 0.2006, byte miss ratio 0.2006
cdn1_allcolo.ns3142 S3FIFO-0.9900-0.9000 cache size      134, 1473529 req, miss ratio 0.0720, byte miss ratio 0.0720
cdn1_allcolo.ns3142 S3FIFO-0.9900-0.9000 cache size      268, 1473529 req, miss ratio 0.0117, byte miss ratio 0.0117
cdn1_allcolo.ns3142 S3FIFO-0.9900-0.9000 cache size      537, 1473529 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns3142 S3FIFO-0.2000-0.9000 cache size        6, 1473529 req, miss ratio 0.6710, byte miss ratio 0.6710
cdn1_allcolo.ns3142 S3FIFO-0.2000-0.9000 cache size       20, 1473529 req, miss ratio 0.3629, byte miss ratio 0.3629
cdn1_allcolo.ns3142 S3FIFO-0.2000-0.9000 cache size       67, 1473529 req, miss ratio 0.1387, byte miss ratio 0.1387
cdn1_allcolo.ns3142 S3FIFO-0.2000-0.9000 cache size      134, 1473529 req, miss ratio 0.0422, byte miss ratio 0.0422
cdn1_allcolo.ns3142 S3FIFO-0.2000-0.9000 cache size      268, 1473529 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns3142 S3FIFO-0.2000-0.9000 cache size      537, 1473529 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns3142 S3FIFO-0.5500-0.9000 cache size        6, 1473529 req, miss ratio 0.7365, byte miss ratio 0.7365
cdn1_allcolo.ns3142 S3FIFO-0.5500-0.9000 cache size       20, 1473529 req, miss ratio 0.4372, byte miss ratio 0.4372
cdn1_allcolo.ns3142 S3FIFO-0.5500-0.9000 cache size       67, 1473529 req, miss ratio 0.1629, byte miss ratio 0.1629
cdn1_allcolo.ns3142 S3FIFO-0.5500-0.9000 cache size      134, 1473529 req, miss ratio 0.0540, byte miss ratio 0.0540
cdn1_allcolo.ns3142 S3FIFO-0.5500-0.9000 cache size      268, 1473529 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns3142 S3FIFO-0.5500-0.9000 cache size      537, 1473529 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns3142 S3FIFO-0.0050-0.9000 cache size        6, 1473529 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3142 S3FIFO-0.0050-0.9000 cache size       20, 1473529 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3142 S3FIFO-0.0050-0.9000 cache size       67, 1473529 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3142 S3FIFO-0.0050-0.9000 cache size      134, 1473529 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3142 S3FIFO-0.0050-0.9000 cache size      268, 1473529 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_allcolo.ns3142 S3FIFO-0.0050-0.9000 cache size      537, 1473529 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns3142 S3FIFO-0.4000-0.9000 cache size        6, 1473529 req, miss ratio 0.7035, byte miss ratio 0.7035
cdn1_allcolo.ns3142 S3FIFO-0.4000-0.9000 cache size       20, 1473529 req, miss ratio 0.4031, byte miss ratio 0.4031
cdn1_allcolo.ns3142 S3FIFO-0.4000-0.9000 cache size       67, 1473529 req, miss ratio 0.1529, byte miss ratio 0.1529
cdn1_allcolo.ns3142 S3FIFO-0.4000-0.9000 cache size      134, 1473529 req, miss ratio 0.0485, byte miss ratio 0.0485
cdn1_allcolo.ns3142 S3FIFO-0.4000-0.9000 cache size      268, 1473529 req, miss ratio 0.0065, byte miss ratio 0.0065
cdn1_allcolo.ns3142 S3FIFO-0.4000-0.9000 cache size      537, 1473529 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns3142 S3FIFO-0.4500-1.9000 cache size        6, 1473529 req, miss ratio 0.7231, byte miss ratio 0.7231
cdn1_allcolo.ns3142 S3FIFO-0.4500-1.9000 cache size       20, 1473529 req, miss ratio 0.4253, byte miss ratio 0.4253
cdn1_allcolo.ns3142 S3FIFO-0.4500-1.9000 cache size       67, 1473529 req, miss ratio 0.1556, byte miss ratio 0.1556
cdn1_allcolo.ns3142 S3FIFO-0.4500-1.9000 cache size      134, 1473529 req, miss ratio 0.0502, byte miss ratio 0.0502
cdn1_allcolo.ns3142 S3FIFO-0.4500-1.9000 cache size      268, 1473529 req, miss ratio 0.0068, byte miss ratio 0.0068
cdn1_allcolo.ns3142 S3FIFO-0.4500-1.9000 cache size      537, 1473529 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns3142 S3FIFO-0.7500-0.9000 cache size        6, 1473529 req, miss ratio 0.7671, byte miss ratio 0.7671
cdn1_allcolo.ns3142 S3FIFO-0.7500-0.9000 cache size       20, 1473529 req, miss ratio 0.4818, byte miss ratio 0.4818
cdn1_allcolo.ns3142 S3FIFO-0.7500-0.9000 cache size       67, 1473529 req, miss ratio 0.1784, byte miss ratio 0.1784
cdn1_allcolo.ns3142 S3FIFO-0.7500-0.9000 cache size      134, 1473529 req, miss ratio 0.0617, byte miss ratio 0.0617
cdn1_allcolo.ns3142 S3FIFO-0.7500-0.9000 cache size      268, 1473529 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_allcolo.ns3142 S3FIFO-0.7500-0.9000 cache size      537, 1473529 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3142 S3FIFO-0.2500-1.9000 cache size        6, 1473529 req, miss ratio 0.6908, byte miss ratio 0.6908
cdn1_allcolo.ns3142 S3FIFO-0.2500-1.9000 cache size       20, 1473529 req, miss ratio 0.3877, byte miss ratio 0.3877
cdn1_allcolo.ns3142 S3FIFO-0.2500-1.9000 cache size       67, 1473529 req, miss ratio 0.1436, byte miss ratio 0.1436
cdn1_allcolo.ns3142 S3FIFO-0.2500-1.9000 cache size      134, 1473529 req, miss ratio 0.0437, byte miss ratio 0.0437
cdn1_allcolo.ns3142 S3FIFO-0.2500-1.9000 cache size      268, 1473529 req, miss ratio 0.0055, byte miss ratio 0.0055
cdn1_allcolo.ns3142 S3FIFO-0.2500-1.9000 cache size      537, 1473529 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns3142 S3FIFO-0.0050-1.9000 cache size        6, 1473529 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3142 S3FIFO-0.0050-1.9000 cache size       20, 1473529 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3142 S3FIFO-0.0050-1.9000 cache size       67, 1473529 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3142 S3FIFO-0.0050-1.9000 cache size      134, 1473529 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3142 S3FIFO-0.0050-1.9000 cache size      268, 1473529 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_allcolo.ns3142 S3FIFO-0.0050-1.9000 cache size      537, 1473529 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns3142 S3FIFO-0.6500-0.9000 cache size        6, 1473529 req, miss ratio 0.7365, byte miss ratio 0.7365
cdn1_allcolo.ns3142 S3FIFO-0.6500-0.9000 cache size       20, 1473529 req, miss ratio 0.4596, byte miss ratio 0.4596
cdn1_allcolo.ns3142 S3FIFO-0.6500-0.9000 cache size       67, 1473529 req, miss ratio 0.1702, byte miss ratio 0.1702
cdn1_allcolo.ns3142 S3FIFO-0.6500-0.9000 cache size      134, 1473529 req, miss ratio 0.0579, byte miss ratio 0.0579
cdn1_allcolo.ns3142 S3FIFO-0.6500-0.9000 cache size      268, 1473529 req, miss ratio 0.0085, byte miss ratio 0.0085
cdn1_allcolo.ns3142 S3FIFO-0.6500-0.9000 cache size      537, 1473529 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3142 S3FIFO-0.9500-0.9000 cache size        6, 1473529 req, miss ratio 0.7920, byte miss ratio 0.7920
cdn1_allcolo.ns3142 S3FIFO-0.9500-0.9000 cache size       20, 1473529 req, miss ratio 0.5157, byte miss ratio 0.5157
cdn1_allcolo.ns3142 S3FIFO-0.9500-0.9000 cache size       67, 1473529 req, miss ratio 0.1979, byte miss ratio 0.1979
