cdn1_allcolo.ns6519 S3FIFO-0.3500-0.9000 cache size      413, 2164718 req, miss ratio 0.2104, byte miss ratio 0.2104
cdn1_allcolo.ns6519 S3FIFO-0.3500-0.9000 cache size     1240, 2164718 req, miss ratio 0.1983, byte miss ratio 0.1983
cdn1_allcolo.ns6519 S3FIFO-0.3500-0.9000 cache size     4134, 2164718 req, miss ratio 0.1961, byte miss ratio 0.1961
cdn1_allcolo.ns6519 S3FIFO-0.3500-0.9000 cache size    12402, 2164718 req, miss ratio 0.1941, byte miss ratio 0.1941
cdn1_allcolo.ns6519 S3FIFO-0.3500-0.9000 cache size    41341, 2164718 req, miss ratio 0.1923, byte miss ratio 0.1923
cdn1_allcolo.ns6519 S3FIFO-0.3500-0.9000 cache size    82683, 2164718 req, miss ratio 0.1917, byte miss ratio 0.1917
cdn1_allcolo.ns6519 S3FIFO-0.3500-0.9000 cache size   165366, 2164718 req, miss ratio 0.1913, byte miss ratio 0.1913
cdn1_allcolo.ns6519 S3FIFO-0.3500-0.9000 cache size   330732, 2164718 req, miss ratio 0.1910, byte miss ratio 0.1910
cdn1_allcolo.ns6519 S3FIFO-0.6500-0.9000 cache size      413, 2164718 req, miss ratio 0.2039, byte miss ratio 0.2039
cdn1_allcolo.ns6519 S3FIFO-0.6500-0.9000 cache size     1240, 2164718 req, miss ratio 0.1989, byte miss ratio 0.1989
cdn1_allcolo.ns6519 S3FIFO-0.6500-0.9000 cache size     4134, 2164718 req, miss ratio 0.1967, byte miss ratio 0.1967
cdn1_allcolo.ns6519 S3FIFO-0.6500-0.9000 cache size    12402, 2164718 req, miss ratio 0.1947, byte miss ratio 0.1947
cdn1_allcolo.ns6519 S3FIFO-0.6500-0.9000 cache size    41341, 2164718 req, miss ratio 0.1926, byte miss ratio 0.1926
cdn1_allcolo.ns6519 S3FIFO-0.6500-0.9000 cache size    82683, 2164718 req, miss ratio 0.1918, byte miss ratio 0.1918
cdn1_allcolo.ns6519 S3FIFO-0.6500-0.9000 cache size   165366, 2164718 req, miss ratio 0.1913, byte miss ratio 0.1913
cdn1_allcolo.ns6519 S3FIFO-0.6500-0.9000 cache size   330732, 2164718 req, miss ratio 0.1910, byte miss ratio 0.1910
cdn1_allcolo.ns6519 S3FIFO-0.0050-1.9000 cache size      413, 2164718 req, miss ratio 0.2437, byte miss ratio 0.2437
cdn1_allcolo.ns6519 S3FIFO-0.0050-1.9000 cache size     1240, 2164718 req, miss ratio 0.2371, byte miss ratio 0.2371
cdn1_allcolo.ns6519 S3FIFO-0.0050-1.9000 cache size     4134, 2164718 req, miss ratio 0.2259, byte miss ratio 0.2259
cdn1_allcolo.ns6519 S3FIFO-0.0050-1.9000 cache size    12402, 2164718 req, miss ratio 0.2102, byte miss ratio 0.2102
cdn1_allcolo.ns6519 S3FIFO-0.0050-1.9000 cache size    41341, 2164718 req, miss ratio 0.1944, byte miss ratio 0.1944
cdn1_allcolo.ns6519 S3FIFO-0.0050-1.9000 cache size    82683, 2164718 req, miss ratio 0.1917, byte miss ratio 0.1917
cdn1_allcolo.ns6519 S3FIFO-0.0050-1.9000 cache size   165366, 2164718 req, miss ratio 0.1913, byte miss ratio 0.1913
cdn1_allcolo.ns6519 S3FIFO-0.0050-1.9000 cache size   330732, 2164718 req, miss ratio 0.1910, byte miss ratio 0.1910
cdn1_allcolo.ns6519 S3FIFO-0.0500-1.9000 cache size      413, 2164718 req, miss ratio 0.2322, byte miss ratio 0.2322
cdn1_allcolo.ns6519 S3FIFO-0.0500-1.9000 cache size     1240, 2164718 req, miss ratio 0.2175, byte miss ratio 0.2175
cdn1_allcolo.ns6519 S3FIFO-0.0500-1.9000 cache size     4134, 2164718 req, miss ratio 0.1997, byte miss ratio 0.1997
cdn1_allcolo.ns6519 S3FIFO-0.0500-1.9000 cache size    12402, 2164718 req, miss ratio 0.1937, byte miss ratio 0.1937
cdn1_allcolo.ns6519 S3FIFO-0.0500-1.9000 cache size    41341, 2164718 req, miss ratio 0.1922, byte miss ratio 0.1922
cdn1_allcolo.ns6519 S3FIFO-0.0500-1.9000 cache size    82683, 2164718 req, miss ratio 0.1917, byte miss ratio 0.1917
cdn1_allcolo.ns6519 S3FIFO-0.0500-1.9000 cache size   165366, 2164718 req, miss ratio 0.1913, byte miss ratio 0.1913
cdn1_allcolo.ns6519 S3FIFO-0.0500-1.9000 cache size   330732, 2164718 req, miss ratio 0.1910, byte miss ratio 0.1910
cdn1_allcolo.ns6519 S3FIFO-0.7500-1.9000 cache size      413, 2164718 req, miss ratio 0.2034, byte miss ratio 0.2034
cdn1_allcolo.ns6519 S3FIFO-0.7500-1.9000 cache size     1240, 2164718 req, miss ratio 0.1993, byte miss ratio 0.1993
cdn1_allcolo.ns6519 S3FIFO-0.7500-1.9000 cache size     4134, 2164718 req, miss ratio 0.1970, byte miss ratio 0.1970
