tencentBlock.ns15800 S3FIFO-0.8000-0.9000 cache size      545, 4743183 req, miss ratio 0.5274, byte miss ratio 0.5274
tencentBlock.ns15800 S3FIFO-0.8000-0.9000 cache size     1637, 4743183 req, miss ratio 0.4161, byte miss ratio 0.4161
tencentBlock.ns15800 S3FIFO-0.8000-0.9000 cache size     5457, 4743183 req, miss ratio 0.3164, byte miss ratio 0.3164
tencentBlock.ns15800 S3FIFO-0.8000-0.9000 cache size    16371, 4743183 req, miss ratio 0.2785, byte miss ratio 0.2785
tencentBlock.ns15800 S3FIFO-0.8000-0.9000 cache size    54571, 4743183 req, miss ratio 0.2191, byte miss ratio 0.2191
tencentBlock.ns15800 S3FIFO-0.8000-0.9000 cache size   109143, 4743183 req, miss ratio 0.1748, byte miss ratio 0.1748
tencentBlock.ns15800 S3FIFO-0.8000-0.9000 cache size   218286, 4743183 req, miss ratio 0.1383, byte miss ratio 0.1383
tencentBlock.ns15800 S3FIFO-0.8000-0.9000 cache size   436572, 4743183 req, miss ratio 0.1196, byte miss ratio 0.1196
tencentBlock.ns15800 S3FIFO-0.1000-1.9000 cache size      545, 4743183 req, miss ratio 0.4836, byte miss ratio 0.4836
tencentBlock.ns15800 S3FIFO-0.1000-1.9000 cache size     1637, 4743183 req, miss ratio 0.3413, byte miss ratio 0.3413
tencentBlock.ns15800 S3FIFO-0.1000-1.9000 cache size     5457, 4743183 req, miss ratio 0.2923, byte miss ratio 0.2923
tencentBlock.ns15800 S3FIFO-0.1000-1.9000 cache size    16371, 4743183 req, miss ratio 0.2624, byte miss ratio 0.2624
tencentBlock.ns15800 S3FIFO-0.1000-1.9000 cache size    54571, 4743183 req, miss ratio 0.2133, byte miss ratio 0.2133
tencentBlock.ns15800 S3FIFO-0.1000-1.9000 cache size   109143, 4743183 req, miss ratio 0.1644, byte miss ratio 0.1644
tencentBlock.ns15800 S3FIFO-0.1000-1.9000 cache size   218286, 4743183 req, miss ratio 0.1275, byte miss ratio 0.1275
tencentBlock.ns15800 S3FIFO-0.1000-1.9000 cache size   436572, 4743183 req, miss ratio 0.1165, byte miss ratio 0.1165
tencentBlock.ns15800 S3FIFO-0.6000-0.9000 cache size      545, 4743183 req, miss ratio 0.4837, byte miss ratio 0.4837
tencentBlock.ns15800 S3FIFO-0.6000-0.9000 cache size     1637, 4743183 req, miss ratio 0.3965, byte miss ratio 0.3965
tencentBlock.ns15800 S3FIFO-0.6000-0.9000 cache size     5457, 4743183 req, miss ratio 0.2946, byte miss ratio 0.2946
tencentBlock.ns15800 S3FIFO-0.6000-0.9000 cache size    16371, 4743183 req, miss ratio 0.2762, byte miss ratio 0.2762
tencentBlock.ns15800 S3FIFO-0.6000-0.9000 cache size    54571, 4743183 req, miss ratio 0.2128, byte miss ratio 0.2128
tencentBlock.ns15800 S3FIFO-0.6000-0.9000 cache size   109143, 4743183 req, miss ratio 0.1712, byte miss ratio 0.1712
