tencentBlock.ns14863 S3FIFO-0.3500-0.9000 cache size     1030, 9840788 req, miss ratio 0.8205, byte miss ratio 0.8205
tencentBlock.ns14863 S3FIFO-0.3500-0.9000 cache size     3092, 9840788 req, miss ratio 0.8082, byte miss ratio 0.8082
tencentBlock.ns14863 S3FIFO-0.3500-0.9000 cache size    10309, 9840788 req, miss ratio 0.7708, byte miss ratio 0.7708
tencentBlock.ns14863 S3FIFO-0.3500-0.9000 cache size    30929, 9840788 req, miss ratio 0.6745, byte miss ratio 0.6745
tencentBlock.ns14863 S3FIFO-0.3500-0.9000 cache size   103098, 9840788 req, miss ratio 0.4336, byte miss ratio 0.4336
tencentBlock.ns14863 S3FIFO-0.3500-0.9000 cache size   206197, 9840788 req, miss ratio 0.2525, byte miss ratio 0.2525
tencentBlock.ns14863 S3FIFO-0.3500-0.9000 cache size   412395, 9840788 req, miss ratio 0.1638, byte miss ratio 0.1638
tencentBlock.ns14863 S3FIFO-0.3500-0.9000 cache size   824791, 9840788 req, miss ratio 0.1095, byte miss ratio 0.1095
tencentBlock.ns14863 S3FIFO-0.9900-1.9000 cache size     1030, 9840788 req, miss ratio 0.8859, byte miss ratio 0.8859
tencentBlock.ns14863 S3FIFO-0.9900-1.9000 cache size     3092, 9840788 req, miss ratio 0.8419, byte miss ratio 0.8419
tencentBlock.ns14863 S3FIFO-0.9900-1.9000 cache size    10309, 9840788 req, miss ratio 0.8208, byte miss ratio 0.8208
tencentBlock.ns14863 S3FIFO-0.9900-1.9000 cache size    30929, 9840788 req, miss ratio 0.7651, byte miss ratio 0.7651
tencentBlock.ns14863 S3FIFO-0.9900-1.9000 cache size   103098, 9840788 req, miss ratio 0.5175, byte miss ratio 0.5175
tencentBlock.ns14863 S3FIFO-0.9900-1.9000 cache size   206197, 9840788 req, miss ratio 0.3342, byte miss ratio 0.3342
tencentBlock.ns14863 S3FIFO-0.9900-1.9000 cache size   412395, 9840788 req, miss ratio 0.2096, byte miss ratio 0.2096
tencentBlock.ns14863 S3FIFO-0.9900-1.9000 cache size   824791, 9840788 req, miss ratio 0.1291, byte miss ratio 0.1291
tencentBlock.ns14863 S3FIFO-0.7500-0.9000 cache size     1030, 9840788 req, miss ratio 0.8225, byte miss ratio 0.8225
tencentBlock.ns14863 S3FIFO-0.7500-0.9000 cache size     3092, 9840788 req, miss ratio 0.8142, byte miss ratio 0.8142
tencentBlock.ns14863 S3FIFO-0.7500-0.9000 cache size    10309, 9840788 req, miss ratio 0.7931, byte miss ratio 0.7931
tencentBlock.ns14863 S3FIFO-0.7500-0.9000 cache size    30929, 9840788 req, miss ratio 0.7358, byte miss ratio 0.7358
tencentBlock.ns14863 S3FIFO-0.7500-0.9000 cache size   103098, 9840788 req, miss ratio 0.5216, byte miss ratio 0.5216
tencentBlock.ns14863 S3FIFO-0.7500-0.9000 cache size   206197, 9840788 req, miss ratio 0.3116, byte miss ratio 0.3116
tencentBlock.ns14863 S3FIFO-0.7500-0.9000 cache size   412395, 9840788 req, miss ratio 0.1847, byte miss ratio 0.1847
tencentBlock.ns14863 S3FIFO-0.7500-0.9000 cache size   824791, 9840788 req, miss ratio 0.1160, byte miss ratio 0.1160
tencentBlock.ns14863 S3FIFO-0.0100-0.9000 cache size     1030, 9840788 req, miss ratio 0.8392, byte miss ratio 0.8392
tencentBlock.ns14863 S3FIFO-0.0100-0.9000 cache size     3092, 9840788 req, miss ratio 0.8134, byte miss ratio 0.8134
tencentBlock.ns14863 S3FIFO-0.0100-0.9000 cache size    10309, 9840788 req, miss ratio 0.7534, byte miss ratio 0.7534
tencentBlock.ns14863 S3FIFO-0.0100-0.9000 cache size    30929, 9840788 req, miss ratio 0.6080, byte miss ratio 0.6080
tencentBlock.ns14863 S3FIFO-0.0100-0.9000 cache size   103098, 9840788 req, miss ratio 0.3390, byte miss ratio 0.3390
tencentBlock.ns14863 S3FIFO-0.0100-0.9000 cache size   206197, 9840788 req, miss ratio 0.2342, byte miss ratio 0.2342
tencentBlock.ns14863 S3FIFO-0.0100-0.9000 cache size   412395, 9840788 req, miss ratio 0.1559, byte miss ratio 0.1559
tencentBlock.ns14863 S3FIFO-0.0100-0.9000 cache size   824791, 9840788 req, miss ratio 0.1095, byte miss ratio 0.1095
tencentBlock.ns14863 S3FIFO-0.1000-1.9000 cache size     1030, 9840788 req, miss ratio 0.8211, byte miss ratio 0.8211
tencentBlock.ns14863 S3FIFO-0.1000-1.9000 cache size     3092, 9840788 req, miss ratio 0.8060, byte miss ratio 0.8060
tencentBlock.ns14863 S3FIFO-0.1000-1.9000 cache size    10309, 9840788 req, miss ratio 0.7461, byte miss ratio 0.7461
tencentBlock.ns14863 S3FIFO-0.1000-1.9000 cache size    30929, 9840788 req, miss ratio 0.6495, byte miss ratio 0.6495
tencentBlock.ns14863 S3FIFO-0.1000-1.9000 cache size   103098, 9840788 req, miss ratio 0.3861, byte miss ratio 0.3861
tencentBlock.ns14863 S3FIFO-0.1000-1.9000 cache size   206197, 9840788 req, miss ratio 0.2417, byte miss ratio 0.2417
tencentBlock.ns14863 S3FIFO-0.1000-1.9000 cache size   412395, 9840788 req, miss ratio 0.1540, byte miss ratio 0.1540
tencentBlock.ns14863 S3FIFO-0.1000-1.9000 cache size   824791, 9840788 req, miss ratio 0.1095, byte miss ratio 0.1095
tencentBlock.ns14863 S3FIFO-0.5500-1.9000 cache size     1030, 9840788 req, miss ratio 0.8202, byte miss ratio 0.8202
tencentBlock.ns14863 S3FIFO-0.5500-1.9000 cache size     3092, 9840788 req, miss ratio 0.8100, byte miss ratio 0.8100
tencentBlock.ns14863 S3FIFO-0.5500-1.9000 cache size    10309, 9840788 req, miss ratio 0.7768, byte miss ratio 0.7768
tencentBlock.ns14863 S3FIFO-0.5500-1.9000 cache size    30929, 9840788 req, miss ratio 0.7343, byte miss ratio 0.7343
tencentBlock.ns14863 S3FIFO-0.5500-1.9000 cache size   103098, 9840788 req, miss ratio 0.4845, byte miss ratio 0.4845
