cdn1_allcolo.ns2459 S3FIFO-0.5500-0.9000 cache size       99, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.5500-0.9000 cache size      297, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.5500-0.9000 cache size      991, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.5500-0.9000 cache size     2974, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.5500-0.9000 cache size     9914, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.5500-0.9000 cache size    19829, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.5500-0.9000 cache size    39658, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.5500-0.9000 cache size    79317, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.6500-1.9000 cache size       99, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.6500-1.9000 cache size      297, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.6500-1.9000 cache size      991, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.6500-1.9000 cache size     2974, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.6500-1.9000 cache size     9914, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.6500-1.9000 cache size    19829, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.6500-1.9000 cache size    39658, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.6500-1.9000 cache size    79317, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.0010-1.9000 cache size       99, 2316999 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2459 S3FIFO-0.0010-1.9000 cache size      297, 2316999 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2459 S3FIFO-0.0010-1.9000 cache size      991, 2316999 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2459 S3FIFO-0.0010-1.9000 cache size     2974, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.0010-1.9000 cache size     9914, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.0010-1.9000 cache size    19829, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.0010-1.9000 cache size    39658, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns2459 S3FIFO-0.0010-1.9000 cache size    79317, 2316999 req, miss ratio 0.0428, byte miss ratio 0.0428
