tencentBlock.ns2327 S3FIFO-0.5000-1.9000 cache size       78, 1248743 req, miss ratio 0.2584, byte miss ratio 0.2584
tencentBlock.ns2327 S3FIFO-0.5000-1.9000 cache size      235, 1248743 req, miss ratio 0.1989, byte miss ratio 0.1989
tencentBlock.ns2327 S3FIFO-0.5000-1.9000 cache size      786, 1248743 req, miss ratio 0.1749, byte miss ratio 0.1749
tencentBlock.ns2327 S3FIFO-0.5000-1.9000 cache size     2358, 1248743 req, miss ratio 0.1699, byte miss ratio 0.1699
tencentBlock.ns2327 S3FIFO-0.5000-1.9000 cache size     7862, 1248743 req, miss ratio 0.1288, byte miss ratio 0.1288
tencentBlock.ns2327 S3FIFO-0.5000-1.9000 cache size    15725, 1248743 req, miss ratio 0.1007, byte miss ratio 0.1007
tencentBlock.ns2327 S3FIFO-0.5000-1.9000 cache size    31451, 1248743 req, miss ratio 0.0723, byte miss ratio 0.0723
tencentBlock.ns2327 S3FIFO-0.5000-1.9000 cache size    62903, 1248743 req, miss ratio 0.0631, byte miss ratio 0.0631
tencentBlock.ns2327 S3FIFO-0.7000-0.9000 cache size       78, 1248743 req, miss ratio 0.2846, byte miss ratio 0.2846
tencentBlock.ns2327 S3FIFO-0.7000-0.9000 cache size      235, 1248743 req, miss ratio 0.2050, byte miss ratio 0.2050
tencentBlock.ns2327 S3FIFO-0.7000-0.9000 cache size      786, 1248743 req, miss ratio 0.1765, byte miss ratio 0.1765
tencentBlock.ns2327 S3FIFO-0.7000-0.9000 cache size     2358, 1248743 req, miss ratio 0.1725, byte miss ratio 0.1725
tencentBlock.ns2327 S3FIFO-0.7000-0.9000 cache size     7862, 1248743 req, miss ratio 0.1296, byte miss ratio 0.1296
tencentBlock.ns2327 S3FIFO-0.7000-0.9000 cache size    15725, 1248743 req, miss ratio 0.1035, byte miss ratio 0.1035
tencentBlock.ns2327 S3FIFO-0.7000-0.9000 cache size    31451, 1248743 req, miss ratio 0.0768, byte miss ratio 0.0768
tencentBlock.ns2327 S3FIFO-0.7000-0.9000 cache size    62903, 1248743 req, miss ratio 0.0635, byte miss ratio 0.0635
tencentBlock.ns2327 S3FIFO-0.8000-1.9000 cache size       78, 1248743 req, miss ratio 0.3030, byte miss ratio 0.3030
tencentBlock.ns2327 S3FIFO-0.8000-1.9000 cache size      235, 1248743 req, miss ratio 0.2085, byte miss ratio 0.2085
tencentBlock.ns2327 S3FIFO-0.8000-1.9000 cache size      786, 1248743 req, miss ratio 0.1796, byte miss ratio 0.1796
tencentBlock.ns2327 S3FIFO-0.8000-1.9000 cache size     2358, 1248743 req, miss ratio 0.1733, byte miss ratio 0.1733
tencentBlock.ns2327 S3FIFO-0.8000-1.9000 cache size     7862, 1248743 req, miss ratio 0.1368, byte miss ratio 0.1368
tencentBlock.ns2327 S3FIFO-0.8000-1.9000 cache size    15725, 1248743 req, miss ratio 0.1063, byte miss ratio 0.1063
tencentBlock.ns2327 S3FIFO-0.8000-1.9000 cache size    31451, 1248743 req, miss ratio 0.0794, byte miss ratio 0.0794
tencentBlock.ns2327 S3FIFO-0.8000-1.9000 cache size    62903, 1248743 req, miss ratio 0.0645, byte miss ratio 0.0645
tencentBlock.ns2327 S3FIFO-0.3500-0.9000 cache size       78, 1248743 req, miss ratio 0.2378, byte miss ratio 0.2378
tencentBlock.ns2327 S3FIFO-0.3500-0.9000 cache size      235, 1248743 req, miss ratio 0.1968, byte miss ratio 0.1968
tencentBlock.ns2327 S3FIFO-0.3500-0.9000 cache size      786, 1248743 req, miss ratio 0.1744, byte miss ratio 0.1744
tencentBlock.ns2327 S3FIFO-0.3500-0.9000 cache size     2358, 1248743 req, miss ratio 0.1511, byte miss ratio 0.1511
tencentBlock.ns2327 S3FIFO-0.3500-0.9000 cache size     7862, 1248743 req, miss ratio 0.1262, byte miss ratio 0.1262
tencentBlock.ns2327 S3FIFO-0.3500-0.9000 cache size    15725, 1248743 req, miss ratio 0.0986, byte miss ratio 0.0986
tencentBlock.ns2327 S3FIFO-0.3500-0.9000 cache size    31451, 1248743 req, miss ratio 0.0692, byte miss ratio 0.0692
tencentBlock.ns2327 S3FIFO-0.3500-0.9000 cache size    62903, 1248743 req, miss ratio 0.0631, byte miss ratio 0.0631
tencentBlock.ns2327 S3FIFO-0.7500-0.9000 cache size       78, 1248743 req, miss ratio 0.2947, byte miss ratio 0.2947
tencentBlock.ns2327 S3FIFO-0.7500-0.9000 cache size      235, 1248743 req, miss ratio 0.2064, byte miss ratio 0.2064
tencentBlock.ns2327 S3FIFO-0.7500-0.9000 cache size      786, 1248743 req, miss ratio 0.1775, byte miss ratio 0.1775
tencentBlock.ns2327 S3FIFO-0.7500-0.9000 cache size     2358, 1248743 req, miss ratio 0.1729, byte miss ratio 0.1729
tencentBlock.ns2327 S3FIFO-0.7500-0.9000 cache size     7862, 1248743 req, miss ratio 0.1306, byte miss ratio 0.1306
tencentBlock.ns2327 S3FIFO-0.7500-0.9000 cache size    15725, 1248743 req, miss ratio 0.1046, byte miss ratio 0.1046
tencentBlock.ns2327 S3FIFO-0.7500-0.9000 cache size    31451, 1248743 req, miss ratio 0.0781, byte miss ratio 0.0781
tencentBlock.ns2327 S3FIFO-0.7500-0.9000 cache size    62903, 1248743 req, miss ratio 0.0640, byte miss ratio 0.0640
tencentBlock.ns2327 S3FIFO-0.9000-0.9000 cache size       78, 1248743 req, miss ratio 0.3228, byte miss ratio 0.3228
tencentBlock.ns2327 S3FIFO-0.9000-0.9000 cache size      235, 1248743 req, miss ratio 0.2176, byte miss ratio 0.2176
tencentBlock.ns2327 S3FIFO-0.9000-0.9000 cache size      786, 1248743 req, miss ratio 0.1821, byte miss ratio 0.1821
tencentBlock.ns2327 S3FIFO-0.9000-0.9000 cache size     2358, 1248743 req, miss ratio 0.1742, byte miss ratio 0.1742
tencentBlock.ns2327 S3FIFO-0.9000-0.9000 cache size     7862, 1248743 req, miss ratio 0.1385, byte miss ratio 0.1385
tencentBlock.ns2327 S3FIFO-0.9000-0.9000 cache size    15725, 1248743 req, miss ratio 0.1095, byte miss ratio 0.1095
tencentBlock.ns2327 S3FIFO-0.9000-0.9000 cache size    31451, 1248743 req, miss ratio 0.0820, byte miss ratio 0.0820
tencentBlock.ns2327 S3FIFO-0.9000-0.9000 cache size    62903, 1248743 req, miss ratio 0.0659, byte miss ratio 0.0659
tencentBlock.ns2327 S3FIFO-0.0010-1.9000 cache size       78, 1248743 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns2327 S3FIFO-0.0010-1.9000 cache size      235, 1248743 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns2327 S3FIFO-0.0010-1.9000 cache size      786, 1248743 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns2327 S3FIFO-0.0010-1.9000 cache size     2358, 1248743 req, miss ratio 0.1758, byte miss ratio 0.1758
tencentBlock.ns2327 S3FIFO-0.0010-1.9000 cache size     7862, 1248743 req, miss ratio 0.1243, byte miss ratio 0.1243
tencentBlock.ns2327 S3FIFO-0.0010-1.9000 cache size    15725, 1248743 req, miss ratio 0.0949, byte miss ratio 0.0949
tencentBlock.ns2327 S3FIFO-0.0010-1.9000 cache size    31451, 1248743 req, miss ratio 0.0671, byte miss ratio 0.0671
tencentBlock.ns2327 S3FIFO-0.0010-1.9000 cache size    62903, 1248743 req, miss ratio 0.0631, byte miss ratio 0.0631
tencentBlock.ns2327 S3FIFO-0.9900-1.9000 cache size       78, 1248743 req, miss ratio 0.3392, byte miss ratio 0.3392
tencentBlock.ns2327 S3FIFO-0.9900-1.9000 cache size      235, 1248743 req, miss ratio 0.2331, byte miss ratio 0.2331
tencentBlock.ns2327 S3FIFO-0.9900-1.9000 cache size      786, 1248743 req, miss ratio 0.1892, byte miss ratio 0.1892
tencentBlock.ns2327 S3FIFO-0.9900-1.9000 cache size     2358, 1248743 req, miss ratio 0.1768, byte miss ratio 0.1768
tencentBlock.ns2327 S3FIFO-0.9900-1.9000 cache size     7862, 1248743 req, miss ratio 0.1391, byte miss ratio 0.1391
tencentBlock.ns2327 S3FIFO-0.9900-1.9000 cache size    15725, 1248743 req, miss ratio 0.1116, byte miss ratio 0.1116
tencentBlock.ns2327 S3FIFO-0.9900-1.9000 cache size    31451, 1248743 req, miss ratio 0.0848, byte miss ratio 0.0848
tencentBlock.ns2327 S3FIFO-0.9900-1.9000 cache size    62903, 1248743 req, miss ratio 0.0674, byte miss ratio 0.0674
