cdn1_colo28.ns4212 S3FIFO-0.2000-0.9000 cache size       36, 1856310 req, miss ratio 0.6701, byte miss ratio 0.6701
cdn1_colo28.ns4212 S3FIFO-0.2000-0.9000 cache size      109, 1856310 req, miss ratio 0.4613, byte miss ratio 0.4613
cdn1_colo28.ns4212 S3FIFO-0.2000-0.9000 cache size      364, 1856310 req, miss ratio 0.2001, byte miss ratio 0.2001
cdn1_colo28.ns4212 S3FIFO-0.2000-0.9000 cache size     1092, 1856310 req, miss ratio 0.0549, byte miss ratio 0.0549
cdn1_colo28.ns4212 S3FIFO-0.2000-0.9000 cache size     3641, 1856310 req, miss ratio 0.0247, byte miss ratio 0.0247
cdn1_colo28.ns4212 S3FIFO-0.2000-0.9000 cache size     7282, 1856310 req, miss ratio 0.0210, byte miss ratio 0.0210
cdn1_colo28.ns4212 S3FIFO-0.2000-0.9000 cache size    14565, 1856310 req, miss ratio 0.0203, byte miss ratio 0.0203
cdn1_colo28.ns4212 S3FIFO-0.2000-0.9000 cache size    29130, 1856310 req, miss ratio 0.0197, byte miss ratio 0.0197
cdn1_colo28.ns4212 S3FIFO-0.8500-1.9000 cache size       36, 1856310 req, miss ratio 0.8448, byte miss ratio 0.8448
cdn1_colo28.ns4212 S3FIFO-0.8500-1.9000 cache size      109, 1856310 req, miss ratio 0.5876, byte miss ratio 0.5876
cdn1_colo28.ns4212 S3FIFO-0.8500-1.9000 cache size      364, 1856310 req, miss ratio 0.2777, byte miss ratio 0.2777
cdn1_colo28.ns4212 S3FIFO-0.8500-1.9000 cache size     1092, 1856310 req, miss ratio 0.0900, byte miss ratio 0.0900
cdn1_colo28.ns4212 S3FIFO-0.8500-1.9000 cache size     3641, 1856310 req, miss ratio 0.0373, byte miss ratio 0.0373
cdn1_colo28.ns4212 S3FIFO-0.8500-1.9000 cache size     7282, 1856310 req, miss ratio 0.0267, byte miss ratio 0.0267
cdn1_colo28.ns4212 S3FIFO-0.8500-1.9000 cache size    14565, 1856310 req, miss ratio 0.0218, byte miss ratio 0.0218
