io_traces.ns611 S3FIFO-0.5500-1.9000 cache size      180, 2600000 req, miss ratio 0.7264, byte miss ratio 0.7264
io_traces.ns611 S3FIFO-0.5500-1.9000 cache size      542, 2600000 req, miss ratio 0.6956, byte miss ratio 0.6956
io_traces.ns611 S3FIFO-0.5500-1.9000 cache size     1809, 2600000 req, miss ratio 0.6558, byte miss ratio 0.6558
io_traces.ns611 S3FIFO-0.5500-1.9000 cache size     5429, 2600000 req, miss ratio 0.6106, byte miss ratio 0.6106
io_traces.ns611 S3FIFO-0.5500-1.9000 cache size    18097, 2600000 req, miss ratio 0.3961, byte miss ratio 0.3961
io_traces.ns611 S3FIFO-0.5500-1.9000 cache size    36194, 2600000 req, miss ratio 0.2642, byte miss ratio 0.2642
io_traces.ns611 S3FIFO-0.5500-1.9000 cache size    72388, 2600000 req, miss ratio 0.1207, byte miss ratio 0.1207
io_traces.ns611 S3FIFO-0.5500-1.9000 cache size   144777, 2600000 req, miss ratio 0.0714, byte miss ratio 0.0714
io_traces.ns611 S3FIFO-0.6500-1.9000 cache size      180, 2600000 req, miss ratio 0.7421, byte miss ratio 0.7421
io_traces.ns611 S3FIFO-0.6500-1.9000 cache size      542, 2600000 req, miss ratio 0.6973, byte miss ratio 0.6973
io_traces.ns611 S3FIFO-0.6500-1.9000 cache size     1809, 2600000 req, miss ratio 0.6682, byte miss ratio 0.6682
io_traces.ns611 S3FIFO-0.6500-1.9000 cache size     5429, 2600000 req, miss ratio 0.6351, byte miss ratio 0.6351
io_traces.ns611 S3FIFO-0.6500-1.9000 cache size    18097, 2600000 req, miss ratio 0.3925, byte miss ratio 0.3925
io_traces.ns611 S3FIFO-0.6500-1.9000 cache size    36194, 2600000 req, miss ratio 0.2662, byte miss ratio 0.2662
io_traces.ns611 S3FIFO-0.6500-1.9000 cache size    72388, 2600000 req, miss ratio 0.1256, byte miss ratio 0.1256
io_traces.ns611 S3FIFO-0.6500-1.9000 cache size   144777, 2600000 req, miss ratio 0.0718, byte miss ratio 0.0718
io_traces.ns611 S3FIFO-0.8000-0.9000 cache size      180, 2600000 req, miss ratio 0.7780, byte miss ratio 0.7780
io_traces.ns611 S3FIFO-0.8000-0.9000 cache size      542, 2600000 req, miss ratio 0.7086, byte miss ratio 0.7086
io_traces.ns611 S3FIFO-0.8000-0.9000 cache size     1809, 2600000 req, miss ratio 0.6805, byte miss ratio 0.6805
io_traces.ns611 S3FIFO-0.8000-0.9000 cache size     5429, 2600000 req, miss ratio 0.6526, byte miss ratio 0.6526
io_traces.ns611 S3FIFO-0.8000-0.9000 cache size    18097, 2600000 req, miss ratio 0.4034, byte miss ratio 0.4034
io_traces.ns611 S3FIFO-0.8000-0.9000 cache size    36194, 2600000 req, miss ratio 0.2769, byte miss ratio 0.2769
io_traces.ns611 S3FIFO-0.8000-0.9000 cache size    72388, 2600000 req, miss ratio 0.1317, byte miss ratio 0.1317
io_traces.ns611 S3FIFO-0.8000-0.9000 cache size   144777, 2600000 req, miss ratio 0.0744, byte miss ratio 0.0744
io_traces.ns611 S3FIFO-0.7500-0.9000 cache size      180, 2600000 req, miss ratio 0.7636, byte miss ratio 0.7636
io_traces.ns611 S3FIFO-0.7500-0.9000 cache size      542, 2600000 req, miss ratio 0.7016, byte miss ratio 0.7016
io_traces.ns611 S3FIFO-0.7500-0.9000 cache size     1809, 2600000 req, miss ratio 0.6747, byte miss ratio 0.6747
io_traces.ns611 S3FIFO-0.7500-0.9000 cache size     5429, 2600000 req, miss ratio 0.6447, byte miss ratio 0.6447
io_traces.ns611 S3FIFO-0.7500-0.9000 cache size    18097, 2600000 req, miss ratio 0.4023, byte miss ratio 0.4023
io_traces.ns611 S3FIFO-0.7500-0.9000 cache size    36194, 2600000 req, miss ratio 0.2743, byte miss ratio 0.2743
io_traces.ns611 S3FIFO-0.7500-0.9000 cache size    72388, 2600000 req, miss ratio 0.1289, byte miss ratio 0.1289
io_traces.ns611 S3FIFO-0.7500-0.9000 cache size   144777, 2600000 req, miss ratio 0.0730, byte miss ratio 0.0730
io_traces.ns611 S3FIFO-0.2000-0.9000 cache size      180, 2600000 req, miss ratio 0.7173, byte miss ratio 0.7173
io_traces.ns611 S3FIFO-0.2000-0.9000 cache size      542, 2600000 req, miss ratio 0.6862, byte miss ratio 0.6862
io_traces.ns611 S3FIFO-0.2000-0.9000 cache size     1809, 2600000 req, miss ratio 0.6257, byte miss ratio 0.6257
io_traces.ns611 S3FIFO-0.2000-0.9000 cache size     5429, 2600000 req, miss ratio 0.5209, byte miss ratio 0.5209
io_traces.ns611 S3FIFO-0.2000-0.9000 cache size    18097, 2600000 req, miss ratio 0.3949, byte miss ratio 0.3949
io_traces.ns611 S3FIFO-0.2000-0.9000 cache size    36194, 2600000 req, miss ratio 0.2709, byte miss ratio 0.2709
io_traces.ns611 S3FIFO-0.2000-0.9000 cache size    72388, 2600000 req, miss ratio 0.1063, byte miss ratio 0.1063
io_traces.ns611 S3FIFO-0.2000-0.9000 cache size   144777, 2600000 req, miss ratio 0.0717, byte miss ratio 0.0717
io_traces.ns611 S3FIFO-0.8500-0.9000 cache size      180, 2600000 req, miss ratio 0.7919, byte miss ratio 0.7919
io_traces.ns611 S3FIFO-0.8500-0.9000 cache size      542, 2600000 req, miss ratio 0.7160, byte miss ratio 0.7160
io_traces.ns611 S3FIFO-0.8500-0.9000 cache size     1809, 2600000 req, miss ratio 0.6857, byte miss ratio 0.6857
io_traces.ns611 S3FIFO-0.8500-0.9000 cache size     5429, 2600000 req, miss ratio 0.6557, byte miss ratio 0.6557
io_traces.ns611 S3FIFO-0.8500-0.9000 cache size    18097, 2600000 req, miss ratio 0.4034, byte miss ratio 0.4034
io_traces.ns611 S3FIFO-0.8500-0.9000 cache size    36194, 2600000 req, miss ratio 0.2817, byte miss ratio 0.2817
io_traces.ns611 S3FIFO-0.8500-0.9000 cache size    72388, 2600000 req, miss ratio 0.1338, byte miss ratio 0.1338
io_traces.ns611 S3FIFO-0.8500-0.9000 cache size   144777, 2600000 req, miss ratio 0.0764, byte miss ratio 0.0764
io_traces.ns611 S3FIFO-0.9000-0.9000 cache size      180, 2600000 req, miss ratio 0.8038, byte miss ratio 0.8038
io_traces.ns611 S3FIFO-0.9000-0.9000 cache size      542, 2600000 req, miss ratio 0.7347, byte miss ratio 0.7347
io_traces.ns611 S3FIFO-0.9000-0.9000 cache size     1809, 2600000 req, miss ratio 0.6911, byte miss ratio 0.6911
io_traces.ns611 S3FIFO-0.9000-0.9000 cache size     5429, 2600000 req, miss ratio 0.6558, byte miss ratio 0.6558
io_traces.ns611 S3FIFO-0.9000-0.9000 cache size    18097, 2600000 req, miss ratio 0.4052, byte miss ratio 0.4052
io_traces.ns611 S3FIFO-0.9000-0.9000 cache size    36194, 2600000 req, miss ratio 0.2861, byte miss ratio 0.2861
io_traces.ns611 S3FIFO-0.9000-0.9000 cache size    72388, 2600000 req, miss ratio 0.1363, byte miss ratio 0.1363
io_traces.ns611 S3FIFO-0.9000-0.9000 cache size   144777, 2600000 req, miss ratio 0.0782, byte miss ratio 0.0782
io_traces.ns611 S3FIFO-0.0500-1.9000 cache size      180, 2600000 req, miss ratio 0.7066, byte miss ratio 0.7066
io_traces.ns611 S3FIFO-0.0500-1.9000 cache size      542, 2600000 req, miss ratio 0.6817, byte miss ratio 0.6817
io_traces.ns611 S3FIFO-0.0500-1.9000 cache size     1809, 2600000 req, miss ratio 0.6057, byte miss ratio 0.6057
io_traces.ns611 S3FIFO-0.0500-1.9000 cache size     5429, 2600000 req, miss ratio 0.5071, byte miss ratio 0.5071
io_traces.ns611 S3FIFO-0.0500-1.9000 cache size    18097, 2600000 req, miss ratio 0.3903, byte miss ratio 0.3903
io_traces.ns611 S3FIFO-0.0500-1.9000 cache size    36194, 2600000 req, miss ratio 0.2789, byte miss ratio 0.2789
io_traces.ns611 S3FIFO-0.0500-1.9000 cache size    72388, 2600000 req, miss ratio 0.1057, byte miss ratio 0.1057
io_traces.ns611 S3FIFO-0.0500-1.9000 cache size   144777, 2600000 req, miss ratio 0.0723, byte miss ratio 0.0723
io_traces.ns611 S3FIFO-0.1000-1.9000 cache size      180, 2600000 req, miss ratio 0.7067, byte miss ratio 0.7067
io_traces.ns611 S3FIFO-0.1000-1.9000 cache size      542, 2600000 req, miss ratio 0.6827, byte miss ratio 0.6827
io_traces.ns611 S3FIFO-0.1000-1.9000 cache size     1809, 2600000 req, miss ratio 0.6089, byte miss ratio 0.6089
io_traces.ns611 S3FIFO-0.1000-1.9000 cache size     5429, 2600000 req, miss ratio 0.5132, byte miss ratio 0.5132
io_traces.ns611 S3FIFO-0.1000-1.9000 cache size    18097, 2600000 req, miss ratio 0.3975, byte miss ratio 0.3975
io_traces.ns611 S3FIFO-0.1000-1.9000 cache size    36194, 2600000 req, miss ratio 0.2774, byte miss ratio 0.2774
io_traces.ns611 S3FIFO-0.1000-1.9000 cache size    72388, 2600000 req, miss ratio 0.1037, byte miss ratio 0.1037
io_traces.ns611 S3FIFO-0.1000-1.9000 cache size   144777, 2600000 req, miss ratio 0.0723, byte miss ratio 0.0723
io_traces.ns611 S3FIFO-0.0010-1.9000 cache size      180, 2600000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns611 S3FIFO-0.0010-1.9000 cache size      542, 2600000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns611 S3FIFO-0.0010-1.9000 cache size     1809, 2600000 req, miss ratio 0.6050, byte miss ratio 0.6050
io_traces.ns611 S3FIFO-0.0010-1.9000 cache size     5429, 2600000 req, miss ratio 0.5055, byte miss ratio 0.5055
io_traces.ns611 S3FIFO-0.0010-1.9000 cache size    18097, 2600000 req, miss ratio 0.3852, byte miss ratio 0.3852
io_traces.ns611 S3FIFO-0.0010-1.9000 cache size    36194, 2600000 req, miss ratio 0.2752, byte miss ratio 0.2752
io_traces.ns611 S3FIFO-0.0010-1.9000 cache size    72388, 2600000 req, miss ratio 0.1155, byte miss ratio 0.1155
io_traces.ns611 S3FIFO-0.0010-1.9000 cache size   144777, 2600000 req, miss ratio 0.0725, byte miss ratio 0.0725
io_traces.ns611 S3FIFO-0.0100-1.9000 cache size      180, 2600000 req, miss ratio 0.7072, byte miss ratio 0.7072
io_traces.ns611 S3FIFO-0.0100-1.9000 cache size      542, 2600000 req, miss ratio 0.6822, byte miss ratio 0.6822
io_traces.ns611 S3FIFO-0.0100-1.9000 cache size     1809, 2600000 req, miss ratio 0.6043, byte miss ratio 0.6043
io_traces.ns611 S3FIFO-0.0100-1.9000 cache size     5429, 2600000 req, miss ratio 0.5039, byte miss ratio 0.5039
io_traces.ns611 S3FIFO-0.0100-1.9000 cache size    18097, 2600000 req, miss ratio 0.3846, byte miss ratio 0.3846
io_traces.ns611 S3FIFO-0.0100-1.9000 cache size    36194, 2600000 req, miss ratio 0.2755, byte miss ratio 0.2755
io_traces.ns611 S3FIFO-0.0100-1.9000 cache size    72388, 2600000 req, miss ratio 0.1138, byte miss ratio 0.1138
io_traces.ns611 S3FIFO-0.0100-1.9000 cache size   144777, 2600000 req, miss ratio 0.0725, byte miss ratio 0.0725
io_traces.ns611 S3FIFO-0.7000-1.9000 cache size      180, 2600000 req, miss ratio 0.7592, byte miss ratio 0.7592
io_traces.ns611 S3FIFO-0.7000-1.9000 cache size      542, 2600000 req, miss ratio 0.6989, byte miss ratio 0.6989
io_traces.ns611 S3FIFO-0.7000-1.9000 cache size     1809, 2600000 req, miss ratio 0.6744, byte miss ratio 0.6744
io_traces.ns611 S3FIFO-0.7000-1.9000 cache size     5429, 2600000 req, miss ratio 0.6447, byte miss ratio 0.6447
io_traces.ns611 S3FIFO-0.7000-1.9000 cache size    18097, 2600000 req, miss ratio 0.3939, byte miss ratio 0.3939
io_traces.ns611 S3FIFO-0.7000-1.9000 cache size    36194, 2600000 req, miss ratio 0.2694, byte miss ratio 0.2694
io_traces.ns611 S3FIFO-0.7000-1.9000 cache size    72388, 2600000 req, miss ratio 0.1277, byte miss ratio 0.1277
io_traces.ns611 S3FIFO-0.7000-1.9000 cache size   144777, 2600000 req, miss ratio 0.0722, byte miss ratio 0.0722
io_traces.ns611 S3FIFO-0.0050-0.9000 cache size      180, 2600000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns611 S3FIFO-0.0050-0.9000 cache size      542, 2600000 req, miss ratio 0.6841, byte miss ratio 0.6841
io_traces.ns611 S3FIFO-0.0050-0.9000 cache size     1809, 2600000 req, miss ratio 0.6209, byte miss ratio 0.6209
io_traces.ns611 S3FIFO-0.0050-0.9000 cache size     5429, 2600000 req, miss ratio 0.5165, byte miss ratio 0.5165
io_traces.ns611 S3FIFO-0.0050-0.9000 cache size    18097, 2600000 req, miss ratio 0.3869, byte miss ratio 0.3869
io_traces.ns611 S3FIFO-0.0050-0.9000 cache size    36194, 2600000 req, miss ratio 0.2738, byte miss ratio 0.2738
io_traces.ns611 S3FIFO-0.0050-0.9000 cache size    72388, 2600000 req, miss ratio 0.1153, byte miss ratio 0.1153
io_traces.ns611 S3FIFO-0.0050-0.9000 cache size   144777, 2600000 req, miss ratio 0.0725, byte miss ratio 0.0725
io_traces.ns611 S3FIFO-0.8500-1.9000 cache size      180, 2600000 req, miss ratio 0.8028, byte miss ratio 0.8028
io_traces.ns611 S3FIFO-0.8500-1.9000 cache size      542, 2600000 req, miss ratio 0.7167, byte miss ratio 0.7167
io_traces.ns611 S3FIFO-0.8500-1.9000 cache size     1809, 2600000 req, miss ratio 0.6886, byte miss ratio 0.6886
io_traces.ns611 S3FIFO-0.8500-1.9000 cache size     5429, 2600000 req, miss ratio 0.6547, byte miss ratio 0.6547
io_traces.ns611 S3FIFO-0.8500-1.9000 cache size    18097, 2600000 req, miss ratio 0.4062, byte miss ratio 0.4062
io_traces.ns611 S3FIFO-0.8500-1.9000 cache size    36194, 2600000 req, miss ratio 0.2801, byte miss ratio 0.2801
io_traces.ns611 S3FIFO-0.8500-1.9000 cache size    72388, 2600000 req, miss ratio 0.1338, byte miss ratio 0.1338
io_traces.ns611 S3FIFO-0.8500-1.9000 cache size   144777, 2600000 req, miss ratio 0.0764, byte miss ratio 0.0764
io_traces.ns611 S3FIFO-0.1000-0.9000 cache size      180, 2600000 req, miss ratio 0.7179, byte miss ratio 0.7179
io_traces.ns611 S3FIFO-0.1000-0.9000 cache size      542, 2600000 req, miss ratio 0.6839, byte miss ratio 0.6839
io_traces.ns611 S3FIFO-0.1000-0.9000 cache size     1809, 2600000 req, miss ratio 0.6218, byte miss ratio 0.6218
io_traces.ns611 S3FIFO-0.1000-0.9000 cache size     5429, 2600000 req, miss ratio 0.5140, byte miss ratio 0.5140
io_traces.ns611 S3FIFO-0.1000-0.9000 cache size    18097, 2600000 req, miss ratio 0.3921, byte miss ratio 0.3921
io_traces.ns611 S3FIFO-0.1000-0.9000 cache size    36194, 2600000 req, miss ratio 0.2732, byte miss ratio 0.2732
io_traces.ns611 S3FIFO-0.1000-0.9000 cache size    72388, 2600000 req, miss ratio 0.1037, byte miss ratio 0.1037
io_traces.ns611 S3FIFO-0.1000-0.9000 cache size   144777, 2600000 req, miss ratio 0.0723, byte miss ratio 0.0723
io_traces.ns611 S3FIFO-0.3500-0.9000 cache size      180, 2600000 req, miss ratio 0.7189, byte miss ratio 0.7189
io_traces.ns611 S3FIFO-0.3500-0.9000 cache size      542, 2600000 req, miss ratio 0.6906, byte miss ratio 0.6906
io_traces.ns611 S3FIFO-0.3500-0.9000 cache size     1809, 2600000 req, miss ratio 0.6348, byte miss ratio 0.6348
io_traces.ns611 S3FIFO-0.3500-0.9000 cache size     5429, 2600000 req, miss ratio 0.5408, byte miss ratio 0.5408
io_traces.ns611 S3FIFO-0.3500-0.9000 cache size    18097, 2600000 req, miss ratio 0.3926, byte miss ratio 0.3926
io_traces.ns611 S3FIFO-0.3500-0.9000 cache size    36194, 2600000 req, miss ratio 0.2723, byte miss ratio 0.2723
io_traces.ns611 S3FIFO-0.3500-0.9000 cache size    72388, 2600000 req, miss ratio 0.1135, byte miss ratio 0.1135
io_traces.ns611 S3FIFO-0.3500-0.9000 cache size   144777, 2600000 req, miss ratio 0.0716, byte miss ratio 0.0716
io_traces.ns611 S3FIFO-0.2500-1.9000 cache size      180, 2600000 req, miss ratio 0.7072, byte miss ratio 0.7072
io_traces.ns611 S3FIFO-0.2500-1.9000 cache size      542, 2600000 req, miss ratio 0.6869, byte miss ratio 0.6869
io_traces.ns611 S3FIFO-0.2500-1.9000 cache size     1809, 2600000 req, miss ratio 0.6210, byte miss ratio 0.6210
io_traces.ns611 S3FIFO-0.2500-1.9000 cache size     5429, 2600000 req, miss ratio 0.5372, byte miss ratio 0.5372
io_traces.ns611 S3FIFO-0.2500-1.9000 cache size    18097, 2600000 req, miss ratio 0.3970, byte miss ratio 0.3970
io_traces.ns611 S3FIFO-0.2500-1.9000 cache size    36194, 2600000 req, miss ratio 0.2703, byte miss ratio 0.2703
io_traces.ns611 S3FIFO-0.2500-1.9000 cache size    72388, 2600000 req, miss ratio 0.1094, byte miss ratio 0.1094
