io_traces.ns825 S3FIFO-0.5500-1.9000 cache size     1940, 2800000 req, miss ratio 0.7544, byte miss ratio 0.7544
io_traces.ns825 S3FIFO-0.5500-1.9000 cache size     5821, 2800000 req, miss ratio 0.7490, byte miss ratio 0.7490
io_traces.ns825 S3FIFO-0.5500-1.9000 cache size    19404, 2800000 req, miss ratio 0.7430, byte miss ratio 0.7430
io_traces.ns825 S3FIFO-0.5500-1.9000 cache size    58214, 2800000 req, miss ratio 0.7397, byte miss ratio 0.7397
io_traces.ns825 S3FIFO-0.5500-1.9000 cache size   194048, 2800000 req, miss ratio 0.7329, byte miss ratio 0.7329
io_traces.ns825 S3FIFO-0.5500-1.9000 cache size   388096, 2800000 req, miss ratio 0.7285, byte miss ratio 0.7285
io_traces.ns825 S3FIFO-0.5500-1.9000 cache size   776192, 2800000 req, miss ratio 0.7145, byte miss ratio 0.7145
io_traces.ns825 S3FIFO-0.5500-1.9000 cache size  1552385, 2800000 req, miss ratio 0.6943, byte miss ratio 0.6943
io_traces.ns825 S3FIFO-0.4500-0.9000 cache size     1940, 2800000 req, miss ratio 0.7541, byte miss ratio 0.7541
io_traces.ns825 S3FIFO-0.4500-0.9000 cache size     5821, 2800000 req, miss ratio 0.7486, byte miss ratio 0.7486
io_traces.ns825 S3FIFO-0.4500-0.9000 cache size    19404, 2800000 req, miss ratio 0.7425, byte miss ratio 0.7425
io_traces.ns825 S3FIFO-0.4500-0.9000 cache size    58214, 2800000 req, miss ratio 0.7402, byte miss ratio 0.7402
io_traces.ns825 S3FIFO-0.4500-0.9000 cache size   194048, 2800000 req, miss ratio 0.7334, byte miss ratio 0.7334
io_traces.ns825 S3FIFO-0.4500-0.9000 cache size   388096, 2800000 req, miss ratio 0.7295, byte miss ratio 0.7295
io_traces.ns825 S3FIFO-0.4500-0.9000 cache size   776192, 2800000 req, miss ratio 0.7145, byte miss ratio 0.7145
io_traces.ns825 S3FIFO-0.4500-0.9000 cache size  1552385, 2800000 req, miss ratio 0.6943, byte miss ratio 0.6943
io_traces.ns825 S3FIFO-0.4000-1.9000 cache size     1940, 2800000 req, miss ratio 0.7541, byte miss ratio 0.7541
io_traces.ns825 S3FIFO-0.4000-1.9000 cache size     5821, 2800000 req, miss ratio 0.7485, byte miss ratio 0.7485
io_traces.ns825 S3FIFO-0.4000-1.9000 cache size    19404, 2800000 req, miss ratio 0.7422, byte miss ratio 0.7422
io_traces.ns825 S3FIFO-0.4000-1.9000 cache size    58214, 2800000 req, miss ratio 0.7393, byte miss ratio 0.7393
io_traces.ns825 S3FIFO-0.4000-1.9000 cache size   194048, 2800000 req, miss ratio 0.7328, byte miss ratio 0.7328
io_traces.ns825 S3FIFO-0.4000-1.9000 cache size   388096, 2800000 req, miss ratio 0.7285, byte miss ratio 0.7285
io_traces.ns825 S3FIFO-0.4000-1.9000 cache size   776192, 2800000 req, miss ratio 0.7145, byte miss ratio 0.7145
io_traces.ns825 S3FIFO-0.4000-1.9000 cache size  1552385, 2800000 req, miss ratio 0.6943, byte miss ratio 0.6943
io_traces.ns825 S3FIFO-0.8500-1.9000 cache size     1940, 2800000 req, miss ratio 0.7552, byte miss ratio 0.7552
io_traces.ns825 S3FIFO-0.8500-1.9000 cache size     5821, 2800000 req, miss ratio 0.7500, byte miss ratio 0.7500
io_traces.ns825 S3FIFO-0.8500-1.9000 cache size    19404, 2800000 req, miss ratio 0.7448, byte miss ratio 0.7448
io_traces.ns825 S3FIFO-0.8500-1.9000 cache size    58214, 2800000 req, miss ratio 0.7412, byte miss ratio 0.7412
io_traces.ns825 S3FIFO-0.8500-1.9000 cache size   194048, 2800000 req, miss ratio 0.7365, byte miss ratio 0.7365
io_traces.ns825 S3FIFO-0.8500-1.9000 cache size   388096, 2800000 req, miss ratio 0.7308, byte miss ratio 0.7308
io_traces.ns825 S3FIFO-0.8500-1.9000 cache size   776192, 2800000 req, miss ratio 0.7154, byte miss ratio 0.7154
io_traces.ns825 S3FIFO-0.8500-1.9000 cache size  1552385, 2800000 req, miss ratio 0.6943, byte miss ratio 0.6943
io_traces.ns825 S3FIFO-0.3000-1.9000 cache size     1940, 2800000 req, miss ratio 0.7538, byte miss ratio 0.7538
io_traces.ns825 S3FIFO-0.3000-1.9000 cache size     5821, 2800000 req, miss ratio 0.7486, byte miss ratio 0.7486
io_traces.ns825 S3FIFO-0.3000-1.9000 cache size    19404, 2800000 req, miss ratio 0.7421, byte miss ratio 0.7421
io_traces.ns825 S3FIFO-0.3000-1.9000 cache size    58214, 2800000 req, miss ratio 0.7392, byte miss ratio 0.7392
io_traces.ns825 S3FIFO-0.3000-1.9000 cache size   194048, 2800000 req, miss ratio 0.7328, byte miss ratio 0.7328
io_traces.ns825 S3FIFO-0.3000-1.9000 cache size   388096, 2800000 req, miss ratio 0.7285, byte miss ratio 0.7285
io_traces.ns825 S3FIFO-0.3000-1.9000 cache size   776192, 2800000 req, miss ratio 0.7145, byte miss ratio 0.7145
io_traces.ns825 S3FIFO-0.3000-1.9000 cache size  1552385, 2800000 req, miss ratio 0.6943, byte miss ratio 0.6943
