cdn1_allcolo.ns2374 S3FIFO-0.4000-1.9000 cache size       42, 2195280 req, miss ratio 0.8947, byte miss ratio 0.8947
cdn1_allcolo.ns2374 S3FIFO-0.4000-1.9000 cache size      127, 2195280 req, miss ratio 0.8131, byte miss ratio 0.8131
cdn1_allcolo.ns2374 S3FIFO-0.4000-1.9000 cache size      426, 2195280 req, miss ratio 0.6652, byte miss ratio 0.6652
cdn1_allcolo.ns2374 S3FIFO-0.4000-1.9000 cache size     1279, 2195280 req, miss ratio 0.4650, byte miss ratio 0.4650
cdn1_allcolo.ns2374 S3FIFO-0.4000-1.9000 cache size     4263, 2195280 req, miss ratio 0.2326, byte miss ratio 0.2326
cdn1_allcolo.ns2374 S3FIFO-0.4000-1.9000 cache size     8527, 2195280 req, miss ratio 0.1254, byte miss ratio 0.1254
cdn1_allcolo.ns2374 S3FIFO-0.4000-1.9000 cache size    17054, 2195280 req, miss ratio 0.0511, byte miss ratio 0.0511
cdn1_allcolo.ns2374 S3FIFO-0.4000-1.9000 cache size    34109, 2195280 req, miss ratio 0.0210, byte miss ratio 0.0210
cdn1_allcolo.ns2374 S3FIFO-0.7000-0.9000 cache size       42, 2195280 req, miss ratio 0.9171, byte miss ratio 0.9171
cdn1_allcolo.ns2374 S3FIFO-0.7000-0.9000 cache size      127, 2195280 req, miss ratio 0.8450, byte miss ratio 0.8450
cdn1_allcolo.ns2374 S3FIFO-0.7000-0.9000 cache size      426, 2195280 req, miss ratio 0.7073, byte miss ratio 0.7073
cdn1_allcolo.ns2374 S3FIFO-0.7000-0.9000 cache size     1279, 2195280 req, miss ratio 0.5122, byte miss ratio 0.5122
cdn1_allcolo.ns2374 S3FIFO-0.7000-0.9000 cache size     4263, 2195280 req, miss ratio 0.2638, byte miss ratio 0.2638
cdn1_allcolo.ns2374 S3FIFO-0.7000-0.9000 cache size     8527, 2195280 req, miss ratio 0.1442, byte miss ratio 0.1442
cdn1_allcolo.ns2374 S3FIFO-0.7000-0.9000 cache size    17054, 2195280 req, miss ratio 0.0609, byte miss ratio 0.0609
cdn1_allcolo.ns2374 S3FIFO-0.7000-0.9000 cache size    34109, 2195280 req, miss ratio 0.0238, byte miss ratio 0.0238
cdn1_allcolo.ns2374 S3FIFO-0.5500-0.9000 cache size       42, 2195280 req, miss ratio 0.9039, byte miss ratio 0.9039
cdn1_allcolo.ns2374 S3FIFO-0.5500-0.9000 cache size      127, 2195280 req, miss ratio 0.8231, byte miss ratio 0.8231
cdn1_allcolo.ns2374 S3FIFO-0.5500-0.9000 cache size      426, 2195280 req, miss ratio 0.6786, byte miss ratio 0.6786
cdn1_allcolo.ns2374 S3FIFO-0.5500-0.9000 cache size     1279, 2195280 req, miss ratio 0.4814, byte miss ratio 0.4814
cdn1_allcolo.ns2374 S3FIFO-0.5500-0.9000 cache size     4263, 2195280 req, miss ratio 0.2460, byte miss ratio 0.2460
cdn1_allcolo.ns2374 S3FIFO-0.5500-0.9000 cache size     8527, 2195280 req, miss ratio 0.1343, byte miss ratio 0.1343
cdn1_allcolo.ns2374 S3FIFO-0.5500-0.9000 cache size    17054, 2195280 req, miss ratio 0.0558, byte miss ratio 0.0558
cdn1_allcolo.ns2374 S3FIFO-0.5500-0.9000 cache size    34109, 2195280 req, miss ratio 0.0220, byte miss ratio 0.0220
cdn1_allcolo.ns2374 S3FIFO-0.1000-1.9000 cache size       42, 2195280 req, miss ratio 0.8740, byte miss ratio 0.8740
cdn1_allcolo.ns2374 S3FIFO-0.1000-1.9000 cache size      127, 2195280 req, miss ratio 0.7815, byte miss ratio 0.7815
cdn1_allcolo.ns2374 S3FIFO-0.1000-1.9000 cache size      426, 2195280 req, miss ratio 0.6193, byte miss ratio 0.6193
cdn1_allcolo.ns2374 S3FIFO-0.1000-1.9000 cache size     1279, 2195280 req, miss ratio 0.4188, byte miss ratio 0.4188
cdn1_allcolo.ns2374 S3FIFO-0.1000-1.9000 cache size     4263, 2195280 req, miss ratio 0.2084, byte miss ratio 0.2084
cdn1_allcolo.ns2374 S3FIFO-0.1000-1.9000 cache size     8527, 2195280 req, miss ratio 0.1116, byte miss ratio 0.1116
cdn1_allcolo.ns2374 S3FIFO-0.1000-1.9000 cache size    17054, 2195280 req, miss ratio 0.0431, byte miss ratio 0.0431
cdn1_allcolo.ns2374 S3FIFO-0.1000-1.9000 cache size    34109, 2195280 req, miss ratio 0.0203, byte miss ratio 0.0203
cdn1_allcolo.ns2374 S3FIFO-0.2500-0.9000 cache size       42, 2195280 req, miss ratio 0.8782, byte miss ratio 0.8782
cdn1_allcolo.ns2374 S3FIFO-0.2500-0.9000 cache size      127, 2195280 req, miss ratio 0.7877, byte miss ratio 0.7877
cdn1_allcolo.ns2374 S3FIFO-0.2500-0.9000 cache size      426, 2195280 req, miss ratio 0.6280, byte miss ratio 0.6280
cdn1_allcolo.ns2374 S3FIFO-0.2500-0.9000 cache size     1279, 2195280 req, miss ratio 0.4276, byte miss ratio 0.4276
cdn1_allcolo.ns2374 S3FIFO-0.2500-0.9000 cache size     4263, 2195280 req, miss ratio 0.2146, byte miss ratio 0.2146
cdn1_allcolo.ns2374 S3FIFO-0.2500-0.9000 cache size     8527, 2195280 req, miss ratio 0.1175, byte miss ratio 0.1175
cdn1_allcolo.ns2374 S3FIFO-0.2500-0.9000 cache size    17054, 2195280 req, miss ratio 0.0468, byte miss ratio 0.0468
cdn1_allcolo.ns2374 S3FIFO-0.2500-0.9000 cache size    34109, 2195280 req, miss ratio 0.0204, byte miss ratio 0.0204
cdn1_allcolo.ns2374 S3FIFO-0.5500-1.9000 cache size       42, 2195280 req, miss ratio 0.9082, byte miss ratio 0.9082
cdn1_allcolo.ns2374 S3FIFO-0.5500-1.9000 cache size      127, 2195280 req, miss ratio 0.8319, byte miss ratio 0.8319
cdn1_allcolo.ns2374 S3FIFO-0.5500-1.9000 cache size      426, 2195280 req, miss ratio 0.6904, byte miss ratio 0.6904
cdn1_allcolo.ns2374 S3FIFO-0.5500-1.9000 cache size     1279, 2195280 req, miss ratio 0.4906, byte miss ratio 0.4906
cdn1_allcolo.ns2374 S3FIFO-0.5500-1.9000 cache size     4263, 2195280 req, miss ratio 0.2459, byte miss ratio 0.2459
cdn1_allcolo.ns2374 S3FIFO-0.5500-1.9000 cache size     8527, 2195280 req, miss ratio 0.1332, byte miss ratio 0.1332
cdn1_allcolo.ns2374 S3FIFO-0.5500-1.9000 cache size    17054, 2195280 req, miss ratio 0.0558, byte miss ratio 0.0558
cdn1_allcolo.ns2374 S3FIFO-0.5500-1.9000 cache size    34109, 2195280 req, miss ratio 0.0220, byte miss ratio 0.0220
cdn1_allcolo.ns2374 S3FIFO-0.8000-0.9000 cache size       42, 2195280 req, miss ratio 0.9278, byte miss ratio 0.9278
cdn1_allcolo.ns2374 S3FIFO-0.8000-0.9000 cache size      127, 2195280 req, miss ratio 0.8618, byte miss ratio 0.8618
cdn1_allcolo.ns2374 S3FIFO-0.8000-0.9000 cache size      426, 2195280 req, miss ratio 0.7283, byte miss ratio 0.7283
cdn1_allcolo.ns2374 S3FIFO-0.8000-0.9000 cache size     1279, 2195280 req, miss ratio 0.5335, byte miss ratio 0.5335
cdn1_allcolo.ns2374 S3FIFO-0.8000-0.9000 cache size     4263, 2195280 req, miss ratio 0.2767, byte miss ratio 0.2767
cdn1_allcolo.ns2374 S3FIFO-0.8000-0.9000 cache size     8527, 2195280 req, miss ratio 0.1515, byte miss ratio 0.1515
cdn1_allcolo.ns2374 S3FIFO-0.8000-0.9000 cache size    17054, 2195280 req, miss ratio 0.0646, byte miss ratio 0.0646
cdn1_allcolo.ns2374 S3FIFO-0.8000-0.9000 cache size    34109, 2195280 req, miss ratio 0.0252, byte miss ratio 0.0252
cdn1_allcolo.ns2374 S3FIFO-0.1500-1.9000 cache size       42, 2195280 req, miss ratio 0.8773, byte miss ratio 0.8773
cdn1_allcolo.ns2374 S3FIFO-0.1500-1.9000 cache size      127, 2195280 req, miss ratio 0.7868, byte miss ratio 0.7868
cdn1_allcolo.ns2374 S3FIFO-0.1500-1.9000 cache size      426, 2195280 req, miss ratio 0.6265, byte miss ratio 0.6265
cdn1_allcolo.ns2374 S3FIFO-0.1500-1.9000 cache size     1279, 2195280 req, miss ratio 0.4259, byte miss ratio 0.4259
cdn1_allcolo.ns2374 S3FIFO-0.1500-1.9000 cache size     4263, 2195280 req, miss ratio 0.2122, byte miss ratio 0.2122
cdn1_allcolo.ns2374 S3FIFO-0.1500-1.9000 cache size     8527, 2195280 req, miss ratio 0.1136, byte miss ratio 0.1136
cdn1_allcolo.ns2374 S3FIFO-0.1500-1.9000 cache size    17054, 2195280 req, miss ratio 0.0443, byte miss ratio 0.0443
cdn1_allcolo.ns2374 S3FIFO-0.1500-1.9000 cache size    34109, 2195280 req, miss ratio 0.0203, byte miss ratio 0.0203
cdn1_allcolo.ns2374 S3FIFO-0.2500-1.9000 cache size       42, 2195280 req, miss ratio 0.8840, byte miss ratio 0.8840
cdn1_allcolo.ns2374 S3FIFO-0.2500-1.9000 cache size      127, 2195280 req, miss ratio 0.7964, byte miss ratio 0.7964
cdn1_allcolo.ns2374 S3FIFO-0.2500-1.9000 cache size      426, 2195280 req, miss ratio 0.6417, byte miss ratio 0.6417
cdn1_allcolo.ns2374 S3FIFO-0.2500-1.9000 cache size     1279, 2195280 req, miss ratio 0.4409, byte miss ratio 0.4409
cdn1_allcolo.ns2374 S3FIFO-0.2500-1.9000 cache size     4263, 2195280 req, miss ratio 0.2201, byte miss ratio 0.2201
cdn1_allcolo.ns2374 S3FIFO-0.2500-1.9000 cache size     8527, 2195280 req, miss ratio 0.1182, byte miss ratio 0.1182
cdn1_allcolo.ns2374 S3FIFO-0.2500-1.9000 cache size    17054, 2195280 req, miss ratio 0.0468, byte miss ratio 0.0468
cdn1_allcolo.ns2374 S3FIFO-0.2500-1.9000 cache size    34109, 2195280 req, miss ratio 0.0204, byte miss ratio 0.0204
cdn1_allcolo.ns2374 S3FIFO-0.6000-1.9000 cache size       42, 2195280 req, miss ratio 0.9124, byte miss ratio 0.9124
cdn1_allcolo.ns2374 S3FIFO-0.6000-1.9000 cache size      127, 2195280 req, miss ratio 0.8394, byte miss ratio 0.8394
cdn1_allcolo.ns2374 S3FIFO-0.6000-1.9000 cache size      426, 2195280 req, miss ratio 0.6992, byte miss ratio 0.6992
cdn1_allcolo.ns2374 S3FIFO-0.6000-1.9000 cache size     1279, 2195280 req, miss ratio 0.4995, byte miss ratio 0.4995
cdn1_allcolo.ns2374 S3FIFO-0.6000-1.9000 cache size     4263, 2195280 req, miss ratio 0.2505, byte miss ratio 0.2505
cdn1_allcolo.ns2374 S3FIFO-0.6000-1.9000 cache size     8527, 2195280 req, miss ratio 0.1362, byte miss ratio 0.1362
cdn1_allcolo.ns2374 S3FIFO-0.6000-1.9000 cache size    17054, 2195280 req, miss ratio 0.0574, byte miss ratio 0.0574
cdn1_allcolo.ns2374 S3FIFO-0.6000-1.9000 cache size    34109, 2195280 req, miss ratio 0.0226, byte miss ratio 0.0226
cdn1_allcolo.ns2374 S3FIFO-0.4000-0.9000 cache size       42, 2195280 req, miss ratio 0.8896, byte miss ratio 0.8896
cdn1_allcolo.ns2374 S3FIFO-0.4000-0.9000 cache size      127, 2195280 req, miss ratio 0.8042, byte miss ratio 0.8042
cdn1_allcolo.ns2374 S3FIFO-0.4000-0.9000 cache size      426, 2195280 req, miss ratio 0.6524, byte miss ratio 0.6524
cdn1_allcolo.ns2374 S3FIFO-0.4000-0.9000 cache size     1279, 2195280 req, miss ratio 0.4532, byte miss ratio 0.4532
cdn1_allcolo.ns2374 S3FIFO-0.4000-0.9000 cache size     4263, 2195280 req, miss ratio 0.2298, byte miss ratio 0.2298
cdn1_allcolo.ns2374 S3FIFO-0.4000-0.9000 cache size     8527, 2195280 req, miss ratio 0.1256, byte miss ratio 0.1256
cdn1_allcolo.ns2374 S3FIFO-0.4000-0.9000 cache size    17054, 2195280 req, miss ratio 0.0511, byte miss ratio 0.0511
cdn1_allcolo.ns2374 S3FIFO-0.4000-0.9000 cache size    34109, 2195280 req, miss ratio 0.0210, byte miss ratio 0.0210
cdn1_allcolo.ns2374 S3FIFO-0.8000-1.9000 cache size       42, 2195280 req, miss ratio 0.9325, byte miss ratio 0.9325
cdn1_allcolo.ns2374 S3FIFO-0.8000-1.9000 cache size      127, 2195280 req, miss ratio 0.8690, byte miss ratio 0.8690
cdn1_allcolo.ns2374 S3FIFO-0.8000-1.9000 cache size      426, 2195280 req, miss ratio 0.7370, byte miss ratio 0.7370
cdn1_allcolo.ns2374 S3FIFO-0.8000-1.9000 cache size     1279, 2195280 req, miss ratio 0.5351, byte miss ratio 0.5351
cdn1_allcolo.ns2374 S3FIFO-0.8000-1.9000 cache size     4263, 2195280 req, miss ratio 0.2712, byte miss ratio 0.2712
cdn1_allcolo.ns2374 S3FIFO-0.8000-1.9000 cache size     8527, 2195280 req, miss ratio 0.1493, byte miss ratio 0.1493
cdn1_allcolo.ns2374 S3FIFO-0.8000-1.9000 cache size    17054, 2195280 req, miss ratio 0.0646, byte miss ratio 0.0646
cdn1_allcolo.ns2374 S3FIFO-0.8000-1.9000 cache size    34109, 2195280 req, miss ratio 0.0252, byte miss ratio 0.0252
cdn1_allcolo.ns2374 S3FIFO-0.9900-1.9000 cache size       42, 2195280 req, miss ratio 0.9568, byte miss ratio 0.9568
cdn1_allcolo.ns2374 S3FIFO-0.9900-1.9000 cache size      127, 2195280 req, miss ratio 0.9010, byte miss ratio 0.9010
cdn1_allcolo.ns2374 S3FIFO-0.9900-1.9000 cache size      426, 2195280 req, miss ratio 0.7717, byte miss ratio 0.7717
cdn1_allcolo.ns2374 S3FIFO-0.9900-1.9000 cache size     1279, 2195280 req, miss ratio 0.5655, byte miss ratio 0.5655
cdn1_allcolo.ns2374 S3FIFO-0.9900-1.9000 cache size     4263, 2195280 req, miss ratio 0.2920, byte miss ratio 0.2920
cdn1_allcolo.ns2374 S3FIFO-0.9900-1.9000 cache size     8527, 2195280 req, miss ratio 0.1641, byte miss ratio 0.1641
cdn1_allcolo.ns2374 S3FIFO-0.9900-1.9000 cache size    17054, 2195280 req, miss ratio 0.0732, byte miss ratio 0.0732
cdn1_allcolo.ns2374 S3FIFO-0.9900-1.9000 cache size    34109, 2195280 req, miss ratio 0.0277, byte miss ratio 0.0277
cdn1_allcolo.ns2374 S3FIFO-0.6500-1.9000 cache size       42, 2195280 req, miss ratio 0.9168, byte miss ratio 0.9168
cdn1_allcolo.ns2374 S3FIFO-0.6500-1.9000 cache size      127, 2195280 req, miss ratio 0.8462, byte miss ratio 0.8462
cdn1_allcolo.ns2374 S3FIFO-0.6500-1.9000 cache size      426, 2195280 req, miss ratio 0.7081, byte miss ratio 0.7081
cdn1_allcolo.ns2374 S3FIFO-0.6500-1.9000 cache size     1279, 2195280 req, miss ratio 0.5085, byte miss ratio 0.5085
cdn1_allcolo.ns2374 S3FIFO-0.6500-1.9000 cache size     4263, 2195280 req, miss ratio 0.2554, byte miss ratio 0.2554
cdn1_allcolo.ns2374 S3FIFO-0.6500-1.9000 cache size     8527, 2195280 req, miss ratio 0.1393, byte miss ratio 0.1393
cdn1_allcolo.ns2374 S3FIFO-0.6500-1.9000 cache size    17054, 2195280 req, miss ratio 0.0591, byte miss ratio 0.0591
cdn1_allcolo.ns2374 S3FIFO-0.6500-1.9000 cache size    34109, 2195280 req, miss ratio 0.0232, byte miss ratio 0.0232
cdn1_allcolo.ns2374 S3FIFO-0.8500-1.9000 cache size       42, 2195280 req, miss ratio 0.9387, byte miss ratio 0.9387
cdn1_allcolo.ns2374 S3FIFO-0.8500-1.9000 cache size      127, 2195280 req, miss ratio 0.8769, byte miss ratio 0.8769
cdn1_allcolo.ns2374 S3FIFO-0.8500-1.9000 cache size      426, 2195280 req, miss ratio 0.7471, byte miss ratio 0.7471
cdn1_allcolo.ns2374 S3FIFO-0.8500-1.9000 cache size     1279, 2195280 req, miss ratio 0.5440, byte miss ratio 0.5440
cdn1_allcolo.ns2374 S3FIFO-0.8500-1.9000 cache size     4263, 2195280 req, miss ratio 0.2768, byte miss ratio 0.2768
cdn1_allcolo.ns2374 S3FIFO-0.8500-1.9000 cache size     8527, 2195280 req, miss ratio 0.1530, byte miss ratio 0.1530
cdn1_allcolo.ns2374 S3FIFO-0.8500-1.9000 cache size    17054, 2195280 req, miss ratio 0.0667, byte miss ratio 0.0667
cdn1_allcolo.ns2374 S3FIFO-0.8500-1.9000 cache size    34109, 2195280 req, miss ratio 0.0259, byte miss ratio 0.0259
cdn1_allcolo.ns2374 S3FIFO-0.5000-0.9000 cache size       42, 2195280 req, miss ratio 0.8995, byte miss ratio 0.8995
cdn1_allcolo.ns2374 S3FIFO-0.5000-0.9000 cache size      127, 2195280 req, miss ratio 0.8170, byte miss ratio 0.8170
cdn1_allcolo.ns2374 S3FIFO-0.5000-0.9000 cache size      426, 2195280 req, miss ratio 0.6698, byte miss ratio 0.6698
cdn1_allcolo.ns2374 S3FIFO-0.5000-0.9000 cache size     1279, 2195280 req, miss ratio 0.4717, byte miss ratio 0.4717
cdn1_allcolo.ns2374 S3FIFO-0.5000-0.9000 cache size     4263, 2195280 req, miss ratio 0.2404, byte miss ratio 0.2404
cdn1_allcolo.ns2374 S3FIFO-0.5000-0.9000 cache size     8527, 2195280 req, miss ratio 0.1312, byte miss ratio 0.1312
cdn1_allcolo.ns2374 S3FIFO-0.5000-0.9000 cache size    17054, 2195280 req, miss ratio 0.0542, byte miss ratio 0.0542
cdn1_allcolo.ns2374 S3FIFO-0.5000-0.9000 cache size    34109, 2195280 req, miss ratio 0.0216, byte miss ratio 0.0216
cdn1_allcolo.ns2374 S3FIFO-0.9500-0.9000 cache size       42, 2195280 req, miss ratio 0.9486, byte miss ratio 0.9486
cdn1_allcolo.ns2374 S3FIFO-0.9500-0.9000 cache size      127, 2195280 req, miss ratio 0.8909, byte miss ratio 0.8909
cdn1_allcolo.ns2374 S3FIFO-0.9500-0.9000 cache size      426, 2195280 req, miss ratio 0.7622, byte miss ratio 0.7622
cdn1_allcolo.ns2374 S3FIFO-0.9500-0.9000 cache size     1279, 2195280 req, miss ratio 0.5647, byte miss ratio 0.5647
cdn1_allcolo.ns2374 S3FIFO-0.9500-0.9000 cache size     4263, 2195280 req, miss ratio 0.2971, byte miss ratio 0.2971
cdn1_allcolo.ns2374 S3FIFO-0.9500-0.9000 cache size     8527, 2195280 req, miss ratio 0.1639, byte miss ratio 0.1639
cdn1_allcolo.ns2374 S3FIFO-0.9500-0.9000 cache size    17054, 2195280 req, miss ratio 0.0711, byte miss ratio 0.0711
cdn1_allcolo.ns2374 S3FIFO-0.9500-0.9000 cache size    34109, 2195280 req, miss ratio 0.0272, byte miss ratio 0.0272
cdn1_allcolo.ns2374 S3FIFO-0.2000-1.9000 cache size       42, 2195280 req, miss ratio 0.8805, byte miss ratio 0.8805
cdn1_allcolo.ns2374 S3FIFO-0.2000-1.9000 cache size      127, 2195280 req, miss ratio 0.7915, byte miss ratio 0.7915
cdn1_allcolo.ns2374 S3FIFO-0.2000-1.9000 cache size      426, 2195280 req, miss ratio 0.6342, byte miss ratio 0.6342
cdn1_allcolo.ns2374 S3FIFO-0.2000-1.9000 cache size     1279, 2195280 req, miss ratio 0.4333, byte miss ratio 0.4333
cdn1_allcolo.ns2374 S3FIFO-0.2000-1.9000 cache size     4263, 2195280 req, miss ratio 0.2162, byte miss ratio 0.2162
cdn1_allcolo.ns2374 S3FIFO-0.2000-1.9000 cache size     8527, 2195280 req, miss ratio 0.1159, byte miss ratio 0.1159
cdn1_allcolo.ns2374 S3FIFO-0.2000-1.9000 cache size    17054, 2195280 req, miss ratio 0.0456, byte miss ratio 0.0456
cdn1_allcolo.ns2374 S3FIFO-0.2000-1.9000 cache size    34109, 2195280 req, miss ratio 0.0203, byte miss ratio 0.0203
cdn1_allcolo.ns2374 S3FIFO-0.1000-0.9000 cache size       42, 2195280 req, miss ratio 0.8682, byte miss ratio 0.8682
cdn1_allcolo.ns2374 S3FIFO-0.1000-0.9000 cache size      127, 2195280 req, miss ratio 0.7726, byte miss ratio 0.7726
cdn1_allcolo.ns2374 S3FIFO-0.1000-0.9000 cache size      426, 2195280 req, miss ratio 0.6057, byte miss ratio 0.6057
cdn1_allcolo.ns2374 S3FIFO-0.1000-0.9000 cache size     1279, 2195280 req, miss ratio 0.4052, byte miss ratio 0.4052
cdn1_allcolo.ns2374 S3FIFO-0.1000-0.9000 cache size     4263, 2195280 req, miss ratio 0.2007, byte miss ratio 0.2007
cdn1_allcolo.ns2374 S3FIFO-0.1000-0.9000 cache size     8527, 2195280 req, miss ratio 0.1098, byte miss ratio 0.1098
cdn1_allcolo.ns2374 S3FIFO-0.1000-0.9000 cache size    17054, 2195280 req, miss ratio 0.0431, byte miss ratio 0.0431
cdn1_allcolo.ns2374 S3FIFO-0.1000-0.9000 cache size    34109, 2195280 req, miss ratio 0.0203, byte miss ratio 0.0203
cdn1_allcolo.ns2374 S3FIFO-0.0050-0.9000 cache size       42, 2195280 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2374 S3FIFO-0.0050-0.9000 cache size      127, 2195280 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2374 S3FIFO-0.0050-0.9000 cache size      426, 2195280 req, miss ratio 0.5932, byte miss ratio 0.5932
cdn1_allcolo.ns2374 S3FIFO-0.0050-0.9000 cache size     1279, 2195280 req, miss ratio 0.3933, byte miss ratio 0.3933
cdn1_allcolo.ns2374 S3FIFO-0.0050-0.9000 cache size     4263, 2195280 req, miss ratio 0.1941, byte miss ratio 0.1941
cdn1_allcolo.ns2374 S3FIFO-0.0050-0.9000 cache size     8527, 2195280 req, miss ratio 0.1058, byte miss ratio 0.1058
cdn1_allcolo.ns2374 S3FIFO-0.0050-0.9000 cache size    17054, 2195280 req, miss ratio 0.0415, byte miss ratio 0.0415
cdn1_allcolo.ns2374 S3FIFO-0.0050-0.9000 cache size    34109, 2195280 req, miss ratio 0.0203, byte miss ratio 0.0203
