tencentBlock.ns2932 S3FIFO-0.0100-1.9000 cache size     2038, 49574281 req, miss ratio 0.7715, byte miss ratio 0.7715
tencentBlock.ns2932 S3FIFO-0.0100-1.9000 cache size     6115, 49574281 req, miss ratio 0.6847, byte miss ratio 0.6847
tencentBlock.ns2932 S3FIFO-0.0100-1.9000 cache size    20386, 49574281 req, miss ratio 0.5655, byte miss ratio 0.5655
tencentBlock.ns2932 S3FIFO-0.0100-1.9000 cache size    61159, 49574281 req, miss ratio 0.4221, byte miss ratio 0.4221
tencentBlock.ns2932 S3FIFO-0.0100-1.9000 cache size   203863, 49574281 req, miss ratio 0.2215, byte miss ratio 0.2215
tencentBlock.ns2932 S3FIFO-0.0100-1.9000 cache size   407726, 49574281 req, miss ratio 0.1220, byte miss ratio 0.1220
tencentBlock.ns2932 S3FIFO-0.0100-1.9000 cache size   815453, 49574281 req, miss ratio 0.0661, byte miss ratio 0.0661
tencentBlock.ns2932 S3FIFO-0.0100-1.9000 cache size  1630907, 49574281 req, miss ratio 0.0436, byte miss ratio 0.0436
tencentBlock.ns2932 S3FIFO-0.8500-1.9000 cache size     2038, 49574281 req, miss ratio 0.7917, byte miss ratio 0.7917
tencentBlock.ns2932 S3FIFO-0.8500-1.9000 cache size     6115, 49574281 req, miss ratio 0.6756, byte miss ratio 0.6756
tencentBlock.ns2932 S3FIFO-0.8500-1.9000 cache size    20386, 49574281 req, miss ratio 0.5580, byte miss ratio 0.5580
tencentBlock.ns2932 S3FIFO-0.8500-1.9000 cache size    61159, 49574281 req, miss ratio 0.4343, byte miss ratio 0.4343
tencentBlock.ns2932 S3FIFO-0.8500-1.9000 cache size   203863, 49574281 req, miss ratio 0.2522, byte miss ratio 0.2522
tencentBlock.ns2932 S3FIFO-0.8500-1.9000 cache size   407726, 49574281 req, miss ratio 0.1562, byte miss ratio 0.1562
tencentBlock.ns2932 S3FIFO-0.8500-1.9000 cache size   815453, 49574281 req, miss ratio 0.0856, byte miss ratio 0.0856
tencentBlock.ns2932 S3FIFO-0.8500-1.9000 cache size  1630907, 49574281 req, miss ratio 0.0477, byte miss ratio 0.0477
tencentBlock.ns2932 S3FIFO-0.1000-0.9000 cache size     2038, 49574281 req, miss ratio 0.7764, byte miss ratio 0.7764
tencentBlock.ns2932 S3FIFO-0.1000-0.9000 cache size     6115, 49574281 req, miss ratio 0.6758, byte miss ratio 0.6758
tencentBlock.ns2932 S3FIFO-0.1000-0.9000 cache size    20386, 49574281 req, miss ratio 0.5348, byte miss ratio 0.5348
