io_traces.ns263 S3FIFO-0.0010-1.9000 cache size     2573, 29800000 req, miss ratio 0.4301, byte miss ratio 0.4301
io_traces.ns263 S3FIFO-0.0010-1.9000 cache size     7721, 29800000 req, miss ratio 0.3978, byte miss ratio 0.3978
io_traces.ns263 S3FIFO-0.0010-1.9000 cache size    25737, 29800000 req, miss ratio 0.2836, byte miss ratio 0.2836
io_traces.ns263 S3FIFO-0.0010-1.9000 cache size    77213, 29800000 req, miss ratio 0.1215, byte miss ratio 0.1215
io_traces.ns263 S3FIFO-0.0010-1.9000 cache size   257378, 29800000 req, miss ratio 0.1054, byte miss ratio 0.1054
io_traces.ns263 S3FIFO-0.0010-1.9000 cache size   514756, 29800000 req, miss ratio 0.1004, byte miss ratio 0.1004
io_traces.ns263 S3FIFO-0.0010-1.9000 cache size  1029512, 29800000 req, miss ratio 0.0928, byte miss ratio 0.0928
io_traces.ns263 S3FIFO-0.0010-1.9000 cache size  2059025, 29800000 req, miss ratio 0.0864, byte miss ratio 0.0864
io_traces.ns263 S3FIFO-0.0500-1.9000 cache size     2573, 29800000 req, miss ratio 0.4042, byte miss ratio 0.4042
io_traces.ns263 S3FIFO-0.0500-1.9000 cache size     7721, 29800000 req, miss ratio 0.3721, byte miss ratio 0.3721
io_traces.ns263 S3FIFO-0.0500-1.9000 cache size    25737, 29800000 req, miss ratio 0.2720, byte miss ratio 0.2720
io_traces.ns263 S3FIFO-0.0500-1.9000 cache size    77213, 29800000 req, miss ratio 0.1164, byte miss ratio 0.1164
io_traces.ns263 S3FIFO-0.0500-1.9000 cache size   257378, 29800000 req, miss ratio 0.0982, byte miss ratio 0.0982
io_traces.ns263 S3FIFO-0.0500-1.9000 cache size   514756, 29800000 req, miss ratio 0.0927, byte miss ratio 0.0927
io_traces.ns263 S3FIFO-0.0500-1.9000 cache size  1029512, 29800000 req, miss ratio 0.0882, byte miss ratio 0.0882
io_traces.ns263 S3FIFO-0.0500-1.9000 cache size  2059025, 29800000 req, miss ratio 0.0864, byte miss ratio 0.0864
io_traces.ns263 S3FIFO-0.4500-1.9000 cache size     2573, 29800000 req, miss ratio 0.4069, byte miss ratio 0.4069
io_traces.ns263 S3FIFO-0.4500-1.9000 cache size     7721, 29800000 req, miss ratio 0.3822, byte miss ratio 0.3822
io_traces.ns263 S3FIFO-0.4500-1.9000 cache size    25737, 29800000 req, miss ratio 0.2946, byte miss ratio 0.2946
io_traces.ns263 S3FIFO-0.4500-1.9000 cache size    77213, 29800000 req, miss ratio 0.1264, byte miss ratio 0.1264
io_traces.ns263 S3FIFO-0.4500-1.9000 cache size   257378, 29800000 req, miss ratio 0.0902, byte miss ratio 0.0902
io_traces.ns263 S3FIFO-0.4500-1.9000 cache size   514756, 29800000 req, miss ratio 0.0886, byte miss ratio 0.0886
io_traces.ns263 S3FIFO-0.4500-1.9000 cache size  1029512, 29800000 req, miss ratio 0.0878, byte miss ratio 0.0878
io_traces.ns263 S3FIFO-0.4500-1.9000 cache size  2059025, 29800000 req, miss ratio 0.0864, byte miss ratio 0.0864
io_traces.ns263 S3FIFO-0.6000-0.9000 cache size     2573, 29800000 req, miss ratio 0.4273, byte miss ratio 0.4273
io_traces.ns263 S3FIFO-0.6000-0.9000 cache size     7721, 29800000 req, miss ratio 0.3880, byte miss ratio 0.3880
io_traces.ns263 S3FIFO-0.6000-0.9000 cache size    25737, 29800000 req, miss ratio 0.2951, byte miss ratio 0.2951
io_traces.ns263 S3FIFO-0.6000-0.9000 cache size    77213, 29800000 req, miss ratio 0.1409, byte miss ratio 0.1409
io_traces.ns263 S3FIFO-0.6000-0.9000 cache size   257378, 29800000 req, miss ratio 0.0905, byte miss ratio 0.0905
io_traces.ns263 S3FIFO-0.6000-0.9000 cache size   514756, 29800000 req, miss ratio 0.0884, byte miss ratio 0.0884
io_traces.ns263 S3FIFO-0.6000-0.9000 cache size  1029512, 29800000 req, miss ratio 0.0877, byte miss ratio 0.0877
io_traces.ns263 S3FIFO-0.6000-0.9000 cache size  2059025, 29800000 req, miss ratio 0.0864, byte miss ratio 0.0864
io_traces.ns263 S3FIFO-0.3000-0.9000 cache size     2573, 29800000 req, miss ratio 0.4006, byte miss ratio 0.4006
io_traces.ns263 S3FIFO-0.3000-0.9000 cache size     7721, 29800000 req, miss ratio 0.3784, byte miss ratio 0.3784
io_traces.ns263 S3FIFO-0.3000-0.9000 cache size    25737, 29800000 req, miss ratio 0.2872, byte miss ratio 0.2872
io_traces.ns263 S3FIFO-0.3000-0.9000 cache size    77213, 29800000 req, miss ratio 0.1164, byte miss ratio 0.1164
io_traces.ns263 S3FIFO-0.3000-0.9000 cache size   257378, 29800000 req, miss ratio 0.0906, byte miss ratio 0.0906
io_traces.ns263 S3FIFO-0.3000-0.9000 cache size   514756, 29800000 req, miss ratio 0.0887, byte miss ratio 0.0887
io_traces.ns263 S3FIFO-0.3000-0.9000 cache size  1029512, 29800000 req, miss ratio 0.0877, byte miss ratio 0.0877
io_traces.ns263 S3FIFO-0.3000-0.9000 cache size  2059025, 29800000 req, miss ratio 0.0864, byte miss ratio 0.0864
io_traces.ns263 S3FIFO-0.1500-0.9000 cache size     2573, 29800000 req, miss ratio 0.4007, byte miss ratio 0.4007
io_traces.ns263 S3FIFO-0.1500-0.9000 cache size     7721, 29800000 req, miss ratio 0.3770, byte miss ratio 0.3770
io_traces.ns263 S3FIFO-0.1500-0.9000 cache size    25737, 29800000 req, miss ratio 0.2798, byte miss ratio 0.2798
io_traces.ns263 S3FIFO-0.1500-0.9000 cache size    77213, 29800000 req, miss ratio 0.1144, byte miss ratio 0.1144
io_traces.ns263 S3FIFO-0.1500-0.9000 cache size   257378, 29800000 req, miss ratio 0.0930, byte miss ratio 0.0930
io_traces.ns263 S3FIFO-0.1500-0.9000 cache size   514756, 29800000 req, miss ratio 0.0894, byte miss ratio 0.0894
io_traces.ns263 S3FIFO-0.1500-0.9000 cache size  1029512, 29800000 req, miss ratio 0.0878, byte miss ratio 0.0878
io_traces.ns263 S3FIFO-0.1500-0.9000 cache size  2059025, 29800000 req, miss ratio 0.0864, byte miss ratio 0.0864
io_traces.ns263 S3FIFO-0.8000-1.9000 cache size     2573, 29800000 req, miss ratio 0.4637, byte miss ratio 0.4637
io_traces.ns263 S3FIFO-0.8000-1.9000 cache size     7721, 29800000 req, miss ratio 0.4058, byte miss ratio 0.4058
io_traces.ns263 S3FIFO-0.8000-1.9000 cache size    25737, 29800000 req, miss ratio 0.3024, byte miss ratio 0.3024
io_traces.ns263 S3FIFO-0.8000-1.9000 cache size    77213, 29800000 req, miss ratio 0.1584, byte miss ratio 0.1584
io_traces.ns263 S3FIFO-0.8000-1.9000 cache size   257378, 29800000 req, miss ratio 0.0927, byte miss ratio 0.0927
io_traces.ns263 S3FIFO-0.8000-1.9000 cache size   514756, 29800000 req, miss ratio 0.0888, byte miss ratio 0.0888
io_traces.ns263 S3FIFO-0.8000-1.9000 cache size  1029512, 29800000 req, miss ratio 0.0876, byte miss ratio 0.0876
io_traces.ns263 S3FIFO-0.8000-1.9000 cache size  2059025, 29800000 req, miss ratio 0.0864, byte miss ratio 0.0864
io_traces.ns263 S3FIFO-0.7500-0.9000 cache size     2573, 29800000 req, miss ratio 0.4530, byte miss ratio 0.4530
io_traces.ns263 S3FIFO-0.7500-0.9000 cache size     7721, 29800000 req, miss ratio 0.3980, byte miss ratio 0.3980
io_traces.ns263 S3FIFO-0.7500-0.9000 cache size    25737, 29800000 req, miss ratio 0.3009, byte miss ratio 0.3009
io_traces.ns263 S3FIFO-0.7500-0.9000 cache size    77213, 29800000 req, miss ratio 0.1545, byte miss ratio 0.1545
io_traces.ns263 S3FIFO-0.7500-0.9000 cache size   257378, 29800000 req, miss ratio 0.0916, byte miss ratio 0.0916
io_traces.ns263 S3FIFO-0.7500-0.9000 cache size   514756, 29800000 req, miss ratio 0.0886, byte miss ratio 0.0886
io_traces.ns263 S3FIFO-0.7500-0.9000 cache size  1029512, 29800000 req, miss ratio 0.0876, byte miss ratio 0.0876
io_traces.ns263 S3FIFO-0.7500-0.9000 cache size  2059025, 29800000 req, miss ratio 0.0864, byte miss ratio 0.0864
io_traces.ns263 S3FIFO-0.6000-1.9000 cache size     2573, 29800000 req, miss ratio 0.4280, byte miss ratio 0.4280
io_traces.ns263 S3FIFO-0.6000-1.9000 cache size     7721, 29800000 req, miss ratio 0.3967, byte miss ratio 0.3967
io_traces.ns263 S3FIFO-0.6000-1.9000 cache size    25737, 29800000 req, miss ratio 0.2966, byte miss ratio 0.2966
io_traces.ns263 S3FIFO-0.6000-1.9000 cache size    77213, 29800000 req, miss ratio 0.1411, byte miss ratio 0.1411
io_traces.ns263 S3FIFO-0.6000-1.9000 cache size   257378, 29800000 req, miss ratio 0.0905, byte miss ratio 0.0905
io_traces.ns263 S3FIFO-0.6000-1.9000 cache size   514756, 29800000 req, miss ratio 0.0884, byte miss ratio 0.0884
io_traces.ns263 S3FIFO-0.6000-1.9000 cache size  1029512, 29800000 req, miss ratio 0.0877, byte miss ratio 0.0877
io_traces.ns263 S3FIFO-0.6000-1.9000 cache size  2059025, 29800000 req, miss ratio 0.0864, byte miss ratio 0.0864
io_traces.ns263 S3FIFO-0.7000-1.9000 cache size     2573, 29800000 req, miss ratio 0.4454, byte miss ratio 0.4454
io_traces.ns263 S3FIFO-0.7000-1.9000 cache size     7721, 29800000 req, miss ratio 0.3982, byte miss ratio 0.3982
io_traces.ns263 S3FIFO-0.7000-1.9000 cache size    25737, 29800000 req, miss ratio 0.3012, byte miss ratio 0.3012
io_traces.ns263 S3FIFO-0.7000-1.9000 cache size    77213, 29800000 req, miss ratio 0.1503, byte miss ratio 0.1503
io_traces.ns263 S3FIFO-0.7000-1.9000 cache size   257378, 29800000 req, miss ratio 0.0912, byte miss ratio 0.0912
io_traces.ns263 S3FIFO-0.7000-1.9000 cache size   514756, 29800000 req, miss ratio 0.0885, byte miss ratio 0.0885
io_traces.ns263 S3FIFO-0.7000-1.9000 cache size  1029512, 29800000 req, miss ratio 0.0876, byte miss ratio 0.0876
io_traces.ns263 S3FIFO-0.7000-1.9000 cache size  2059025, 29800000 req, miss ratio 0.0864, byte miss ratio 0.0864
io_traces.ns263 S3FIFO-0.2000-1.9000 cache size     2573, 29800000 req, miss ratio 0.4001, byte miss ratio 0.4001
io_traces.ns263 S3FIFO-0.2000-1.9000 cache size     7721, 29800000 req, miss ratio 0.3752, byte miss ratio 0.3752
io_traces.ns263 S3FIFO-0.2000-1.9000 cache size    25737, 29800000 req, miss ratio 0.2807, byte miss ratio 0.2807
io_traces.ns263 S3FIFO-0.2000-1.9000 cache size    77213, 29800000 req, miss ratio 0.1147, byte miss ratio 0.1147
io_traces.ns263 S3FIFO-0.2000-1.9000 cache size   257378, 29800000 req, miss ratio 0.0915, byte miss ratio 0.0915
io_traces.ns263 S3FIFO-0.2000-1.9000 cache size   514756, 29800000 req, miss ratio 0.0890, byte miss ratio 0.0890
io_traces.ns263 S3FIFO-0.2000-1.9000 cache size  1029512, 29800000 req, miss ratio 0.0878, byte miss ratio 0.0878
io_traces.ns263 S3FIFO-0.2000-1.9000 cache size  2059025, 29800000 req, miss ratio 0.0864, byte miss ratio 0.0864
io_traces.ns263 S3FIFO-0.6500-1.9000 cache size     2573, 29800000 req, miss ratio 0.4364, byte miss ratio 0.4364
io_traces.ns263 S3FIFO-0.6500-1.9000 cache size     7721, 29800000 req, miss ratio 0.3970, byte miss ratio 0.3970
io_traces.ns263 S3FIFO-0.6500-1.9000 cache size    25737, 29800000 req, miss ratio 0.3008, byte miss ratio 0.3008
io_traces.ns263 S3FIFO-0.6500-1.9000 cache size    77213, 29800000 req, miss ratio 0.1458, byte miss ratio 0.1458
io_traces.ns263 S3FIFO-0.6500-1.9000 cache size   257378, 29800000 req, miss ratio 0.0909, byte miss ratio 0.0909
io_traces.ns263 S3FIFO-0.6500-1.9000 cache size   514756, 29800000 req, miss ratio 0.0884, byte miss ratio 0.0884
io_traces.ns263 S3FIFO-0.6500-1.9000 cache size  1029512, 29800000 req, miss ratio 0.0876, byte miss ratio 0.0876
io_traces.ns263 S3FIFO-0.6500-1.9000 cache size  2059025, 29800000 req, miss ratio 0.0864, byte miss ratio 0.0864
io_traces.ns263 S3FIFO-0.1000-1.9000 cache size     2573, 29800000 req, miss ratio 0.4001, byte miss ratio 0.4001
io_traces.ns263 S3FIFO-0.1000-1.9000 cache size     7721, 29800000 req, miss ratio 0.3737, byte miss ratio 0.3737
io_traces.ns263 S3FIFO-0.1000-1.9000 cache size    25737, 29800000 req, miss ratio 0.2784, byte miss ratio 0.2784
io_traces.ns263 S3FIFO-0.1000-1.9000 cache size    77213, 29800000 req, miss ratio 0.1150, byte miss ratio 0.1150
io_traces.ns263 S3FIFO-0.1000-1.9000 cache size   257378, 29800000 req, miss ratio 0.0951, byte miss ratio 0.0951
io_traces.ns263 S3FIFO-0.1000-1.9000 cache size   514756, 29800000 req, miss ratio 0.0902, byte miss ratio 0.0902
io_traces.ns263 S3FIFO-0.1000-1.9000 cache size  1029512, 29800000 req, miss ratio 0.0879, byte miss ratio 0.0879
