cdn1_colo28.ns28 S3FIFO-0.3000-0.9000 cache size     1159, 49227587 req, miss ratio 0.5370, byte miss ratio 0.5370
cdn1_colo28.ns28 S3FIFO-0.3000-0.9000 cache size     3477, 49227587 req, miss ratio 0.3691, byte miss ratio 0.3691
cdn1_colo28.ns28 S3FIFO-0.3000-0.9000 cache size    11591, 49227587 req, miss ratio 0.2017, byte miss ratio 0.2017
cdn1_colo28.ns28 S3FIFO-0.3000-0.9000 cache size    34773, 49227587 req, miss ratio 0.1010, byte miss ratio 0.1010
cdn1_colo28.ns28 S3FIFO-0.3000-0.9000 cache size   115910, 49227587 req, miss ratio 0.0386, byte miss ratio 0.0386
cdn1_colo28.ns28 S3FIFO-0.3000-0.9000 cache size   231820, 49227587 req, miss ratio 0.0274, byte miss ratio 0.0274
cdn1_colo28.ns28 S3FIFO-0.3000-0.9000 cache size   463640, 49227587 req, miss ratio 0.0245, byte miss ratio 0.0245
cdn1_colo28.ns28 S3FIFO-0.3000-0.9000 cache size   927280, 49227587 req, miss ratio 0.0236, byte miss ratio 0.0236
cdn1_colo28.ns28 S3FIFO-0.8000-1.9000 cache size     1159, 49227587 req, miss ratio 0.6242, byte miss ratio 0.6242
cdn1_colo28.ns28 S3FIFO-0.8000-1.9000 cache size     3477, 49227587 req, miss ratio 0.4481, byte miss ratio 0.4481
cdn1_colo28.ns28 S3FIFO-0.8000-1.9000 cache size    11591, 49227587 req, miss ratio 0.2486, byte miss ratio 0.2486
cdn1_colo28.ns28 S3FIFO-0.8000-1.9000 cache size    34773, 49227587 req, miss ratio 0.1179, byte miss ratio 0.1179
cdn1_colo28.ns28 S3FIFO-0.8000-1.9000 cache size   115910, 49227587 req, miss ratio 0.0455, byte miss ratio 0.0455
cdn1_colo28.ns28 S3FIFO-0.8000-1.9000 cache size   231820, 49227587 req, miss ratio 0.0306, byte miss ratio 0.0306
cdn1_colo28.ns28 S3FIFO-0.8000-1.9000 cache size   463640, 49227587 req, miss ratio 0.0253, byte miss ratio 0.0253
cdn1_colo28.ns28 S3FIFO-0.8000-1.9000 cache size   927280, 49227587 req, miss ratio 0.0238, byte miss ratio 0.0238
cdn1_colo28.ns28 S3FIFO-0.7500-1.9000 cache size     1159, 49227587 req, miss ratio 0.6130, byte miss ratio 0.6130
cdn1_colo28.ns28 S3FIFO-0.7500-1.9000 cache size     3477, 49227587 req, miss ratio 0.4405, byte miss ratio 0.4405
cdn1_colo28.ns28 S3FIFO-0.7500-1.9000 cache size    11591, 49227587 req, miss ratio 0.2432, byte miss ratio 0.2432
cdn1_colo28.ns28 S3FIFO-0.7500-1.9000 cache size    34773, 49227587 req, miss ratio 0.1154, byte miss ratio 0.1154
cdn1_colo28.ns28 S3FIFO-0.7500-1.9000 cache size   115910, 49227587 req, miss ratio 0.0444, byte miss ratio 0.0444
cdn1_colo28.ns28 S3FIFO-0.7500-1.9000 cache size   231820, 49227587 req, miss ratio 0.0300, byte miss ratio 0.0300
cdn1_colo28.ns28 S3FIFO-0.7500-1.9000 cache size   463640, 49227587 req, miss ratio 0.0250, byte miss ratio 0.0250
cdn1_colo28.ns28 S3FIFO-0.7500-1.9000 cache size   927280, 49227587 req, miss ratio 0.0237, byte miss ratio 0.0237
cdn1_colo28.ns28 S3FIFO-0.6500-1.9000 cache size     1159, 49227587 req, miss ratio 0.5936, byte miss ratio 0.5936
cdn1_colo28.ns28 S3FIFO-0.6500-1.9000 cache size     3477, 49227587 req, miss ratio 0.4255, byte miss ratio 0.4255
cdn1_colo28.ns28 S3FIFO-0.6500-1.9000 cache size    11591, 49227587 req, miss ratio 0.2331, byte miss ratio 0.2331
cdn1_colo28.ns28 S3FIFO-0.6500-1.9000 cache size    34773, 49227587 req, miss ratio 0.1113, byte miss ratio 0.1113
cdn1_colo28.ns28 S3FIFO-0.6500-1.9000 cache size   115910, 49227587 req, miss ratio 0.0424, byte miss ratio 0.0424
cdn1_colo28.ns28 S3FIFO-0.6500-1.9000 cache size   231820, 49227587 req, miss ratio 0.0290, byte miss ratio 0.0290
cdn1_colo28.ns28 S3FIFO-0.6500-1.9000 cache size   463640, 49227587 req, miss ratio 0.0248, byte miss ratio 0.0248
cdn1_colo28.ns28 S3FIFO-0.6500-1.9000 cache size   927280, 49227587 req, miss ratio 0.0237, byte miss ratio 0.0237
cdn1_colo28.ns28 S3FIFO-0.6000-1.9000 cache size     1159, 49227587 req, miss ratio 0.5852, byte miss ratio 0.5852
cdn1_colo28.ns28 S3FIFO-0.6000-1.9000 cache size     3477, 49227587 req, miss ratio 0.4180, byte miss ratio 0.4180
