cdn1_colo28.ns509 S3FIFO-0.4000-0.9000 cache size     5565, 11140819 req, miss ratio 0.4999, byte miss ratio 0.4999
cdn1_colo28.ns509 S3FIFO-0.4000-0.9000 cache size    16695, 11140819 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns509 S3FIFO-0.4000-0.9000 cache size    55651, 11140819 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns509 S3FIFO-0.4000-0.9000 cache size   166955, 11140819 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns509 S3FIFO-0.4000-0.9000 cache size   556519, 11140819 req, miss ratio 0.4995, byte miss ratio 0.4995
cdn1_colo28.ns509 S3FIFO-0.4000-0.9000 cache size  1113039, 11140819 req, miss ratio 0.4995, byte miss ratio 0.4995
cdn1_colo28.ns509 S3FIFO-0.4000-0.9000 cache size  2226078, 11140819 req, miss ratio 0.4995, byte miss ratio 0.4995
cdn1_colo28.ns509 S3FIFO-0.4000-0.9000 cache size  4452156, 11140819 req, miss ratio 0.4995, byte miss ratio 0.4995
cdn1_colo28.ns509 S3FIFO-0.6500-0.9000 cache size     5565, 11140819 req, miss ratio 0.4999, byte miss ratio 0.4999
cdn1_colo28.ns509 S3FIFO-0.6500-0.9000 cache size    16695, 11140819 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns509 S3FIFO-0.6500-0.9000 cache size    55651, 11140819 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns509 S3FIFO-0.6500-0.9000 cache size   166955, 11140819 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns509 S3FIFO-0.6500-0.9000 cache size   556519, 11140819 req, miss ratio 0.4995, byte miss ratio 0.4995
cdn1_colo28.ns509 S3FIFO-0.6500-0.9000 cache size  1113039, 11140819 req, miss ratio 0.4995, byte miss ratio 0.4995
cdn1_colo28.ns509 S3FIFO-0.6500-0.9000 cache size  2226078, 11140819 req, miss ratio 0.4995, byte miss ratio 0.4995
cdn1_colo28.ns509 S3FIFO-0.6500-0.9000 cache size  4452156, 11140819 req, miss ratio 0.4995, byte miss ratio 0.4995
cdn1_colo28.ns509 S3FIFO-0.5000-0.9000 cache size     5565, 11140819 req, miss ratio 0.4999, byte miss ratio 0.4999
cdn1_colo28.ns509 S3FIFO-0.5000-0.9000 cache size    16695, 11140819 req, miss ratio 0.4997, byte miss ratio 0.4997
cdn1_colo28.ns509 S3FIFO-0.5000-0.9000 cache size    55651, 11140819 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns509 S3FIFO-0.5000-0.9000 cache size   166955, 11140819 req, miss ratio 0.4996, byte miss ratio 0.4996
cdn1_colo28.ns509 S3FIFO-0.5000-0.9000 cache size   556519, 11140819 req, miss ratio 0.4995, byte miss ratio 0.4995
cdn1_colo28.ns509 S3FIFO-0.5000-0.9000 cache size  1113039, 11140819 req, miss ratio 0.4995, byte miss ratio 0.4995
cdn1_colo28.ns509 S3FIFO-0.5000-0.9000 cache size  2226078, 11140819 req, miss ratio 0.4995, byte miss ratio 0.4995
cdn1_colo28.ns509 S3FIFO-0.5000-0.9000 cache size  4452156, 11140819 req, miss ratio 0.4995, byte miss ratio 0.4995
cdn1_colo28.ns509 S3FIFO-0.9900-0.9000 cache size     5565, 11140819 req, miss ratio 0.5262, byte miss ratio 0.5262
cdn1_colo28.ns509 S3FIFO-0.9900-0.9000 cache size    16695, 11140819 req, miss ratio 0.5090, byte miss ratio 0.5090
