tencentBlock.ns7913 S3FIFO-0.4000-0.9000 cache size      148, 2655854 req, miss ratio 0.4949, byte miss ratio 0.4949
tencentBlock.ns7913 S3FIFO-0.4000-0.9000 cache size      444, 2655854 req, miss ratio 0.3620, byte miss ratio 0.3620
tencentBlock.ns7913 S3FIFO-0.4000-0.9000 cache size     1482, 2655854 req, miss ratio 0.3303, byte miss ratio 0.3303
tencentBlock.ns7913 S3FIFO-0.4000-0.9000 cache size     4447, 2655854 req, miss ratio 0.2806, byte miss ratio 0.2806
tencentBlock.ns7913 S3FIFO-0.4000-0.9000 cache size    14824, 2655854 req, miss ratio 0.2194, byte miss ratio 0.2194
tencentBlock.ns7913 S3FIFO-0.4000-0.9000 cache size    29649, 2655854 req, miss ratio 0.2011, byte miss ratio 0.2011
tencentBlock.ns7913 S3FIFO-0.4000-0.9000 cache size    59298, 2655854 req, miss ratio 0.1393, byte miss ratio 0.1393
tencentBlock.ns7913 S3FIFO-0.4000-0.9000 cache size   118597, 2655854 req, miss ratio 0.0605, byte miss ratio 0.0605
tencentBlock.ns7913 S3FIFO-0.5500-1.9000 cache size      148, 2655854 req, miss ratio 0.5072, byte miss ratio 0.5072
tencentBlock.ns7913 S3FIFO-0.5500-1.9000 cache size      444, 2655854 req, miss ratio 0.3667, byte miss ratio 0.3667
tencentBlock.ns7913 S3FIFO-0.5500-1.9000 cache size     1482, 2655854 req, miss ratio 0.3385, byte miss ratio 0.3385
tencentBlock.ns7913 S3FIFO-0.5500-1.9000 cache size     4447, 2655854 req, miss ratio 0.2970, byte miss ratio 0.2970
tencentBlock.ns7913 S3FIFO-0.5500-1.9000 cache size    14824, 2655854 req, miss ratio 0.2300, byte miss ratio 0.2300
tencentBlock.ns7913 S3FIFO-0.5500-1.9000 cache size    29649, 2655854 req, miss ratio 0.2071, byte miss ratio 0.2071
tencentBlock.ns7913 S3FIFO-0.5500-1.9000 cache size    59298, 2655854 req, miss ratio 0.1348, byte miss ratio 0.1348
tencentBlock.ns7913 S3FIFO-0.5500-1.9000 cache size   118597, 2655854 req, miss ratio 0.0636, byte miss ratio 0.0636
tencentBlock.ns7913 S3FIFO-0.1000-0.9000 cache size      148, 2655854 req, miss ratio 0.4590, byte miss ratio 0.4590
tencentBlock.ns7913 S3FIFO-0.1000-0.9000 cache size      444, 2655854 req, miss ratio 0.3591, byte miss ratio 0.3591
tencentBlock.ns7913 S3FIFO-0.1000-0.9000 cache size     1482, 2655854 req, miss ratio 0.3249, byte miss ratio 0.3249
tencentBlock.ns7913 S3FIFO-0.1000-0.9000 cache size     4447, 2655854 req, miss ratio 0.2714, byte miss ratio 0.2714
tencentBlock.ns7913 S3FIFO-0.1000-0.9000 cache size    14824, 2655854 req, miss ratio 0.2110, byte miss ratio 0.2110
tencentBlock.ns7913 S3FIFO-0.1000-0.9000 cache size    29649, 2655854 req, miss ratio 0.1826, byte miss ratio 0.1826
tencentBlock.ns7913 S3FIFO-0.1000-0.9000 cache size    59298, 2655854 req, miss ratio 0.1264, byte miss ratio 0.1264
tencentBlock.ns7913 S3FIFO-0.1000-0.9000 cache size   118597, 2655854 req, miss ratio 0.0582, byte miss ratio 0.0582
tencentBlock.ns7913 S3FIFO-0.9500-0.9000 cache size      148, 2655854 req, miss ratio 0.5397, byte miss ratio 0.5397
tencentBlock.ns7913 S3FIFO-0.9500-0.9000 cache size      444, 2655854 req, miss ratio 0.4049, byte miss ratio 0.4049
tencentBlock.ns7913 S3FIFO-0.9500-0.9000 cache size     1482, 2655854 req, miss ratio 0.3647, byte miss ratio 0.3647
tencentBlock.ns7913 S3FIFO-0.9500-0.9000 cache size     4447, 2655854 req, miss ratio 0.3301, byte miss ratio 0.3301
tencentBlock.ns7913 S3FIFO-0.9500-0.9000 cache size    14824, 2655854 req, miss ratio 0.2637, byte miss ratio 0.2637
tencentBlock.ns7913 S3FIFO-0.9500-0.9000 cache size    29649, 2655854 req, miss ratio 0.2219, byte miss ratio 0.2219
tencentBlock.ns7913 S3FIFO-0.9500-0.9000 cache size    59298, 2655854 req, miss ratio 0.1428, byte miss ratio 0.1428
tencentBlock.ns7913 S3FIFO-0.9500-0.9000 cache size   118597, 2655854 req, miss ratio 0.0726, byte miss ratio 0.0726
tencentBlock.ns7913 S3FIFO-0.6000-0.9000 cache size      148, 2655854 req, miss ratio 0.5094, byte miss ratio 0.5094
tencentBlock.ns7913 S3FIFO-0.6000-0.9000 cache size      444, 2655854 req, miss ratio 0.3687, byte miss ratio 0.3687
tencentBlock.ns7913 S3FIFO-0.6000-0.9000 cache size     1482, 2655854 req, miss ratio 0.3400, byte miss ratio 0.3400
tencentBlock.ns7913 S3FIFO-0.6000-0.9000 cache size     4447, 2655854 req, miss ratio 0.2961, byte miss ratio 0.2961
tencentBlock.ns7913 S3FIFO-0.6000-0.9000 cache size    14824, 2655854 req, miss ratio 0.2324, byte miss ratio 0.2324
tencentBlock.ns7913 S3FIFO-0.6000-0.9000 cache size    29649, 2655854 req, miss ratio 0.2075, byte miss ratio 0.2075
tencentBlock.ns7913 S3FIFO-0.6000-0.9000 cache size    59298, 2655854 req, miss ratio 0.1362, byte miss ratio 0.1362
tencentBlock.ns7913 S3FIFO-0.6000-0.9000 cache size   118597, 2655854 req, miss ratio 0.0655, byte miss ratio 0.0655
tencentBlock.ns7913 S3FIFO-0.0010-0.9000 cache size      148, 2655854 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns7913 S3FIFO-0.0010-0.9000 cache size      444, 2655854 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns7913 S3FIFO-0.0010-0.9000 cache size     1482, 2655854 req, miss ratio 0.3477, byte miss ratio 0.3477
tencentBlock.ns7913 S3FIFO-0.0010-0.9000 cache size     4447, 2655854 req, miss ratio 0.2865, byte miss ratio 0.2865
tencentBlock.ns7913 S3FIFO-0.0010-0.9000 cache size    14824, 2655854 req, miss ratio 0.2082, byte miss ratio 0.2082
tencentBlock.ns7913 S3FIFO-0.0010-0.9000 cache size    29649, 2655854 req, miss ratio 0.1736, byte miss ratio 0.1736
tencentBlock.ns7913 S3FIFO-0.0010-0.9000 cache size    59298, 2655854 req, miss ratio 0.1184, byte miss ratio 0.1184
tencentBlock.ns7913 S3FIFO-0.0010-0.9000 cache size   118597, 2655854 req, miss ratio 0.0582, byte miss ratio 0.0582
tencentBlock.ns7913 S3FIFO-0.4500-1.9000 cache size      148, 2655854 req, miss ratio 0.5027, byte miss ratio 0.5027
tencentBlock.ns7913 S3FIFO-0.4500-1.9000 cache size      444, 2655854 req, miss ratio 0.3630, byte miss ratio 0.3630
tencentBlock.ns7913 S3FIFO-0.4500-1.9000 cache size     1482, 2655854 req, miss ratio 0.3325, byte miss ratio 0.3325
tencentBlock.ns7913 S3FIFO-0.4500-1.9000 cache size     4447, 2655854 req, miss ratio 0.2889, byte miss ratio 0.2889
tencentBlock.ns7913 S3FIFO-0.4500-1.9000 cache size    14824, 2655854 req, miss ratio 0.2239, byte miss ratio 0.2239
