cdn1_allcolo.ns2864 S3FIFO-0.2500-0.9000 cache size       10, 3460302 req, miss ratio 0.3463, byte miss ratio 0.3463
cdn1_allcolo.ns2864 S3FIFO-0.2500-0.9000 cache size       30, 3460302 req, miss ratio 0.1471, byte miss ratio 0.1471
cdn1_allcolo.ns2864 S3FIFO-0.2500-0.9000 cache size      100, 3460302 req, miss ratio 0.0748, byte miss ratio 0.0748
cdn1_allcolo.ns2864 S3FIFO-0.2500-0.9000 cache size      301, 3460302 req, miss ratio 0.0408, byte miss ratio 0.0408
cdn1_allcolo.ns2864 S3FIFO-0.2500-0.9000 cache size     1004, 3460302 req, miss ratio 0.0173, byte miss ratio 0.0173
cdn1_allcolo.ns2864 S3FIFO-0.2500-0.9000 cache size     2008, 3460302 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_allcolo.ns2864 S3FIFO-0.2500-0.9000 cache size     4017, 3460302 req, miss ratio 0.0050, byte miss ratio 0.0050
cdn1_allcolo.ns2864 S3FIFO-0.2500-0.9000 cache size     8035, 3460302 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns2864 S3FIFO-0.4000-1.9000 cache size       10, 3460302 req, miss ratio 0.4010, byte miss ratio 0.4010
cdn1_allcolo.ns2864 S3FIFO-0.4000-1.9000 cache size       30, 3460302 req, miss ratio 0.1675, byte miss ratio 0.1675
cdn1_allcolo.ns2864 S3FIFO-0.4000-1.9000 cache size      100, 3460302 req, miss ratio 0.0824, byte miss ratio 0.0824
cdn1_allcolo.ns2864 S3FIFO-0.4000-1.9000 cache size      301, 3460302 req, miss ratio 0.0449, byte miss ratio 0.0449
cdn1_allcolo.ns2864 S3FIFO-0.4000-1.9000 cache size     1004, 3460302 req, miss ratio 0.0189, byte miss ratio 0.0189
cdn1_allcolo.ns2864 S3FIFO-0.4000-1.9000 cache size     2008, 3460302 req, miss ratio 0.0104, byte miss ratio 0.0104
cdn1_allcolo.ns2864 S3FIFO-0.4000-1.9000 cache size     4017, 3460302 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns2864 S3FIFO-0.4000-1.9000 cache size     8035, 3460302 req, miss ratio 0.0031, byte miss ratio 0.0031
