cdn1_allcolo.ns3821 S3FIFO-0.6000-1.9000 cache size        7, 1094474 req, miss ratio 0.3742, byte miss ratio 0.3742
cdn1_allcolo.ns3821 S3FIFO-0.6000-1.9000 cache size       26, 1094474 req, miss ratio 0.1577, byte miss ratio 0.1577
cdn1_allcolo.ns3821 S3FIFO-0.6000-1.9000 cache size       53, 1094474 req, miss ratio 0.0641, byte miss ratio 0.0641
cdn1_allcolo.ns3821 S3FIFO-0.6000-1.9000 cache size      106, 1094474 req, miss ratio 0.0110, byte miss ratio 0.0110
cdn1_allcolo.ns3821 S3FIFO-0.6000-1.9000 cache size      212, 1094474 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns3821 S3FIFO-0.9000-1.9000 cache size        7, 1094474 req, miss ratio 0.4174, byte miss ratio 0.4174
cdn1_allcolo.ns3821 S3FIFO-0.9000-1.9000 cache size       26, 1094474 req, miss ratio 0.1756, byte miss ratio 0.1756
cdn1_allcolo.ns3821 S3FIFO-0.9000-1.9000 cache size       53, 1094474 req, miss ratio 0.0746, byte miss ratio 0.0746
cdn1_allcolo.ns3821 S3FIFO-0.9000-1.9000 cache size      106, 1094474 req, miss ratio 0.0142, byte miss ratio 0.0142
cdn1_allcolo.ns3821 S3FIFO-0.9000-1.9000 cache size      212, 1094474 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3821 S3FIFO-0.9900-1.9000 cache size        7, 1094474 req, miss ratio 0.4174, byte miss ratio 0.4174
cdn1_allcolo.ns3821 S3FIFO-0.9900-1.9000 cache size       26, 1094474 req, miss ratio 0.1804, byte miss ratio 0.1804
cdn1_allcolo.ns3821 S3FIFO-0.9900-1.9000 cache size       53, 1094474 req, miss ratio 0.0786, byte miss ratio 0.0786
cdn1_allcolo.ns3821 S3FIFO-0.9900-1.9000 cache size      106, 1094474 req, miss ratio 0.0153, byte miss ratio 0.0153
cdn1_allcolo.ns3821 S3FIFO-0.9900-1.9000 cache size      212, 1094474 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns3821 S3FIFO-0.5000-0.9000 cache size        7, 1094474 req, miss ratio 0.3359, byte miss ratio 0.3359
cdn1_allcolo.ns3821 S3FIFO-0.5000-0.9000 cache size       26, 1094474 req, miss ratio 0.1550, byte miss ratio 0.1550
cdn1_allcolo.ns3821 S3FIFO-0.5000-0.9000 cache size       53, 1094474 req, miss ratio 0.0616, byte miss ratio 0.0616
cdn1_allcolo.ns3821 S3FIFO-0.5000-0.9000 cache size      106, 1094474 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_allcolo.ns3821 S3FIFO-0.5000-0.9000 cache size      212, 1094474 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns3821 S3FIFO-0.2000-1.9000 cache size        7, 1094474 req, miss ratio 0.3075, byte miss ratio 0.3075
cdn1_allcolo.ns3821 S3FIFO-0.2000-1.9000 cache size       26, 1094474 req, miss ratio 0.1374, byte miss ratio 0.1374
cdn1_allcolo.ns3821 S3FIFO-0.2000-1.9000 cache size       53, 1094474 req, miss ratio 0.0538, byte miss ratio 0.0538
cdn1_allcolo.ns3821 S3FIFO-0.2000-1.9000 cache size      106, 1094474 req, miss ratio 0.0074, byte miss ratio 0.0074
cdn1_allcolo.ns3821 S3FIFO-0.2000-1.9000 cache size      212, 1094474 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns3821 S3FIFO-0.0050-0.9000 cache size        7, 1094474 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3821 S3FIFO-0.0050-0.9000 cache size       26, 1094474 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3821 S3FIFO-0.0050-0.9000 cache size       53, 1094474 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3821 S3FIFO-0.0050-0.9000 cache size      106, 1094474 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3821 S3FIFO-0.0050-0.9000 cache size      212, 1094474 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns3821 S3FIFO-0.1500-1.9000 cache size        7, 1094474 req, miss ratio 0.3075, byte miss ratio 0.3075
cdn1_allcolo.ns3821 S3FIFO-0.1500-1.9000 cache size       26, 1094474 req, miss ratio 0.1332, byte miss ratio 0.1332
cdn1_allcolo.ns3821 S3FIFO-0.1500-1.9000 cache size       53, 1094474 req, miss ratio 0.0523, byte miss ratio 0.0523
cdn1_allcolo.ns3821 S3FIFO-0.1500-1.9000 cache size      106, 1094474 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns3821 S3FIFO-0.1500-1.9000 cache size      212, 1094474 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns3821 S3FIFO-0.3000-0.9000 cache size        7, 1094474 req, miss ratio 0.3127, byte miss ratio 0.3127
cdn1_allcolo.ns3821 S3FIFO-0.3000-0.9000 cache size       26, 1094474 req, miss ratio 0.1390, byte miss ratio 0.1390
cdn1_allcolo.ns3821 S3FIFO-0.3000-0.9000 cache size       53, 1094474 req, miss ratio 0.0564, byte miss ratio 0.0564
cdn1_allcolo.ns3821 S3FIFO-0.3000-0.9000 cache size      106, 1094474 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_allcolo.ns3821 S3FIFO-0.3000-0.9000 cache size      212, 1094474 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns3821 S3FIFO-0.3000-1.9000 cache size        7, 1094474 req, miss ratio 0.3255, byte miss ratio 0.3255
cdn1_allcolo.ns3821 S3FIFO-0.3000-1.9000 cache size       26, 1094474 req, miss ratio 0.1418, byte miss ratio 0.1418
cdn1_allcolo.ns3821 S3FIFO-0.3000-1.9000 cache size       53, 1094474 req, miss ratio 0.0563, byte miss ratio 0.0563
cdn1_allcolo.ns3821 S3FIFO-0.3000-1.9000 cache size      106, 1094474 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_allcolo.ns3821 S3FIFO-0.3000-1.9000 cache size      212, 1094474 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns3821 S3FIFO-0.0010-1.9000 cache size        7, 1094474 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3821 S3FIFO-0.0010-1.9000 cache size       26, 1094474 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3821 S3FIFO-0.0010-1.9000 cache size       53, 1094474 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3821 S3FIFO-0.0010-1.9000 cache size      106, 1094474 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3821 S3FIFO-0.0010-1.9000 cache size      212, 1094474 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3821 S3FIFO-0.7500-0.9000 cache size        7, 1094474 req, miss ratio 0.3938, byte miss ratio 0.3938
cdn1_allcolo.ns3821 S3FIFO-0.7500-0.9000 cache size       26, 1094474 req, miss ratio 0.1677, byte miss ratio 0.1677
cdn1_allcolo.ns3821 S3FIFO-0.7500-0.9000 cache size       53, 1094474 req, miss ratio 0.0697, byte miss ratio 0.0697
cdn1_allcolo.ns3821 S3FIFO-0.7500-0.9000 cache size      106, 1094474 req, miss ratio 0.0126, byte miss ratio 0.0126
cdn1_allcolo.ns3821 S3FIFO-0.7500-0.9000 cache size      212, 1094474 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns3821 S3FIFO-0.4000-1.9000 cache size        7, 1094474 req, miss ratio 0.3255, byte miss ratio 0.3255
cdn1_allcolo.ns3821 S3FIFO-0.4000-1.9000 cache size       26, 1094474 req, miss ratio 0.1485, byte miss ratio 0.1485
cdn1_allcolo.ns3821 S3FIFO-0.4000-1.9000 cache size       53, 1094474 req, miss ratio 0.0590, byte miss ratio 0.0590
cdn1_allcolo.ns3821 S3FIFO-0.4000-1.9000 cache size      106, 1094474 req, miss ratio 0.0091, byte miss ratio 0.0091
cdn1_allcolo.ns3821 S3FIFO-0.4000-1.9000 cache size      212, 1094474 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns3821 S3FIFO-0.2500-0.9000 cache size        7, 1094474 req, miss ratio 0.2975, byte miss ratio 0.2975
cdn1_allcolo.ns3821 S3FIFO-0.2500-0.9000 cache size       26, 1094474 req, miss ratio 0.1361, byte miss ratio 0.1361
cdn1_allcolo.ns3821 S3FIFO-0.2500-0.9000 cache size       53, 1094474 req, miss ratio 0.0554, byte miss ratio 0.0554
cdn1_allcolo.ns3821 S3FIFO-0.2500-0.9000 cache size      106, 1094474 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_allcolo.ns3821 S3FIFO-0.2500-0.9000 cache size      212, 1094474 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns3821 S3FIFO-0.3500-1.9000 cache size        7, 1094474 req, miss ratio 0.3255, byte miss ratio 0.3255
cdn1_allcolo.ns3821 S3FIFO-0.3500-1.9000 cache size       26, 1094474 req, miss ratio 0.1464, byte miss ratio 0.1464
cdn1_allcolo.ns3821 S3FIFO-0.3500-1.9000 cache size       53, 1094474 req, miss ratio 0.0577, byte miss ratio 0.0577
cdn1_allcolo.ns3821 S3FIFO-0.3500-1.9000 cache size      106, 1094474 req, miss ratio 0.0086, byte miss ratio 0.0086
cdn1_allcolo.ns3821 S3FIFO-0.3500-1.9000 cache size      212, 1094474 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns3821 S3FIFO-0.0500-1.9000 cache size        7, 1094474 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3821 S3FIFO-0.0500-1.9000 cache size       26, 1094474 req, miss ratio 0.1295, byte miss ratio 0.1295
cdn1_allcolo.ns3821 S3FIFO-0.0500-1.9000 cache size       53, 1094474 req, miss ratio 0.0495, byte miss ratio 0.0495
cdn1_allcolo.ns3821 S3FIFO-0.0500-1.9000 cache size      106, 1094474 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns3821 S3FIFO-0.0500-1.9000 cache size      212, 1094474 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns3821 S3FIFO-0.4500-0.9000 cache size        7, 1094474 req, miss ratio 0.3359, byte miss ratio 0.3359
cdn1_allcolo.ns3821 S3FIFO-0.4500-0.9000 cache size       26, 1094474 req, miss ratio 0.1501, byte miss ratio 0.1501
cdn1_allcolo.ns3821 S3FIFO-0.4500-0.9000 cache size       53, 1094474 req, miss ratio 0.0601, byte miss ratio 0.0601
cdn1_allcolo.ns3821 S3FIFO-0.4500-0.9000 cache size      106, 1094474 req, miss ratio 0.0095, byte miss ratio 0.0095
cdn1_allcolo.ns3821 S3FIFO-0.4500-0.9000 cache size      212, 1094474 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns3821 S3FIFO-0.1500-0.9000 cache size        7, 1094474 req, miss ratio 0.2975, byte miss ratio 0.2975
