cdn1_colo28.ns647 S3FIFO-0.5500-0.9000 cache size      482, 5200617 req, miss ratio 0.8300, byte miss ratio 0.8300
cdn1_colo28.ns647 S3FIFO-0.5500-0.9000 cache size     1447, 5200617 req, miss ratio 0.7393, byte miss ratio 0.7393
cdn1_colo28.ns647 S3FIFO-0.5500-0.9000 cache size     4824, 5200617 req, miss ratio 0.6003, byte miss ratio 0.6003
cdn1_colo28.ns647 S3FIFO-0.5500-0.9000 cache size    14472, 5200617 req, miss ratio 0.4469, byte miss ratio 0.4469
cdn1_colo28.ns647 S3FIFO-0.5500-0.9000 cache size    48242, 5200617 req, miss ratio 0.2854, byte miss ratio 0.2854
cdn1_colo28.ns647 S3FIFO-0.5500-0.9000 cache size    96484, 5200617 req, miss ratio 0.2125, byte miss ratio 0.2125
cdn1_colo28.ns647 S3FIFO-0.5500-0.9000 cache size   192968, 5200617 req, miss ratio 0.1410, byte miss ratio 0.1410
cdn1_colo28.ns647 S3FIFO-0.5500-0.9000 cache size   385936, 5200617 req, miss ratio 0.1011, byte miss ratio 0.1011
cdn1_colo28.ns647 S3FIFO-0.5000-0.9000 cache size      482, 5200617 req, miss ratio 0.8260, byte miss ratio 0.8260
cdn1_colo28.ns647 S3FIFO-0.5000-0.9000 cache size     1447, 5200617 req, miss ratio 0.7325, byte miss ratio 0.7325
cdn1_colo28.ns647 S3FIFO-0.5000-0.9000 cache size     4824, 5200617 req, miss ratio 0.5920, byte miss ratio 0.5920
cdn1_colo28.ns647 S3FIFO-0.5000-0.9000 cache size    14472, 5200617 req, miss ratio 0.4405, byte miss ratio 0.4405
cdn1_colo28.ns647 S3FIFO-0.5000-0.9000 cache size    48242, 5200617 req, miss ratio 0.2809, byte miss ratio 0.2809
cdn1_colo28.ns647 S3FIFO-0.5000-0.9000 cache size    96484, 5200617 req, miss ratio 0.2080, byte miss ratio 0.2080
cdn1_colo28.ns647 S3FIFO-0.5000-0.9000 cache size   192968, 5200617 req, miss ratio 0.1388, byte miss ratio 0.1388
cdn1_colo28.ns647 S3FIFO-0.5000-0.9000 cache size   385936, 5200617 req, miss ratio 0.0996, byte miss ratio 0.0996
cdn1_colo28.ns647 S3FIFO-0.9000-1.9000 cache size      482, 5200617 req, miss ratio 0.8666, byte miss ratio 0.8666
cdn1_colo28.ns647 S3FIFO-0.9000-1.9000 cache size     1447, 5200617 req, miss ratio 0.8011, byte miss ratio 0.8011
cdn1_colo28.ns647 S3FIFO-0.9000-1.9000 cache size     4824, 5200617 req, miss ratio 0.6726, byte miss ratio 0.6726
cdn1_colo28.ns647 S3FIFO-0.9000-1.9000 cache size    14472, 5200617 req, miss ratio 0.5095, byte miss ratio 0.5095
cdn1_colo28.ns647 S3FIFO-0.9000-1.9000 cache size    48242, 5200617 req, miss ratio 0.3284, byte miss ratio 0.3284
