io_traces.ns544 S3FIFO-0.8000-0.9000 cache size      160, 2400000 req, miss ratio 0.5020, byte miss ratio 0.5020
io_traces.ns544 S3FIFO-0.8000-0.9000 cache size      482, 2400000 req, miss ratio 0.4888, byte miss ratio 0.4888
io_traces.ns544 S3FIFO-0.8000-0.9000 cache size     1608, 2400000 req, miss ratio 0.4849, byte miss ratio 0.4849
io_traces.ns544 S3FIFO-0.8000-0.9000 cache size     4824, 2400000 req, miss ratio 0.4507, byte miss ratio 0.4507
io_traces.ns544 S3FIFO-0.8000-0.9000 cache size    16083, 2400000 req, miss ratio 0.3865, byte miss ratio 0.3865
io_traces.ns544 S3FIFO-0.8000-0.9000 cache size    32166, 2400000 req, miss ratio 0.3035, byte miss ratio 0.3035
io_traces.ns544 S3FIFO-0.8000-0.9000 cache size    64332, 2400000 req, miss ratio 0.1299, byte miss ratio 0.1299
io_traces.ns544 S3FIFO-0.8000-0.9000 cache size   128664, 2400000 req, miss ratio 0.0739, byte miss ratio 0.0739
io_traces.ns544 S3FIFO-0.0050-1.9000 cache size      160, 2400000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns544 S3FIFO-0.0050-1.9000 cache size      482, 2400000 req, miss ratio 0.5438, byte miss ratio 0.5438
io_traces.ns544 S3FIFO-0.0050-1.9000 cache size     1608, 2400000 req, miss ratio 0.4675, byte miss ratio 0.4675
io_traces.ns544 S3FIFO-0.0050-1.9000 cache size     4824, 2400000 req, miss ratio 0.4300, byte miss ratio 0.4300
io_traces.ns544 S3FIFO-0.0050-1.9000 cache size    16083, 2400000 req, miss ratio 0.3633, byte miss ratio 0.3633
io_traces.ns544 S3FIFO-0.0050-1.9000 cache size    32166, 2400000 req, miss ratio 0.2506, byte miss ratio 0.2506
io_traces.ns544 S3FIFO-0.0050-1.9000 cache size    64332, 2400000 req, miss ratio 0.1058, byte miss ratio 0.1058
io_traces.ns544 S3FIFO-0.0050-1.9000 cache size   128664, 2400000 req, miss ratio 0.0701, byte miss ratio 0.0701
io_traces.ns544 S3FIFO-0.9900-0.9000 cache size      160, 2400000 req, miss ratio 0.5464, byte miss ratio 0.5464
io_traces.ns544 S3FIFO-0.9900-0.9000 cache size      482, 2400000 req, miss ratio 0.5071, byte miss ratio 0.5071
io_traces.ns544 S3FIFO-0.9900-0.9000 cache size     1608, 2400000 req, miss ratio 0.4903, byte miss ratio 0.4903
io_traces.ns544 S3FIFO-0.9900-0.9000 cache size     4824, 2400000 req, miss ratio 0.4649, byte miss ratio 0.4649
io_traces.ns544 S3FIFO-0.9900-0.9000 cache size    16083, 2400000 req, miss ratio 0.3894, byte miss ratio 0.3894
io_traces.ns544 S3FIFO-0.9900-0.9000 cache size    32166, 2400000 req, miss ratio 0.2966, byte miss ratio 0.2966
io_traces.ns544 S3FIFO-0.9900-0.9000 cache size    64332, 2400000 req, miss ratio 0.1348, byte miss ratio 0.1348
io_traces.ns544 S3FIFO-0.9900-0.9000 cache size   128664, 2400000 req, miss ratio 0.0800, byte miss ratio 0.0800
io_traces.ns544 S3FIFO-0.0100-1.9000 cache size      160, 2400000 req, miss ratio 0.5602, byte miss ratio 0.5602
io_traces.ns544 S3FIFO-0.0100-1.9000 cache size      482, 2400000 req, miss ratio 0.5199, byte miss ratio 0.5199
io_traces.ns544 S3FIFO-0.0100-1.9000 cache size     1608, 2400000 req, miss ratio 0.4543, byte miss ratio 0.4543
io_traces.ns544 S3FIFO-0.0100-1.9000 cache size     4824, 2400000 req, miss ratio 0.4299, byte miss ratio 0.4299
io_traces.ns544 S3FIFO-0.0100-1.9000 cache size    16083, 2400000 req, miss ratio 0.3625, byte miss ratio 0.3625
io_traces.ns544 S3FIFO-0.0100-1.9000 cache size    32166, 2400000 req, miss ratio 0.2514, byte miss ratio 0.2514
io_traces.ns544 S3FIFO-0.0100-1.9000 cache size    64332, 2400000 req, miss ratio 0.1060, byte miss ratio 0.1060
io_traces.ns544 S3FIFO-0.0100-1.9000 cache size   128664, 2400000 req, miss ratio 0.0701, byte miss ratio 0.0701
io_traces.ns544 S3FIFO-0.1000-0.9000 cache size      160, 2400000 req, miss ratio 0.4952, byte miss ratio 0.4952
io_traces.ns544 S3FIFO-0.1000-0.9000 cache size      482, 2400000 req, miss ratio 0.4875, byte miss ratio 0.4875
io_traces.ns544 S3FIFO-0.1000-0.9000 cache size     1608, 2400000 req, miss ratio 0.4615, byte miss ratio 0.4615
io_traces.ns544 S3FIFO-0.1000-0.9000 cache size     4824, 2400000 req, miss ratio 0.4310, byte miss ratio 0.4310
io_traces.ns544 S3FIFO-0.1000-0.9000 cache size    16083, 2400000 req, miss ratio 0.3663, byte miss ratio 0.3663
io_traces.ns544 S3FIFO-0.1000-0.9000 cache size    32166, 2400000 req, miss ratio 0.2667, byte miss ratio 0.2667
io_traces.ns544 S3FIFO-0.1000-0.9000 cache size    64332, 2400000 req, miss ratio 0.1056, byte miss ratio 0.1056
