tencentBlock.ns16864 S3FIFO-0.6000-0.9000 cache size     2199, 5937784 req, miss ratio 0.7166, byte miss ratio 0.7166
tencentBlock.ns16864 S3FIFO-0.6000-0.9000 cache size     6598, 5937784 req, miss ratio 0.7150, byte miss ratio 0.7150
tencentBlock.ns16864 S3FIFO-0.6000-0.9000 cache size    21995, 5937784 req, miss ratio 0.7057, byte miss ratio 0.7057
tencentBlock.ns16864 S3FIFO-0.6000-0.9000 cache size    65985, 5937784 req, miss ratio 0.6890, byte miss ratio 0.6890
tencentBlock.ns16864 S3FIFO-0.6000-0.9000 cache size   219950, 5937784 req, miss ratio 0.6473, byte miss ratio 0.6473
tencentBlock.ns16864 S3FIFO-0.6000-0.9000 cache size   439900, 5937784 req, miss ratio 0.5363, byte miss ratio 0.5363
tencentBlock.ns16864 S3FIFO-0.6000-0.9000 cache size   879800, 5937784 req, miss ratio 0.4391, byte miss ratio 0.4391
tencentBlock.ns16864 S3FIFO-0.6000-0.9000 cache size  1759601, 5937784 req, miss ratio 0.3796, byte miss ratio 0.3796
tencentBlock.ns16864 S3FIFO-0.1000-0.9000 cache size     2199, 5937784 req, miss ratio 0.7166, byte miss ratio 0.7166
tencentBlock.ns16864 S3FIFO-0.1000-0.9000 cache size     6598, 5937784 req, miss ratio 0.7152, byte miss ratio 0.7152
tencentBlock.ns16864 S3FIFO-0.1000-0.9000 cache size    21995, 5937784 req, miss ratio 0.7038, byte miss ratio 0.7038
tencentBlock.ns16864 S3FIFO-0.1000-0.9000 cache size    65985, 5937784 req, miss ratio 0.6764, byte miss ratio 0.6764
tencentBlock.ns16864 S3FIFO-0.1000-0.9000 cache size   219950, 5937784 req, miss ratio 0.5900, byte miss ratio 0.5900
tencentBlock.ns16864 S3FIFO-0.1000-0.9000 cache size   439900, 5937784 req, miss ratio 0.4862, byte miss ratio 0.4862
tencentBlock.ns16864 S3FIFO-0.1000-0.9000 cache size   879800, 5937784 req, miss ratio 0.4305, byte miss ratio 0.4305
tencentBlock.ns16864 S3FIFO-0.1000-0.9000 cache size  1759601, 5937784 req, miss ratio 0.3796, byte miss ratio 0.3796
tencentBlock.ns16864 S3FIFO-0.9900-0.9000 cache size     2199, 5937784 req, miss ratio 0.7263, byte miss ratio 0.7263
tencentBlock.ns16864 S3FIFO-0.9900-0.9000 cache size     6598, 5937784 req, miss ratio 0.7186, byte miss ratio 0.7186
tencentBlock.ns16864 S3FIFO-0.9900-0.9000 cache size    21995, 5937784 req, miss ratio 0.7114, byte miss ratio 0.7114
tencentBlock.ns16864 S3FIFO-0.9900-0.9000 cache size    65985, 5937784 req, miss ratio 0.6979, byte miss ratio 0.6979
tencentBlock.ns16864 S3FIFO-0.9900-0.9000 cache size   219950, 5937784 req, miss ratio 0.6165, byte miss ratio 0.6165
tencentBlock.ns16864 S3FIFO-0.9900-0.9000 cache size   439900, 5937784 req, miss ratio 0.5604, byte miss ratio 0.5604
tencentBlock.ns16864 S3FIFO-0.9900-0.9000 cache size   879800, 5937784 req, miss ratio 0.4774, byte miss ratio 0.4774
tencentBlock.ns16864 S3FIFO-0.9900-0.9000 cache size  1759601, 5937784 req, miss ratio 0.3965, byte miss ratio 0.3965
tencentBlock.ns16864 S3FIFO-0.9500-0.9000 cache size     2199, 5937784 req, miss ratio 0.7213, byte miss ratio 0.7213
tencentBlock.ns16864 S3FIFO-0.9500-0.9000 cache size     6598, 5937784 req, miss ratio 0.7168, byte miss ratio 0.7168
tencentBlock.ns16864 S3FIFO-0.9500-0.9000 cache size    21995, 5937784 req, miss ratio 0.7111, byte miss ratio 0.7111
tencentBlock.ns16864 S3FIFO-0.9500-0.9000 cache size    65985, 5937784 req, miss ratio 0.6973, byte miss ratio 0.6973
tencentBlock.ns16864 S3FIFO-0.9500-0.9000 cache size   219950, 5937784 req, miss ratio 0.6156, byte miss ratio 0.6156
tencentBlock.ns16864 S3FIFO-0.9500-0.9000 cache size   439900, 5937784 req, miss ratio 0.5603, byte miss ratio 0.5603
tencentBlock.ns16864 S3FIFO-0.9500-0.9000 cache size   879800, 5937784 req, miss ratio 0.4770, byte miss ratio 0.4770
tencentBlock.ns16864 S3FIFO-0.9500-0.9000 cache size  1759601, 5937784 req, miss ratio 0.3939, byte miss ratio 0.3939
tencentBlock.ns16864 S3FIFO-0.0250-0.9000 cache size     2199, 5937784 req, miss ratio 0.7192, byte miss ratio 0.7192
tencentBlock.ns16864 S3FIFO-0.0250-0.9000 cache size     6598, 5937784 req, miss ratio 0.7156, byte miss ratio 0.7156
tencentBlock.ns16864 S3FIFO-0.0250-0.9000 cache size    21995, 5937784 req, miss ratio 0.7041, byte miss ratio 0.7041
tencentBlock.ns16864 S3FIFO-0.0250-0.9000 cache size    65985, 5937784 req, miss ratio 0.6749, byte miss ratio 0.6749
