cdn1_allcolo.ns298 S3FIFO-0.5500-0.9000 cache size      101, 6776947 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_allcolo.ns298 S3FIFO-0.5500-0.9000 cache size      304, 6776947 req, miss ratio 0.0150, byte miss ratio 0.0150
cdn1_allcolo.ns298 S3FIFO-0.5500-0.9000 cache size     1016, 6776947 req, miss ratio 0.0150, byte miss ratio 0.0150
cdn1_allcolo.ns298 S3FIFO-0.5500-0.9000 cache size     3049, 6776947 req, miss ratio 0.0150, byte miss ratio 0.0150
cdn1_allcolo.ns298 S3FIFO-0.5500-0.9000 cache size    10164, 6776947 req, miss ratio 0.0150, byte miss ratio 0.0150
cdn1_allcolo.ns298 S3FIFO-0.5500-0.9000 cache size    20329, 6776947 req, miss ratio 0.0150, byte miss ratio 0.0150
cdn1_allcolo.ns298 S3FIFO-0.5500-0.9000 cache size    40659, 6776947 req, miss ratio 0.0150, byte miss ratio 0.0150
cdn1_allcolo.ns298 S3FIFO-0.5500-0.9000 cache size    81319, 6776947 req, miss ratio 0.0150, byte miss ratio 0.0150
cdn1_allcolo.ns298 S3FIFO-0.0050-1.9000 cache size      101, 6776947 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns298 S3FIFO-0.0050-1.9000 cache size      304, 6776947 req, miss ratio 0.0244, byte miss ratio 0.0244
cdn1_allcolo.ns298 S3FIFO-0.0050-1.9000 cache size     1016, 6776947 req, miss ratio 0.0197, byte miss ratio 0.0197
cdn1_allcolo.ns298 S3FIFO-0.0050-1.9000 cache size     3049, 6776947 req, miss ratio 0.0168, byte miss ratio 0.0168
cdn1_allcolo.ns298 S3FIFO-0.0050-1.9000 cache size    10164, 6776947 req, miss ratio 0.0151, byte miss ratio 0.0151
cdn1_allcolo.ns298 S3FIFO-0.0050-1.9000 cache size    20329, 6776947 req, miss ratio 0.0150, byte miss ratio 0.0150
cdn1_allcolo.ns298 S3FIFO-0.0050-1.9000 cache size    40659, 6776947 req, miss ratio 0.0150, byte miss ratio 0.0150
