cdn1_colo28.ns1427 S3FIFO-0.8500-0.9000 cache size        7, 2303356 req, miss ratio 0.1821, byte miss ratio 0.1821
cdn1_colo28.ns1427 S3FIFO-0.8500-0.9000 cache size       24, 2303356 req, miss ratio 0.0458, byte miss ratio 0.0458
cdn1_colo28.ns1427 S3FIFO-0.8500-0.9000 cache size       74, 2303356 req, miss ratio 0.0190, byte miss ratio 0.0190
cdn1_colo28.ns1427 S3FIFO-0.8500-0.9000 cache size      247, 2303356 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns1427 S3FIFO-0.8500-0.9000 cache size      495, 2303356 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns1427 S3FIFO-0.8500-0.9000 cache size      990, 2303356 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns1427 S3FIFO-0.8500-0.9000 cache size     1981, 2303356 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns1427 S3FIFO-0.8000-1.9000 cache size        7, 2303356 req, miss ratio 0.1821, byte miss ratio 0.1821
cdn1_colo28.ns1427 S3FIFO-0.8000-1.9000 cache size       24, 2303356 req, miss ratio 0.0450, byte miss ratio 0.0450
cdn1_colo28.ns1427 S3FIFO-0.8000-1.9000 cache size       74, 2303356 req, miss ratio 0.0188, byte miss ratio 0.0188
cdn1_colo28.ns1427 S3FIFO-0.8000-1.9000 cache size      247, 2303356 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns1427 S3FIFO-0.8000-1.9000 cache size      495, 2303356 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_colo28.ns1427 S3FIFO-0.8000-1.9000 cache size      990, 2303356 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns1427 S3FIFO-0.8000-1.9000 cache size     1981, 2303356 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns1427 S3FIFO-0.6000-0.9000 cache size        7, 2303356 req, miss ratio 0.1804, byte miss ratio 0.1804
cdn1_colo28.ns1427 S3FIFO-0.6000-0.9000 cache size       24, 2303356 req, miss ratio 0.0413, byte miss ratio 0.0413
cdn1_colo28.ns1427 S3FIFO-0.6000-0.9000 cache size       74, 2303356 req, miss ratio 0.0180, byte miss ratio 0.0180
cdn1_colo28.ns1427 S3FIFO-0.6000-0.9000 cache size      247, 2303356 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_colo28.ns1427 S3FIFO-0.6000-0.9000 cache size      495, 2303356 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_colo28.ns1427 S3FIFO-0.6000-0.9000 cache size      990, 2303356 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns1427 S3FIFO-0.6000-0.9000 cache size     1981, 2303356 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns1427 S3FIFO-0.8000-0.9000 cache size        7, 2303356 req, miss ratio 0.1821, byte miss ratio 0.1821
cdn1_colo28.ns1427 S3FIFO-0.8000-0.9000 cache size       24, 2303356 req, miss ratio 0.0450, byte miss ratio 0.0450
cdn1_colo28.ns1427 S3FIFO-0.8000-0.9000 cache size       74, 2303356 req, miss ratio 0.0188, byte miss ratio 0.0188
cdn1_colo28.ns1427 S3FIFO-0.8000-0.9000 cache size      247, 2303356 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_colo28.ns1427 S3FIFO-0.8000-0.9000 cache size      495, 2303356 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_colo28.ns1427 S3FIFO-0.8000-0.9000 cache size      990, 2303356 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns1427 S3FIFO-0.8000-0.9000 cache size     1981, 2303356 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns1427 S3FIFO-0.9900-1.9000 cache size        7, 2303356 req, miss ratio 0.1839, byte miss ratio 0.1839
cdn1_colo28.ns1427 S3FIFO-0.9900-1.9000 cache size       24, 2303356 req, miss ratio 0.0473, byte miss ratio 0.0473
cdn1_colo28.ns1427 S3FIFO-0.9900-1.9000 cache size       74, 2303356 req, miss ratio 0.0197, byte miss ratio 0.0197
cdn1_colo28.ns1427 S3FIFO-0.9900-1.9000 cache size      247, 2303356 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns1427 S3FIFO-0.9900-1.9000 cache size      495, 2303356 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_colo28.ns1427 S3FIFO-0.9900-1.9000 cache size      990, 2303356 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns1427 S3FIFO-0.9900-1.9000 cache size     1981, 2303356 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns1427 S3FIFO-0.6500-1.9000 cache size        7, 2303356 req, miss ratio 0.1804, byte miss ratio 0.1804
cdn1_colo28.ns1427 S3FIFO-0.6500-1.9000 cache size       24, 2303356 req, miss ratio 0.0420, byte miss ratio 0.0420
cdn1_colo28.ns1427 S3FIFO-0.6500-1.9000 cache size       74, 2303356 req, miss ratio 0.0182, byte miss ratio 0.0182
cdn1_colo28.ns1427 S3FIFO-0.6500-1.9000 cache size      247, 2303356 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_colo28.ns1427 S3FIFO-0.6500-1.9000 cache size      495, 2303356 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_colo28.ns1427 S3FIFO-0.6500-1.9000 cache size      990, 2303356 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns1427 S3FIFO-0.6500-1.9000 cache size     1981, 2303356 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns1427 S3FIFO-0.7000-0.9000 cache size        7, 2303356 req, miss ratio 0.1804, byte miss ratio 0.1804
cdn1_colo28.ns1427 S3FIFO-0.7000-0.9000 cache size       24, 2303356 req, miss ratio 0.0427, byte miss ratio 0.0427
cdn1_colo28.ns1427 S3FIFO-0.7000-0.9000 cache size       74, 2303356 req, miss ratio 0.0183, byte miss ratio 0.0183
cdn1_colo28.ns1427 S3FIFO-0.7000-0.9000 cache size      247, 2303356 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_colo28.ns1427 S3FIFO-0.7000-0.9000 cache size      495, 2303356 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_colo28.ns1427 S3FIFO-0.7000-0.9000 cache size      990, 2303356 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns1427 S3FIFO-0.7000-0.9000 cache size     1981, 2303356 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns1427 S3FIFO-0.2500-1.9000 cache size        7, 2303356 req, miss ratio 0.1606, byte miss ratio 0.1606
