cdn1_allcolo.ns890 S3FIFO-0.2500-1.9000 cache size       11, 3079989 req, miss ratio 0.0276, byte miss ratio 0.0276
cdn1_allcolo.ns890 S3FIFO-0.2500-1.9000 cache size       37, 3079989 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_allcolo.ns890 S3FIFO-0.2500-1.9000 cache size       75, 3079989 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns890 S3FIFO-0.2500-1.9000 cache size      151, 3079989 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns890 S3FIFO-0.2500-1.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.9000-0.9000 cache size       11, 3079989 req, miss ratio 0.0434, byte miss ratio 0.0434
cdn1_allcolo.ns890 S3FIFO-0.9000-0.9000 cache size       37, 3079989 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_allcolo.ns890 S3FIFO-0.9000-0.9000 cache size       75, 3079989 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns890 S3FIFO-0.9000-0.9000 cache size      151, 3079989 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns890 S3FIFO-0.9000-0.9000 cache size      303, 3079989 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns890 S3FIFO-0.0010-0.9000 cache size       11, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0010-0.9000 cache size       37, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0010-0.9000 cache size       75, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0010-0.9000 cache size      151, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0010-0.9000 cache size      303, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.2000-0.9000 cache size       11, 3079989 req, miss ratio 0.0267, byte miss ratio 0.0267
cdn1_allcolo.ns890 S3FIFO-0.2000-0.9000 cache size       37, 3079989 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns890 S3FIFO-0.2000-0.9000 cache size       75, 3079989 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns890 S3FIFO-0.2000-0.9000 cache size      151, 3079989 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns890 S3FIFO-0.2000-0.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.1500-0.9000 cache size       11, 3079989 req, miss ratio 0.0246, byte miss ratio 0.0246
cdn1_allcolo.ns890 S3FIFO-0.1500-0.9000 cache size       37, 3079989 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns890 S3FIFO-0.1500-0.9000 cache size       75, 3079989 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns890 S3FIFO-0.1500-0.9000 cache size      151, 3079989 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns890 S3FIFO-0.1500-0.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.4000-1.9000 cache size       11, 3079989 req, miss ratio 0.0315, byte miss ratio 0.0315
cdn1_allcolo.ns890 S3FIFO-0.4000-1.9000 cache size       37, 3079989 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_allcolo.ns890 S3FIFO-0.4000-1.9000 cache size       75, 3079989 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns890 S3FIFO-0.4000-1.9000 cache size      151, 3079989 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns890 S3FIFO-0.4000-1.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.0250-0.9000 cache size       11, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0250-0.9000 cache size       37, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0250-0.9000 cache size       75, 3079989 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns890 S3FIFO-0.0250-0.9000 cache size      151, 3079989 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns890 S3FIFO-0.0250-0.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.9900-0.9000 cache size       11, 3079989 req, miss ratio 0.0459, byte miss ratio 0.0459
cdn1_allcolo.ns890 S3FIFO-0.9900-0.9000 cache size       37, 3079989 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns890 S3FIFO-0.9900-0.9000 cache size       75, 3079989 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_allcolo.ns890 S3FIFO-0.9900-0.9000 cache size      151, 3079989 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns890 S3FIFO-0.9900-0.9000 cache size      303, 3079989 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns890 S3FIFO-0.0250-1.9000 cache size       11, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0250-1.9000 cache size       37, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0250-1.9000 cache size       75, 3079989 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns890 S3FIFO-0.0250-1.9000 cache size      151, 3079989 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns890 S3FIFO-0.0250-1.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.7000-1.9000 cache size       11, 3079989 req, miss ratio 0.0379, byte miss ratio 0.0379
cdn1_allcolo.ns890 S3FIFO-0.7000-1.9000 cache size       37, 3079989 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns890 S3FIFO-0.7000-1.9000 cache size       75, 3079989 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns890 S3FIFO-0.7000-1.9000 cache size      151, 3079989 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns890 S3FIFO-0.7000-1.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.7500-0.9000 cache size       11, 3079989 req, miss ratio 0.0410, byte miss ratio 0.0410
cdn1_allcolo.ns890 S3FIFO-0.7500-0.9000 cache size       37, 3079989 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_allcolo.ns890 S3FIFO-0.7500-0.9000 cache size       75, 3079989 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns890 S3FIFO-0.7500-0.9000 cache size      151, 3079989 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns890 S3FIFO-0.7500-0.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.8000-1.9000 cache size       11, 3079989 req, miss ratio 0.0400, byte miss ratio 0.0400
cdn1_allcolo.ns890 S3FIFO-0.8000-1.9000 cache size       37, 3079989 req, miss ratio 0.0059, byte miss ratio 0.0059
cdn1_allcolo.ns890 S3FIFO-0.8000-1.9000 cache size       75, 3079989 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns890 S3FIFO-0.8000-1.9000 cache size      151, 3079989 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns890 S3FIFO-0.8000-1.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.0050-1.9000 cache size       11, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0050-1.9000 cache size       37, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0050-1.9000 cache size       75, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0050-1.9000 cache size      151, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0050-1.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.4000-0.9000 cache size       11, 3079989 req, miss ratio 0.0312, byte miss ratio 0.0312
cdn1_allcolo.ns890 S3FIFO-0.4000-0.9000 cache size       37, 3079989 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_allcolo.ns890 S3FIFO-0.4000-0.9000 cache size       75, 3079989 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns890 S3FIFO-0.4000-0.9000 cache size      151, 3079989 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns890 S3FIFO-0.4000-0.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.8500-1.9000 cache size       11, 3079989 req, miss ratio 0.0420, byte miss ratio 0.0420
cdn1_allcolo.ns890 S3FIFO-0.8500-1.9000 cache size       37, 3079989 req, miss ratio 0.0061, byte miss ratio 0.0061
cdn1_allcolo.ns890 S3FIFO-0.8500-1.9000 cache size       75, 3079989 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_allcolo.ns890 S3FIFO-0.8500-1.9000 cache size      151, 3079989 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns890 S3FIFO-0.8500-1.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.9500-0.9000 cache size       11, 3079989 req, miss ratio 0.0459, byte miss ratio 0.0459
cdn1_allcolo.ns890 S3FIFO-0.9500-0.9000 cache size       37, 3079989 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_allcolo.ns890 S3FIFO-0.9500-0.9000 cache size       75, 3079989 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns890 S3FIFO-0.9500-0.9000 cache size      151, 3079989 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns890 S3FIFO-0.9500-0.9000 cache size      303, 3079989 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns890 S3FIFO-0.6500-0.9000 cache size       11, 3079989 req, miss ratio 0.0387, byte miss ratio 0.0387
cdn1_allcolo.ns890 S3FIFO-0.6500-0.9000 cache size       37, 3079989 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns890 S3FIFO-0.6500-0.9000 cache size       75, 3079989 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns890 S3FIFO-0.6500-0.9000 cache size      151, 3079989 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns890 S3FIFO-0.6500-0.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.5500-1.9000 cache size       11, 3079989 req, miss ratio 0.0359, byte miss ratio 0.0359
cdn1_allcolo.ns890 S3FIFO-0.5500-1.9000 cache size       37, 3079989 req, miss ratio 0.0050, byte miss ratio 0.0050
cdn1_allcolo.ns890 S3FIFO-0.5500-1.9000 cache size       75, 3079989 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns890 S3FIFO-0.5500-1.9000 cache size      151, 3079989 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns890 S3FIFO-0.5500-1.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.3500-0.9000 cache size       11, 3079989 req, miss ratio 0.0288, byte miss ratio 0.0288
cdn1_allcolo.ns890 S3FIFO-0.3500-0.9000 cache size       37, 3079989 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_allcolo.ns890 S3FIFO-0.3500-0.9000 cache size       75, 3079989 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns890 S3FIFO-0.3500-0.9000 cache size      151, 3079989 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns890 S3FIFO-0.3500-0.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.0100-0.9000 cache size       11, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0100-0.9000 cache size       37, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0100-0.9000 cache size       75, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0100-0.9000 cache size      151, 3079989 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns890 S3FIFO-0.0100-0.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.4500-0.9000 cache size       11, 3079989 req, miss ratio 0.0312, byte miss ratio 0.0312
cdn1_allcolo.ns890 S3FIFO-0.4500-0.9000 cache size       37, 3079989 req, miss ratio 0.0047, byte miss ratio 0.0047
cdn1_allcolo.ns890 S3FIFO-0.4500-0.9000 cache size       75, 3079989 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns890 S3FIFO-0.4500-0.9000 cache size      151, 3079989 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns890 S3FIFO-0.4500-0.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.6000-1.9000 cache size       11, 3079989 req, miss ratio 0.0359, byte miss ratio 0.0359
cdn1_allcolo.ns890 S3FIFO-0.6000-1.9000 cache size       37, 3079989 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_allcolo.ns890 S3FIFO-0.6000-1.9000 cache size       75, 3079989 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns890 S3FIFO-0.6000-1.9000 cache size      151, 3079989 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns890 S3FIFO-0.6000-1.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.0050-0.9000 cache size       11, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0050-0.9000 cache size       37, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0050-0.9000 cache size       75, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0050-0.9000 cache size      151, 3079989 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns890 S3FIFO-0.0050-0.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.3000-1.9000 cache size       11, 3079989 req, miss ratio 0.0293, byte miss ratio 0.0293
cdn1_allcolo.ns890 S3FIFO-0.3000-1.9000 cache size       37, 3079989 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_allcolo.ns890 S3FIFO-0.3000-1.9000 cache size       75, 3079989 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns890 S3FIFO-0.3000-1.9000 cache size      151, 3079989 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns890 S3FIFO-0.3000-1.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.3500-1.9000 cache size       11, 3079989 req, miss ratio 0.0293, byte miss ratio 0.0293
cdn1_allcolo.ns890 S3FIFO-0.3500-1.9000 cache size       37, 3079989 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_allcolo.ns890 S3FIFO-0.3500-1.9000 cache size       75, 3079989 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns890 S3FIFO-0.3500-1.9000 cache size      151, 3079989 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns890 S3FIFO-0.3500-1.9000 cache size      303, 3079989 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns890 S3FIFO-0.9500-1.9000 cache size       11, 3079989 req, miss ratio 0.0440, byte miss ratio 0.0440
cdn1_allcolo.ns890 S3FIFO-0.9500-1.9000 cache size       37, 3079989 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_allcolo.ns890 S3FIFO-0.9500-1.9000 cache size       75, 3079989 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns890 S3FIFO-0.9500-1.9000 cache size      151, 3079989 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns890 S3FIFO-0.9500-1.9000 cache size      303, 3079989 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns890 S3FIFO-0.1000-1.9000 cache size       11, 3079989 req, miss ratio 0.0259, byte miss ratio 0.0259
