cdn1_colo28.ns1370 S3FIFO-0.2500-1.9000 cache size       14, 2708353 req, miss ratio 0.3588, byte miss ratio 0.3588
cdn1_colo28.ns1370 S3FIFO-0.2500-1.9000 cache size       49, 2708353 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_colo28.ns1370 S3FIFO-0.2500-1.9000 cache size       98, 2708353 req, miss ratio 0.0128, byte miss ratio 0.0128
cdn1_colo28.ns1370 S3FIFO-0.2500-1.9000 cache size      197, 2708353 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns1370 S3FIFO-0.2500-1.9000 cache size      395, 2708353 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1370 S3FIFO-0.0500-1.9000 cache size       14, 2708353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1370 S3FIFO-0.0500-1.9000 cache size       49, 2708353 req, miss ratio 0.0412, byte miss ratio 0.0412
cdn1_colo28.ns1370 S3FIFO-0.0500-1.9000 cache size       98, 2708353 req, miss ratio 0.0111, byte miss ratio 0.0111
cdn1_colo28.ns1370 S3FIFO-0.0500-1.9000 cache size      197, 2708353 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns1370 S3FIFO-0.0500-1.9000 cache size      395, 2708353 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1370 S3FIFO-0.0050-1.9000 cache size       14, 2708353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1370 S3FIFO-0.0050-1.9000 cache size       49, 2708353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1370 S3FIFO-0.0050-1.9000 cache size       98, 2708353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1370 S3FIFO-0.0050-1.9000 cache size      197, 2708353 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1370 S3FIFO-0.0050-1.9000 cache size      395, 2708353 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1370 S3FIFO-0.2500-0.9000 cache size       14, 2708353 req, miss ratio 0.3463, byte miss ratio 0.3463
cdn1_colo28.ns1370 S3FIFO-0.2500-0.9000 cache size       49, 2708353 req, miss ratio 0.0470, byte miss ratio 0.0470
cdn1_colo28.ns1370 S3FIFO-0.2500-0.9000 cache size       98, 2708353 req, miss ratio 0.0128, byte miss ratio 0.0128
cdn1_colo28.ns1370 S3FIFO-0.2500-0.9000 cache size      197, 2708353 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns1370 S3FIFO-0.2500-0.9000 cache size      395, 2708353 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1370 S3FIFO-0.4500-1.9000 cache size       14, 2708353 req, miss ratio 0.3923, byte miss ratio 0.3923
cdn1_colo28.ns1370 S3FIFO-0.4500-1.9000 cache size       49, 2708353 req, miss ratio 0.0543, byte miss ratio 0.0543
cdn1_colo28.ns1370 S3FIFO-0.4500-1.9000 cache size       98, 2708353 req, miss ratio 0.0146, byte miss ratio 0.0146
cdn1_colo28.ns1370 S3FIFO-0.4500-1.9000 cache size      197, 2708353 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_colo28.ns1370 S3FIFO-0.4500-1.9000 cache size      395, 2708353 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1370 S3FIFO-0.2000-1.9000 cache size       14, 2708353 req, miss ratio 0.3454, byte miss ratio 0.3454
cdn1_colo28.ns1370 S3FIFO-0.2000-1.9000 cache size       49, 2708353 req, miss ratio 0.0456, byte miss ratio 0.0456
cdn1_colo28.ns1370 S3FIFO-0.2000-1.9000 cache size       98, 2708353 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_colo28.ns1370 S3FIFO-0.2000-1.9000 cache size      197, 2708353 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns1370 S3FIFO-0.2000-1.9000 cache size      395, 2708353 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns1370 S3FIFO-0.5500-1.9000 cache size       14, 2708353 req, miss ratio 0.4020, byte miss ratio 0.4020
cdn1_colo28.ns1370 S3FIFO-0.5500-1.9000 cache size       49, 2708353 req, miss ratio 0.0574, byte miss ratio 0.0574
cdn1_colo28.ns1370 S3FIFO-0.5500-1.9000 cache size       98, 2708353 req, miss ratio 0.0155, byte miss ratio 0.0155
