cdn1_colo28.ns2346 S3FIFO-0.0100-0.9000 cache size       46, 3843767 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2346 S3FIFO-0.0100-0.9000 cache size      139, 3843767 req, miss ratio 0.1329, byte miss ratio 0.1329
cdn1_colo28.ns2346 S3FIFO-0.0100-0.9000 cache size      465, 3843767 req, miss ratio 0.0920, byte miss ratio 0.0920
cdn1_colo28.ns2346 S3FIFO-0.0100-0.9000 cache size     1396, 3843767 req, miss ratio 0.0587, byte miss ratio 0.0587
cdn1_colo28.ns2346 S3FIFO-0.0100-0.9000 cache size     4654, 3843767 req, miss ratio 0.0309, byte miss ratio 0.0309
cdn1_colo28.ns2346 S3FIFO-0.0100-0.9000 cache size     9308, 3843767 req, miss ratio 0.0211, byte miss ratio 0.0211
cdn1_colo28.ns2346 S3FIFO-0.0100-0.9000 cache size    18617, 3843767 req, miss ratio 0.0155, byte miss ratio 0.0155
cdn1_colo28.ns2346 S3FIFO-0.0100-0.9000 cache size    37234, 3843767 req, miss ratio 0.0128, byte miss ratio 0.0128
cdn1_colo28.ns2346 S3FIFO-0.4500-0.9000 cache size       46, 3843767 req, miss ratio 0.1809, byte miss ratio 0.1809
cdn1_colo28.ns2346 S3FIFO-0.4500-0.9000 cache size      139, 3843767 req, miss ratio 0.1374, byte miss ratio 0.1374
cdn1_colo28.ns2346 S3FIFO-0.4500-0.9000 cache size      465, 3843767 req, miss ratio 0.0970, byte miss ratio 0.0970
cdn1_colo28.ns2346 S3FIFO-0.4500-0.9000 cache size     1396, 3843767 req, miss ratio 0.0638, byte miss ratio 0.0638
cdn1_colo28.ns2346 S3FIFO-0.4500-0.9000 cache size     4654, 3843767 req, miss ratio 0.0345, byte miss ratio 0.0345
cdn1_colo28.ns2346 S3FIFO-0.4500-0.9000 cache size     9308, 3843767 req, miss ratio 0.0234, byte miss ratio 0.0234
cdn1_colo28.ns2346 S3FIFO-0.4500-0.9000 cache size    18617, 3843767 req, miss ratio 0.0163, byte miss ratio 0.0163
cdn1_colo28.ns2346 S3FIFO-0.4500-0.9000 cache size    37234, 3843767 req, miss ratio 0.0128, byte miss ratio 0.0128
cdn1_colo28.ns2346 S3FIFO-0.9900-0.9000 cache size       46, 3843767 req, miss ratio 0.1977, byte miss ratio 0.1977
cdn1_colo28.ns2346 S3FIFO-0.9900-0.9000 cache size      139, 3843767 req, miss ratio 0.1520, byte miss ratio 0.1520
cdn1_colo28.ns2346 S3FIFO-0.9900-0.9000 cache size      465, 3843767 req, miss ratio 0.1095, byte miss ratio 0.1095
cdn1_colo28.ns2346 S3FIFO-0.9900-0.9000 cache size     1396, 3843767 req, miss ratio 0.0748, byte miss ratio 0.0748
cdn1_colo28.ns2346 S3FIFO-0.9900-0.9000 cache size     4654, 3843767 req, miss ratio 0.0427, byte miss ratio 0.0427
cdn1_colo28.ns2346 S3FIFO-0.9900-0.9000 cache size     9308, 3843767 req, miss ratio 0.0291, byte miss ratio 0.0291
cdn1_colo28.ns2346 S3FIFO-0.9900-0.9000 cache size    18617, 3843767 req, miss ratio 0.0194, byte miss ratio 0.0194
cdn1_colo28.ns2346 S3FIFO-0.9900-0.9000 cache size    37234, 3843767 req, miss ratio 0.0137, byte miss ratio 0.0137
cdn1_colo28.ns2346 S3FIFO-0.3000-1.9000 cache size       46, 3843767 req, miss ratio 0.1772, byte miss ratio 0.1772
cdn1_colo28.ns2346 S3FIFO-0.3000-1.9000 cache size      139, 3843767 req, miss ratio 0.1351, byte miss ratio 0.1351
cdn1_colo28.ns2346 S3FIFO-0.3000-1.9000 cache size      465, 3843767 req, miss ratio 0.0947, byte miss ratio 0.0947
cdn1_colo28.ns2346 S3FIFO-0.3000-1.9000 cache size     1396, 3843767 req, miss ratio 0.0615, byte miss ratio 0.0615
cdn1_colo28.ns2346 S3FIFO-0.3000-1.9000 cache size     4654, 3843767 req, miss ratio 0.0330, byte miss ratio 0.0330
cdn1_colo28.ns2346 S3FIFO-0.3000-1.9000 cache size     9308, 3843767 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_colo28.ns2346 S3FIFO-0.3000-1.9000 cache size    18617, 3843767 req, miss ratio 0.0159, byte miss ratio 0.0159
cdn1_colo28.ns2346 S3FIFO-0.3000-1.9000 cache size    37234, 3843767 req, miss ratio 0.0128, byte miss ratio 0.0128
cdn1_colo28.ns2346 S3FIFO-0.3000-0.9000 cache size       46, 3843767 req, miss ratio 0.1772, byte miss ratio 0.1772
cdn1_colo28.ns2346 S3FIFO-0.3000-0.9000 cache size      139, 3843767 req, miss ratio 0.1351, byte miss ratio 0.1351
cdn1_colo28.ns2346 S3FIFO-0.3000-0.9000 cache size      465, 3843767 req, miss ratio 0.0947, byte miss ratio 0.0947
cdn1_colo28.ns2346 S3FIFO-0.3000-0.9000 cache size     1396, 3843767 req, miss ratio 0.0615, byte miss ratio 0.0615
cdn1_colo28.ns2346 S3FIFO-0.3000-0.9000 cache size     4654, 3843767 req, miss ratio 0.0330, byte miss ratio 0.0330
cdn1_colo28.ns2346 S3FIFO-0.3000-0.9000 cache size     9308, 3843767 req, miss ratio 0.0224, byte miss ratio 0.0224
