cdn1_colo28.ns2030 S3FIFO-0.0010-0.9000 cache size        8, 1016413 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2030 S3FIFO-0.0010-0.9000 cache size       26, 1016413 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2030 S3FIFO-0.0010-0.9000 cache size       53, 1016413 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2030 S3FIFO-0.0010-0.9000 cache size      107, 1016413 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2030 S3FIFO-0.0010-0.9000 cache size      215, 1016413 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2030 S3FIFO-0.6500-0.9000 cache size        8, 1016413 req, miss ratio 0.0157, byte miss ratio 0.0157
cdn1_colo28.ns2030 S3FIFO-0.6500-0.9000 cache size       26, 1016413 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns2030 S3FIFO-0.6500-0.9000 cache size       53, 1016413 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns2030 S3FIFO-0.6500-0.9000 cache size      107, 1016413 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns2030 S3FIFO-0.6500-0.9000 cache size      215, 1016413 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns2030 S3FIFO-0.6000-1.9000 cache size        8, 1016413 req, miss ratio 0.0156, byte miss ratio 0.0156
cdn1_colo28.ns2030 S3FIFO-0.6000-1.9000 cache size       26, 1016413 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns2030 S3FIFO-0.6000-1.9000 cache size       53, 1016413 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns2030 S3FIFO-0.6000-1.9000 cache size      107, 1016413 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns2030 S3FIFO-0.6000-1.9000 cache size      215, 1016413 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns2030 S3FIFO-0.2000-1.9000 cache size        8, 1016413 req, miss ratio 0.0145, byte miss ratio 0.0145
cdn1_colo28.ns2030 S3FIFO-0.2000-1.9000 cache size       26, 1016413 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns2030 S3FIFO-0.2000-1.9000 cache size       53, 1016413 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns2030 S3FIFO-0.2000-1.9000 cache size      107, 1016413 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns2030 S3FIFO-0.2000-1.9000 cache size      215, 1016413 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns2030 S3FIFO-0.8500-1.9000 cache size        8, 1016413 req, miss ratio 0.0161, byte miss ratio 0.0161
cdn1_colo28.ns2030 S3FIFO-0.8500-1.9000 cache size       26, 1016413 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns2030 S3FIFO-0.8500-1.9000 cache size       53, 1016413 req, miss ratio 0.0003, byte miss ratio 0.0003
