io_traces.ns513 S3FIFO-0.0500-1.9000 cache size     1664, 22400000 req, miss ratio 0.2484, byte miss ratio 0.2484
io_traces.ns513 S3FIFO-0.0500-1.9000 cache size     4994, 22400000 req, miss ratio 0.2214, byte miss ratio 0.2214
io_traces.ns513 S3FIFO-0.0500-1.9000 cache size    16649, 22400000 req, miss ratio 0.1673, byte miss ratio 0.1673
io_traces.ns513 S3FIFO-0.0500-1.9000 cache size    49947, 22400000 req, miss ratio 0.1350, byte miss ratio 0.1350
io_traces.ns513 S3FIFO-0.0500-1.9000 cache size   166492, 22400000 req, miss ratio 0.0850, byte miss ratio 0.0850
io_traces.ns513 S3FIFO-0.0500-1.9000 cache size   332985, 22400000 req, miss ratio 0.0801, byte miss ratio 0.0801
io_traces.ns513 S3FIFO-0.0500-1.9000 cache size   665970, 22400000 req, miss ratio 0.0787, byte miss ratio 0.0787
io_traces.ns513 S3FIFO-0.0500-1.9000 cache size  1331940, 22400000 req, miss ratio 0.0750, byte miss ratio 0.0750
io_traces.ns513 S3FIFO-0.9900-0.9000 cache size     1664, 22400000 req, miss ratio 0.3876, byte miss ratio 0.3876
io_traces.ns513 S3FIFO-0.9900-0.9000 cache size     4994, 22400000 req, miss ratio 0.2613, byte miss ratio 0.2613
io_traces.ns513 S3FIFO-0.9900-0.9000 cache size    16649, 22400000 req, miss ratio 0.1780, byte miss ratio 0.1780
io_traces.ns513 S3FIFO-0.9900-0.9000 cache size    49947, 22400000 req, miss ratio 0.1190, byte miss ratio 0.1190
io_traces.ns513 S3FIFO-0.9900-0.9000 cache size   166492, 22400000 req, miss ratio 0.0930, byte miss ratio 0.0930
io_traces.ns513 S3FIFO-0.9900-0.9000 cache size   332985, 22400000 req, miss ratio 0.0843, byte miss ratio 0.0843
io_traces.ns513 S3FIFO-0.9900-0.9000 cache size   665970, 22400000 req, miss ratio 0.0800, byte miss ratio 0.0800
io_traces.ns513 S3FIFO-0.9900-0.9000 cache size  1331940, 22400000 req, miss ratio 0.0780, byte miss ratio 0.0780
io_traces.ns513 S3FIFO-0.0050-0.9000 cache size     1664, 22400000 req, miss ratio 0.2650, byte miss ratio 0.2650
io_traces.ns513 S3FIFO-0.0050-0.9000 cache size     4994, 22400000 req, miss ratio 0.2409, byte miss ratio 0.2409
io_traces.ns513 S3FIFO-0.0050-0.9000 cache size    16649, 22400000 req, miss ratio 0.1771, byte miss ratio 0.1771
io_traces.ns513 S3FIFO-0.0050-0.9000 cache size    49947, 22400000 req, miss ratio 0.1450, byte miss ratio 0.1450
io_traces.ns513 S3FIFO-0.0050-0.9000 cache size   166492, 22400000 req, miss ratio 0.1012, byte miss ratio 0.1012
io_traces.ns513 S3FIFO-0.0050-0.9000 cache size   332985, 22400000 req, miss ratio 0.0932, byte miss ratio 0.0932
io_traces.ns513 S3FIFO-0.0050-0.9000 cache size   665970, 22400000 req, miss ratio 0.0841, byte miss ratio 0.0841
io_traces.ns513 S3FIFO-0.0050-0.9000 cache size  1331940, 22400000 req, miss ratio 0.0750, byte miss ratio 0.0750
io_traces.ns513 S3FIFO-0.1500-0.9000 cache size     1664, 22400000 req, miss ratio 0.2490, byte miss ratio 0.2490
io_traces.ns513 S3FIFO-0.1500-0.9000 cache size     4994, 22400000 req, miss ratio 0.2184, byte miss ratio 0.2184
io_traces.ns513 S3FIFO-0.1500-0.9000 cache size    16649, 22400000 req, miss ratio 0.1641, byte miss ratio 0.1641
io_traces.ns513 S3FIFO-0.1500-0.9000 cache size    49947, 22400000 req, miss ratio 0.1265, byte miss ratio 0.1265
io_traces.ns513 S3FIFO-0.1500-0.9000 cache size   166492, 22400000 req, miss ratio 0.0810, byte miss ratio 0.0810
io_traces.ns513 S3FIFO-0.1500-0.9000 cache size   332985, 22400000 req, miss ratio 0.0792, byte miss ratio 0.0792
io_traces.ns513 S3FIFO-0.1500-0.9000 cache size   665970, 22400000 req, miss ratio 0.0784, byte miss ratio 0.0784
io_traces.ns513 S3FIFO-0.1500-0.9000 cache size  1331940, 22400000 req, miss ratio 0.0750, byte miss ratio 0.0750
io_traces.ns513 S3FIFO-0.9500-1.9000 cache size     1664, 22400000 req, miss ratio 0.3759, byte miss ratio 0.3759
io_traces.ns513 S3FIFO-0.9500-1.9000 cache size     4994, 22400000 req, miss ratio 0.2552, byte miss ratio 0.2552
io_traces.ns513 S3FIFO-0.9500-1.9000 cache size    16649, 22400000 req, miss ratio 0.1736, byte miss ratio 0.1736
io_traces.ns513 S3FIFO-0.9500-1.9000 cache size    49947, 22400000 req, miss ratio 0.1180, byte miss ratio 0.1180
io_traces.ns513 S3FIFO-0.9500-1.9000 cache size   166492, 22400000 req, miss ratio 0.0925, byte miss ratio 0.0925
io_traces.ns513 S3FIFO-0.9500-1.9000 cache size   332985, 22400000 req, miss ratio 0.0840, byte miss ratio 0.0840
io_traces.ns513 S3FIFO-0.9500-1.9000 cache size   665970, 22400000 req, miss ratio 0.0795, byte miss ratio 0.0795
io_traces.ns513 S3FIFO-0.9500-1.9000 cache size  1331940, 22400000 req, miss ratio 0.0772, byte miss ratio 0.0772
io_traces.ns513 S3FIFO-0.2000-0.9000 cache size     1664, 22400000 req, miss ratio 0.2534, byte miss ratio 0.2534
io_traces.ns513 S3FIFO-0.2000-0.9000 cache size     4994, 22400000 req, miss ratio 0.2180, byte miss ratio 0.2180
io_traces.ns513 S3FIFO-0.2000-0.9000 cache size    16649, 22400000 req, miss ratio 0.1635, byte miss ratio 0.1635
io_traces.ns513 S3FIFO-0.2000-0.9000 cache size    49947, 22400000 req, miss ratio 0.1226, byte miss ratio 0.1226
io_traces.ns513 S3FIFO-0.2000-0.9000 cache size   166492, 22400000 req, miss ratio 0.0807, byte miss ratio 0.0807
io_traces.ns513 S3FIFO-0.2000-0.9000 cache size   332985, 22400000 req, miss ratio 0.0792, byte miss ratio 0.0792
io_traces.ns513 S3FIFO-0.2000-0.9000 cache size   665970, 22400000 req, miss ratio 0.0782, byte miss ratio 0.0782
io_traces.ns513 S3FIFO-0.2000-0.9000 cache size  1331940, 22400000 req, miss ratio 0.0750, byte miss ratio 0.0750
io_traces.ns513 S3FIFO-0.3000-0.9000 cache size     1664, 22400000 req, miss ratio 0.2660, byte miss ratio 0.2660
io_traces.ns513 S3FIFO-0.3000-0.9000 cache size     4994, 22400000 req, miss ratio 0.2182, byte miss ratio 0.2182
io_traces.ns513 S3FIFO-0.3000-0.9000 cache size    16649, 22400000 req, miss ratio 0.1632, byte miss ratio 0.1632
io_traces.ns513 S3FIFO-0.3000-0.9000 cache size    49947, 22400000 req, miss ratio 0.1204, byte miss ratio 0.1204
io_traces.ns513 S3FIFO-0.3000-0.9000 cache size   166492, 22400000 req, miss ratio 0.0806, byte miss ratio 0.0806
io_traces.ns513 S3FIFO-0.3000-0.9000 cache size   332985, 22400000 req, miss ratio 0.0790, byte miss ratio 0.0790
io_traces.ns513 S3FIFO-0.3000-0.9000 cache size   665970, 22400000 req, miss ratio 0.0779, byte miss ratio 0.0779
io_traces.ns513 S3FIFO-0.3000-0.9000 cache size  1331940, 22400000 req, miss ratio 0.0750, byte miss ratio 0.0750
io_traces.ns513 S3FIFO-0.0010-1.9000 cache size     1664, 22400000 req, miss ratio 0.2693, byte miss ratio 0.2693
io_traces.ns513 S3FIFO-0.0010-1.9000 cache size     4994, 22400000 req, miss ratio 0.2452, byte miss ratio 0.2452
io_traces.ns513 S3FIFO-0.0010-1.9000 cache size    16649, 22400000 req, miss ratio 0.1919, byte miss ratio 0.1919
io_traces.ns513 S3FIFO-0.0010-1.9000 cache size    49947, 22400000 req, miss ratio 0.1496, byte miss ratio 0.1496
