io_traces.ns555 S3FIFO-0.9000-0.9000 cache size     1138, 4000000 req, miss ratio 0.5477, byte miss ratio 0.5477
io_traces.ns555 S3FIFO-0.9000-0.9000 cache size     3415, 4000000 req, miss ratio 0.5434, byte miss ratio 0.5434
io_traces.ns555 S3FIFO-0.9000-0.9000 cache size    11385, 4000000 req, miss ratio 0.5406, byte miss ratio 0.5406
io_traces.ns555 S3FIFO-0.9000-0.9000 cache size    34156, 4000000 req, miss ratio 0.4713, byte miss ratio 0.4713
io_traces.ns555 S3FIFO-0.9000-0.9000 cache size   113854, 4000000 req, miss ratio 0.3497, byte miss ratio 0.3497
io_traces.ns555 S3FIFO-0.9000-0.9000 cache size   227708, 4000000 req, miss ratio 0.3093, byte miss ratio 0.3093
io_traces.ns555 S3FIFO-0.9000-0.9000 cache size   455416, 4000000 req, miss ratio 0.2892, byte miss ratio 0.2892
io_traces.ns555 S3FIFO-0.9000-0.9000 cache size   910832, 4000000 req, miss ratio 0.2849, byte miss ratio 0.2849
io_traces.ns555 S3FIFO-0.1500-0.9000 cache size     1138, 4000000 req, miss ratio 0.5435, byte miss ratio 0.5435
io_traces.ns555 S3FIFO-0.1500-0.9000 cache size     3415, 4000000 req, miss ratio 0.5411, byte miss ratio 0.5411
io_traces.ns555 S3FIFO-0.1500-0.9000 cache size    11385, 4000000 req, miss ratio 0.5143, byte miss ratio 0.5143
io_traces.ns555 S3FIFO-0.1500-0.9000 cache size    34156, 4000000 req, miss ratio 0.4066, byte miss ratio 0.4066
io_traces.ns555 S3FIFO-0.1500-0.9000 cache size   113854, 4000000 req, miss ratio 0.2870, byte miss ratio 0.2870
io_traces.ns555 S3FIFO-0.1500-0.9000 cache size   227708, 4000000 req, miss ratio 0.2853, byte miss ratio 0.2853
io_traces.ns555 S3FIFO-0.1500-0.9000 cache size   455416, 4000000 req, miss ratio 0.2850, byte miss ratio 0.2850
io_traces.ns555 S3FIFO-0.1500-0.9000 cache size   910832, 4000000 req, miss ratio 0.2846, byte miss ratio 0.2846
io_traces.ns555 S3FIFO-0.0010-0.9000 cache size     1138, 4000000 req, miss ratio 0.6410, byte miss ratio 0.6410
io_traces.ns555 S3FIFO-0.0010-0.9000 cache size     3415, 4000000 req, miss ratio 0.6269, byte miss ratio 0.6269
io_traces.ns555 S3FIFO-0.0010-0.9000 cache size    11385, 4000000 req, miss ratio 0.5418, byte miss ratio 0.5418
io_traces.ns555 S3FIFO-0.0010-0.9000 cache size    34156, 4000000 req, miss ratio 0.3845, byte miss ratio 0.3845
io_traces.ns555 S3FIFO-0.0010-0.9000 cache size   113854, 4000000 req, miss ratio 0.2886, byte miss ratio 0.2886
io_traces.ns555 S3FIFO-0.0010-0.9000 cache size   227708, 4000000 req, miss ratio 0.2868, byte miss ratio 0.2868
io_traces.ns555 S3FIFO-0.0010-0.9000 cache size   455416, 4000000 req, miss ratio 0.2850, byte miss ratio 0.2850
io_traces.ns555 S3FIFO-0.0010-0.9000 cache size   910832, 4000000 req, miss ratio 0.2846, byte miss ratio 0.2846
io_traces.ns555 S3FIFO-0.4000-1.9000 cache size     1138, 4000000 req, miss ratio 0.5431, byte miss ratio 0.5431
io_traces.ns555 S3FIFO-0.4000-1.9000 cache size     3415, 4000000 req, miss ratio 0.5408, byte miss ratio 0.5408
io_traces.ns555 S3FIFO-0.4000-1.9000 cache size    11385, 4000000 req, miss ratio 0.5194, byte miss ratio 0.5194
io_traces.ns555 S3FIFO-0.4000-1.9000 cache size    34156, 4000000 req, miss ratio 0.4317, byte miss ratio 0.4317
io_traces.ns555 S3FIFO-0.4000-1.9000 cache size   113854, 4000000 req, miss ratio 0.2874, byte miss ratio 0.2874
io_traces.ns555 S3FIFO-0.4000-1.9000 cache size   227708, 4000000 req, miss ratio 0.2852, byte miss ratio 0.2852
io_traces.ns555 S3FIFO-0.4000-1.9000 cache size   455416, 4000000 req, miss ratio 0.2850, byte miss ratio 0.2850
io_traces.ns555 S3FIFO-0.4000-1.9000 cache size   910832, 4000000 req, miss ratio 0.2846, byte miss ratio 0.2846
io_traces.ns555 S3FIFO-0.7500-0.9000 cache size     1138, 4000000 req, miss ratio 0.5453, byte miss ratio 0.5453
io_traces.ns555 S3FIFO-0.7500-0.9000 cache size     3415, 4000000 req, miss ratio 0.5419, byte miss ratio 0.5419
io_traces.ns555 S3FIFO-0.7500-0.9000 cache size    11385, 4000000 req, miss ratio 0.5400, byte miss ratio 0.5400
io_traces.ns555 S3FIFO-0.7500-0.9000 cache size    34156, 4000000 req, miss ratio 0.4580, byte miss ratio 0.4580
io_traces.ns555 S3FIFO-0.7500-0.9000 cache size   113854, 4000000 req, miss ratio 0.3257, byte miss ratio 0.3257
io_traces.ns555 S3FIFO-0.7500-0.9000 cache size   227708, 4000000 req, miss ratio 0.2877, byte miss ratio 0.2877
