tencentBlock.ns10820 S3FIFO-0.2000-0.9000 cache size      156, 1427768 req, miss ratio 0.5795, byte miss ratio 0.5795
tencentBlock.ns10820 S3FIFO-0.2000-0.9000 cache size      469, 1427768 req, miss ratio 0.5607, byte miss ratio 0.5607
tencentBlock.ns10820 S3FIFO-0.2000-0.9000 cache size     1564, 1427768 req, miss ratio 0.5341, byte miss ratio 0.5341
tencentBlock.ns10820 S3FIFO-0.2000-0.9000 cache size     4692, 1427768 req, miss ratio 0.5119, byte miss ratio 0.5119
tencentBlock.ns10820 S3FIFO-0.2000-0.9000 cache size    15642, 1427768 req, miss ratio 0.4614, byte miss ratio 0.4614
tencentBlock.ns10820 S3FIFO-0.2000-0.9000 cache size    31284, 1427768 req, miss ratio 0.4147, byte miss ratio 0.4147
tencentBlock.ns10820 S3FIFO-0.2000-0.9000 cache size    62568, 1427768 req, miss ratio 0.3047, byte miss ratio 0.3047
tencentBlock.ns10820 S3FIFO-0.2000-0.9000 cache size   125136, 1427768 req, miss ratio 0.1343, byte miss ratio 0.1343
tencentBlock.ns10820 S3FIFO-0.2000-1.9000 cache size      156, 1427768 req, miss ratio 0.5769, byte miss ratio 0.5769
tencentBlock.ns10820 S3FIFO-0.2000-1.9000 cache size      469, 1427768 req, miss ratio 0.5577, byte miss ratio 0.5577
tencentBlock.ns10820 S3FIFO-0.2000-1.9000 cache size     1564, 1427768 req, miss ratio 0.5247, byte miss ratio 0.5247
tencentBlock.ns10820 S3FIFO-0.2000-1.9000 cache size     4692, 1427768 req, miss ratio 0.5097, byte miss ratio 0.5097
tencentBlock.ns10820 S3FIFO-0.2000-1.9000 cache size    15642, 1427768 req, miss ratio 0.4616, byte miss ratio 0.4616
tencentBlock.ns10820 S3FIFO-0.2000-1.9000 cache size    31284, 1427768 req, miss ratio 0.4302, byte miss ratio 0.4302
tencentBlock.ns10820 S3FIFO-0.2000-1.9000 cache size    62568, 1427768 req, miss ratio 0.3047, byte miss ratio 0.3047
tencentBlock.ns10820 S3FIFO-0.2000-1.9000 cache size   125136, 1427768 req, miss ratio 0.1343, byte miss ratio 0.1343
tencentBlock.ns10820 S3FIFO-0.2500-0.9000 cache size      156, 1427768 req, miss ratio 0.5796, byte miss ratio 0.5796
tencentBlock.ns10820 S3FIFO-0.2500-0.9000 cache size      469, 1427768 req, miss ratio 0.5608, byte miss ratio 0.5608
tencentBlock.ns10820 S3FIFO-0.2500-0.9000 cache size     1564, 1427768 req, miss ratio 0.5341, byte miss ratio 0.5341
tencentBlock.ns10820 S3FIFO-0.2500-0.9000 cache size     4692, 1427768 req, miss ratio 0.5121, byte miss ratio 0.5121
tencentBlock.ns10820 S3FIFO-0.2500-0.9000 cache size    15642, 1427768 req, miss ratio 0.4647, byte miss ratio 0.4647
