tencentBlock.ns23181 S3FIFO-0.0500-0.9000 cache size       18, 1757553 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns23181 S3FIFO-0.0500-0.9000 cache size       56, 1757553 req, miss ratio 0.0414, byte miss ratio 0.0414
tencentBlock.ns23181 S3FIFO-0.0500-0.9000 cache size      188, 1757553 req, miss ratio 0.0409, byte miss ratio 0.0409
tencentBlock.ns23181 S3FIFO-0.0500-0.9000 cache size      565, 1757553 req, miss ratio 0.0407, byte miss ratio 0.0407
tencentBlock.ns23181 S3FIFO-0.0500-0.9000 cache size     1883, 1757553 req, miss ratio 0.0405, byte miss ratio 0.0405
tencentBlock.ns23181 S3FIFO-0.0500-0.9000 cache size     3767, 1757553 req, miss ratio 0.0375, byte miss ratio 0.0375
tencentBlock.ns23181 S3FIFO-0.0500-0.9000 cache size     7534, 1757553 req, miss ratio 0.0285, byte miss ratio 0.0285
tencentBlock.ns23181 S3FIFO-0.0500-0.9000 cache size    15068, 1757553 req, miss ratio 0.0201, byte miss ratio 0.0201
tencentBlock.ns23181 S3FIFO-0.0500-1.9000 cache size       18, 1757553 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns23181 S3FIFO-0.0500-1.9000 cache size       56, 1757553 req, miss ratio 0.0414, byte miss ratio 0.0414
tencentBlock.ns23181 S3FIFO-0.0500-1.9000 cache size      188, 1757553 req, miss ratio 0.0409, byte miss ratio 0.0409
tencentBlock.ns23181 S3FIFO-0.0500-1.9000 cache size      565, 1757553 req, miss ratio 0.0407, byte miss ratio 0.0407
tencentBlock.ns23181 S3FIFO-0.0500-1.9000 cache size     1883, 1757553 req, miss ratio 0.0384, byte miss ratio 0.0384
tencentBlock.ns23181 S3FIFO-0.0500-1.9000 cache size     3767, 1757553 req, miss ratio 0.0361, byte miss ratio 0.0361
tencentBlock.ns23181 S3FIFO-0.0500-1.9000 cache size     7534, 1757553 req, miss ratio 0.0285, byte miss ratio 0.0285
tencentBlock.ns23181 S3FIFO-0.0500-1.9000 cache size    15068, 1757553 req, miss ratio 0.0201, byte miss ratio 0.0201
tencentBlock.ns23181 S3FIFO-0.5500-1.9000 cache size       18, 1757553 req, miss ratio 0.0944, byte miss ratio 0.0944
tencentBlock.ns23181 S3FIFO-0.5500-1.9000 cache size       56, 1757553 req, miss ratio 0.0415, byte miss ratio 0.0415
tencentBlock.ns23181 S3FIFO-0.5500-1.9000 cache size      188, 1757553 req, miss ratio 0.0412, byte miss ratio 0.0412
tencentBlock.ns23181 S3FIFO-0.5500-1.9000 cache size      565, 1757553 req, miss ratio 0.0407, byte miss ratio 0.0407
tencentBlock.ns23181 S3FIFO-0.5500-1.9000 cache size     1883, 1757553 req, miss ratio 0.0411, byte miss ratio 0.0411
tencentBlock.ns23181 S3FIFO-0.5500-1.9000 cache size     3767, 1757553 req, miss ratio 0.0406, byte miss ratio 0.0406
tencentBlock.ns23181 S3FIFO-0.5500-1.9000 cache size     7534, 1757553 req, miss ratio 0.0243, byte miss ratio 0.0243
tencentBlock.ns23181 S3FIFO-0.5500-1.9000 cache size    15068, 1757553 req, miss ratio 0.0163, byte miss ratio 0.0163
tencentBlock.ns23181 S3FIFO-0.6000-0.9000 cache size       18, 1757553 req, miss ratio 0.0917, byte miss ratio 0.0917
tencentBlock.ns23181 S3FIFO-0.6000-0.9000 cache size       56, 1757553 req, miss ratio 0.0415, byte miss ratio 0.0415
tencentBlock.ns23181 S3FIFO-0.6000-0.9000 cache size      188, 1757553 req, miss ratio 0.0413, byte miss ratio 0.0413
tencentBlock.ns23181 S3FIFO-0.6000-0.9000 cache size      565, 1757553 req, miss ratio 0.0407, byte miss ratio 0.0407
tencentBlock.ns23181 S3FIFO-0.6000-0.9000 cache size     1883, 1757553 req, miss ratio 0.0405, byte miss ratio 0.0405
tencentBlock.ns23181 S3FIFO-0.6000-0.9000 cache size     3767, 1757553 req, miss ratio 0.0409, byte miss ratio 0.0409
tencentBlock.ns23181 S3FIFO-0.6000-0.9000 cache size     7534, 1757553 req, miss ratio 0.0234, byte miss ratio 0.0234
tencentBlock.ns23181 S3FIFO-0.6000-0.9000 cache size    15068, 1757553 req, miss ratio 0.0164, byte miss ratio 0.0164
tencentBlock.ns23181 S3FIFO-0.2500-1.9000 cache size       18, 1757553 req, miss ratio 0.0564, byte miss ratio 0.0564
tencentBlock.ns23181 S3FIFO-0.2500-1.9000 cache size       56, 1757553 req, miss ratio 0.0414, byte miss ratio 0.0414
tencentBlock.ns23181 S3FIFO-0.2500-1.9000 cache size      188, 1757553 req, miss ratio 0.0410, byte miss ratio 0.0410
tencentBlock.ns23181 S3FIFO-0.2500-1.9000 cache size      565, 1757553 req, miss ratio 0.0407, byte miss ratio 0.0407
tencentBlock.ns23181 S3FIFO-0.2500-1.9000 cache size     1883, 1757553 req, miss ratio 0.0392, byte miss ratio 0.0392
tencentBlock.ns23181 S3FIFO-0.2500-1.9000 cache size     3767, 1757553 req, miss ratio 0.0383, byte miss ratio 0.0383
tencentBlock.ns23181 S3FIFO-0.2500-1.9000 cache size     7534, 1757553 req, miss ratio 0.0277, byte miss ratio 0.0277
tencentBlock.ns23181 S3FIFO-0.2500-1.9000 cache size    15068, 1757553 req, miss ratio 0.0166, byte miss ratio 0.0166
tencentBlock.ns23181 S3FIFO-0.6500-1.9000 cache size       18, 1757553 req, miss ratio 0.0889, byte miss ratio 0.0889
tencentBlock.ns23181 S3FIFO-0.6500-1.9000 cache size       56, 1757553 req, miss ratio 0.0416, byte miss ratio 0.0416
tencentBlock.ns23181 S3FIFO-0.6500-1.9000 cache size      188, 1757553 req, miss ratio 0.0413, byte miss ratio 0.0413
tencentBlock.ns23181 S3FIFO-0.6500-1.9000 cache size      565, 1757553 req, miss ratio 0.0408, byte miss ratio 0.0408
tencentBlock.ns23181 S3FIFO-0.6500-1.9000 cache size     1883, 1757553 req, miss ratio 0.0412, byte miss ratio 0.0412
tencentBlock.ns23181 S3FIFO-0.6500-1.9000 cache size     3767, 1757553 req, miss ratio 0.0394, byte miss ratio 0.0394
tencentBlock.ns23181 S3FIFO-0.6500-1.9000 cache size     7534, 1757553 req, miss ratio 0.0231, byte miss ratio 0.0231
tencentBlock.ns23181 S3FIFO-0.6500-1.9000 cache size    15068, 1757553 req, miss ratio 0.0165, byte miss ratio 0.0165
tencentBlock.ns23181 S3FIFO-0.4000-1.9000 cache size       18, 1757553 req, miss ratio 0.0869, byte miss ratio 0.0869
tencentBlock.ns23181 S3FIFO-0.4000-1.9000 cache size       56, 1757553 req, miss ratio 0.0414, byte miss ratio 0.0414
tencentBlock.ns23181 S3FIFO-0.4000-1.9000 cache size      188, 1757553 req, miss ratio 0.0411, byte miss ratio 0.0411
tencentBlock.ns23181 S3FIFO-0.4000-1.9000 cache size      565, 1757553 req, miss ratio 0.0407, byte miss ratio 0.0407
tencentBlock.ns23181 S3FIFO-0.4000-1.9000 cache size     1883, 1757553 req, miss ratio 0.0407, byte miss ratio 0.0407
tencentBlock.ns23181 S3FIFO-0.4000-1.9000 cache size     3767, 1757553 req, miss ratio 0.0404, byte miss ratio 0.0404
tencentBlock.ns23181 S3FIFO-0.4000-1.9000 cache size     7534, 1757553 req, miss ratio 0.0242, byte miss ratio 0.0242
