cdn1_colo28.ns1343 S3FIFO-0.3500-0.9000 cache size        6, 1018895 req, miss ratio 0.8094, byte miss ratio 0.8094
cdn1_colo28.ns1343 S3FIFO-0.3500-0.9000 cache size       20, 1018895 req, miss ratio 0.4429, byte miss ratio 0.4429
cdn1_colo28.ns1343 S3FIFO-0.3500-0.9000 cache size       68, 1018895 req, miss ratio 0.2218, byte miss ratio 0.2218
cdn1_colo28.ns1343 S3FIFO-0.3500-0.9000 cache size      206, 1018895 req, miss ratio 0.1409, byte miss ratio 0.1409
cdn1_colo28.ns1343 S3FIFO-0.3500-0.9000 cache size      689, 1018895 req, miss ratio 0.0535, byte miss ratio 0.0535
cdn1_colo28.ns1343 S3FIFO-0.3500-0.9000 cache size     1379, 1018895 req, miss ratio 0.0231, byte miss ratio 0.0231
cdn1_colo28.ns1343 S3FIFO-0.3500-0.9000 cache size     2758, 1018895 req, miss ratio 0.0108, byte miss ratio 0.0108
cdn1_colo28.ns1343 S3FIFO-0.3500-0.9000 cache size     5517, 1018895 req, miss ratio 0.0069, byte miss ratio 0.0069
cdn1_colo28.ns1343 S3FIFO-0.9500-1.9000 cache size        6, 1018895 req, miss ratio 0.8715, byte miss ratio 0.8715
cdn1_colo28.ns1343 S3FIFO-0.9500-1.9000 cache size       20, 1018895 req, miss ratio 0.5833, byte miss ratio 0.5833
cdn1_colo28.ns1343 S3FIFO-0.9500-1.9000 cache size       68, 1018895 req, miss ratio 0.3021, byte miss ratio 0.3021
cdn1_colo28.ns1343 S3FIFO-0.9500-1.9000 cache size      206, 1018895 req, miss ratio 0.1768, byte miss ratio 0.1768
cdn1_colo28.ns1343 S3FIFO-0.9500-1.9000 cache size      689, 1018895 req, miss ratio 0.0721, byte miss ratio 0.0721
cdn1_colo28.ns1343 S3FIFO-0.9500-1.9000 cache size     1379, 1018895 req, miss ratio 0.0343, byte miss ratio 0.0343
cdn1_colo28.ns1343 S3FIFO-0.9500-1.9000 cache size     2758, 1018895 req, miss ratio 0.0158, byte miss ratio 0.0158
cdn1_colo28.ns1343 S3FIFO-0.9500-1.9000 cache size     5517, 1018895 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_colo28.ns1343 S3FIFO-0.0050-1.9000 cache size        6, 1018895 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1343 S3FIFO-0.0050-1.9000 cache size       20, 1018895 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1343 S3FIFO-0.0050-1.9000 cache size       68, 1018895 req, miss ratio 1.0000, byte miss ratio 1.0000
