io_traces.ns368 S3FIFO-0.9900-0.9000 cache size      137, 2800000 req, miss ratio 0.4525, byte miss ratio 0.4525
io_traces.ns368 S3FIFO-0.9900-0.9000 cache size      411, 2800000 req, miss ratio 0.4210, byte miss ratio 0.4210
io_traces.ns368 S3FIFO-0.9900-0.9000 cache size     1370, 2800000 req, miss ratio 0.4043, byte miss ratio 0.4043
io_traces.ns368 S3FIFO-0.9900-0.9000 cache size     4112, 2800000 req, miss ratio 0.3941, byte miss ratio 0.3941
io_traces.ns368 S3FIFO-0.9900-0.9000 cache size    13709, 2800000 req, miss ratio 0.3703, byte miss ratio 0.3703
io_traces.ns368 S3FIFO-0.9900-0.9000 cache size    27418, 2800000 req, miss ratio 0.2593, byte miss ratio 0.2593
io_traces.ns368 S3FIFO-0.9900-0.9000 cache size    54836, 2800000 req, miss ratio 0.1142, byte miss ratio 0.1142
io_traces.ns368 S3FIFO-0.9900-0.9000 cache size   109673, 2800000 req, miss ratio 0.0689, byte miss ratio 0.0689
io_traces.ns368 S3FIFO-0.9500-1.9000 cache size      137, 2800000 req, miss ratio 0.4478, byte miss ratio 0.4478
io_traces.ns368 S3FIFO-0.9500-1.9000 cache size      411, 2800000 req, miss ratio 0.4165, byte miss ratio 0.4165
io_traces.ns368 S3FIFO-0.9500-1.9000 cache size     1370, 2800000 req, miss ratio 0.4006, byte miss ratio 0.4006
io_traces.ns368 S3FIFO-0.9500-1.9000 cache size     4112, 2800000 req, miss ratio 0.3922, byte miss ratio 0.3922
io_traces.ns368 S3FIFO-0.9500-1.9000 cache size    13709, 2800000 req, miss ratio 0.3675, byte miss ratio 0.3675
io_traces.ns368 S3FIFO-0.9500-1.9000 cache size    27418, 2800000 req, miss ratio 0.2596, byte miss ratio 0.2596
io_traces.ns368 S3FIFO-0.9500-1.9000 cache size    54836, 2800000 req, miss ratio 0.1134, byte miss ratio 0.1134
io_traces.ns368 S3FIFO-0.9500-1.9000 cache size   109673, 2800000 req, miss ratio 0.0692, byte miss ratio 0.0692
io_traces.ns368 S3FIFO-0.6000-0.9000 cache size      137, 2800000 req, miss ratio 0.4134, byte miss ratio 0.4134
io_traces.ns368 S3FIFO-0.6000-0.9000 cache size      411, 2800000 req, miss ratio 0.4000, byte miss ratio 0.4000
io_traces.ns368 S3FIFO-0.6000-0.9000 cache size     1370, 2800000 req, miss ratio 0.3937, byte miss ratio 0.3937
io_traces.ns368 S3FIFO-0.6000-0.9000 cache size     4112, 2800000 req, miss ratio 0.3886, byte miss ratio 0.3886
io_traces.ns368 S3FIFO-0.6000-0.9000 cache size    13709, 2800000 req, miss ratio 0.3483, byte miss ratio 0.3483
io_traces.ns368 S3FIFO-0.6000-0.9000 cache size    27418, 2800000 req, miss ratio 0.2774, byte miss ratio 0.2774
io_traces.ns368 S3FIFO-0.6000-0.9000 cache size    54836, 2800000 req, miss ratio 0.0982, byte miss ratio 0.0982
io_traces.ns368 S3FIFO-0.6000-0.9000 cache size   109673, 2800000 req, miss ratio 0.0592, byte miss ratio 0.0592
io_traces.ns368 S3FIFO-0.0050-0.9000 cache size      137, 2800000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns368 S3FIFO-0.0050-0.9000 cache size      411, 2800000 req, miss ratio 0.4081, byte miss ratio 0.4081
io_traces.ns368 S3FIFO-0.0050-0.9000 cache size     1370, 2800000 req, miss ratio 0.3998, byte miss ratio 0.3998
io_traces.ns368 S3FIFO-0.0050-0.9000 cache size     4112, 2800000 req, miss ratio 0.3753, byte miss ratio 0.3753
io_traces.ns368 S3FIFO-0.0050-0.9000 cache size    13709, 2800000 req, miss ratio 0.2817, byte miss ratio 0.2817
io_traces.ns368 S3FIFO-0.0050-0.9000 cache size    27418, 2800000 req, miss ratio 0.1761, byte miss ratio 0.1761
io_traces.ns368 S3FIFO-0.0050-0.9000 cache size    54836, 2800000 req, miss ratio 0.0651, byte miss ratio 0.0651
io_traces.ns368 S3FIFO-0.0050-0.9000 cache size   109673, 2800000 req, miss ratio 0.0553, byte miss ratio 0.0553
io_traces.ns368 S3FIFO-0.3000-0.9000 cache size      137, 2800000 req, miss ratio 0.4104, byte miss ratio 0.4104
io_traces.ns368 S3FIFO-0.3000-0.9000 cache size      411, 2800000 req, miss ratio 0.3984, byte miss ratio 0.3984
io_traces.ns368 S3FIFO-0.3000-0.9000 cache size     1370, 2800000 req, miss ratio 0.3932, byte miss ratio 0.3932
io_traces.ns368 S3FIFO-0.3000-0.9000 cache size     4112, 2800000 req, miss ratio 0.3799, byte miss ratio 0.3799
io_traces.ns368 S3FIFO-0.3000-0.9000 cache size    13709, 2800000 req, miss ratio 0.3157, byte miss ratio 0.3157
io_traces.ns368 S3FIFO-0.3000-0.9000 cache size    27418, 2800000 req, miss ratio 0.2568, byte miss ratio 0.2568
io_traces.ns368 S3FIFO-0.3000-0.9000 cache size    54836, 2800000 req, miss ratio 0.0781, byte miss ratio 0.0781
io_traces.ns368 S3FIFO-0.3000-0.9000 cache size   109673, 2800000 req, miss ratio 0.0554, byte miss ratio 0.0554
io_traces.ns368 S3FIFO-0.7500-0.9000 cache size      137, 2800000 req, miss ratio 0.4206, byte miss ratio 0.4206
io_traces.ns368 S3FIFO-0.7500-0.9000 cache size      411, 2800000 req, miss ratio 0.4040, byte miss ratio 0.4040
io_traces.ns368 S3FIFO-0.7500-0.9000 cache size     1370, 2800000 req, miss ratio 0.3944, byte miss ratio 0.3944
io_traces.ns368 S3FIFO-0.7500-0.9000 cache size     4112, 2800000 req, miss ratio 0.3907, byte miss ratio 0.3907
io_traces.ns368 S3FIFO-0.7500-0.9000 cache size    13709, 2800000 req, miss ratio 0.3659, byte miss ratio 0.3659
io_traces.ns368 S3FIFO-0.7500-0.9000 cache size    27418, 2800000 req, miss ratio 0.2684, byte miss ratio 0.2684
io_traces.ns368 S3FIFO-0.7500-0.9000 cache size    54836, 2800000 req, miss ratio 0.1065, byte miss ratio 0.1065
io_traces.ns368 S3FIFO-0.7500-0.9000 cache size   109673, 2800000 req, miss ratio 0.0648, byte miss ratio 0.0648
io_traces.ns368 S3FIFO-0.3000-1.9000 cache size      137, 2800000 req, miss ratio 0.4099, byte miss ratio 0.4099
io_traces.ns368 S3FIFO-0.3000-1.9000 cache size      411, 2800000 req, miss ratio 0.3975, byte miss ratio 0.3975
io_traces.ns368 S3FIFO-0.3000-1.9000 cache size     1370, 2800000 req, miss ratio 0.3929, byte miss ratio 0.3929
io_traces.ns368 S3FIFO-0.3000-1.9000 cache size     4112, 2800000 req, miss ratio 0.3802, byte miss ratio 0.3802
io_traces.ns368 S3FIFO-0.3000-1.9000 cache size    13709, 2800000 req, miss ratio 0.3575, byte miss ratio 0.3575
io_traces.ns368 S3FIFO-0.3000-1.9000 cache size    27418, 2800000 req, miss ratio 0.2617, byte miss ratio 0.2617
io_traces.ns368 S3FIFO-0.3000-1.9000 cache size    54836, 2800000 req, miss ratio 0.0779, byte miss ratio 0.0779
io_traces.ns368 S3FIFO-0.3000-1.9000 cache size   109673, 2800000 req, miss ratio 0.0554, byte miss ratio 0.0554
io_traces.ns368 S3FIFO-0.8000-0.9000 cache size      137, 2800000 req, miss ratio 0.4260, byte miss ratio 0.4260
io_traces.ns368 S3FIFO-0.8000-0.9000 cache size      411, 2800000 req, miss ratio 0.4057, byte miss ratio 0.4057
io_traces.ns368 S3FIFO-0.8000-0.9000 cache size     1370, 2800000 req, miss ratio 0.3947, byte miss ratio 0.3947
io_traces.ns368 S3FIFO-0.8000-0.9000 cache size     4112, 2800000 req, miss ratio 0.3911, byte miss ratio 0.3911
io_traces.ns368 S3FIFO-0.8000-0.9000 cache size    13709, 2800000 req, miss ratio 0.3699, byte miss ratio 0.3699
io_traces.ns368 S3FIFO-0.8000-0.9000 cache size    27418, 2800000 req, miss ratio 0.2647, byte miss ratio 0.2647
io_traces.ns368 S3FIFO-0.8000-0.9000 cache size    54836, 2800000 req, miss ratio 0.1096, byte miss ratio 0.1096
io_traces.ns368 S3FIFO-0.8000-0.9000 cache size   109673, 2800000 req, miss ratio 0.0664, byte miss ratio 0.0664
io_traces.ns368 S3FIFO-0.7000-1.9000 cache size      137, 2800000 req, miss ratio 0.4172, byte miss ratio 0.4172
io_traces.ns368 S3FIFO-0.7000-1.9000 cache size      411, 2800000 req, miss ratio 0.4024, byte miss ratio 0.4024
io_traces.ns368 S3FIFO-0.7000-1.9000 cache size     1370, 2800000 req, miss ratio 0.3941, byte miss ratio 0.3941
io_traces.ns368 S3FIFO-0.7000-1.9000 cache size     4112, 2800000 req, miss ratio 0.3903, byte miss ratio 0.3903
io_traces.ns368 S3FIFO-0.7000-1.9000 cache size    13709, 2800000 req, miss ratio 0.3708, byte miss ratio 0.3708
io_traces.ns368 S3FIFO-0.7000-1.9000 cache size    27418, 2800000 req, miss ratio 0.2696, byte miss ratio 0.2696
io_traces.ns368 S3FIFO-0.7000-1.9000 cache size    54836, 2800000 req, miss ratio 0.1037, byte miss ratio 0.1037
io_traces.ns368 S3FIFO-0.7000-1.9000 cache size   109673, 2800000 req, miss ratio 0.0629, byte miss ratio 0.0629
io_traces.ns368 S3FIFO-0.8500-1.9000 cache size      137, 2800000 req, miss ratio 0.4335, byte miss ratio 0.4335
io_traces.ns368 S3FIFO-0.8500-1.9000 cache size      411, 2800000 req, miss ratio 0.4079, byte miss ratio 0.4079
io_traces.ns368 S3FIFO-0.8500-1.9000 cache size     1370, 2800000 req, miss ratio 0.3955, byte miss ratio 0.3955
io_traces.ns368 S3FIFO-0.8500-1.9000 cache size     4112, 2800000 req, miss ratio 0.3910, byte miss ratio 0.3910
io_traces.ns368 S3FIFO-0.8500-1.9000 cache size    13709, 2800000 req, miss ratio 0.3707, byte miss ratio 0.3707
io_traces.ns368 S3FIFO-0.8500-1.9000 cache size    27418, 2800000 req, miss ratio 0.2637, byte miss ratio 0.2637
io_traces.ns368 S3FIFO-0.8500-1.9000 cache size    54836, 2800000 req, miss ratio 0.1103, byte miss ratio 0.1103
io_traces.ns368 S3FIFO-0.8500-1.9000 cache size   109673, 2800000 req, miss ratio 0.0678, byte miss ratio 0.0678
io_traces.ns368 S3FIFO-0.8000-1.9000 cache size      137, 2800000 req, miss ratio 0.4265, byte miss ratio 0.4265
io_traces.ns368 S3FIFO-0.8000-1.9000 cache size      411, 2800000 req, miss ratio 0.4059, byte miss ratio 0.4059
io_traces.ns368 S3FIFO-0.8000-1.9000 cache size     1370, 2800000 req, miss ratio 0.3948, byte miss ratio 0.3948
io_traces.ns368 S3FIFO-0.8000-1.9000 cache size     4112, 2800000 req, miss ratio 0.3909, byte miss ratio 0.3909
io_traces.ns368 S3FIFO-0.8000-1.9000 cache size    13709, 2800000 req, miss ratio 0.3713, byte miss ratio 0.3713
io_traces.ns368 S3FIFO-0.8000-1.9000 cache size    27418, 2800000 req, miss ratio 0.2636, byte miss ratio 0.2636
io_traces.ns368 S3FIFO-0.8000-1.9000 cache size    54836, 2800000 req, miss ratio 0.1090, byte miss ratio 0.1090
io_traces.ns368 S3FIFO-0.8000-1.9000 cache size   109673, 2800000 req, miss ratio 0.0664, byte miss ratio 0.0664
io_traces.ns368 S3FIFO-0.4000-0.9000 cache size      137, 2800000 req, miss ratio 0.4107, byte miss ratio 0.4107
io_traces.ns368 S3FIFO-0.4000-0.9000 cache size      411, 2800000 req, miss ratio 0.3983, byte miss ratio 0.3983
io_traces.ns368 S3FIFO-0.4000-0.9000 cache size     1370, 2800000 req, miss ratio 0.3932, byte miss ratio 0.3932
io_traces.ns368 S3FIFO-0.4000-0.9000 cache size     4112, 2800000 req, miss ratio 0.3837, byte miss ratio 0.3837
io_traces.ns368 S3FIFO-0.4000-0.9000 cache size    13709, 2800000 req, miss ratio 0.3265, byte miss ratio 0.3265
io_traces.ns368 S3FIFO-0.4000-0.9000 cache size    27418, 2800000 req, miss ratio 0.2749, byte miss ratio 0.2749
io_traces.ns368 S3FIFO-0.4000-0.9000 cache size    54836, 2800000 req, miss ratio 0.0827, byte miss ratio 0.0827
io_traces.ns368 S3FIFO-0.4000-0.9000 cache size   109673, 2800000 req, miss ratio 0.0555, byte miss ratio 0.0555
io_traces.ns368 S3FIFO-0.0100-0.9000 cache size      137, 2800000 req, miss ratio 0.4191, byte miss ratio 0.4191
io_traces.ns368 S3FIFO-0.0100-0.9000 cache size      411, 2800000 req, miss ratio 0.4074, byte miss ratio 0.4074
io_traces.ns368 S3FIFO-0.0100-0.9000 cache size     1370, 2800000 req, miss ratio 0.3961, byte miss ratio 0.3961
io_traces.ns368 S3FIFO-0.0100-0.9000 cache size     4112, 2800000 req, miss ratio 0.3738, byte miss ratio 0.3738
io_traces.ns368 S3FIFO-0.0100-0.9000 cache size    13709, 2800000 req, miss ratio 0.2814, byte miss ratio 0.2814
io_traces.ns368 S3FIFO-0.0100-0.9000 cache size    27418, 2800000 req, miss ratio 0.1769, byte miss ratio 0.1769
io_traces.ns368 S3FIFO-0.0100-0.9000 cache size    54836, 2800000 req, miss ratio 0.0651, byte miss ratio 0.0651
io_traces.ns368 S3FIFO-0.0100-0.9000 cache size   109673, 2800000 req, miss ratio 0.0553, byte miss ratio 0.0553
io_traces.ns368 S3FIFO-0.2000-0.9000 cache size      137, 2800000 req, miss ratio 0.4106, byte miss ratio 0.4106
io_traces.ns368 S3FIFO-0.2000-0.9000 cache size      411, 2800000 req, miss ratio 0.3988, byte miss ratio 0.3988
io_traces.ns368 S3FIFO-0.2000-0.9000 cache size     1370, 2800000 req, miss ratio 0.3933, byte miss ratio 0.3933
io_traces.ns368 S3FIFO-0.2000-0.9000 cache size     4112, 2800000 req, miss ratio 0.3770, byte miss ratio 0.3770
io_traces.ns368 S3FIFO-0.2000-0.9000 cache size    13709, 2800000 req, miss ratio 0.3051, byte miss ratio 0.3051
io_traces.ns368 S3FIFO-0.2000-0.9000 cache size    27418, 2800000 req, miss ratio 0.2282, byte miss ratio 0.2282
io_traces.ns368 S3FIFO-0.2000-0.9000 cache size    54836, 2800000 req, miss ratio 0.0720, byte miss ratio 0.0720
io_traces.ns368 S3FIFO-0.2000-0.9000 cache size   109673, 2800000 req, miss ratio 0.0553, byte miss ratio 0.0553
io_traces.ns368 S3FIFO-0.2000-1.9000 cache size      137, 2800000 req, miss ratio 0.4099, byte miss ratio 0.4099
io_traces.ns368 S3FIFO-0.2000-1.9000 cache size      411, 2800000 req, miss ratio 0.3976, byte miss ratio 0.3976
io_traces.ns368 S3FIFO-0.2000-1.9000 cache size     1370, 2800000 req, miss ratio 0.3930, byte miss ratio 0.3930
io_traces.ns368 S3FIFO-0.2000-1.9000 cache size     4112, 2800000 req, miss ratio 0.3783, byte miss ratio 0.3783
io_traces.ns368 S3FIFO-0.2000-1.9000 cache size    13709, 2800000 req, miss ratio 0.3503, byte miss ratio 0.3503
