cdn1_allcolo.ns473 S3FIFO-0.0050-1.9000 cache size      170, 33544948 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns473 S3FIFO-0.0050-1.9000 cache size      511, 33544948 req, miss ratio 0.4659, byte miss ratio 0.4659
cdn1_allcolo.ns473 S3FIFO-0.0050-1.9000 cache size     1705, 33544948 req, miss ratio 0.3136, byte miss ratio 0.3136
cdn1_allcolo.ns473 S3FIFO-0.0050-1.9000 cache size     5117, 33544948 req, miss ratio 0.1703, byte miss ratio 0.1703
cdn1_allcolo.ns473 S3FIFO-0.0050-1.9000 cache size    17058, 33544948 req, miss ratio 0.0446, byte miss ratio 0.0446
cdn1_allcolo.ns473 S3FIFO-0.0050-1.9000 cache size    34117, 33544948 req, miss ratio 0.0151, byte miss ratio 0.0151
cdn1_allcolo.ns473 S3FIFO-0.0050-1.9000 cache size    68234, 33544948 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns473 S3FIFO-0.0050-1.9000 cache size   136468, 33544948 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns473 S3FIFO-0.3000-0.9000 cache size      170, 33544948 req, miss ratio 0.6032, byte miss ratio 0.6032
cdn1_allcolo.ns473 S3FIFO-0.3000-0.9000 cache size      511, 33544948 req, miss ratio 0.4876, byte miss ratio 0.4876
cdn1_allcolo.ns473 S3FIFO-0.3000-0.9000 cache size     1705, 33544948 req, miss ratio 0.3333, byte miss ratio 0.3333
cdn1_allcolo.ns473 S3FIFO-0.3000-0.9000 cache size     5117, 33544948 req, miss ratio 0.1864, byte miss ratio 0.1864
cdn1_allcolo.ns473 S3FIFO-0.3000-0.9000 cache size    17058, 33544948 req, miss ratio 0.0537, byte miss ratio 0.0537
cdn1_allcolo.ns473 S3FIFO-0.3000-0.9000 cache size    34117, 33544948 req, miss ratio 0.0185, byte miss ratio 0.0185
cdn1_allcolo.ns473 S3FIFO-0.3000-0.9000 cache size    68234, 33544948 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_allcolo.ns473 S3FIFO-0.3000-0.9000 cache size   136468, 33544948 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns473 S3FIFO-0.2000-0.9000 cache size      170, 33544948 req, miss ratio 0.5934, byte miss ratio 0.5934
cdn1_allcolo.ns473 S3FIFO-0.2000-0.9000 cache size      511, 33544948 req, miss ratio 0.4761, byte miss ratio 0.4761
cdn1_allcolo.ns473 S3FIFO-0.2000-0.9000 cache size     1705, 33544948 req, miss ratio 0.3219, byte miss ratio 0.3219
cdn1_allcolo.ns473 S3FIFO-0.2000-0.9000 cache size     5117, 33544948 req, miss ratio 0.1777, byte miss ratio 0.1777
cdn1_allcolo.ns473 S3FIFO-0.2000-0.9000 cache size    17058, 33544948 req, miss ratio 0.0500, byte miss ratio 0.0500
cdn1_allcolo.ns473 S3FIFO-0.2000-0.9000 cache size    34117, 33544948 req, miss ratio 0.0171, byte miss ratio 0.0171
cdn1_allcolo.ns473 S3FIFO-0.2000-0.9000 cache size    68234, 33544948 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns473 S3FIFO-0.2000-0.9000 cache size   136468, 33544948 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns473 S3FIFO-0.7000-1.9000 cache size      170, 33544948 req, miss ratio 0.6635, byte miss ratio 0.6635
cdn1_allcolo.ns473 S3FIFO-0.7000-1.9000 cache size      511, 33544948 req, miss ratio 0.5536, byte miss ratio 0.5536
cdn1_allcolo.ns473 S3FIFO-0.7000-1.9000 cache size     1705, 33544948 req, miss ratio 0.3931, byte miss ratio 0.3931
cdn1_allcolo.ns473 S3FIFO-0.7000-1.9000 cache size     5117, 33544948 req, miss ratio 0.2213, byte miss ratio 0.2213
cdn1_allcolo.ns473 S3FIFO-0.7000-1.9000 cache size    17058, 33544948 req, miss ratio 0.0680, byte miss ratio 0.0680
cdn1_allcolo.ns473 S3FIFO-0.7000-1.9000 cache size    34117, 33544948 req, miss ratio 0.0251, byte miss ratio 0.0251
cdn1_allcolo.ns473 S3FIFO-0.7000-1.9000 cache size    68234, 33544948 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_allcolo.ns473 S3FIFO-0.7000-1.9000 cache size   136468, 33544948 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns473 S3FIFO-0.2500-0.9000 cache size      170, 33544948 req, miss ratio 0.5979, byte miss ratio 0.5979
cdn1_allcolo.ns473 S3FIFO-0.2500-0.9000 cache size      511, 33544948 req, miss ratio 0.4816, byte miss ratio 0.4816
cdn1_allcolo.ns473 S3FIFO-0.2500-0.9000 cache size     1705, 33544948 req, miss ratio 0.3275, byte miss ratio 0.3275
cdn1_allcolo.ns473 S3FIFO-0.2500-0.9000 cache size     5117, 33544948 req, miss ratio 0.1820, byte miss ratio 0.1820
cdn1_allcolo.ns473 S3FIFO-0.2500-0.9000 cache size    17058, 33544948 req, miss ratio 0.0518, byte miss ratio 0.0518
cdn1_allcolo.ns473 S3FIFO-0.2500-0.9000 cache size    34117, 33544948 req, miss ratio 0.0178, byte miss ratio 0.0178
cdn1_allcolo.ns473 S3FIFO-0.2500-0.9000 cache size    68234, 33544948 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_allcolo.ns473 S3FIFO-0.2500-0.9000 cache size   136468, 33544948 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns473 S3FIFO-0.0100-1.9000 cache size      170, 33544948 req, miss ratio 0.5834, byte miss ratio 0.5834
cdn1_allcolo.ns473 S3FIFO-0.0100-1.9000 cache size      511, 33544948 req, miss ratio 0.4665, byte miss ratio 0.4665
cdn1_allcolo.ns473 S3FIFO-0.0100-1.9000 cache size     1705, 33544948 req, miss ratio 0.3138, byte miss ratio 0.3138
cdn1_allcolo.ns473 S3FIFO-0.0100-1.9000 cache size     5117, 33544948 req, miss ratio 0.1705, byte miss ratio 0.1705
cdn1_allcolo.ns473 S3FIFO-0.0100-1.9000 cache size    17058, 33544948 req, miss ratio 0.0447, byte miss ratio 0.0447
cdn1_allcolo.ns473 S3FIFO-0.0100-1.9000 cache size    34117, 33544948 req, miss ratio 0.0152, byte miss ratio 0.0152
cdn1_allcolo.ns473 S3FIFO-0.0100-1.9000 cache size    68234, 33544948 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns473 S3FIFO-0.0100-1.9000 cache size   136468, 33544948 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns473 S3FIFO-0.0100-0.9000 cache size      170, 33544948 req, miss ratio 0.5761, byte miss ratio 0.5761
cdn1_allcolo.ns473 S3FIFO-0.0100-0.9000 cache size      511, 33544948 req, miss ratio 0.4570, byte miss ratio 0.4570
cdn1_allcolo.ns473 S3FIFO-0.0100-0.9000 cache size     1705, 33544948 req, miss ratio 0.3034, byte miss ratio 0.3034
cdn1_allcolo.ns473 S3FIFO-0.0100-0.9000 cache size     5117, 33544948 req, miss ratio 0.1629, byte miss ratio 0.1629
cdn1_allcolo.ns473 S3FIFO-0.0100-0.9000 cache size    17058, 33544948 req, miss ratio 0.0433, byte miss ratio 0.0433
cdn1_allcolo.ns473 S3FIFO-0.0100-0.9000 cache size    34117, 33544948 req, miss ratio 0.0148, byte miss ratio 0.0148
