cdn1_colo28.ns76 S3FIFO-0.0500-0.9000 cache size     1121, 10355237 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns76 S3FIFO-0.9000-0.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.9000-0.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.2000-1.9000 cache size     1121, 10355237 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns76 S3FIFO-0.2000-1.9000 cache size     3363, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.2000-1.9000 cache size    11212, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.2000-1.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.2000-1.9000 cache size   112121, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.2000-1.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.2000-1.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.2000-1.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.0500-1.9000 cache size     1121, 10355237 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns76 S3FIFO-0.0500-1.9000 cache size     3363, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.0500-1.9000 cache size    11212, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.0500-1.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.0500-1.9000 cache size   112121, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.0500-1.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.0500-1.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.0500-1.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.1000-0.9000 cache size     1121, 10355237 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns76 S3FIFO-0.1000-0.9000 cache size     3363, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.1000-0.9000 cache size    11212, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.1000-0.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.1000-0.9000 cache size   112121, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.1000-0.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.1000-0.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.1000-0.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.0050-1.9000 cache size     1121, 10355237 req, miss ratio 0.1130, byte miss ratio 0.1130
cdn1_colo28.ns76 S3FIFO-0.0050-1.9000 cache size     3363, 10355237 req, miss ratio 0.1088, byte miss ratio 0.1088
cdn1_colo28.ns76 S3FIFO-0.0050-1.9000 cache size    11212, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.0050-1.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.0050-1.9000 cache size   112121, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.0050-1.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.0050-1.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.0050-1.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.8000-1.9000 cache size     1121, 10355237 req, miss ratio 0.1087, byte miss ratio 0.1087
cdn1_colo28.ns76 S3FIFO-0.8000-1.9000 cache size     3363, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.8000-1.9000 cache size    11212, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.8000-1.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.8000-1.9000 cache size   112121, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.8000-1.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.8000-1.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.8000-1.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.9500-0.9000 cache size     1121, 10355237 req, miss ratio 0.1090, byte miss ratio 0.1090
cdn1_colo28.ns76 S3FIFO-0.9500-0.9000 cache size     3363, 10355237 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns76 S3FIFO-0.9500-0.9000 cache size    11212, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.9500-0.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.9500-0.9000 cache size   112121, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.9500-0.9000 cache size   224243, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.9500-0.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.9500-0.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.3000-1.9000 cache size     1121, 10355237 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns76 S3FIFO-0.3000-1.9000 cache size     3363, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.3000-1.9000 cache size    11212, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.3000-1.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.3000-1.9000 cache size   112121, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.3000-1.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.3000-1.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.3000-1.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.2000-0.9000 cache size     1121, 10355237 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns76 S3FIFO-0.2000-0.9000 cache size     3363, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.2000-0.9000 cache size    11212, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.2000-0.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.2000-0.9000 cache size   112121, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.2000-0.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.2000-0.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.2000-0.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.3500-0.9000 cache size     1121, 10355237 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns76 S3FIFO-0.3500-0.9000 cache size     3363, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.3500-0.9000 cache size    11212, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.3500-0.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.3500-0.9000 cache size   112121, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.3500-0.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.3500-0.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.3500-0.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.4000-1.9000 cache size     1121, 10355237 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns76 S3FIFO-0.4000-1.9000 cache size     3363, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.4000-1.9000 cache size    11212, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.4000-1.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.4000-1.9000 cache size   112121, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.4000-1.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.4000-1.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.4000-1.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.3000-0.9000 cache size     1121, 10355237 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns76 S3FIFO-0.3000-0.9000 cache size     3363, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.3000-0.9000 cache size    11212, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.3000-0.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.3000-0.9000 cache size   112121, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.3000-0.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.3000-0.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.3000-0.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.4000-0.9000 cache size     1121, 10355237 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns76 S3FIFO-0.4000-0.9000 cache size     3363, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.4000-0.9000 cache size    11212, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.4000-0.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.4000-0.9000 cache size   112121, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.4000-0.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.4000-0.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.4000-0.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.6500-1.9000 cache size     1121, 10355237 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns76 S3FIFO-0.6500-1.9000 cache size     3363, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.6500-1.9000 cache size    11212, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.6500-1.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.6500-1.9000 cache size   112121, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.6500-1.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.6500-1.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.6500-1.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.8500-1.9000 cache size     1121, 10355237 req, miss ratio 0.1088, byte miss ratio 0.1088
cdn1_colo28.ns76 S3FIFO-0.8500-1.9000 cache size     3363, 10355237 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns76 S3FIFO-0.8500-1.9000 cache size    11212, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.8500-1.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.8500-1.9000 cache size   112121, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.8500-1.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.8500-1.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.8500-1.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.0010-1.9000 cache size     1121, 10355237 req, miss ratio 0.1264, byte miss ratio 0.1264
cdn1_colo28.ns76 S3FIFO-0.0010-1.9000 cache size     3363, 10355237 req, miss ratio 0.1174, byte miss ratio 0.1174
cdn1_colo28.ns76 S3FIFO-0.0010-1.9000 cache size    11212, 10355237 req, miss ratio 0.1092, byte miss ratio 0.1092
cdn1_colo28.ns76 S3FIFO-0.0010-1.9000 cache size    33636, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.0010-1.9000 cache size   112121, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.0010-1.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.0010-1.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.0010-1.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.5500-0.9000 cache size     1121, 10355237 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns76 S3FIFO-0.5500-0.9000 cache size     3363, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.5500-0.9000 cache size    11212, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.5500-0.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.5500-0.9000 cache size   112121, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.5500-0.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.5500-0.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.5500-0.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.7000-1.9000 cache size     1121, 10355237 req, miss ratio 0.1087, byte miss ratio 0.1087
cdn1_colo28.ns76 S3FIFO-0.7000-1.9000 cache size     3363, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.7000-1.9000 cache size    11212, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.7000-1.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.7000-1.9000 cache size   112121, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.7000-1.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.7000-1.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.7000-1.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.2500-0.9000 cache size     1121, 10355237 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns76 S3FIFO-0.2500-0.9000 cache size     3363, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.2500-0.9000 cache size    11212, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.2500-0.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.2500-0.9000 cache size   112121, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.2500-0.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.2500-0.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.2500-0.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.9900-1.9000 cache size     1121, 10355237 req, miss ratio 0.1093, byte miss ratio 0.1093
cdn1_colo28.ns76 S3FIFO-0.9900-1.9000 cache size     3363, 10355237 req, miss ratio 0.1088, byte miss ratio 0.1088
cdn1_colo28.ns76 S3FIFO-0.9900-1.9000 cache size    11212, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.9900-1.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.9900-1.9000 cache size   112121, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.9900-1.9000 cache size   224243, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.9900-1.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.9900-1.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.9000-1.9000 cache size     1121, 10355237 req, miss ratio 0.1089, byte miss ratio 0.1089
cdn1_colo28.ns76 S3FIFO-0.9000-1.9000 cache size     3363, 10355237 req, miss ratio 0.1086, byte miss ratio 0.1086
cdn1_colo28.ns76 S3FIFO-0.9000-1.9000 cache size    11212, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.9000-1.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.9000-1.9000 cache size   112121, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_colo28.ns76 S3FIFO-0.9000-1.9000 cache size   224243, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.9000-1.9000 cache size   448486, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.9000-1.9000 cache size   896973, 10355237 req, miss ratio 0.1083, byte miss ratio 0.1083
cdn1_colo28.ns76 S3FIFO-0.9900-0.9000 cache size     1121, 10355237 req, miss ratio 0.1093, byte miss ratio 0.1093
cdn1_colo28.ns76 S3FIFO-0.9900-0.9000 cache size     3363, 10355237 req, miss ratio 0.1088, byte miss ratio 0.1088
cdn1_colo28.ns76 S3FIFO-0.9900-0.9000 cache size    11212, 10355237 req, miss ratio 0.1085, byte miss ratio 0.1085
cdn1_colo28.ns76 S3FIFO-0.9900-0.9000 cache size    33636, 10355237 req, miss ratio 0.1084, byte miss ratio 0.1084
