io_traces.ns28 S3FIFO-0.8500-0.9000 cache size     8678, 14400000 req, miss ratio 0.8295, byte miss ratio 0.8295
io_traces.ns28 S3FIFO-0.8500-0.9000 cache size    26035, 14400000 req, miss ratio 0.8266, byte miss ratio 0.8266
io_traces.ns28 S3FIFO-0.8500-0.9000 cache size    86784, 14400000 req, miss ratio 0.8066, byte miss ratio 0.8066
io_traces.ns28 S3FIFO-0.8500-0.9000 cache size   260352, 14400000 req, miss ratio 0.7640, byte miss ratio 0.7640
io_traces.ns28 S3FIFO-0.8500-0.9000 cache size   867841, 14400000 req, miss ratio 0.7312, byte miss ratio 0.7312
io_traces.ns28 S3FIFO-0.8500-0.9000 cache size  1735683, 14400000 req, miss ratio 0.7158, byte miss ratio 0.7158
io_traces.ns28 S3FIFO-0.8500-0.9000 cache size  3471366, 14400000 req, miss ratio 0.6620, byte miss ratio 0.6620
io_traces.ns28 S3FIFO-0.8500-0.9000 cache size  6942732, 14400000 req, miss ratio 0.6103, byte miss ratio 0.6103
io_traces.ns28 S3FIFO-0.8500-1.9000 cache size     8678, 14400000 req, miss ratio 0.8295, byte miss ratio 0.8295
io_traces.ns28 S3FIFO-0.8500-1.9000 cache size    26035, 14400000 req, miss ratio 0.8267, byte miss ratio 0.8267
io_traces.ns28 S3FIFO-0.8500-1.9000 cache size    86784, 14400000 req, miss ratio 0.8070, byte miss ratio 0.8070
io_traces.ns28 S3FIFO-0.8500-1.9000 cache size   260352, 14400000 req, miss ratio 0.7645, byte miss ratio 0.7645
io_traces.ns28 S3FIFO-0.8500-1.9000 cache size   867841, 14400000 req, miss ratio 0.7317, byte miss ratio 0.7317
io_traces.ns28 S3FIFO-0.8500-1.9000 cache size  1735683, 14400000 req, miss ratio 0.7117, byte miss ratio 0.7117
io_traces.ns28 S3FIFO-0.8500-1.9000 cache size  3471366, 14400000 req, miss ratio 0.6621, byte miss ratio 0.6621
io_traces.ns28 S3FIFO-0.8500-1.9000 cache size  6942732, 14400000 req, miss ratio 0.6103, byte miss ratio 0.6103
io_traces.ns28 S3FIFO-0.2000-1.9000 cache size     8678, 14400000 req, miss ratio 0.8273, byte miss ratio 0.8273
io_traces.ns28 S3FIFO-0.2000-1.9000 cache size    26035, 14400000 req, miss ratio 0.8173, byte miss ratio 0.8173
io_traces.ns28 S3FIFO-0.2000-1.9000 cache size    86784, 14400000 req, miss ratio 0.7501, byte miss ratio 0.7501
io_traces.ns28 S3FIFO-0.2000-1.9000 cache size   260352, 14400000 req, miss ratio 0.7324, byte miss ratio 0.7324
io_traces.ns28 S3FIFO-0.2000-1.9000 cache size   867841, 14400000 req, miss ratio 0.7082, byte miss ratio 0.7082
io_traces.ns28 S3FIFO-0.2000-1.9000 cache size  1735683, 14400000 req, miss ratio 0.6973, byte miss ratio 0.6973
io_traces.ns28 S3FIFO-0.2000-1.9000 cache size  3471366, 14400000 req, miss ratio 0.6525, byte miss ratio 0.6525
io_traces.ns28 S3FIFO-0.2000-1.9000 cache size  6942732, 14400000 req, miss ratio 0.6100, byte miss ratio 0.6100
io_traces.ns28 S3FIFO-0.3000-0.9000 cache size     8678, 14400000 req, miss ratio 0.8294, byte miss ratio 0.8294
io_traces.ns28 S3FIFO-0.3000-0.9000 cache size    26035, 14400000 req, miss ratio 0.8246, byte miss ratio 0.8246
io_traces.ns28 S3FIFO-0.3000-0.9000 cache size    86784, 14400000 req, miss ratio 0.7630, byte miss ratio 0.7630
io_traces.ns28 S3FIFO-0.3000-0.9000 cache size   260352, 14400000 req, miss ratio 0.7328, byte miss ratio 0.7328
io_traces.ns28 S3FIFO-0.3000-0.9000 cache size   867841, 14400000 req, miss ratio 0.7163, byte miss ratio 0.7163
io_traces.ns28 S3FIFO-0.3000-0.9000 cache size  1735683, 14400000 req, miss ratio 0.6996, byte miss ratio 0.6996
io_traces.ns28 S3FIFO-0.3000-0.9000 cache size  3471366, 14400000 req, miss ratio 0.6524, byte miss ratio 0.6524
io_traces.ns28 S3FIFO-0.3000-0.9000 cache size  6942732, 14400000 req, miss ratio 0.6100, byte miss ratio 0.6100
io_traces.ns28 S3FIFO-0.3500-1.9000 cache size     8678, 14400000 req, miss ratio 0.8283, byte miss ratio 0.8283
io_traces.ns28 S3FIFO-0.3500-1.9000 cache size    26035, 14400000 req, miss ratio 0.8202, byte miss ratio 0.8202
io_traces.ns28 S3FIFO-0.3500-1.9000 cache size    86784, 14400000 req, miss ratio 0.7635, byte miss ratio 0.7635
io_traces.ns28 S3FIFO-0.3500-1.9000 cache size   260352, 14400000 req, miss ratio 0.7325, byte miss ratio 0.7325
io_traces.ns28 S3FIFO-0.3500-1.9000 cache size   867841, 14400000 req, miss ratio 0.7102, byte miss ratio 0.7102
io_traces.ns28 S3FIFO-0.3500-1.9000 cache size  1735683, 14400000 req, miss ratio 0.6997, byte miss ratio 0.6997
io_traces.ns28 S3FIFO-0.3500-1.9000 cache size  3471366, 14400000 req, miss ratio 0.6521, byte miss ratio 0.6521
io_traces.ns28 S3FIFO-0.3500-1.9000 cache size  6942732, 14400000 req, miss ratio 0.6100, byte miss ratio 0.6100
io_traces.ns28 S3FIFO-0.8000-1.9000 cache size     8678, 14400000 req, miss ratio 0.8294, byte miss ratio 0.8294
io_traces.ns28 S3FIFO-0.8000-1.9000 cache size    26035, 14400000 req, miss ratio 0.8266, byte miss ratio 0.8266
io_traces.ns28 S3FIFO-0.8000-1.9000 cache size    86784, 14400000 req, miss ratio 0.8032, byte miss ratio 0.8032
io_traces.ns28 S3FIFO-0.8000-1.9000 cache size   260352, 14400000 req, miss ratio 0.7539, byte miss ratio 0.7539
io_traces.ns28 S3FIFO-0.8000-1.9000 cache size   867841, 14400000 req, miss ratio 0.7308, byte miss ratio 0.7308
io_traces.ns28 S3FIFO-0.8000-1.9000 cache size  1735683, 14400000 req, miss ratio 0.7154, byte miss ratio 0.7154
io_traces.ns28 S3FIFO-0.8000-1.9000 cache size  3471366, 14400000 req, miss ratio 0.6595, byte miss ratio 0.6595
io_traces.ns28 S3FIFO-0.8000-1.9000 cache size  6942732, 14400000 req, miss ratio 0.6100, byte miss ratio 0.6100
io_traces.ns28 S3FIFO-0.0100-0.9000 cache size     8678, 14400000 req, miss ratio 0.8316, byte miss ratio 0.8316
io_traces.ns28 S3FIFO-0.0100-0.9000 cache size    26035, 14400000 req, miss ratio 0.8243, byte miss ratio 0.8243
io_traces.ns28 S3FIFO-0.0100-0.9000 cache size    86784, 14400000 req, miss ratio 0.7458, byte miss ratio 0.7458
io_traces.ns28 S3FIFO-0.0100-0.9000 cache size   260352, 14400000 req, miss ratio 0.7323, byte miss ratio 0.7323
io_traces.ns28 S3FIFO-0.0100-0.9000 cache size   867841, 14400000 req, miss ratio 0.7139, byte miss ratio 0.7139
io_traces.ns28 S3FIFO-0.0100-0.9000 cache size  1735683, 14400000 req, miss ratio 0.6964, byte miss ratio 0.6964
io_traces.ns28 S3FIFO-0.0100-0.9000 cache size  3471366, 14400000 req, miss ratio 0.6524, byte miss ratio 0.6524
io_traces.ns28 S3FIFO-0.0100-0.9000 cache size  6942732, 14400000 req, miss ratio 0.6100, byte miss ratio 0.6100
io_traces.ns28 S3FIFO-0.4500-1.9000 cache size     8678, 14400000 req, miss ratio 0.8294, byte miss ratio 0.8294
io_traces.ns28 S3FIFO-0.4500-1.9000 cache size    26035, 14400000 req, miss ratio 0.8216, byte miss ratio 0.8216
io_traces.ns28 S3FIFO-0.4500-1.9000 cache size    86784, 14400000 req, miss ratio 0.7736, byte miss ratio 0.7736
io_traces.ns28 S3FIFO-0.4500-1.9000 cache size   260352, 14400000 req, miss ratio 0.7326, byte miss ratio 0.7326
io_traces.ns28 S3FIFO-0.4500-1.9000 cache size   867841, 14400000 req, miss ratio 0.7151, byte miss ratio 0.7151
io_traces.ns28 S3FIFO-0.4500-1.9000 cache size  1735683, 14400000 req, miss ratio 0.7023, byte miss ratio 0.7023
io_traces.ns28 S3FIFO-0.4500-1.9000 cache size  3471366, 14400000 req, miss ratio 0.6524, byte miss ratio 0.6524
io_traces.ns28 S3FIFO-0.4500-1.9000 cache size  6942732, 14400000 req, miss ratio 0.6100, byte miss ratio 0.6100
io_traces.ns28 S3FIFO-0.3000-1.9000 cache size     8678, 14400000 req, miss ratio 0.8276, byte miss ratio 0.8276
io_traces.ns28 S3FIFO-0.3000-1.9000 cache size    26035, 14400000 req, miss ratio 0.8195, byte miss ratio 0.8195
io_traces.ns28 S3FIFO-0.3000-1.9000 cache size    86784, 14400000 req, miss ratio 0.7586, byte miss ratio 0.7586
io_traces.ns28 S3FIFO-0.3000-1.9000 cache size   260352, 14400000 req, miss ratio 0.7325, byte miss ratio 0.7325
io_traces.ns28 S3FIFO-0.3000-1.9000 cache size   867841, 14400000 req, miss ratio 0.7097, byte miss ratio 0.7097
io_traces.ns28 S3FIFO-0.3000-1.9000 cache size  1735683, 14400000 req, miss ratio 0.6987, byte miss ratio 0.6987
io_traces.ns28 S3FIFO-0.3000-1.9000 cache size  3471366, 14400000 req, miss ratio 0.6525, byte miss ratio 0.6525
io_traces.ns28 S3FIFO-0.3000-1.9000 cache size  6942732, 14400000 req, miss ratio 0.6100, byte miss ratio 0.6100
io_traces.ns28 S3FIFO-0.9900-1.9000 cache size     8678, 14400000 req, miss ratio 0.8301, byte miss ratio 0.8301
io_traces.ns28 S3FIFO-0.9900-1.9000 cache size    26035, 14400000 req, miss ratio 0.8270, byte miss ratio 0.8270
io_traces.ns28 S3FIFO-0.9900-1.9000 cache size    86784, 14400000 req, miss ratio 0.8135, byte miss ratio 0.8135
io_traces.ns28 S3FIFO-0.9900-1.9000 cache size   260352, 14400000 req, miss ratio 0.7872, byte miss ratio 0.7872
io_traces.ns28 S3FIFO-0.9900-1.9000 cache size   867841, 14400000 req, miss ratio 0.7511, byte miss ratio 0.7511
io_traces.ns28 S3FIFO-0.9900-1.9000 cache size  1735683, 14400000 req, miss ratio 0.7075, byte miss ratio 0.7075
io_traces.ns28 S3FIFO-0.9900-1.9000 cache size  3471366, 14400000 req, miss ratio 0.6637, byte miss ratio 0.6637
io_traces.ns28 S3FIFO-0.9900-1.9000 cache size  6942732, 14400000 req, miss ratio 0.6143, byte miss ratio 0.6143
io_traces.ns28 S3FIFO-0.7000-0.9000 cache size     8678, 14400000 req, miss ratio 0.8294, byte miss ratio 0.8294
io_traces.ns28 S3FIFO-0.7000-0.9000 cache size    26035, 14400000 req, miss ratio 0.8252, byte miss ratio 0.8252
io_traces.ns28 S3FIFO-0.7000-0.9000 cache size    86784, 14400000 req, miss ratio 0.7965, byte miss ratio 0.7965
io_traces.ns28 S3FIFO-0.7000-0.9000 cache size   260352, 14400000 req, miss ratio 0.7376, byte miss ratio 0.7376
