tencentBlock.ns19593 S3FIFO-0.8000-0.9000 cache size       62, 1640676 req, miss ratio 0.4028, byte miss ratio 0.4028
tencentBlock.ns19593 S3FIFO-0.8000-0.9000 cache size      186, 1640676 req, miss ratio 0.2282, byte miss ratio 0.2282
tencentBlock.ns19593 S3FIFO-0.8000-0.9000 cache size      621, 1640676 req, miss ratio 0.1613, byte miss ratio 0.1613
tencentBlock.ns19593 S3FIFO-0.8000-0.9000 cache size     1863, 1640676 req, miss ratio 0.1476, byte miss ratio 0.1476
tencentBlock.ns19593 S3FIFO-0.8000-0.9000 cache size     6211, 1640676 req, miss ratio 0.1347, byte miss ratio 0.1347
tencentBlock.ns19593 S3FIFO-0.8000-0.9000 cache size    12423, 1640676 req, miss ratio 0.1103, byte miss ratio 0.1103
tencentBlock.ns19593 S3FIFO-0.8000-0.9000 cache size    24847, 1640676 req, miss ratio 0.0701, byte miss ratio 0.0701
tencentBlock.ns19593 S3FIFO-0.8000-0.9000 cache size    49694, 1640676 req, miss ratio 0.0479, byte miss ratio 0.0479
tencentBlock.ns19593 S3FIFO-0.3500-1.9000 cache size       62, 1640676 req, miss ratio 0.3318, byte miss ratio 0.3318
tencentBlock.ns19593 S3FIFO-0.3500-1.9000 cache size      186, 1640676 req, miss ratio 0.1815, byte miss ratio 0.1815
tencentBlock.ns19593 S3FIFO-0.3500-1.9000 cache size      621, 1640676 req, miss ratio 0.1509, byte miss ratio 0.1509
tencentBlock.ns19593 S3FIFO-0.3500-1.9000 cache size     1863, 1640676 req, miss ratio 0.1365, byte miss ratio 0.1365
tencentBlock.ns19593 S3FIFO-0.3500-1.9000 cache size     6211, 1640676 req, miss ratio 0.1333, byte miss ratio 0.1333
tencentBlock.ns19593 S3FIFO-0.3500-1.9000 cache size    12423, 1640676 req, miss ratio 0.1236, byte miss ratio 0.1236
tencentBlock.ns19593 S3FIFO-0.3500-1.9000 cache size    24847, 1640676 req, miss ratio 0.0612, byte miss ratio 0.0612
tencentBlock.ns19593 S3FIFO-0.3500-1.9000 cache size    49694, 1640676 req, miss ratio 0.0386, byte miss ratio 0.0386
tencentBlock.ns19593 S3FIFO-0.0500-1.9000 cache size       62, 1640676 req, miss ratio 0.3075, byte miss ratio 0.3075
tencentBlock.ns19593 S3FIFO-0.0500-1.9000 cache size      186, 1640676 req, miss ratio 0.1748, byte miss ratio 0.1748
tencentBlock.ns19593 S3FIFO-0.0500-1.9000 cache size      621, 1640676 req, miss ratio 0.1501, byte miss ratio 0.1501
tencentBlock.ns19593 S3FIFO-0.0500-1.9000 cache size     1863, 1640676 req, miss ratio 0.1361, byte miss ratio 0.1361
tencentBlock.ns19593 S3FIFO-0.0500-1.9000 cache size     6211, 1640676 req, miss ratio 0.1325, byte miss ratio 0.1325
tencentBlock.ns19593 S3FIFO-0.0500-1.9000 cache size    12423, 1640676 req, miss ratio 0.0959, byte miss ratio 0.0959
tencentBlock.ns19593 S3FIFO-0.0500-1.9000 cache size    24847, 1640676 req, miss ratio 0.0554, byte miss ratio 0.0554
tencentBlock.ns19593 S3FIFO-0.0500-1.9000 cache size    49694, 1640676 req, miss ratio 0.0386, byte miss ratio 0.0386
tencentBlock.ns19593 S3FIFO-0.0010-1.9000 cache size       62, 1640676 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns19593 S3FIFO-0.0010-1.9000 cache size      186, 1640676 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns19593 S3FIFO-0.0010-1.9000 cache size      621, 1640676 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns19593 S3FIFO-0.0010-1.9000 cache size     1863, 1640676 req, miss ratio 0.1550, byte miss ratio 0.1550
tencentBlock.ns19593 S3FIFO-0.0010-1.9000 cache size     6211, 1640676 req, miss ratio 0.1340, byte miss ratio 0.1340
tencentBlock.ns19593 S3FIFO-0.0010-1.9000 cache size    12423, 1640676 req, miss ratio 0.0958, byte miss ratio 0.0958
tencentBlock.ns19593 S3FIFO-0.0010-1.9000 cache size    24847, 1640676 req, miss ratio 0.0540, byte miss ratio 0.0540
tencentBlock.ns19593 S3FIFO-0.0010-1.9000 cache size    49694, 1640676 req, miss ratio 0.0386, byte miss ratio 0.0386
tencentBlock.ns19593 S3FIFO-0.1000-1.9000 cache size       62, 1640676 req, miss ratio 0.3059, byte miss ratio 0.3059
tencentBlock.ns19593 S3FIFO-0.1000-1.9000 cache size      186, 1640676 req, miss ratio 0.1711, byte miss ratio 0.1711
tencentBlock.ns19593 S3FIFO-0.1000-1.9000 cache size      621, 1640676 req, miss ratio 0.1498, byte miss ratio 0.1498
tencentBlock.ns19593 S3FIFO-0.1000-1.9000 cache size     1863, 1640676 req, miss ratio 0.1360, byte miss ratio 0.1360
tencentBlock.ns19593 S3FIFO-0.1000-1.9000 cache size     6211, 1640676 req, miss ratio 0.1326, byte miss ratio 0.1326
tencentBlock.ns19593 S3FIFO-0.1000-1.9000 cache size    12423, 1640676 req, miss ratio 0.0976, byte miss ratio 0.0976
tencentBlock.ns19593 S3FIFO-0.1000-1.9000 cache size    24847, 1640676 req, miss ratio 0.0573, byte miss ratio 0.0573
tencentBlock.ns19593 S3FIFO-0.1000-1.9000 cache size    49694, 1640676 req, miss ratio 0.0386, byte miss ratio 0.0386
tencentBlock.ns19593 S3FIFO-0.5000-0.9000 cache size       62, 1640676 req, miss ratio 0.3585, byte miss ratio 0.3585
tencentBlock.ns19593 S3FIFO-0.5000-0.9000 cache size      186, 1640676 req, miss ratio 0.2064, byte miss ratio 0.2064
tencentBlock.ns19593 S3FIFO-0.5000-0.9000 cache size      621, 1640676 req, miss ratio 0.1541, byte miss ratio 0.1541
tencentBlock.ns19593 S3FIFO-0.5000-0.9000 cache size     1863, 1640676 req, miss ratio 0.1378, byte miss ratio 0.1378
tencentBlock.ns19593 S3FIFO-0.5000-0.9000 cache size     6211, 1640676 req, miss ratio 0.1314, byte miss ratio 0.1314
tencentBlock.ns19593 S3FIFO-0.5000-0.9000 cache size    12423, 1640676 req, miss ratio 0.1291, byte miss ratio 0.1291
tencentBlock.ns19593 S3FIFO-0.5000-0.9000 cache size    24847, 1640676 req, miss ratio 0.0640, byte miss ratio 0.0640
tencentBlock.ns19593 S3FIFO-0.5000-0.9000 cache size    49694, 1640676 req, miss ratio 0.0420, byte miss ratio 0.0420
tencentBlock.ns19593 S3FIFO-0.3500-0.9000 cache size       62, 1640676 req, miss ratio 0.3209, byte miss ratio 0.3209
tencentBlock.ns19593 S3FIFO-0.3500-0.9000 cache size      186, 1640676 req, miss ratio 0.1811, byte miss ratio 0.1811
tencentBlock.ns19593 S3FIFO-0.3500-0.9000 cache size      621, 1640676 req, miss ratio 0.1508, byte miss ratio 0.1508
tencentBlock.ns19593 S3FIFO-0.3500-0.9000 cache size     1863, 1640676 req, miss ratio 0.1366, byte miss ratio 0.1366
tencentBlock.ns19593 S3FIFO-0.3500-0.9000 cache size     6211, 1640676 req, miss ratio 0.1305, byte miss ratio 0.1305
tencentBlock.ns19593 S3FIFO-0.3500-0.9000 cache size    12423, 1640676 req, miss ratio 0.1214, byte miss ratio 0.1214
tencentBlock.ns19593 S3FIFO-0.3500-0.9000 cache size    24847, 1640676 req, miss ratio 0.0612, byte miss ratio 0.0612
tencentBlock.ns19593 S3FIFO-0.3500-0.9000 cache size    49694, 1640676 req, miss ratio 0.0386, byte miss ratio 0.0386
tencentBlock.ns19593 S3FIFO-0.4000-0.9000 cache size       62, 1640676 req, miss ratio 0.3281, byte miss ratio 0.3281
tencentBlock.ns19593 S3FIFO-0.4000-0.9000 cache size      186, 1640676 req, miss ratio 0.1857, byte miss ratio 0.1857
tencentBlock.ns19593 S3FIFO-0.4000-0.9000 cache size      621, 1640676 req, miss ratio 0.1520, byte miss ratio 0.1520
tencentBlock.ns19593 S3FIFO-0.4000-0.9000 cache size     1863, 1640676 req, miss ratio 0.1369, byte miss ratio 0.1369
tencentBlock.ns19593 S3FIFO-0.4000-0.9000 cache size     6211, 1640676 req, miss ratio 0.1307, byte miss ratio 0.1307
tencentBlock.ns19593 S3FIFO-0.4000-0.9000 cache size    12423, 1640676 req, miss ratio 0.1253, byte miss ratio 0.1253
tencentBlock.ns19593 S3FIFO-0.4000-0.9000 cache size    24847, 1640676 req, miss ratio 0.0620, byte miss ratio 0.0620
tencentBlock.ns19593 S3FIFO-0.4000-0.9000 cache size    49694, 1640676 req, miss ratio 0.0397, byte miss ratio 0.0397
tencentBlock.ns19593 S3FIFO-0.0010-0.9000 cache size       62, 1640676 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns19593 S3FIFO-0.0010-0.9000 cache size      186, 1640676 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns19593 S3FIFO-0.0010-0.9000 cache size      621, 1640676 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns19593 S3FIFO-0.0010-0.9000 cache size     1863, 1640676 req, miss ratio 0.1554, byte miss ratio 0.1554
tencentBlock.ns19593 S3FIFO-0.0010-0.9000 cache size     6211, 1640676 req, miss ratio 0.1305, byte miss ratio 0.1305
tencentBlock.ns19593 S3FIFO-0.0010-0.9000 cache size    12423, 1640676 req, miss ratio 0.0967, byte miss ratio 0.0967
tencentBlock.ns19593 S3FIFO-0.0010-0.9000 cache size    24847, 1640676 req, miss ratio 0.0540, byte miss ratio 0.0540
tencentBlock.ns19593 S3FIFO-0.0010-0.9000 cache size    49694, 1640676 req, miss ratio 0.0386, byte miss ratio 0.0386
tencentBlock.ns19593 S3FIFO-0.7000-1.9000 cache size       62, 1640676 req, miss ratio 0.3862, byte miss ratio 0.3862
tencentBlock.ns19593 S3FIFO-0.7000-1.9000 cache size      186, 1640676 req, miss ratio 0.2167, byte miss ratio 0.2167
tencentBlock.ns19593 S3FIFO-0.7000-1.9000 cache size      621, 1640676 req, miss ratio 0.1580, byte miss ratio 0.1580
tencentBlock.ns19593 S3FIFO-0.7000-1.9000 cache size     1863, 1640676 req, miss ratio 0.1450, byte miss ratio 0.1450
tencentBlock.ns19593 S3FIFO-0.7000-1.9000 cache size     6211, 1640676 req, miss ratio 0.1346, byte miss ratio 0.1346
tencentBlock.ns19593 S3FIFO-0.7000-1.9000 cache size    12423, 1640676 req, miss ratio 0.1104, byte miss ratio 0.1104
tencentBlock.ns19593 S3FIFO-0.7000-1.9000 cache size    24847, 1640676 req, miss ratio 0.0676, byte miss ratio 0.0676
tencentBlock.ns19593 S3FIFO-0.7000-1.9000 cache size    49694, 1640676 req, miss ratio 0.0455, byte miss ratio 0.0455
tencentBlock.ns19593 S3FIFO-0.0050-1.9000 cache size       62, 1640676 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns19593 S3FIFO-0.0050-1.9000 cache size      186, 1640676 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns19593 S3FIFO-0.0050-1.9000 cache size      621, 1640676 req, miss ratio 0.1635, byte miss ratio 0.1635
tencentBlock.ns19593 S3FIFO-0.0050-1.9000 cache size     1863, 1640676 req, miss ratio 0.1390, byte miss ratio 0.1390
tencentBlock.ns19593 S3FIFO-0.0050-1.9000 cache size     6211, 1640676 req, miss ratio 0.1320, byte miss ratio 0.1320
tencentBlock.ns19593 S3FIFO-0.0050-1.9000 cache size    12423, 1640676 req, miss ratio 0.0953, byte miss ratio 0.0953
tencentBlock.ns19593 S3FIFO-0.0050-1.9000 cache size    24847, 1640676 req, miss ratio 0.0538, byte miss ratio 0.0538
tencentBlock.ns19593 S3FIFO-0.0050-1.9000 cache size    49694, 1640676 req, miss ratio 0.0386, byte miss ratio 0.0386
tencentBlock.ns19593 S3FIFO-0.0100-1.9000 cache size       62, 1640676 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns19593 S3FIFO-0.0100-1.9000 cache size      186, 1640676 req, miss ratio 0.1936, byte miss ratio 0.1936
tencentBlock.ns19593 S3FIFO-0.0100-1.9000 cache size      621, 1640676 req, miss ratio 0.1570, byte miss ratio 0.1570
tencentBlock.ns19593 S3FIFO-0.0100-1.9000 cache size     1863, 1640676 req, miss ratio 0.1372, byte miss ratio 0.1372
tencentBlock.ns19593 S3FIFO-0.0100-1.9000 cache size     6211, 1640676 req, miss ratio 0.1324, byte miss ratio 0.1324
tencentBlock.ns19593 S3FIFO-0.0100-1.9000 cache size    12423, 1640676 req, miss ratio 0.0952, byte miss ratio 0.0952
tencentBlock.ns19593 S3FIFO-0.0100-1.9000 cache size    24847, 1640676 req, miss ratio 0.0538, byte miss ratio 0.0538
tencentBlock.ns19593 S3FIFO-0.0100-1.9000 cache size    49694, 1640676 req, miss ratio 0.0386, byte miss ratio 0.0386
