cdn1_colo28.ns1771 S3FIFO-0.0250-0.9000 cache size      299, 1197915 req, miss ratio 0.3363, byte miss ratio 0.3363
cdn1_colo28.ns1771 S3FIFO-0.0250-0.9000 cache size      899, 1197915 req, miss ratio 0.3184, byte miss ratio 0.3184
cdn1_colo28.ns1771 S3FIFO-0.0250-0.9000 cache size     2998, 1197915 req, miss ratio 0.3050, byte miss ratio 0.3050
cdn1_colo28.ns1771 S3FIFO-0.0250-0.9000 cache size     8994, 1197915 req, miss ratio 0.2955, byte miss ratio 0.2955
cdn1_colo28.ns1771 S3FIFO-0.0250-0.9000 cache size    29982, 1197915 req, miss ratio 0.2797, byte miss ratio 0.2797
cdn1_colo28.ns1771 S3FIFO-0.0250-0.9000 cache size    59965, 1197915 req, miss ratio 0.2663, byte miss ratio 0.2663
cdn1_colo28.ns1771 S3FIFO-0.0250-0.9000 cache size   119930, 1197915 req, miss ratio 0.2584, byte miss ratio 0.2584
cdn1_colo28.ns1771 S3FIFO-0.0250-0.9000 cache size   239860, 1197915 req, miss ratio 0.2527, byte miss ratio 0.2527
cdn1_colo28.ns1771 S3FIFO-0.1500-0.9000 cache size      299, 1197915 req, miss ratio 0.3383, byte miss ratio 0.3383
cdn1_colo28.ns1771 S3FIFO-0.1500-0.9000 cache size      899, 1197915 req, miss ratio 0.3197, byte miss ratio 0.3197
cdn1_colo28.ns1771 S3FIFO-0.1500-0.9000 cache size     2998, 1197915 req, miss ratio 0.3059, byte miss ratio 0.3059
cdn1_colo28.ns1771 S3FIFO-0.1500-0.9000 cache size     8994, 1197915 req, miss ratio 0.2962, byte miss ratio 0.2962
cdn1_colo28.ns1771 S3FIFO-0.1500-0.9000 cache size    29982, 1197915 req, miss ratio 0.2807, byte miss ratio 0.2807
cdn1_colo28.ns1771 S3FIFO-0.1500-0.9000 cache size    59965, 1197915 req, miss ratio 0.2669, byte miss ratio 0.2669
cdn1_colo28.ns1771 S3FIFO-0.1500-0.9000 cache size   119930, 1197915 req, miss ratio 0.2584, byte miss ratio 0.2584
cdn1_colo28.ns1771 S3FIFO-0.1500-0.9000 cache size   239860, 1197915 req, miss ratio 0.2527, byte miss ratio 0.2527
cdn1_colo28.ns1771 S3FIFO-0.7000-1.9000 cache size      299, 1197915 req, miss ratio 0.3533, byte miss ratio 0.3533
cdn1_colo28.ns1771 S3FIFO-0.7000-1.9000 cache size      899, 1197915 req, miss ratio 0.3291, byte miss ratio 0.3291
