tencentBlock.ns22442 S3FIFO-0.2500-0.9000 cache size       51, 1056300 req, miss ratio 0.3135, byte miss ratio 0.3135
tencentBlock.ns22442 S3FIFO-0.2500-0.9000 cache size      153, 1056300 req, miss ratio 0.2145, byte miss ratio 0.2145
tencentBlock.ns22442 S3FIFO-0.2500-0.9000 cache size      511, 1056300 req, miss ratio 0.1887, byte miss ratio 0.1887
tencentBlock.ns22442 S3FIFO-0.2500-0.9000 cache size     1535, 1056300 req, miss ratio 0.1667, byte miss ratio 0.1667
tencentBlock.ns22442 S3FIFO-0.2500-0.9000 cache size     5118, 1056300 req, miss ratio 0.1510, byte miss ratio 0.1510
tencentBlock.ns22442 S3FIFO-0.2500-0.9000 cache size    10236, 1056300 req, miss ratio 0.1413, byte miss ratio 0.1413
tencentBlock.ns22442 S3FIFO-0.2500-0.9000 cache size    20473, 1056300 req, miss ratio 0.0838, byte miss ratio 0.0838
tencentBlock.ns22442 S3FIFO-0.2500-0.9000 cache size    40946, 1056300 req, miss ratio 0.0514, byte miss ratio 0.0514
tencentBlock.ns22442 S3FIFO-0.9500-0.9000 cache size       51, 1056300 req, miss ratio 0.4422, byte miss ratio 0.4422
tencentBlock.ns22442 S3FIFO-0.9500-0.9000 cache size      153, 1056300 req, miss ratio 0.2911, byte miss ratio 0.2911
tencentBlock.ns22442 S3FIFO-0.9500-0.9000 cache size      511, 1056300 req, miss ratio 0.2170, byte miss ratio 0.2170
tencentBlock.ns22442 S3FIFO-0.9500-0.9000 cache size     1535, 1056300 req, miss ratio 0.1905, byte miss ratio 0.1905
tencentBlock.ns22442 S3FIFO-0.9500-0.9000 cache size     5118, 1056300 req, miss ratio 0.1720, byte miss ratio 0.1720
tencentBlock.ns22442 S3FIFO-0.9500-0.9000 cache size    10236, 1056300 req, miss ratio 0.1411, byte miss ratio 0.1411
tencentBlock.ns22442 S3FIFO-0.9500-0.9000 cache size    20473, 1056300 req, miss ratio 0.0958, byte miss ratio 0.0958
tencentBlock.ns22442 S3FIFO-0.9500-0.9000 cache size    40946, 1056300 req, miss ratio 0.0663, byte miss ratio 0.0663
tencentBlock.ns22442 S3FIFO-0.7500-0.9000 cache size       51, 1056300 req, miss ratio 0.3965, byte miss ratio 0.3965
tencentBlock.ns22442 S3FIFO-0.7500-0.9000 cache size      153, 1056300 req, miss ratio 0.2664, byte miss ratio 0.2664
tencentBlock.ns22442 S3FIFO-0.7500-0.9000 cache size      511, 1056300 req, miss ratio 0.1984, byte miss ratio 0.1984
tencentBlock.ns22442 S3FIFO-0.7500-0.9000 cache size     1535, 1056300 req, miss ratio 0.1819, byte miss ratio 0.1819
tencentBlock.ns22442 S3FIFO-0.7500-0.9000 cache size     5118, 1056300 req, miss ratio 0.1638, byte miss ratio 0.1638
tencentBlock.ns22442 S3FIFO-0.7500-0.9000 cache size    10236, 1056300 req, miss ratio 0.1433, byte miss ratio 0.1433
