io_traces.ns792 S3FIFO-0.0010-1.9000 cache size     3432, 6800000 req, miss ratio 0.9834, byte miss ratio 0.9834
io_traces.ns792 S3FIFO-0.0010-1.9000 cache size    10298, 6800000 req, miss ratio 0.9773, byte miss ratio 0.9773
io_traces.ns792 S3FIFO-0.0010-1.9000 cache size    34326, 6800000 req, miss ratio 0.9611, byte miss ratio 0.9611
io_traces.ns792 S3FIFO-0.0010-1.9000 cache size   102980, 6800000 req, miss ratio 0.9180, byte miss ratio 0.9180
io_traces.ns792 S3FIFO-0.0010-1.9000 cache size   343268, 6800000 req, miss ratio 0.6933, byte miss ratio 0.6933
io_traces.ns792 S3FIFO-0.0010-1.9000 cache size   686537, 6800000 req, miss ratio 0.6251, byte miss ratio 0.6251
io_traces.ns792 S3FIFO-0.0010-1.9000 cache size  1373074, 6800000 req, miss ratio 0.5467, byte miss ratio 0.5467
io_traces.ns792 S3FIFO-0.0010-1.9000 cache size  2746148, 6800000 req, miss ratio 0.5061, byte miss ratio 0.5061
io_traces.ns792 S3FIFO-0.8000-1.9000 cache size     3432, 6800000 req, miss ratio 0.9835, byte miss ratio 0.9835
io_traces.ns792 S3FIFO-0.8000-1.9000 cache size    10298, 6800000 req, miss ratio 0.9798, byte miss ratio 0.9798
io_traces.ns792 S3FIFO-0.8000-1.9000 cache size    34326, 6800000 req, miss ratio 0.9622, byte miss ratio 0.9622
io_traces.ns792 S3FIFO-0.8000-1.9000 cache size   102980, 6800000 req, miss ratio 0.9501, byte miss ratio 0.9501
io_traces.ns792 S3FIFO-0.8000-1.9000 cache size   343268, 6800000 req, miss ratio 0.7694, byte miss ratio 0.7694
io_traces.ns792 S3FIFO-0.8000-1.9000 cache size   686537, 6800000 req, miss ratio 0.6225, byte miss ratio 0.6225
io_traces.ns792 S3FIFO-0.8000-1.9000 cache size  1373074, 6800000 req, miss ratio 0.5481, byte miss ratio 0.5481
io_traces.ns792 S3FIFO-0.8000-1.9000 cache size  2746148, 6800000 req, miss ratio 0.5061, byte miss ratio 0.5061
io_traces.ns792 S3FIFO-0.0050-0.9000 cache size     3432, 6800000 req, miss ratio 0.9837, byte miss ratio 0.9837
io_traces.ns792 S3FIFO-0.0050-0.9000 cache size    10298, 6800000 req, miss ratio 0.9804, byte miss ratio 0.9804
io_traces.ns792 S3FIFO-0.0050-0.9000 cache size    34326, 6800000 req, miss ratio 0.9629, byte miss ratio 0.9629
io_traces.ns792 S3FIFO-0.0050-0.9000 cache size   102980, 6800000 req, miss ratio 0.9306, byte miss ratio 0.9306
io_traces.ns792 S3FIFO-0.0050-0.9000 cache size   343268, 6800000 req, miss ratio 0.7218, byte miss ratio 0.7218
io_traces.ns792 S3FIFO-0.0050-0.9000 cache size   686537, 6800000 req, miss ratio 0.6504, byte miss ratio 0.6504
io_traces.ns792 S3FIFO-0.0050-0.9000 cache size  1373074, 6800000 req, miss ratio 0.5467, byte miss ratio 0.5467
io_traces.ns792 S3FIFO-0.0050-0.9000 cache size  2746148, 6800000 req, miss ratio 0.5061, byte miss ratio 0.5061
io_traces.ns792 S3FIFO-0.6500-1.9000 cache size     3432, 6800000 req, miss ratio 0.9834, byte miss ratio 0.9834
io_traces.ns792 S3FIFO-0.6500-1.9000 cache size    10298, 6800000 req, miss ratio 0.9773, byte miss ratio 0.9773
io_traces.ns792 S3FIFO-0.6500-1.9000 cache size    34326, 6800000 req, miss ratio 0.9500, byte miss ratio 0.9500
io_traces.ns792 S3FIFO-0.6500-1.9000 cache size   102980, 6800000 req, miss ratio 0.9276, byte miss ratio 0.9276
io_traces.ns792 S3FIFO-0.6500-1.9000 cache size   343268, 6800000 req, miss ratio 0.7177, byte miss ratio 0.7177
io_traces.ns792 S3FIFO-0.6500-1.9000 cache size   686537, 6800000 req, miss ratio 0.6061, byte miss ratio 0.6061
io_traces.ns792 S3FIFO-0.6500-1.9000 cache size  1373074, 6800000 req, miss ratio 0.5576, byte miss ratio 0.5576
io_traces.ns792 S3FIFO-0.6500-1.9000 cache size  2746148, 6800000 req, miss ratio 0.5061, byte miss ratio 0.5061
io_traces.ns792 S3FIFO-0.9000-0.9000 cache size     3432, 6800000 req, miss ratio 0.9844, byte miss ratio 0.9844
io_traces.ns792 S3FIFO-0.9000-0.9000 cache size    10298, 6800000 req, miss ratio 0.9819, byte miss ratio 0.9819
io_traces.ns792 S3FIFO-0.9000-0.9000 cache size    34326, 6800000 req, miss ratio 0.9712, byte miss ratio 0.9712
io_traces.ns792 S3FIFO-0.9000-0.9000 cache size   102980, 6800000 req, miss ratio 0.9449, byte miss ratio 0.9449
io_traces.ns792 S3FIFO-0.9000-0.9000 cache size   343268, 6800000 req, miss ratio 0.7847, byte miss ratio 0.7847
io_traces.ns792 S3FIFO-0.9000-0.9000 cache size   686537, 6800000 req, miss ratio 0.6558, byte miss ratio 0.6558
io_traces.ns792 S3FIFO-0.9000-0.9000 cache size  1373074, 6800000 req, miss ratio 0.5432, byte miss ratio 0.5432
io_traces.ns792 S3FIFO-0.9000-0.9000 cache size  2746148, 6800000 req, miss ratio 0.5059, byte miss ratio 0.5059
io_traces.ns792 S3FIFO-0.0500-1.9000 cache size     3432, 6800000 req, miss ratio 0.9834, byte miss ratio 0.9834
io_traces.ns792 S3FIFO-0.0500-1.9000 cache size    10298, 6800000 req, miss ratio 0.9773, byte miss ratio 0.9773
io_traces.ns792 S3FIFO-0.0500-1.9000 cache size    34326, 6800000 req, miss ratio 0.9605, byte miss ratio 0.9605
io_traces.ns792 S3FIFO-0.0500-1.9000 cache size   102980, 6800000 req, miss ratio 0.9178, byte miss ratio 0.9178
io_traces.ns792 S3FIFO-0.0500-1.9000 cache size   343268, 6800000 req, miss ratio 0.6957, byte miss ratio 0.6957
io_traces.ns792 S3FIFO-0.0500-1.9000 cache size   686537, 6800000 req, miss ratio 0.6246, byte miss ratio 0.6246
io_traces.ns792 S3FIFO-0.0500-1.9000 cache size  1373074, 6800000 req, miss ratio 0.5467, byte miss ratio 0.5467
io_traces.ns792 S3FIFO-0.0500-1.9000 cache size  2746148, 6800000 req, miss ratio 0.5061, byte miss ratio 0.5061
io_traces.ns792 S3FIFO-0.3500-0.9000 cache size     3432, 6800000 req, miss ratio 0.9837, byte miss ratio 0.9837
io_traces.ns792 S3FIFO-0.3500-0.9000 cache size    10298, 6800000 req, miss ratio 0.9804, byte miss ratio 0.9804
io_traces.ns792 S3FIFO-0.3500-0.9000 cache size    34326, 6800000 req, miss ratio 0.9629, byte miss ratio 0.9629
io_traces.ns792 S3FIFO-0.3500-0.9000 cache size   102980, 6800000 req, miss ratio 0.9292, byte miss ratio 0.9292
io_traces.ns792 S3FIFO-0.3500-0.9000 cache size   343268, 6800000 req, miss ratio 0.7015, byte miss ratio 0.7015
io_traces.ns792 S3FIFO-0.3500-0.9000 cache size   686537, 6800000 req, miss ratio 0.6300, byte miss ratio 0.6300
io_traces.ns792 S3FIFO-0.3500-0.9000 cache size  1373074, 6800000 req, miss ratio 0.5467, byte miss ratio 0.5467
io_traces.ns792 S3FIFO-0.3500-0.9000 cache size  2746148, 6800000 req, miss ratio 0.5061, byte miss ratio 0.5061
