tencentBlock.ns15635 S3FIFO-0.0500-0.9000 cache size       58, 2183391 req, miss ratio 0.2002, byte miss ratio 0.2002
tencentBlock.ns15635 S3FIFO-0.0500-0.9000 cache size      176, 2183391 req, miss ratio 0.1469, byte miss ratio 0.1469
tencentBlock.ns15635 S3FIFO-0.0500-0.9000 cache size      589, 2183391 req, miss ratio 0.1170, byte miss ratio 0.1170
tencentBlock.ns15635 S3FIFO-0.0500-0.9000 cache size     1769, 2183391 req, miss ratio 0.0952, byte miss ratio 0.0952
tencentBlock.ns15635 S3FIFO-0.0500-0.9000 cache size     5897, 2183391 req, miss ratio 0.0725, byte miss ratio 0.0725
tencentBlock.ns15635 S3FIFO-0.0500-0.9000 cache size    11795, 2183391 req, miss ratio 0.0629, byte miss ratio 0.0629
tencentBlock.ns15635 S3FIFO-0.0500-0.9000 cache size    23591, 2183391 req, miss ratio 0.0434, byte miss ratio 0.0434
tencentBlock.ns15635 S3FIFO-0.0500-0.9000 cache size    47183, 2183391 req, miss ratio 0.0280, byte miss ratio 0.0280
tencentBlock.ns15635 S3FIFO-0.6500-0.9000 cache size       58, 2183391 req, miss ratio 0.2619, byte miss ratio 0.2619
tencentBlock.ns15635 S3FIFO-0.6500-0.9000 cache size      176, 2183391 req, miss ratio 0.1463, byte miss ratio 0.1463
tencentBlock.ns15635 S3FIFO-0.6500-0.9000 cache size      589, 2183391 req, miss ratio 0.1232, byte miss ratio 0.1232
tencentBlock.ns15635 S3FIFO-0.6500-0.9000 cache size     1769, 2183391 req, miss ratio 0.1106, byte miss ratio 0.1106
tencentBlock.ns15635 S3FIFO-0.6500-0.9000 cache size     5897, 2183391 req, miss ratio 0.0733, byte miss ratio 0.0733
tencentBlock.ns15635 S3FIFO-0.6500-0.9000 cache size    11795, 2183391 req, miss ratio 0.0637, byte miss ratio 0.0637
tencentBlock.ns15635 S3FIFO-0.6500-0.9000 cache size    23591, 2183391 req, miss ratio 0.0463, byte miss ratio 0.0463
tencentBlock.ns15635 S3FIFO-0.6500-0.9000 cache size    47183, 2183391 req, miss ratio 0.0296, byte miss ratio 0.0296
tencentBlock.ns15635 S3FIFO-0.7000-0.9000 cache size       58, 2183391 req, miss ratio 0.2684, byte miss ratio 0.2684
tencentBlock.ns15635 S3FIFO-0.7000-0.9000 cache size      176, 2183391 req, miss ratio 0.1489, byte miss ratio 0.1489
tencentBlock.ns15635 S3FIFO-0.7000-0.9000 cache size      589, 2183391 req, miss ratio 0.1242, byte miss ratio 0.1242
tencentBlock.ns15635 S3FIFO-0.7000-0.9000 cache size     1769, 2183391 req, miss ratio 0.1112, byte miss ratio 0.1112
tencentBlock.ns15635 S3FIFO-0.7000-0.9000 cache size     5897, 2183391 req, miss ratio 0.0761, byte miss ratio 0.0761
tencentBlock.ns15635 S3FIFO-0.7000-0.9000 cache size    11795, 2183391 req, miss ratio 0.0638, byte miss ratio 0.0638
tencentBlock.ns15635 S3FIFO-0.7000-0.9000 cache size    23591, 2183391 req, miss ratio 0.0462, byte miss ratio 0.0462
tencentBlock.ns15635 S3FIFO-0.7000-0.9000 cache size    47183, 2183391 req, miss ratio 0.0297, byte miss ratio 0.0297
tencentBlock.ns15635 S3FIFO-0.0050-1.9000 cache size       58, 2183391 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns15635 S3FIFO-0.0050-1.9000 cache size      176, 2183391 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns15635 S3FIFO-0.0050-1.9000 cache size      589, 2183391 req, miss ratio 0.1321, byte miss ratio 0.1321
tencentBlock.ns15635 S3FIFO-0.0050-1.9000 cache size     1769, 2183391 req, miss ratio 0.1071, byte miss ratio 0.1071
tencentBlock.ns15635 S3FIFO-0.0050-1.9000 cache size     5897, 2183391 req, miss ratio 0.0732, byte miss ratio 0.0732
tencentBlock.ns15635 S3FIFO-0.0050-1.9000 cache size    11795, 2183391 req, miss ratio 0.0631, byte miss ratio 0.0631
tencentBlock.ns15635 S3FIFO-0.0050-1.9000 cache size    23591, 2183391 req, miss ratio 0.0436, byte miss ratio 0.0436
tencentBlock.ns15635 S3FIFO-0.0050-1.9000 cache size    47183, 2183391 req, miss ratio 0.0280, byte miss ratio 0.0280
tencentBlock.ns15635 S3FIFO-0.2500-1.9000 cache size       58, 2183391 req, miss ratio 0.2217, byte miss ratio 0.2217
tencentBlock.ns15635 S3FIFO-0.2500-1.9000 cache size      176, 2183391 req, miss ratio 0.1396, byte miss ratio 0.1396
tencentBlock.ns15635 S3FIFO-0.2500-1.9000 cache size      589, 2183391 req, miss ratio 0.1163, byte miss ratio 0.1163
tencentBlock.ns15635 S3FIFO-0.2500-1.9000 cache size     1769, 2183391 req, miss ratio 0.1033, byte miss ratio 0.1033
tencentBlock.ns15635 S3FIFO-0.2500-1.9000 cache size     5897, 2183391 req, miss ratio 0.0723, byte miss ratio 0.0723
tencentBlock.ns15635 S3FIFO-0.2500-1.9000 cache size    11795, 2183391 req, miss ratio 0.0628, byte miss ratio 0.0628
tencentBlock.ns15635 S3FIFO-0.2500-1.9000 cache size    23591, 2183391 req, miss ratio 0.0445, byte miss ratio 0.0445
tencentBlock.ns15635 S3FIFO-0.2500-1.9000 cache size    47183, 2183391 req, miss ratio 0.0285, byte miss ratio 0.0285
tencentBlock.ns15635 S3FIFO-0.3000-0.9000 cache size       58, 2183391 req, miss ratio 0.2308, byte miss ratio 0.2308
tencentBlock.ns15635 S3FIFO-0.3000-0.9000 cache size      176, 2183391 req, miss ratio 0.1401, byte miss ratio 0.1401
tencentBlock.ns15635 S3FIFO-0.3000-0.9000 cache size      589, 2183391 req, miss ratio 0.1169, byte miss ratio 0.1169
tencentBlock.ns15635 S3FIFO-0.3000-0.9000 cache size     1769, 2183391 req, miss ratio 0.1032, byte miss ratio 0.1032
tencentBlock.ns15635 S3FIFO-0.3000-0.9000 cache size     5897, 2183391 req, miss ratio 0.0720, byte miss ratio 0.0720
tencentBlock.ns15635 S3FIFO-0.3000-0.9000 cache size    11795, 2183391 req, miss ratio 0.0627, byte miss ratio 0.0627
tencentBlock.ns15635 S3FIFO-0.3000-0.9000 cache size    23591, 2183391 req, miss ratio 0.0449, byte miss ratio 0.0449
tencentBlock.ns15635 S3FIFO-0.3000-0.9000 cache size    47183, 2183391 req, miss ratio 0.0287, byte miss ratio 0.0287
tencentBlock.ns15635 S3FIFO-0.4000-0.9000 cache size       58, 2183391 req, miss ratio 0.2491, byte miss ratio 0.2491
tencentBlock.ns15635 S3FIFO-0.4000-0.9000 cache size      176, 2183391 req, miss ratio 0.1412, byte miss ratio 0.1412
tencentBlock.ns15635 S3FIFO-0.4000-0.9000 cache size      589, 2183391 req, miss ratio 0.1176, byte miss ratio 0.1176
tencentBlock.ns15635 S3FIFO-0.4000-0.9000 cache size     1769, 2183391 req, miss ratio 0.1068, byte miss ratio 0.1068
tencentBlock.ns15635 S3FIFO-0.4000-0.9000 cache size     5897, 2183391 req, miss ratio 0.0726, byte miss ratio 0.0726
tencentBlock.ns15635 S3FIFO-0.4000-0.9000 cache size    11795, 2183391 req, miss ratio 0.0628, byte miss ratio 0.0628
tencentBlock.ns15635 S3FIFO-0.4000-0.9000 cache size    23591, 2183391 req, miss ratio 0.0452, byte miss ratio 0.0452
tencentBlock.ns15635 S3FIFO-0.4000-0.9000 cache size    47183, 2183391 req, miss ratio 0.0291, byte miss ratio 0.0291
tencentBlock.ns15635 S3FIFO-0.7500-1.9000 cache size       58, 2183391 req, miss ratio 0.2754, byte miss ratio 0.2754
tencentBlock.ns15635 S3FIFO-0.7500-1.9000 cache size      176, 2183391 req, miss ratio 0.1528, byte miss ratio 0.1528
tencentBlock.ns15635 S3FIFO-0.7500-1.9000 cache size      589, 2183391 req, miss ratio 0.1258, byte miss ratio 0.1258
tencentBlock.ns15635 S3FIFO-0.7500-1.9000 cache size     1769, 2183391 req, miss ratio 0.1125, byte miss ratio 0.1125
tencentBlock.ns15635 S3FIFO-0.7500-1.9000 cache size     5897, 2183391 req, miss ratio 0.0792, byte miss ratio 0.0792
tencentBlock.ns15635 S3FIFO-0.7500-1.9000 cache size    11795, 2183391 req, miss ratio 0.0641, byte miss ratio 0.0641
tencentBlock.ns15635 S3FIFO-0.7500-1.9000 cache size    23591, 2183391 req, miss ratio 0.0463, byte miss ratio 0.0463
tencentBlock.ns15635 S3FIFO-0.7500-1.9000 cache size    47183, 2183391 req, miss ratio 0.0302, byte miss ratio 0.0302
tencentBlock.ns15635 S3FIFO-0.1500-0.9000 cache size       58, 2183391 req, miss ratio 0.2049, byte miss ratio 0.2049
tencentBlock.ns15635 S3FIFO-0.1500-0.9000 cache size      176, 2183391 req, miss ratio 0.1371, byte miss ratio 0.1371
tencentBlock.ns15635 S3FIFO-0.1500-0.9000 cache size      589, 2183391 req, miss ratio 0.1160, byte miss ratio 0.1160
tencentBlock.ns15635 S3FIFO-0.1500-0.9000 cache size     1769, 2183391 req, miss ratio 0.0983, byte miss ratio 0.0983
tencentBlock.ns15635 S3FIFO-0.1500-0.9000 cache size     5897, 2183391 req, miss ratio 0.0728, byte miss ratio 0.0728
tencentBlock.ns15635 S3FIFO-0.1500-0.9000 cache size    11795, 2183391 req, miss ratio 0.0629, byte miss ratio 0.0629
tencentBlock.ns15635 S3FIFO-0.1500-0.9000 cache size    23591, 2183391 req, miss ratio 0.0437, byte miss ratio 0.0437
tencentBlock.ns15635 S3FIFO-0.1500-0.9000 cache size    47183, 2183391 req, miss ratio 0.0281, byte miss ratio 0.0281
tencentBlock.ns15635 S3FIFO-0.8500-1.9000 cache size       58, 2183391 req, miss ratio 0.2948, byte miss ratio 0.2948
tencentBlock.ns15635 S3FIFO-0.8500-1.9000 cache size      176, 2183391 req, miss ratio 0.1645, byte miss ratio 0.1645
tencentBlock.ns15635 S3FIFO-0.8500-1.9000 cache size      589, 2183391 req, miss ratio 0.1306, byte miss ratio 0.1306
tencentBlock.ns15635 S3FIFO-0.8500-1.9000 cache size     1769, 2183391 req, miss ratio 0.1143, byte miss ratio 0.1143
tencentBlock.ns15635 S3FIFO-0.8500-1.9000 cache size     5897, 2183391 req, miss ratio 0.0808, byte miss ratio 0.0808
tencentBlock.ns15635 S3FIFO-0.8500-1.9000 cache size    11795, 2183391 req, miss ratio 0.0660, byte miss ratio 0.0660
tencentBlock.ns15635 S3FIFO-0.8500-1.9000 cache size    23591, 2183391 req, miss ratio 0.0468, byte miss ratio 0.0468
tencentBlock.ns15635 S3FIFO-0.8500-1.9000 cache size    47183, 2183391 req, miss ratio 0.0309, byte miss ratio 0.0309
tencentBlock.ns15635 S3FIFO-0.0100-1.9000 cache size       58, 2183391 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns15635 S3FIFO-0.0100-1.9000 cache size      176, 2183391 req, miss ratio 0.1611, byte miss ratio 0.1611
tencentBlock.ns15635 S3FIFO-0.0100-1.9000 cache size      589, 2183391 req, miss ratio 0.1260, byte miss ratio 0.1260
tencentBlock.ns15635 S3FIFO-0.0100-1.9000 cache size     1769, 2183391 req, miss ratio 0.1020, byte miss ratio 0.1020
tencentBlock.ns15635 S3FIFO-0.0100-1.9000 cache size     5897, 2183391 req, miss ratio 0.0728, byte miss ratio 0.0728
tencentBlock.ns15635 S3FIFO-0.0100-1.9000 cache size    11795, 2183391 req, miss ratio 0.0629, byte miss ratio 0.0629
tencentBlock.ns15635 S3FIFO-0.0100-1.9000 cache size    23591, 2183391 req, miss ratio 0.0435, byte miss ratio 0.0435
tencentBlock.ns15635 S3FIFO-0.0100-1.9000 cache size    47183, 2183391 req, miss ratio 0.0280, byte miss ratio 0.0280
tencentBlock.ns15635 S3FIFO-0.6500-1.9000 cache size       58, 2183391 req, miss ratio 0.2615, byte miss ratio 0.2615
tencentBlock.ns15635 S3FIFO-0.6500-1.9000 cache size      176, 2183391 req, miss ratio 0.1465, byte miss ratio 0.1465
tencentBlock.ns15635 S3FIFO-0.6500-1.9000 cache size      589, 2183391 req, miss ratio 0.1234, byte miss ratio 0.1234
tencentBlock.ns15635 S3FIFO-0.6500-1.9000 cache size     1769, 2183391 req, miss ratio 0.1110, byte miss ratio 0.1110
tencentBlock.ns15635 S3FIFO-0.6500-1.9000 cache size     5897, 2183391 req, miss ratio 0.0755, byte miss ratio 0.0755
tencentBlock.ns15635 S3FIFO-0.6500-1.9000 cache size    11795, 2183391 req, miss ratio 0.0637, byte miss ratio 0.0637
tencentBlock.ns15635 S3FIFO-0.6500-1.9000 cache size    23591, 2183391 req, miss ratio 0.0463, byte miss ratio 0.0463
tencentBlock.ns15635 S3FIFO-0.6500-1.9000 cache size    47183, 2183391 req, miss ratio 0.0296, byte miss ratio 0.0296
tencentBlock.ns15635 S3FIFO-0.7500-0.9000 cache size       58, 2183391 req, miss ratio 0.2758, byte miss ratio 0.2758
tencentBlock.ns15635 S3FIFO-0.7500-0.9000 cache size      176, 2183391 req, miss ratio 0.1525, byte miss ratio 0.1525
tencentBlock.ns15635 S3FIFO-0.7500-0.9000 cache size      589, 2183391 req, miss ratio 0.1256, byte miss ratio 0.1256
tencentBlock.ns15635 S3FIFO-0.7500-0.9000 cache size     1769, 2183391 req, miss ratio 0.1121, byte miss ratio 0.1121
tencentBlock.ns15635 S3FIFO-0.7500-0.9000 cache size     5897, 2183391 req, miss ratio 0.0784, byte miss ratio 0.0784
tencentBlock.ns15635 S3FIFO-0.7500-0.9000 cache size    11795, 2183391 req, miss ratio 0.0641, byte miss ratio 0.0641
