cdn1_colo28.ns1350 S3FIFO-0.9500-0.9000 cache size        5, 1712217 req, miss ratio 0.0638, byte miss ratio 0.0638
cdn1_colo28.ns1350 S3FIFO-0.9500-0.9000 cache size       10, 1712217 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_colo28.ns1350 S3FIFO-0.9500-0.9000 cache size       21, 1712217 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns1350 S3FIFO-0.5500-1.9000 cache size        5, 1712217 req, miss ratio 0.0618, byte miss ratio 0.0618
cdn1_colo28.ns1350 S3FIFO-0.5500-1.9000 cache size       10, 1712217 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns1350 S3FIFO-0.5500-1.9000 cache size       21, 1712217 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns1350 S3FIFO-0.8500-1.9000 cache size        5, 1712217 req, miss ratio 0.0632, byte miss ratio 0.0632
cdn1_colo28.ns1350 S3FIFO-0.8500-1.9000 cache size       10, 1712217 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_colo28.ns1350 S3FIFO-0.8500-1.9000 cache size       21, 1712217 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns1350 S3FIFO-0.0500-1.9000 cache size        5, 1712217 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1350 S3FIFO-0.0500-1.9000 cache size       10, 1712217 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1350 S3FIFO-0.0500-1.9000 cache size       21, 1712217 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns1350 S3FIFO-0.3500-0.9000 cache size        5, 1712217 req, miss ratio 0.0523, byte miss ratio 0.0523
cdn1_colo28.ns1350 S3FIFO-0.3500-0.9000 cache size       10, 1712217 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns1350 S3FIFO-0.3500-0.9000 cache size       21, 1712217 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns1350 S3FIFO-0.7500-0.9000 cache size        5, 1712217 req, miss ratio 0.0638, byte miss ratio 0.0638
cdn1_colo28.ns1350 S3FIFO-0.7500-0.9000 cache size       10, 1712217 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_colo28.ns1350 S3FIFO-0.7500-0.9000 cache size       21, 1712217 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns1350 S3FIFO-0.5500-0.9000 cache size        5, 1712217 req, miss ratio 0.0618, byte miss ratio 0.0618
cdn1_colo28.ns1350 S3FIFO-0.5500-0.9000 cache size       10, 1712217 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns1350 S3FIFO-0.5500-0.9000 cache size       21, 1712217 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns1350 S3FIFO-0.0050-1.9000 cache size        5, 1712217 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1350 S3FIFO-0.0050-1.9000 cache size       10, 1712217 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1350 S3FIFO-0.0050-1.9000 cache size       21, 1712217 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1350 S3FIFO-0.0050-0.9000 cache size        5, 1712217 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1350 S3FIFO-0.0050-0.9000 cache size       10, 1712217 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1350 S3FIFO-0.0050-0.9000 cache size       21, 1712217 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1350 S3FIFO-0.6000-0.9000 cache size        5, 1712217 req, miss ratio 0.0638, byte miss ratio 0.0638
cdn1_colo28.ns1350 S3FIFO-0.6000-0.9000 cache size       10, 1712217 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns1350 S3FIFO-0.6000-0.9000 cache size       21, 1712217 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_colo28.ns1350 S3FIFO-0.9000-0.9000 cache size        5, 1712217 req, miss ratio 0.0638, byte miss ratio 0.0638
cdn1_colo28.ns1350 S3FIFO-0.9000-0.9000 cache size       10, 1712217 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_colo28.ns1350 S3FIFO-0.9000-0.9000 cache size       21, 1712217 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns1350 S3FIFO-0.0250-0.9000 cache size        5, 1712217 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1350 S3FIFO-0.0250-0.9000 cache size       10, 1712217 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1350 S3FIFO-0.0250-0.9000 cache size       21, 1712217 req, miss ratio 1.0000, byte miss ratio 1.0000
