cdn1_allcolo.ns454 S3FIFO-0.5500-0.9000 cache size       59, 11365879 req, miss ratio 0.1408, byte miss ratio 0.1408
cdn1_allcolo.ns454 S3FIFO-0.5500-0.9000 cache size      179, 11365879 req, miss ratio 0.0971, byte miss ratio 0.0971
cdn1_allcolo.ns454 S3FIFO-0.5500-0.9000 cache size      596, 11365879 req, miss ratio 0.0607, byte miss ratio 0.0607
cdn1_allcolo.ns454 S3FIFO-0.5500-0.9000 cache size     1790, 11365879 req, miss ratio 0.0369, byte miss ratio 0.0369
cdn1_allcolo.ns454 S3FIFO-0.5500-0.9000 cache size     5969, 11365879 req, miss ratio 0.0192, byte miss ratio 0.0192
cdn1_allcolo.ns454 S3FIFO-0.5500-0.9000 cache size    11938, 11365879 req, miss ratio 0.0123, byte miss ratio 0.0123
cdn1_allcolo.ns454 S3FIFO-0.5500-0.9000 cache size    23876, 11365879 req, miss ratio 0.0076, byte miss ratio 0.0076
cdn1_allcolo.ns454 S3FIFO-0.5500-0.9000 cache size    47752, 11365879 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns454 S3FIFO-0.0250-0.9000 cache size       59, 11365879 req, miss ratio 0.1200, byte miss ratio 0.1200
cdn1_allcolo.ns454 S3FIFO-0.0250-0.9000 cache size      179, 11365879 req, miss ratio 0.0813, byte miss ratio 0.0813
cdn1_allcolo.ns454 S3FIFO-0.0250-0.9000 cache size      596, 11365879 req, miss ratio 0.0498, byte miss ratio 0.0498
cdn1_allcolo.ns454 S3FIFO-0.0250-0.9000 cache size     1790, 11365879 req, miss ratio 0.0302, byte miss ratio 0.0302
cdn1_allcolo.ns454 S3FIFO-0.0250-0.9000 cache size     5969, 11365879 req, miss ratio 0.0155, byte miss ratio 0.0155
cdn1_allcolo.ns454 S3FIFO-0.0250-0.9000 cache size    11938, 11365879 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_allcolo.ns454 S3FIFO-0.0250-0.9000 cache size    23876, 11365879 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_allcolo.ns454 S3FIFO-0.0250-0.9000 cache size    47752, 11365879 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns454 S3FIFO-0.5000-0.9000 cache size       59, 11365879 req, miss ratio 0.1378, byte miss ratio 0.1378
cdn1_allcolo.ns454 S3FIFO-0.5000-0.9000 cache size      179, 11365879 req, miss ratio 0.0951, byte miss ratio 0.0951
cdn1_allcolo.ns454 S3FIFO-0.5000-0.9000 cache size      596, 11365879 req, miss ratio 0.0593, byte miss ratio 0.0593
cdn1_allcolo.ns454 S3FIFO-0.5000-0.9000 cache size     1790, 11365879 req, miss ratio 0.0360, byte miss ratio 0.0360
cdn1_allcolo.ns454 S3FIFO-0.5000-0.9000 cache size     5969, 11365879 req, miss ratio 0.0188, byte miss ratio 0.0188
cdn1_allcolo.ns454 S3FIFO-0.5000-0.9000 cache size    11938, 11365879 req, miss ratio 0.0120, byte miss ratio 0.0120
cdn1_allcolo.ns454 S3FIFO-0.5000-0.9000 cache size    23876, 11365879 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns454 S3FIFO-0.5000-0.9000 cache size    47752, 11365879 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns454 S3FIFO-0.2000-0.9000 cache size       59, 11365879 req, miss ratio 0.1245, byte miss ratio 0.1245
cdn1_allcolo.ns454 S3FIFO-0.2000-0.9000 cache size      179, 11365879 req, miss ratio 0.0850, byte miss ratio 0.0850
