cdn1_allcolo.ns116 S3FIFO-0.9000-0.9000 cache size      741, 4272375 req, miss ratio 0.7223, byte miss ratio 0.7223
cdn1_allcolo.ns116 S3FIFO-0.9000-0.9000 cache size     2223, 4272375 req, miss ratio 0.6109, byte miss ratio 0.6109
cdn1_allcolo.ns116 S3FIFO-0.9000-0.9000 cache size     7411, 4272375 req, miss ratio 0.3996, byte miss ratio 0.3996
cdn1_allcolo.ns116 S3FIFO-0.9000-0.9000 cache size    22234, 4272375 req, miss ratio 0.2886, byte miss ratio 0.2886
cdn1_allcolo.ns116 S3FIFO-0.9000-0.9000 cache size    74113, 4272375 req, miss ratio 0.2255, byte miss ratio 0.2255
cdn1_allcolo.ns116 S3FIFO-0.9000-0.9000 cache size   148227, 4272375 req, miss ratio 0.2018, byte miss ratio 0.2018
cdn1_allcolo.ns116 S3FIFO-0.9000-0.9000 cache size   296454, 4272375 req, miss ratio 0.1853, byte miss ratio 0.1853
cdn1_allcolo.ns116 S3FIFO-0.9000-0.9000 cache size   592908, 4272375 req, miss ratio 0.1743, byte miss ratio 0.1743
cdn1_allcolo.ns116 S3FIFO-0.0250-0.9000 cache size      741, 4272375 req, miss ratio 0.6329, byte miss ratio 0.6329
cdn1_allcolo.ns116 S3FIFO-0.0250-0.9000 cache size     2223, 4272375 req, miss ratio 0.4589, byte miss ratio 0.4589
cdn1_allcolo.ns116 S3FIFO-0.0250-0.9000 cache size     7411, 4272375 req, miss ratio 0.3218, byte miss ratio 0.3218
cdn1_allcolo.ns116 S3FIFO-0.0250-0.9000 cache size    22234, 4272375 req, miss ratio 0.2550, byte miss ratio 0.2550
cdn1_allcolo.ns116 S3FIFO-0.0250-0.9000 cache size    74113, 4272375 req, miss ratio 0.2146, byte miss ratio 0.2146
cdn1_allcolo.ns116 S3FIFO-0.0250-0.9000 cache size   148227, 4272375 req, miss ratio 0.1961, byte miss ratio 0.1961
cdn1_allcolo.ns116 S3FIFO-0.0250-0.9000 cache size   296454, 4272375 req, miss ratio 0.1805, byte miss ratio 0.1805
cdn1_allcolo.ns116 S3FIFO-0.0250-0.9000 cache size   592908, 4272375 req, miss ratio 0.1740, byte miss ratio 0.1740
cdn1_allcolo.ns116 S3FIFO-0.1500-0.9000 cache size      741, 4272375 req, miss ratio 0.6420, byte miss ratio 0.6420
cdn1_allcolo.ns116 S3FIFO-0.1500-0.9000 cache size     2223, 4272375 req, miss ratio 0.4738, byte miss ratio 0.4738
cdn1_allcolo.ns116 S3FIFO-0.1500-0.9000 cache size     7411, 4272375 req, miss ratio 0.3218, byte miss ratio 0.3218
cdn1_allcolo.ns116 S3FIFO-0.1500-0.9000 cache size    22234, 4272375 req, miss ratio 0.2478, byte miss ratio 0.2478
cdn1_allcolo.ns116 S3FIFO-0.1500-0.9000 cache size    74113, 4272375 req, miss ratio 0.2079, byte miss ratio 0.2079
cdn1_allcolo.ns116 S3FIFO-0.1500-0.9000 cache size   148227, 4272375 req, miss ratio 0.1928, byte miss ratio 0.1928
cdn1_allcolo.ns116 S3FIFO-0.1500-0.9000 cache size   296454, 4272375 req, miss ratio 0.1805, byte miss ratio 0.1805
cdn1_allcolo.ns116 S3FIFO-0.1500-0.9000 cache size   592908, 4272375 req, miss ratio 0.1740, byte miss ratio 0.1740
cdn1_allcolo.ns116 S3FIFO-0.6500-1.9000 cache size      741, 4272375 req, miss ratio 0.7145, byte miss ratio 0.7145
cdn1_allcolo.ns116 S3FIFO-0.6500-1.9000 cache size     2223, 4272375 req, miss ratio 0.5977, byte miss ratio 0.5977
cdn1_allcolo.ns116 S3FIFO-0.6500-1.9000 cache size     7411, 4272375 req, miss ratio 0.3550, byte miss ratio 0.3550
cdn1_allcolo.ns116 S3FIFO-0.6500-1.9000 cache size    22234, 4272375 req, miss ratio 0.2641, byte miss ratio 0.2641
cdn1_allcolo.ns116 S3FIFO-0.6500-1.9000 cache size    74113, 4272375 req, miss ratio 0.2117, byte miss ratio 0.2117
cdn1_allcolo.ns116 S3FIFO-0.6500-1.9000 cache size   148227, 4272375 req, miss ratio 0.1940, byte miss ratio 0.1940
cdn1_allcolo.ns116 S3FIFO-0.6500-1.9000 cache size   296454, 4272375 req, miss ratio 0.1813, byte miss ratio 0.1813
cdn1_allcolo.ns116 S3FIFO-0.6500-1.9000 cache size   592908, 4272375 req, miss ratio 0.1740, byte miss ratio 0.1740
cdn1_allcolo.ns116 S3FIFO-0.0100-0.9000 cache size      741, 4272375 req, miss ratio 0.6337, byte miss ratio 0.6337
cdn1_allcolo.ns116 S3FIFO-0.0100-0.9000 cache size     2223, 4272375 req, miss ratio 0.4577, byte miss ratio 0.4577
cdn1_allcolo.ns116 S3FIFO-0.0100-0.9000 cache size     7411, 4272375 req, miss ratio 0.3216, byte miss ratio 0.3216
cdn1_allcolo.ns116 S3FIFO-0.0100-0.9000 cache size    22234, 4272375 req, miss ratio 0.2560, byte miss ratio 0.2560
cdn1_allcolo.ns116 S3FIFO-0.0100-0.9000 cache size    74113, 4272375 req, miss ratio 0.2178, byte miss ratio 0.2178
cdn1_allcolo.ns116 S3FIFO-0.0100-0.9000 cache size   148227, 4272375 req, miss ratio 0.1979, byte miss ratio 0.1979
