tencentBlock.ns13851 S3FIFO-0.9500-1.9000 cache size      174, 1441677 req, miss ratio 0.5317, byte miss ratio 0.5317
tencentBlock.ns13851 S3FIFO-0.9500-1.9000 cache size      523, 1441677 req, miss ratio 0.4797, byte miss ratio 0.4797
tencentBlock.ns13851 S3FIFO-0.9500-1.9000 cache size     1745, 1441677 req, miss ratio 0.4651, byte miss ratio 0.4651
tencentBlock.ns13851 S3FIFO-0.9500-1.9000 cache size     5237, 1441677 req, miss ratio 0.4613, byte miss ratio 0.4613
tencentBlock.ns13851 S3FIFO-0.9500-1.9000 cache size    17458, 1441677 req, miss ratio 0.4286, byte miss ratio 0.4286
tencentBlock.ns13851 S3FIFO-0.9500-1.9000 cache size    34917, 1441677 req, miss ratio 0.3823, byte miss ratio 0.3823
tencentBlock.ns13851 S3FIFO-0.9500-1.9000 cache size    69834, 1441677 req, miss ratio 0.2700, byte miss ratio 0.2700
tencentBlock.ns13851 S3FIFO-0.9500-1.9000 cache size   139668, 1441677 req, miss ratio 0.1567, byte miss ratio 0.1567
tencentBlock.ns13851 S3FIFO-0.0050-0.9000 cache size      174, 1441677 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns13851 S3FIFO-0.0050-0.9000 cache size      523, 1441677 req, miss ratio 0.5512, byte miss ratio 0.5512
tencentBlock.ns13851 S3FIFO-0.0050-0.9000 cache size     1745, 1441677 req, miss ratio 0.4699, byte miss ratio 0.4699
tencentBlock.ns13851 S3FIFO-0.0050-0.9000 cache size     5237, 1441677 req, miss ratio 0.4624, byte miss ratio 0.4624
tencentBlock.ns13851 S3FIFO-0.0050-0.9000 cache size    17458, 1441677 req, miss ratio 0.4118, byte miss ratio 0.4118
tencentBlock.ns13851 S3FIFO-0.0050-0.9000 cache size    34917, 1441677 req, miss ratio 0.3713, byte miss ratio 0.3713
tencentBlock.ns13851 S3FIFO-0.0050-0.9000 cache size    69834, 1441677 req, miss ratio 0.2557, byte miss ratio 0.2557
tencentBlock.ns13851 S3FIFO-0.0050-0.9000 cache size   139668, 1441677 req, miss ratio 0.1423, byte miss ratio 0.1423
tencentBlock.ns13851 S3FIFO-0.4000-0.9000 cache size      174, 1441677 req, miss ratio 0.4712, byte miss ratio 0.4712
tencentBlock.ns13851 S3FIFO-0.4000-0.9000 cache size      523, 1441677 req, miss ratio 0.4635, byte miss ratio 0.4635
tencentBlock.ns13851 S3FIFO-0.4000-0.9000 cache size     1745, 1441677 req, miss ratio 0.4604, byte miss ratio 0.4604
tencentBlock.ns13851 S3FIFO-0.4000-0.9000 cache size     5237, 1441677 req, miss ratio 0.4598, byte miss ratio 0.4598
tencentBlock.ns13851 S3FIFO-0.4000-0.9000 cache size    17458, 1441677 req, miss ratio 0.4263, byte miss ratio 0.4263
tencentBlock.ns13851 S3FIFO-0.4000-0.9000 cache size    34917, 1441677 req, miss ratio 0.3879, byte miss ratio 0.3879
tencentBlock.ns13851 S3FIFO-0.4000-0.9000 cache size    69834, 1441677 req, miss ratio 0.2926, byte miss ratio 0.2926
tencentBlock.ns13851 S3FIFO-0.4000-0.9000 cache size   139668, 1441677 req, miss ratio 0.1498, byte miss ratio 0.1498
tencentBlock.ns13851 S3FIFO-0.5500-1.9000 cache size      174, 1441677 req, miss ratio 0.4730, byte miss ratio 0.4730
tencentBlock.ns13851 S3FIFO-0.5500-1.9000 cache size      523, 1441677 req, miss ratio 0.4642, byte miss ratio 0.4642
tencentBlock.ns13851 S3FIFO-0.5500-1.9000 cache size     1745, 1441677 req, miss ratio 0.4606, byte miss ratio 0.4606
tencentBlock.ns13851 S3FIFO-0.5500-1.9000 cache size     5237, 1441677 req, miss ratio 0.4598, byte miss ratio 0.4598
tencentBlock.ns13851 S3FIFO-0.5500-1.9000 cache size    17458, 1441677 req, miss ratio 0.4479, byte miss ratio 0.4479
tencentBlock.ns13851 S3FIFO-0.5500-1.9000 cache size    34917, 1441677 req, miss ratio 0.3897, byte miss ratio 0.3897
tencentBlock.ns13851 S3FIFO-0.5500-1.9000 cache size    69834, 1441677 req, miss ratio 0.2767, byte miss ratio 0.2767
tencentBlock.ns13851 S3FIFO-0.5500-1.9000 cache size   139668, 1441677 req, miss ratio 0.1563, byte miss ratio 0.1563
tencentBlock.ns13851 S3FIFO-0.5500-0.9000 cache size      174, 1441677 req, miss ratio 0.4732, byte miss ratio 0.4732
tencentBlock.ns13851 S3FIFO-0.5500-0.9000 cache size      523, 1441677 req, miss ratio 0.4644, byte miss ratio 0.4644
tencentBlock.ns13851 S3FIFO-0.5500-0.9000 cache size     1745, 1441677 req, miss ratio 0.4606, byte miss ratio 0.4606
