cdn1_allcolo.ns1285 S3FIFO-0.2500-0.9000 cache size       84, 6116546 req, miss ratio 0.7243, byte miss ratio 0.7243
cdn1_allcolo.ns1285 S3FIFO-0.2500-0.9000 cache size      253, 6116546 req, miss ratio 0.5854, byte miss ratio 0.5854
cdn1_allcolo.ns1285 S3FIFO-0.2500-0.9000 cache size      846, 6116546 req, miss ratio 0.4347, byte miss ratio 0.4347
cdn1_allcolo.ns1285 S3FIFO-0.2500-0.9000 cache size     2538, 6116546 req, miss ratio 0.2945, byte miss ratio 0.2945
cdn1_allcolo.ns1285 S3FIFO-0.2500-0.9000 cache size     8460, 6116546 req, miss ratio 0.1543, byte miss ratio 0.1543
cdn1_allcolo.ns1285 S3FIFO-0.2500-0.9000 cache size    16921, 6116546 req, miss ratio 0.0871, byte miss ratio 0.0871
cdn1_allcolo.ns1285 S3FIFO-0.2500-0.9000 cache size    33842, 6116546 req, miss ratio 0.0348, byte miss ratio 0.0348
cdn1_allcolo.ns1285 S3FIFO-0.2500-0.9000 cache size    67685, 6116546 req, miss ratio 0.0147, byte miss ratio 0.0147
cdn1_allcolo.ns1285 S3FIFO-0.0010-1.9000 cache size       84, 6116546 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1285 S3FIFO-0.0010-1.9000 cache size      253, 6116546 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1285 S3FIFO-0.0010-1.9000 cache size      846, 6116546 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1285 S3FIFO-0.0010-1.9000 cache size     2538, 6116546 req, miss ratio 0.2835, byte miss ratio 0.2835
cdn1_allcolo.ns1285 S3FIFO-0.0010-1.9000 cache size     8460, 6116546 req, miss ratio 0.1486, byte miss ratio 0.1486
cdn1_allcolo.ns1285 S3FIFO-0.0010-1.9000 cache size    16921, 6116546 req, miss ratio 0.0822, byte miss ratio 0.0822
cdn1_allcolo.ns1285 S3FIFO-0.0010-1.9000 cache size    33842, 6116546 req, miss ratio 0.0321, byte miss ratio 0.0321
cdn1_allcolo.ns1285 S3FIFO-0.0010-1.9000 cache size    67685, 6116546 req, miss ratio 0.0146, byte miss ratio 0.0146
cdn1_allcolo.ns1285 S3FIFO-0.5000-1.9000 cache size       84, 6116546 req, miss ratio 0.7705, byte miss ratio 0.7705
cdn1_allcolo.ns1285 S3FIFO-0.5000-1.9000 cache size      253, 6116546 req, miss ratio 0.6328, byte miss ratio 0.6328
cdn1_allcolo.ns1285 S3FIFO-0.5000-1.9000 cache size      846, 6116546 req, miss ratio 0.4767, byte miss ratio 0.4767
cdn1_allcolo.ns1285 S3FIFO-0.5000-1.9000 cache size     2538, 6116546 req, miss ratio 0.3293, byte miss ratio 0.3293
cdn1_allcolo.ns1285 S3FIFO-0.5000-1.9000 cache size     8460, 6116546 req, miss ratio 0.1721, byte miss ratio 0.1721
cdn1_allcolo.ns1285 S3FIFO-0.5000-1.9000 cache size    16921, 6116546 req, miss ratio 0.0957, byte miss ratio 0.0957
cdn1_allcolo.ns1285 S3FIFO-0.5000-1.9000 cache size    33842, 6116546 req, miss ratio 0.0397, byte miss ratio 0.0397
cdn1_allcolo.ns1285 S3FIFO-0.5000-1.9000 cache size    67685, 6116546 req, miss ratio 0.0152, byte miss ratio 0.0152
cdn1_allcolo.ns1285 S3FIFO-0.4000-0.9000 cache size       84, 6116546 req, miss ratio 0.7449, byte miss ratio 0.7449
cdn1_allcolo.ns1285 S3FIFO-0.4000-0.9000 cache size      253, 6116546 req, miss ratio 0.6066, byte miss ratio 0.6066
cdn1_allcolo.ns1285 S3FIFO-0.4000-0.9000 cache size      846, 6116546 req, miss ratio 0.4536, byte miss ratio 0.4536
cdn1_allcolo.ns1285 S3FIFO-0.4000-0.9000 cache size     2538, 6116546 req, miss ratio 0.3110, byte miss ratio 0.3110
cdn1_allcolo.ns1285 S3FIFO-0.4000-0.9000 cache size     8460, 6116546 req, miss ratio 0.1643, byte miss ratio 0.1643
cdn1_allcolo.ns1285 S3FIFO-0.4000-0.9000 cache size    16921, 6116546 req, miss ratio 0.0921, byte miss ratio 0.0921
cdn1_allcolo.ns1285 S3FIFO-0.4000-0.9000 cache size    33842, 6116546 req, miss ratio 0.0376, byte miss ratio 0.0376
cdn1_allcolo.ns1285 S3FIFO-0.4000-0.9000 cache size    67685, 6116546 req, miss ratio 0.0149, byte miss ratio 0.0149
cdn1_allcolo.ns1285 S3FIFO-0.0500-0.9000 cache size       84, 6116546 req, miss ratio 0.6999, byte miss ratio 0.6999
cdn1_allcolo.ns1285 S3FIFO-0.0500-0.9000 cache size      253, 6116546 req, miss ratio 0.5633, byte miss ratio 0.5633
cdn1_allcolo.ns1285 S3FIFO-0.0500-0.9000 cache size      846, 6116546 req, miss ratio 0.4148, byte miss ratio 0.4148
cdn1_allcolo.ns1285 S3FIFO-0.0500-0.9000 cache size     2538, 6116546 req, miss ratio 0.2764, byte miss ratio 0.2764
cdn1_allcolo.ns1285 S3FIFO-0.0500-0.9000 cache size     8460, 6116546 req, miss ratio 0.1431, byte miss ratio 0.1431
cdn1_allcolo.ns1285 S3FIFO-0.0500-0.9000 cache size    16921, 6116546 req, miss ratio 0.0804, byte miss ratio 0.0804
cdn1_allcolo.ns1285 S3FIFO-0.0500-0.9000 cache size    33842, 6116546 req, miss ratio 0.0314, byte miss ratio 0.0314
cdn1_allcolo.ns1285 S3FIFO-0.0500-0.9000 cache size    67685, 6116546 req, miss ratio 0.0145, byte miss ratio 0.0145
cdn1_allcolo.ns1285 S3FIFO-0.9900-0.9000 cache size       84, 6116546 req, miss ratio 0.8626, byte miss ratio 0.8626
cdn1_allcolo.ns1285 S3FIFO-0.9900-0.9000 cache size      253, 6116546 req, miss ratio 0.7442, byte miss ratio 0.7442
cdn1_allcolo.ns1285 S3FIFO-0.9900-0.9000 cache size      846, 6116546 req, miss ratio 0.5706, byte miss ratio 0.5706
cdn1_allcolo.ns1285 S3FIFO-0.9900-0.9000 cache size     2538, 6116546 req, miss ratio 0.3986, byte miss ratio 0.3986
cdn1_allcolo.ns1285 S3FIFO-0.9900-0.9000 cache size     8460, 6116546 req, miss ratio 0.2123, byte miss ratio 0.2123
cdn1_allcolo.ns1285 S3FIFO-0.9900-0.9000 cache size    16921, 6116546 req, miss ratio 0.1200, byte miss ratio 0.1200
cdn1_allcolo.ns1285 S3FIFO-0.9900-0.9000 cache size    33842, 6116546 req, miss ratio 0.0526, byte miss ratio 0.0526
cdn1_allcolo.ns1285 S3FIFO-0.9900-0.9000 cache size    67685, 6116546 req, miss ratio 0.0192, byte miss ratio 0.0192
cdn1_allcolo.ns1285 S3FIFO-0.7500-1.9000 cache size       84, 6116546 req, miss ratio 0.8170, byte miss ratio 0.8170
cdn1_allcolo.ns1285 S3FIFO-0.7500-1.9000 cache size      253, 6116546 req, miss ratio 0.6864, byte miss ratio 0.6864
cdn1_allcolo.ns1285 S3FIFO-0.7500-1.9000 cache size      846, 6116546 req, miss ratio 0.5182, byte miss ratio 0.5182
cdn1_allcolo.ns1285 S3FIFO-0.7500-1.9000 cache size     2538, 6116546 req, miss ratio 0.3597, byte miss ratio 0.3597
cdn1_allcolo.ns1285 S3FIFO-0.7500-1.9000 cache size     8460, 6116546 req, miss ratio 0.1882, byte miss ratio 0.1882
cdn1_allcolo.ns1285 S3FIFO-0.7500-1.9000 cache size    16921, 6116546 req, miss ratio 0.1062, byte miss ratio 0.1062
cdn1_allcolo.ns1285 S3FIFO-0.7500-1.9000 cache size    33842, 6116546 req, miss ratio 0.0455, byte miss ratio 0.0455
cdn1_allcolo.ns1285 S3FIFO-0.7500-1.9000 cache size    67685, 6116546 req, miss ratio 0.0170, byte miss ratio 0.0170
cdn1_allcolo.ns1285 S3FIFO-0.5000-0.9000 cache size       84, 6116546 req, miss ratio 0.7620, byte miss ratio 0.7620
cdn1_allcolo.ns1285 S3FIFO-0.5000-0.9000 cache size      253, 6116546 req, miss ratio 0.6232, byte miss ratio 0.6232
