cdn1_colo28.ns2513 S3FIFO-0.5500-0.9000 cache size      152, 2233198 req, miss ratio 0.1851, byte miss ratio 0.1851
cdn1_colo28.ns2513 S3FIFO-0.5500-0.9000 cache size      456, 2233198 req, miss ratio 0.1735, byte miss ratio 0.1735
cdn1_colo28.ns2513 S3FIFO-0.5500-0.9000 cache size     1522, 2233198 req, miss ratio 0.1617, byte miss ratio 0.1617
cdn1_colo28.ns2513 S3FIFO-0.5500-0.9000 cache size     4566, 2233198 req, miss ratio 0.1497, byte miss ratio 0.1497
cdn1_colo28.ns2513 S3FIFO-0.5500-0.9000 cache size    15221, 2233198 req, miss ratio 0.1289, byte miss ratio 0.1289
cdn1_colo28.ns2513 S3FIFO-0.5500-0.9000 cache size    30442, 2233198 req, miss ratio 0.1137, byte miss ratio 0.1137
cdn1_colo28.ns2513 S3FIFO-0.5500-0.9000 cache size    60885, 2233198 req, miss ratio 0.0931, byte miss ratio 0.0931
cdn1_colo28.ns2513 S3FIFO-0.5500-0.9000 cache size   121771, 2233198 req, miss ratio 0.0705, byte miss ratio 0.0705
cdn1_colo28.ns2513 S3FIFO-0.4000-0.9000 cache size      152, 2233198 req, miss ratio 0.1833, byte miss ratio 0.1833
cdn1_colo28.ns2513 S3FIFO-0.4000-0.9000 cache size      456, 2233198 req, miss ratio 0.1717, byte miss ratio 0.1717
cdn1_colo28.ns2513 S3FIFO-0.4000-0.9000 cache size     1522, 2233198 req, miss ratio 0.1604, byte miss ratio 0.1604
cdn1_colo28.ns2513 S3FIFO-0.4000-0.9000 cache size     4566, 2233198 req, miss ratio 0.1476, byte miss ratio 0.1476
cdn1_colo28.ns2513 S3FIFO-0.4000-0.9000 cache size    15221, 2233198 req, miss ratio 0.1262, byte miss ratio 0.1262
cdn1_colo28.ns2513 S3FIFO-0.4000-0.9000 cache size    30442, 2233198 req, miss ratio 0.1107, byte miss ratio 0.1107
cdn1_colo28.ns2513 S3FIFO-0.4000-0.9000 cache size    60885, 2233198 req, miss ratio 0.0915, byte miss ratio 0.0915
cdn1_colo28.ns2513 S3FIFO-0.4000-0.9000 cache size   121771, 2233198 req, miss ratio 0.0704, byte miss ratio 0.0704
cdn1_colo28.ns2513 S3FIFO-0.7000-1.9000 cache size      152, 2233198 req, miss ratio 0.1888, byte miss ratio 0.1888
cdn1_colo28.ns2513 S3FIFO-0.7000-1.9000 cache size      456, 2233198 req, miss ratio 0.1768, byte miss ratio 0.1768
cdn1_colo28.ns2513 S3FIFO-0.7000-1.9000 cache size     1522, 2233198 req, miss ratio 0.1640, byte miss ratio 0.1640
cdn1_colo28.ns2513 S3FIFO-0.7000-1.9000 cache size     4566, 2233198 req, miss ratio 0.1525, byte miss ratio 0.1525
cdn1_colo28.ns2513 S3FIFO-0.7000-1.9000 cache size    15221, 2233198 req, miss ratio 0.1334, byte miss ratio 0.1334
cdn1_colo28.ns2513 S3FIFO-0.7000-1.9000 cache size    30442, 2233198 req, miss ratio 0.1173, byte miss ratio 0.1173
cdn1_colo28.ns2513 S3FIFO-0.7000-1.9000 cache size    60885, 2233198 req, miss ratio 0.0950, byte miss ratio 0.0950
cdn1_colo28.ns2513 S3FIFO-0.7000-1.9000 cache size   121771, 2233198 req, miss ratio 0.0707, byte miss ratio 0.0707
cdn1_colo28.ns2513 S3FIFO-0.0050-0.9000 cache size      152, 2233198 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns2513 S3FIFO-0.0050-0.9000 cache size      456, 2233198 req, miss ratio 0.1760, byte miss ratio 0.1760
cdn1_colo28.ns2513 S3FIFO-0.0050-0.9000 cache size     1522, 2233198 req, miss ratio 0.1609, byte miss ratio 0.1609
cdn1_colo28.ns2513 S3FIFO-0.0050-0.9000 cache size     4566, 2233198 req, miss ratio 0.1449, byte miss ratio 0.1449
cdn1_colo28.ns2513 S3FIFO-0.0050-0.9000 cache size    15221, 2233198 req, miss ratio 0.1223, byte miss ratio 0.1223
cdn1_colo28.ns2513 S3FIFO-0.0050-0.9000 cache size    30442, 2233198 req, miss ratio 0.1060, byte miss ratio 0.1060
cdn1_colo28.ns2513 S3FIFO-0.0050-0.9000 cache size    60885, 2233198 req, miss ratio 0.0883, byte miss ratio 0.0883
cdn1_colo28.ns2513 S3FIFO-0.0050-0.9000 cache size   121771, 2233198 req, miss ratio 0.0704, byte miss ratio 0.0704
cdn1_colo28.ns2513 S3FIFO-0.0500-0.9000 cache size      152, 2233198 req, miss ratio 0.1827, byte miss ratio 0.1827
cdn1_colo28.ns2513 S3FIFO-0.0500-0.9000 cache size      456, 2233198 req, miss ratio 0.1711, byte miss ratio 0.1711
cdn1_colo28.ns2513 S3FIFO-0.0500-0.9000 cache size     1522, 2233198 req, miss ratio 0.1589, byte miss ratio 0.1589
cdn1_colo28.ns2513 S3FIFO-0.0500-0.9000 cache size     4566, 2233198 req, miss ratio 0.1443, byte miss ratio 0.1443
cdn1_colo28.ns2513 S3FIFO-0.0500-0.9000 cache size    15221, 2233198 req, miss ratio 0.1225, byte miss ratio 0.1225
cdn1_colo28.ns2513 S3FIFO-0.0500-0.9000 cache size    30442, 2233198 req, miss ratio 0.1062, byte miss ratio 0.1062
cdn1_colo28.ns2513 S3FIFO-0.0500-0.9000 cache size    60885, 2233198 req, miss ratio 0.0885, byte miss ratio 0.0885
cdn1_colo28.ns2513 S3FIFO-0.0500-0.9000 cache size   121771, 2233198 req, miss ratio 0.0704, byte miss ratio 0.0704
cdn1_colo28.ns2513 S3FIFO-0.6500-0.9000 cache size      152, 2233198 req, miss ratio 0.1871, byte miss ratio 0.1871
cdn1_colo28.ns2513 S3FIFO-0.6500-0.9000 cache size      456, 2233198 req, miss ratio 0.1753, byte miss ratio 0.1753
cdn1_colo28.ns2513 S3FIFO-0.6500-0.9000 cache size     1522, 2233198 req, miss ratio 0.1629, byte miss ratio 0.1629
cdn1_colo28.ns2513 S3FIFO-0.6500-0.9000 cache size     4566, 2233198 req, miss ratio 0.1512, byte miss ratio 0.1512
cdn1_colo28.ns2513 S3FIFO-0.6500-0.9000 cache size    15221, 2233198 req, miss ratio 0.1311, byte miss ratio 0.1311
cdn1_colo28.ns2513 S3FIFO-0.6500-0.9000 cache size    30442, 2233198 req, miss ratio 0.1157, byte miss ratio 0.1157
cdn1_colo28.ns2513 S3FIFO-0.6500-0.9000 cache size    60885, 2233198 req, miss ratio 0.0943, byte miss ratio 0.0943
cdn1_colo28.ns2513 S3FIFO-0.6500-0.9000 cache size   121771, 2233198 req, miss ratio 0.0707, byte miss ratio 0.0707
cdn1_colo28.ns2513 S3FIFO-0.4500-1.9000 cache size      152, 2233198 req, miss ratio 0.1837, byte miss ratio 0.1837
cdn1_colo28.ns2513 S3FIFO-0.4500-1.9000 cache size      456, 2233198 req, miss ratio 0.1719, byte miss ratio 0.1719
cdn1_colo28.ns2513 S3FIFO-0.4500-1.9000 cache size     1522, 2233198 req, miss ratio 0.1608, byte miss ratio 0.1608
cdn1_colo28.ns2513 S3FIFO-0.4500-1.9000 cache size     4566, 2233198 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns2513 S3FIFO-0.4500-1.9000 cache size    15221, 2233198 req, miss ratio 0.1281, byte miss ratio 0.1281
cdn1_colo28.ns2513 S3FIFO-0.4500-1.9000 cache size    30442, 2233198 req, miss ratio 0.1132, byte miss ratio 0.1132
cdn1_colo28.ns2513 S3FIFO-0.4500-1.9000 cache size    60885, 2233198 req, miss ratio 0.0921, byte miss ratio 0.0921
cdn1_colo28.ns2513 S3FIFO-0.4500-1.9000 cache size   121771, 2233198 req, miss ratio 0.0704, byte miss ratio 0.0704
cdn1_colo28.ns2513 S3FIFO-0.3000-1.9000 cache size      152, 2233198 req, miss ratio 0.1822, byte miss ratio 0.1822
cdn1_colo28.ns2513 S3FIFO-0.3000-1.9000 cache size      456, 2233198 req, miss ratio 0.1702, byte miss ratio 0.1702
cdn1_colo28.ns2513 S3FIFO-0.3000-1.9000 cache size     1522, 2233198 req, miss ratio 0.1596, byte miss ratio 0.1596
cdn1_colo28.ns2513 S3FIFO-0.3000-1.9000 cache size     4566, 2233198 req, miss ratio 0.1468, byte miss ratio 0.1468
cdn1_colo28.ns2513 S3FIFO-0.3000-1.9000 cache size    15221, 2233198 req, miss ratio 0.1255, byte miss ratio 0.1255
cdn1_colo28.ns2513 S3FIFO-0.3000-1.9000 cache size    30442, 2233198 req, miss ratio 0.1107, byte miss ratio 0.1107
cdn1_colo28.ns2513 S3FIFO-0.3000-1.9000 cache size    60885, 2233198 req, miss ratio 0.0906, byte miss ratio 0.0906
cdn1_colo28.ns2513 S3FIFO-0.3000-1.9000 cache size   121771, 2233198 req, miss ratio 0.0704, byte miss ratio 0.0704
cdn1_colo28.ns2513 S3FIFO-0.0100-0.9000 cache size      152, 2233198 req, miss ratio 0.1900, byte miss ratio 0.1900
cdn1_colo28.ns2513 S3FIFO-0.0100-0.9000 cache size      456, 2233198 req, miss ratio 0.1734, byte miss ratio 0.1734
cdn1_colo28.ns2513 S3FIFO-0.0100-0.9000 cache size     1522, 2233198 req, miss ratio 0.1601, byte miss ratio 0.1601
cdn1_colo28.ns2513 S3FIFO-0.0100-0.9000 cache size     4566, 2233198 req, miss ratio 0.1445, byte miss ratio 0.1445
cdn1_colo28.ns2513 S3FIFO-0.0100-0.9000 cache size    15221, 2233198 req, miss ratio 0.1222, byte miss ratio 0.1222
cdn1_colo28.ns2513 S3FIFO-0.0100-0.9000 cache size    30442, 2233198 req, miss ratio 0.1060, byte miss ratio 0.1060
cdn1_colo28.ns2513 S3FIFO-0.0100-0.9000 cache size    60885, 2233198 req, miss ratio 0.0883, byte miss ratio 0.0883
cdn1_colo28.ns2513 S3FIFO-0.0100-0.9000 cache size   121771, 2233198 req, miss ratio 0.0704, byte miss ratio 0.0704
cdn1_colo28.ns2513 S3FIFO-0.5000-0.9000 cache size      152, 2233198 req, miss ratio 0.1844, byte miss ratio 0.1844
cdn1_colo28.ns2513 S3FIFO-0.5000-0.9000 cache size      456, 2233198 req, miss ratio 0.1728, byte miss ratio 0.1728
cdn1_colo28.ns2513 S3FIFO-0.5000-0.9000 cache size     1522, 2233198 req, miss ratio 0.1612, byte miss ratio 0.1612
cdn1_colo28.ns2513 S3FIFO-0.5000-0.9000 cache size     4566, 2233198 req, miss ratio 0.1490, byte miss ratio 0.1490
cdn1_colo28.ns2513 S3FIFO-0.5000-0.9000 cache size    15221, 2233198 req, miss ratio 0.1280, byte miss ratio 0.1280
cdn1_colo28.ns2513 S3FIFO-0.5000-0.9000 cache size    30442, 2233198 req, miss ratio 0.1127, byte miss ratio 0.1127
cdn1_colo28.ns2513 S3FIFO-0.5000-0.9000 cache size    60885, 2233198 req, miss ratio 0.0926, byte miss ratio 0.0926
cdn1_colo28.ns2513 S3FIFO-0.5000-0.9000 cache size   121771, 2233198 req, miss ratio 0.0704, byte miss ratio 0.0704
cdn1_colo28.ns2513 S3FIFO-0.0250-0.9000 cache size      152, 2233198 req, miss ratio 0.1846, byte miss ratio 0.1846
cdn1_colo28.ns2513 S3FIFO-0.0250-0.9000 cache size      456, 2233198 req, miss ratio 0.1719, byte miss ratio 0.1719
cdn1_colo28.ns2513 S3FIFO-0.0250-0.9000 cache size     1522, 2233198 req, miss ratio 0.1593, byte miss ratio 0.1593
cdn1_colo28.ns2513 S3FIFO-0.0250-0.9000 cache size     4566, 2233198 req, miss ratio 0.1442, byte miss ratio 0.1442
cdn1_colo28.ns2513 S3FIFO-0.0250-0.9000 cache size    15221, 2233198 req, miss ratio 0.1223, byte miss ratio 0.1223
cdn1_colo28.ns2513 S3FIFO-0.0250-0.9000 cache size    30442, 2233198 req, miss ratio 0.1060, byte miss ratio 0.1060
cdn1_colo28.ns2513 S3FIFO-0.0250-0.9000 cache size    60885, 2233198 req, miss ratio 0.0884, byte miss ratio 0.0884
cdn1_colo28.ns2513 S3FIFO-0.0250-0.9000 cache size   121771, 2233198 req, miss ratio 0.0704, byte miss ratio 0.0704
cdn1_colo28.ns2513 S3FIFO-0.0100-1.9000 cache size      152, 2233198 req, miss ratio 0.1895, byte miss ratio 0.1895
cdn1_colo28.ns2513 S3FIFO-0.0100-1.9000 cache size      456, 2233198 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_colo28.ns2513 S3FIFO-0.0100-1.9000 cache size     1522, 2233198 req, miss ratio 0.1594, byte miss ratio 0.1594
cdn1_colo28.ns2513 S3FIFO-0.0100-1.9000 cache size     4566, 2233198 req, miss ratio 0.1442, byte miss ratio 0.1442
cdn1_colo28.ns2513 S3FIFO-0.0100-1.9000 cache size    15221, 2233198 req, miss ratio 0.1222, byte miss ratio 0.1222
cdn1_colo28.ns2513 S3FIFO-0.0100-1.9000 cache size    30442, 2233198 req, miss ratio 0.1072, byte miss ratio 0.1072
cdn1_colo28.ns2513 S3FIFO-0.0100-1.9000 cache size    60885, 2233198 req, miss ratio 0.0885, byte miss ratio 0.0885
cdn1_colo28.ns2513 S3FIFO-0.0100-1.9000 cache size   121771, 2233198 req, miss ratio 0.0704, byte miss ratio 0.0704
cdn1_colo28.ns2513 S3FIFO-0.3500-1.9000 cache size      152, 2233198 req, miss ratio 0.1827, byte miss ratio 0.1827
cdn1_colo28.ns2513 S3FIFO-0.3500-1.9000 cache size      456, 2233198 req, miss ratio 0.1706, byte miss ratio 0.1706
cdn1_colo28.ns2513 S3FIFO-0.3500-1.9000 cache size     1522, 2233198 req, miss ratio 0.1600, byte miss ratio 0.1600
cdn1_colo28.ns2513 S3FIFO-0.3500-1.9000 cache size     4566, 2233198 req, miss ratio 0.1475, byte miss ratio 0.1475
cdn1_colo28.ns2513 S3FIFO-0.3500-1.9000 cache size    15221, 2233198 req, miss ratio 0.1263, byte miss ratio 0.1263
cdn1_colo28.ns2513 S3FIFO-0.3500-1.9000 cache size    30442, 2233198 req, miss ratio 0.1115, byte miss ratio 0.1115
