tencentBlock.ns3161 S3FIFO-0.4500-1.9000 cache size       53, 1039354 req, miss ratio 0.1475, byte miss ratio 0.1475
tencentBlock.ns3161 S3FIFO-0.4500-1.9000 cache size      161, 1039354 req, miss ratio 0.1375, byte miss ratio 0.1375
tencentBlock.ns3161 S3FIFO-0.4500-1.9000 cache size      537, 1039354 req, miss ratio 0.1371, byte miss ratio 0.1371
tencentBlock.ns3161 S3FIFO-0.4500-1.9000 cache size     1611, 1039354 req, miss ratio 0.1370, byte miss ratio 0.1370
tencentBlock.ns3161 S3FIFO-0.4500-1.9000 cache size     5373, 1039354 req, miss ratio 0.1366, byte miss ratio 0.1366
tencentBlock.ns3161 S3FIFO-0.4500-1.9000 cache size    10746, 1039354 req, miss ratio 0.1114, byte miss ratio 0.1114
tencentBlock.ns3161 S3FIFO-0.4500-1.9000 cache size    21492, 1039354 req, miss ratio 0.0772, byte miss ratio 0.0772
tencentBlock.ns3161 S3FIFO-0.4500-1.9000 cache size    42984, 1039354 req, miss ratio 0.0527, byte miss ratio 0.0527
tencentBlock.ns3161 S3FIFO-0.2000-1.9000 cache size       53, 1039354 req, miss ratio 0.1405, byte miss ratio 0.1405
tencentBlock.ns3161 S3FIFO-0.2000-1.9000 cache size      161, 1039354 req, miss ratio 0.1375, byte miss ratio 0.1375
tencentBlock.ns3161 S3FIFO-0.2000-1.9000 cache size      537, 1039354 req, miss ratio 0.1371, byte miss ratio 0.1371
tencentBlock.ns3161 S3FIFO-0.2000-1.9000 cache size     1611, 1039354 req, miss ratio 0.1370, byte miss ratio 0.1370
tencentBlock.ns3161 S3FIFO-0.2000-1.9000 cache size     5373, 1039354 req, miss ratio 0.1236, byte miss ratio 0.1236
tencentBlock.ns3161 S3FIFO-0.2000-1.9000 cache size    10746, 1039354 req, miss ratio 0.1088, byte miss ratio 0.1088
tencentBlock.ns3161 S3FIFO-0.2000-1.9000 cache size    21492, 1039354 req, miss ratio 0.0713, byte miss ratio 0.0713
tencentBlock.ns3161 S3FIFO-0.2000-1.9000 cache size    42984, 1039354 req, miss ratio 0.0529, byte miss ratio 0.0529
tencentBlock.ns3161 S3FIFO-0.4000-1.9000 cache size       53, 1039354 req, miss ratio 0.1442, byte miss ratio 0.1442
tencentBlock.ns3161 S3FIFO-0.4000-1.9000 cache size      161, 1039354 req, miss ratio 0.1375, byte miss ratio 0.1375
tencentBlock.ns3161 S3FIFO-0.4000-1.9000 cache size      537, 1039354 req, miss ratio 0.1371, byte miss ratio 0.1371
tencentBlock.ns3161 S3FIFO-0.4000-1.9000 cache size     1611, 1039354 req, miss ratio 0.1370, byte miss ratio 0.1370
tencentBlock.ns3161 S3FIFO-0.4000-1.9000 cache size     5373, 1039354 req, miss ratio 0.1357, byte miss ratio 0.1357
tencentBlock.ns3161 S3FIFO-0.4000-1.9000 cache size    10746, 1039354 req, miss ratio 0.1126, byte miss ratio 0.1126
tencentBlock.ns3161 S3FIFO-0.4000-1.9000 cache size    21492, 1039354 req, miss ratio 0.0757, byte miss ratio 0.0757
tencentBlock.ns3161 S3FIFO-0.4000-1.9000 cache size    42984, 1039354 req, miss ratio 0.0530, byte miss ratio 0.0530
tencentBlock.ns3161 S3FIFO-0.0500-0.9000 cache size       53, 1039354 req, miss ratio 0.1525, byte miss ratio 0.1525
tencentBlock.ns3161 S3FIFO-0.0500-0.9000 cache size      161, 1039354 req, miss ratio 0.1379, byte miss ratio 0.1379
tencentBlock.ns3161 S3FIFO-0.0500-0.9000 cache size      537, 1039354 req, miss ratio 0.1372, byte miss ratio 0.1372
tencentBlock.ns3161 S3FIFO-0.0500-0.9000 cache size     1611, 1039354 req, miss ratio 0.1370, byte miss ratio 0.1370
tencentBlock.ns3161 S3FIFO-0.0500-0.9000 cache size     5373, 1039354 req, miss ratio 0.1333, byte miss ratio 0.1333
tencentBlock.ns3161 S3FIFO-0.0500-0.9000 cache size    10746, 1039354 req, miss ratio 0.0988, byte miss ratio 0.0988
tencentBlock.ns3161 S3FIFO-0.0500-0.9000 cache size    21492, 1039354 req, miss ratio 0.0690, byte miss ratio 0.0690
tencentBlock.ns3161 S3FIFO-0.0500-0.9000 cache size    42984, 1039354 req, miss ratio 0.0529, byte miss ratio 0.0529
tencentBlock.ns3161 S3FIFO-0.4500-0.9000 cache size       53, 1039354 req, miss ratio 0.1472, byte miss ratio 0.1472
tencentBlock.ns3161 S3FIFO-0.4500-0.9000 cache size      161, 1039354 req, miss ratio 0.1376, byte miss ratio 0.1376
tencentBlock.ns3161 S3FIFO-0.4500-0.9000 cache size      537, 1039354 req, miss ratio 0.1371, byte miss ratio 0.1371
tencentBlock.ns3161 S3FIFO-0.4500-0.9000 cache size     1611, 1039354 req, miss ratio 0.1370, byte miss ratio 0.1370
tencentBlock.ns3161 S3FIFO-0.4500-0.9000 cache size     5373, 1039354 req, miss ratio 0.1343, byte miss ratio 0.1343
tencentBlock.ns3161 S3FIFO-0.4500-0.9000 cache size    10746, 1039354 req, miss ratio 0.1141, byte miss ratio 0.1141
tencentBlock.ns3161 S3FIFO-0.4500-0.9000 cache size    21492, 1039354 req, miss ratio 0.0772, byte miss ratio 0.0772
tencentBlock.ns3161 S3FIFO-0.4500-0.9000 cache size    42984, 1039354 req, miss ratio 0.0527, byte miss ratio 0.0527
tencentBlock.ns3161 S3FIFO-0.5000-1.9000 cache size       53, 1039354 req, miss ratio 0.1516, byte miss ratio 0.1516
tencentBlock.ns3161 S3FIFO-0.5000-1.9000 cache size      161, 1039354 req, miss ratio 0.1376, byte miss ratio 0.1376
tencentBlock.ns3161 S3FIFO-0.5000-1.9000 cache size      537, 1039354 req, miss ratio 0.1371, byte miss ratio 0.1371
tencentBlock.ns3161 S3FIFO-0.5000-1.9000 cache size     1611, 1039354 req, miss ratio 0.1370, byte miss ratio 0.1370
tencentBlock.ns3161 S3FIFO-0.5000-1.9000 cache size     5373, 1039354 req, miss ratio 0.1370, byte miss ratio 0.1370
tencentBlock.ns3161 S3FIFO-0.5000-1.9000 cache size    10746, 1039354 req, miss ratio 0.1148, byte miss ratio 0.1148
tencentBlock.ns3161 S3FIFO-0.5000-1.9000 cache size    21492, 1039354 req, miss ratio 0.0793, byte miss ratio 0.0793
tencentBlock.ns3161 S3FIFO-0.5000-1.9000 cache size    42984, 1039354 req, miss ratio 0.0531, byte miss ratio 0.0531
tencentBlock.ns3161 S3FIFO-0.9900-1.9000 cache size       53, 1039354 req, miss ratio 0.2376, byte miss ratio 0.2376
tencentBlock.ns3161 S3FIFO-0.9900-1.9000 cache size      161, 1039354 req, miss ratio 0.1649, byte miss ratio 0.1649
tencentBlock.ns3161 S3FIFO-0.9900-1.9000 cache size      537, 1039354 req, miss ratio 0.1445, byte miss ratio 0.1445
tencentBlock.ns3161 S3FIFO-0.9900-1.9000 cache size     1611, 1039354 req, miss ratio 0.1389, byte miss ratio 0.1389
tencentBlock.ns3161 S3FIFO-0.9900-1.9000 cache size     5373, 1039354 req, miss ratio 0.1372, byte miss ratio 0.1372
tencentBlock.ns3161 S3FIFO-0.9900-1.9000 cache size    10746, 1039354 req, miss ratio 0.1168, byte miss ratio 0.1168
tencentBlock.ns3161 S3FIFO-0.9900-1.9000 cache size    21492, 1039354 req, miss ratio 0.0863, byte miss ratio 0.0863
tencentBlock.ns3161 S3FIFO-0.9900-1.9000 cache size    42984, 1039354 req, miss ratio 0.0598, byte miss ratio 0.0598
tencentBlock.ns3161 S3FIFO-0.4000-0.9000 cache size       53, 1039354 req, miss ratio 0.1438, byte miss ratio 0.1438
tencentBlock.ns3161 S3FIFO-0.4000-0.9000 cache size      161, 1039354 req, miss ratio 0.1375, byte miss ratio 0.1375
tencentBlock.ns3161 S3FIFO-0.4000-0.9000 cache size      537, 1039354 req, miss ratio 0.1371, byte miss ratio 0.1371
tencentBlock.ns3161 S3FIFO-0.4000-0.9000 cache size     1611, 1039354 req, miss ratio 0.1370, byte miss ratio 0.1370
tencentBlock.ns3161 S3FIFO-0.4000-0.9000 cache size     5373, 1039354 req, miss ratio 0.1341, byte miss ratio 0.1341
tencentBlock.ns3161 S3FIFO-0.4000-0.9000 cache size    10746, 1039354 req, miss ratio 0.1131, byte miss ratio 0.1131
tencentBlock.ns3161 S3FIFO-0.4000-0.9000 cache size    21492, 1039354 req, miss ratio 0.0757, byte miss ratio 0.0757
tencentBlock.ns3161 S3FIFO-0.4000-0.9000 cache size    42984, 1039354 req, miss ratio 0.0530, byte miss ratio 0.0530
tencentBlock.ns3161 S3FIFO-0.8000-1.9000 cache size       53, 1039354 req, miss ratio 0.2010, byte miss ratio 0.2010
tencentBlock.ns3161 S3FIFO-0.8000-1.9000 cache size      161, 1039354 req, miss ratio 0.1400, byte miss ratio 0.1400
tencentBlock.ns3161 S3FIFO-0.8000-1.9000 cache size      537, 1039354 req, miss ratio 0.1374, byte miss ratio 0.1374
tencentBlock.ns3161 S3FIFO-0.8000-1.9000 cache size     1611, 1039354 req, miss ratio 0.1370, byte miss ratio 0.1370
tencentBlock.ns3161 S3FIFO-0.8000-1.9000 cache size     5373, 1039354 req, miss ratio 0.1370, byte miss ratio 0.1370
tencentBlock.ns3161 S3FIFO-0.8000-1.9000 cache size    10746, 1039354 req, miss ratio 0.1163, byte miss ratio 0.1163
tencentBlock.ns3161 S3FIFO-0.8000-1.9000 cache size    21492, 1039354 req, miss ratio 0.0852, byte miss ratio 0.0852
tencentBlock.ns3161 S3FIFO-0.8000-1.9000 cache size    42984, 1039354 req, miss ratio 0.0566, byte miss ratio 0.0566
tencentBlock.ns3161 S3FIFO-0.0010-1.9000 cache size       53, 1039354 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns3161 S3FIFO-0.0010-1.9000 cache size      161, 1039354 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns3161 S3FIFO-0.0010-1.9000 cache size      537, 1039354 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns3161 S3FIFO-0.0010-1.9000 cache size     1611, 1039354 req, miss ratio 0.1463, byte miss ratio 0.1463
tencentBlock.ns3161 S3FIFO-0.0010-1.9000 cache size     5373, 1039354 req, miss ratio 0.1270, byte miss ratio 0.1270
tencentBlock.ns3161 S3FIFO-0.0010-1.9000 cache size    10746, 1039354 req, miss ratio 0.1019, byte miss ratio 0.1019
tencentBlock.ns3161 S3FIFO-0.0010-1.9000 cache size    21492, 1039354 req, miss ratio 0.0674, byte miss ratio 0.0674
tencentBlock.ns3161 S3FIFO-0.0010-1.9000 cache size    42984, 1039354 req, miss ratio 0.0529, byte miss ratio 0.0529
tencentBlock.ns3161 S3FIFO-0.0100-0.9000 cache size       53, 1039354 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns3161 S3FIFO-0.0100-0.9000 cache size      161, 1039354 req, miss ratio 0.1485, byte miss ratio 0.1485
tencentBlock.ns3161 S3FIFO-0.0100-0.9000 cache size      537, 1039354 req, miss ratio 0.1379, byte miss ratio 0.1379
tencentBlock.ns3161 S3FIFO-0.0100-0.9000 cache size     1611, 1039354 req, miss ratio 0.1370, byte miss ratio 0.1370
