cdn1_allcolo.ns15541 S3FIFO-0.4000-0.9000 cache size      192, 1016372 req, miss ratio 0.2943, byte miss ratio 0.2943
cdn1_allcolo.ns15541 S3FIFO-0.4000-0.9000 cache size      576, 1016372 req, miss ratio 0.2491, byte miss ratio 0.2491
cdn1_allcolo.ns15541 S3FIFO-0.4000-0.9000 cache size     1922, 1016372 req, miss ratio 0.2254, byte miss ratio 0.2254
cdn1_allcolo.ns15541 S3FIFO-0.4000-0.9000 cache size     5767, 1016372 req, miss ratio 0.2118, byte miss ratio 0.2118
cdn1_allcolo.ns15541 S3FIFO-0.4000-0.9000 cache size    19223, 1016372 req, miss ratio 0.1991, byte miss ratio 0.1991
cdn1_allcolo.ns15541 S3FIFO-0.4000-0.9000 cache size    38447, 1016372 req, miss ratio 0.1931, byte miss ratio 0.1931
cdn1_allcolo.ns15541 S3FIFO-0.4000-0.9000 cache size    76895, 1016372 req, miss ratio 0.1903, byte miss ratio 0.1903
cdn1_allcolo.ns15541 S3FIFO-0.4000-0.9000 cache size   153791, 1016372 req, miss ratio 0.1892, byte miss ratio 0.1892
cdn1_allcolo.ns15541 S3FIFO-0.3000-1.9000 cache size      192, 1016372 req, miss ratio 0.2928, byte miss ratio 0.2928
cdn1_allcolo.ns15541 S3FIFO-0.3000-1.9000 cache size      576, 1016372 req, miss ratio 0.2485, byte miss ratio 0.2485
cdn1_allcolo.ns15541 S3FIFO-0.3000-1.9000 cache size     1922, 1016372 req, miss ratio 0.2254, byte miss ratio 0.2254
cdn1_allcolo.ns15541 S3FIFO-0.3000-1.9000 cache size     5767, 1016372 req, miss ratio 0.2112, byte miss ratio 0.2112
cdn1_allcolo.ns15541 S3FIFO-0.3000-1.9000 cache size    19223, 1016372 req, miss ratio 0.1985, byte miss ratio 0.1985
cdn1_allcolo.ns15541 S3FIFO-0.3000-1.9000 cache size    38447, 1016372 req, miss ratio 0.1927, byte miss ratio 0.1927
cdn1_allcolo.ns15541 S3FIFO-0.3000-1.9000 cache size    76895, 1016372 req, miss ratio 0.1902, byte miss ratio 0.1902
cdn1_allcolo.ns15541 S3FIFO-0.3000-1.9000 cache size   153791, 1016372 req, miss ratio 0.1892, byte miss ratio 0.1892
cdn1_allcolo.ns15541 S3FIFO-0.5000-0.9000 cache size      192, 1016372 req, miss ratio 0.2971, byte miss ratio 0.2971
cdn1_allcolo.ns15541 S3FIFO-0.5000-0.9000 cache size      576, 1016372 req, miss ratio 0.2504, byte miss ratio 0.2504
cdn1_allcolo.ns15541 S3FIFO-0.5000-0.9000 cache size     1922, 1016372 req, miss ratio 0.2258, byte miss ratio 0.2258
cdn1_allcolo.ns15541 S3FIFO-0.5000-0.9000 cache size     5767, 1016372 req, miss ratio 0.2128, byte miss ratio 0.2128
cdn1_allcolo.ns15541 S3FIFO-0.5000-0.9000 cache size    19223, 1016372 req, miss ratio 0.1998, byte miss ratio 0.1998
cdn1_allcolo.ns15541 S3FIFO-0.5000-0.9000 cache size    38447, 1016372 req, miss ratio 0.1936, byte miss ratio 0.1936
cdn1_allcolo.ns15541 S3FIFO-0.5000-0.9000 cache size    76895, 1016372 req, miss ratio 0.1904, byte miss ratio 0.1904
cdn1_allcolo.ns15541 S3FIFO-0.5000-0.9000 cache size   153791, 1016372 req, miss ratio 0.1892, byte miss ratio 0.1892
cdn1_allcolo.ns15541 S3FIFO-0.9000-1.9000 cache size      192, 1016372 req, miss ratio 0.3251, byte miss ratio 0.3251
cdn1_allcolo.ns15541 S3FIFO-0.9000-1.9000 cache size      576, 1016372 req, miss ratio 0.2657, byte miss ratio 0.2657
