cdn1_colo28.ns966 S3FIFO-0.2000-1.9000 cache size      129, 3208480 req, miss ratio 0.5898, byte miss ratio 0.5898
cdn1_colo28.ns966 S3FIFO-0.2000-1.9000 cache size      388, 3208480 req, miss ratio 0.4293, byte miss ratio 0.4293
cdn1_colo28.ns966 S3FIFO-0.2000-1.9000 cache size     1294, 3208480 req, miss ratio 0.2394, byte miss ratio 0.2394
cdn1_colo28.ns966 S3FIFO-0.2000-1.9000 cache size     3883, 3208480 req, miss ratio 0.1234, byte miss ratio 0.1234
cdn1_colo28.ns966 S3FIFO-0.2000-1.9000 cache size    12945, 3208480 req, miss ratio 0.0615, byte miss ratio 0.0615
cdn1_colo28.ns966 S3FIFO-0.2000-1.9000 cache size    25890, 3208480 req, miss ratio 0.0481, byte miss ratio 0.0481
cdn1_colo28.ns966 S3FIFO-0.2000-1.9000 cache size    51780, 3208480 req, miss ratio 0.0427, byte miss ratio 0.0427
cdn1_colo28.ns966 S3FIFO-0.2000-1.9000 cache size   103561, 3208480 req, miss ratio 0.0405, byte miss ratio 0.0405
cdn1_colo28.ns966 S3FIFO-0.6000-1.9000 cache size      129, 3208480 req, miss ratio 0.6275, byte miss ratio 0.6275
cdn1_colo28.ns966 S3FIFO-0.6000-1.9000 cache size      388, 3208480 req, miss ratio 0.4798, byte miss ratio 0.4798
cdn1_colo28.ns966 S3FIFO-0.6000-1.9000 cache size     1294, 3208480 req, miss ratio 0.2778, byte miss ratio 0.2778
cdn1_colo28.ns966 S3FIFO-0.6000-1.9000 cache size     3883, 3208480 req, miss ratio 0.1434, byte miss ratio 0.1434
cdn1_colo28.ns966 S3FIFO-0.6000-1.9000 cache size    12945, 3208480 req, miss ratio 0.0684, byte miss ratio 0.0684
cdn1_colo28.ns966 S3FIFO-0.6000-1.9000 cache size    25890, 3208480 req, miss ratio 0.0503, byte miss ratio 0.0503
cdn1_colo28.ns966 S3FIFO-0.6000-1.9000 cache size    51780, 3208480 req, miss ratio 0.0432, byte miss ratio 0.0432
cdn1_colo28.ns966 S3FIFO-0.6000-1.9000 cache size   103561, 3208480 req, miss ratio 0.0405, byte miss ratio 0.0405
cdn1_colo28.ns966 S3FIFO-0.8000-1.9000 cache size      129, 3208480 req, miss ratio 0.6471, byte miss ratio 0.6471
cdn1_colo28.ns966 S3FIFO-0.8000-1.9000 cache size      388, 3208480 req, miss ratio 0.5073, byte miss ratio 0.5073
cdn1_colo28.ns966 S3FIFO-0.8000-1.9000 cache size     1294, 3208480 req, miss ratio 0.3026, byte miss ratio 0.3026
cdn1_colo28.ns966 S3FIFO-0.8000-1.9000 cache size     3883, 3208480 req, miss ratio 0.1576, byte miss ratio 0.1576
cdn1_colo28.ns966 S3FIFO-0.8000-1.9000 cache size    12945, 3208480 req, miss ratio 0.0748, byte miss ratio 0.0748
cdn1_colo28.ns966 S3FIFO-0.8000-1.9000 cache size    25890, 3208480 req, miss ratio 0.0533, byte miss ratio 0.0533
cdn1_colo28.ns966 S3FIFO-0.8000-1.9000 cache size    51780, 3208480 req, miss ratio 0.0442, byte miss ratio 0.0442
cdn1_colo28.ns966 S3FIFO-0.8000-1.9000 cache size   103561, 3208480 req, miss ratio 0.0406, byte miss ratio 0.0406
cdn1_colo28.ns966 S3FIFO-0.6500-0.9000 cache size      129, 3208480 req, miss ratio 0.6276, byte miss ratio 0.6276
cdn1_colo28.ns966 S3FIFO-0.6500-0.9000 cache size      388, 3208480 req, miss ratio 0.4821, byte miss ratio 0.4821
cdn1_colo28.ns966 S3FIFO-0.6500-0.9000 cache size     1294, 3208480 req, miss ratio 0.2828, byte miss ratio 0.2828
cdn1_colo28.ns966 S3FIFO-0.6500-0.9000 cache size     3883, 3208480 req, miss ratio 0.1468, byte miss ratio 0.1468
cdn1_colo28.ns966 S3FIFO-0.6500-0.9000 cache size    12945, 3208480 req, miss ratio 0.0698, byte miss ratio 0.0698
cdn1_colo28.ns966 S3FIFO-0.6500-0.9000 cache size    25890, 3208480 req, miss ratio 0.0508, byte miss ratio 0.0508
cdn1_colo28.ns966 S3FIFO-0.6500-0.9000 cache size    51780, 3208480 req, miss ratio 0.0434, byte miss ratio 0.0434
cdn1_colo28.ns966 S3FIFO-0.6500-0.9000 cache size   103561, 3208480 req, miss ratio 0.0405, byte miss ratio 0.0405
cdn1_colo28.ns966 S3FIFO-0.8000-0.9000 cache size      129, 3208480 req, miss ratio 0.6434, byte miss ratio 0.6434
cdn1_colo28.ns966 S3FIFO-0.8000-0.9000 cache size      388, 3208480 req, miss ratio 0.5048, byte miss ratio 0.5048
cdn1_colo28.ns966 S3FIFO-0.8000-0.9000 cache size     1294, 3208480 req, miss ratio 0.3038, byte miss ratio 0.3038
cdn1_colo28.ns966 S3FIFO-0.8000-0.9000 cache size     3883, 3208480 req, miss ratio 0.1587, byte miss ratio 0.1587
cdn1_colo28.ns966 S3FIFO-0.8000-0.9000 cache size    12945, 3208480 req, miss ratio 0.0751, byte miss ratio 0.0751
cdn1_colo28.ns966 S3FIFO-0.8000-0.9000 cache size    25890, 3208480 req, miss ratio 0.0534, byte miss ratio 0.0534
cdn1_colo28.ns966 S3FIFO-0.8000-0.9000 cache size    51780, 3208480 req, miss ratio 0.0442, byte miss ratio 0.0442
cdn1_colo28.ns966 S3FIFO-0.8000-0.9000 cache size   103561, 3208480 req, miss ratio 0.0406, byte miss ratio 0.0406
cdn1_colo28.ns966 S3FIFO-0.5500-0.9000 cache size      129, 3208480 req, miss ratio 0.6171, byte miss ratio 0.6171
cdn1_colo28.ns966 S3FIFO-0.5500-0.9000 cache size      388, 3208480 req, miss ratio 0.4676, byte miss ratio 0.4676
cdn1_colo28.ns966 S3FIFO-0.5500-0.9000 cache size     1294, 3208480 req, miss ratio 0.2701, byte miss ratio 0.2701
cdn1_colo28.ns966 S3FIFO-0.5500-0.9000 cache size     3883, 3208480 req, miss ratio 0.1400, byte miss ratio 0.1400
cdn1_colo28.ns966 S3FIFO-0.5500-0.9000 cache size    12945, 3208480 req, miss ratio 0.0671, byte miss ratio 0.0671
cdn1_colo28.ns966 S3FIFO-0.5500-0.9000 cache size    25890, 3208480 req, miss ratio 0.0498, byte miss ratio 0.0498
cdn1_colo28.ns966 S3FIFO-0.5500-0.9000 cache size    51780, 3208480 req, miss ratio 0.0430, byte miss ratio 0.0430
cdn1_colo28.ns966 S3FIFO-0.5500-0.9000 cache size   103561, 3208480 req, miss ratio 0.0405, byte miss ratio 0.0405
cdn1_colo28.ns966 S3FIFO-0.0500-0.9000 cache size      129, 3208480 req, miss ratio 0.5783, byte miss ratio 0.5783
cdn1_colo28.ns966 S3FIFO-0.0500-0.9000 cache size      388, 3208480 req, miss ratio 0.4071, byte miss ratio 0.4071
cdn1_colo28.ns966 S3FIFO-0.0500-0.9000 cache size     1294, 3208480 req, miss ratio 0.2260, byte miss ratio 0.2260
cdn1_colo28.ns966 S3FIFO-0.0500-0.9000 cache size     3883, 3208480 req, miss ratio 0.1194, byte miss ratio 0.1194
cdn1_colo28.ns966 S3FIFO-0.0500-0.9000 cache size    12945, 3208480 req, miss ratio 0.0616, byte miss ratio 0.0616
cdn1_colo28.ns966 S3FIFO-0.0500-0.9000 cache size    25890, 3208480 req, miss ratio 0.0489, byte miss ratio 0.0489
