io_traces.ns554 S3FIFO-0.5000-1.9000 cache size      131, 1600000 req, miss ratio 0.7629, byte miss ratio 0.7629
io_traces.ns554 S3FIFO-0.5000-1.9000 cache size      395, 1600000 req, miss ratio 0.7287, byte miss ratio 0.7287
io_traces.ns554 S3FIFO-0.5000-1.9000 cache size     1319, 1600000 req, miss ratio 0.6905, byte miss ratio 0.6905
io_traces.ns554 S3FIFO-0.5000-1.9000 cache size     3957, 1600000 req, miss ratio 0.5962, byte miss ratio 0.5962
io_traces.ns554 S3FIFO-0.5000-1.9000 cache size    13192, 1600000 req, miss ratio 0.4819, byte miss ratio 0.4819
io_traces.ns554 S3FIFO-0.5000-1.9000 cache size    26385, 1600000 req, miss ratio 0.3704, byte miss ratio 0.3704
io_traces.ns554 S3FIFO-0.5000-1.9000 cache size    52770, 1600000 req, miss ratio 0.1391, byte miss ratio 0.1391
io_traces.ns554 S3FIFO-0.5000-1.9000 cache size   105540, 1600000 req, miss ratio 0.0826, byte miss ratio 0.0826
io_traces.ns554 S3FIFO-0.9000-1.9000 cache size      131, 1600000 req, miss ratio 0.8999, byte miss ratio 0.8999
io_traces.ns554 S3FIFO-0.9000-1.9000 cache size      395, 1600000 req, miss ratio 0.7819, byte miss ratio 0.7819
io_traces.ns554 S3FIFO-0.9000-1.9000 cache size     1319, 1600000 req, miss ratio 0.7234, byte miss ratio 0.7234
io_traces.ns554 S3FIFO-0.9000-1.9000 cache size     3957, 1600000 req, miss ratio 0.6823, byte miss ratio 0.6823
io_traces.ns554 S3FIFO-0.9000-1.9000 cache size    13192, 1600000 req, miss ratio 0.5261, byte miss ratio 0.5261
io_traces.ns554 S3FIFO-0.9000-1.9000 cache size    26385, 1600000 req, miss ratio 0.3780, byte miss ratio 0.3780
io_traces.ns554 S3FIFO-0.9000-1.9000 cache size    52770, 1600000 req, miss ratio 0.1737, byte miss ratio 0.1737
io_traces.ns554 S3FIFO-0.9000-1.9000 cache size   105540, 1600000 req, miss ratio 0.1018, byte miss ratio 0.1018
