cdn1_allcolo.ns1591 S3FIFO-0.4000-0.9000 cache size       11, 1012930 req, miss ratio 0.5856, byte miss ratio 0.5856
cdn1_allcolo.ns1591 S3FIFO-0.4000-0.9000 cache size       35, 1012930 req, miss ratio 0.3491, byte miss ratio 0.3491
cdn1_allcolo.ns1591 S3FIFO-0.4000-0.9000 cache size      119, 1012930 req, miss ratio 0.1100, byte miss ratio 0.1100
cdn1_allcolo.ns1591 S3FIFO-0.4000-0.9000 cache size      239, 1012930 req, miss ratio 0.0359, byte miss ratio 0.0359
cdn1_allcolo.ns1591 S3FIFO-0.4000-0.9000 cache size      479, 1012930 req, miss ratio 0.0063, byte miss ratio 0.0063
cdn1_allcolo.ns1591 S3FIFO-0.4000-0.9000 cache size      958, 1012930 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_allcolo.ns1591 S3FIFO-0.3500-1.9000 cache size       11, 1012930 req, miss ratio 0.5867, byte miss ratio 0.5867
cdn1_allcolo.ns1591 S3FIFO-0.3500-1.9000 cache size       35, 1012930 req, miss ratio 0.3484, byte miss ratio 0.3484
cdn1_allcolo.ns1591 S3FIFO-0.3500-1.9000 cache size      119, 1012930 req, miss ratio 0.1080, byte miss ratio 0.1080
cdn1_allcolo.ns1591 S3FIFO-0.3500-1.9000 cache size      239, 1012930 req, miss ratio 0.0349, byte miss ratio 0.0349
cdn1_allcolo.ns1591 S3FIFO-0.3500-1.9000 cache size      479, 1012930 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns1591 S3FIFO-0.3500-1.9000 cache size      958, 1012930 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns1591 S3FIFO-0.0010-1.9000 cache size       11, 1012930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1591 S3FIFO-0.0010-1.9000 cache size       35, 1012930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1591 S3FIFO-0.0010-1.9000 cache size      119, 1012930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1591 S3FIFO-0.0010-1.9000 cache size      239, 1012930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1591 S3FIFO-0.0010-1.9000 cache size      479, 1012930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1591 S3FIFO-0.0010-1.9000 cache size      958, 1012930 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1591 S3FIFO-0.5000-1.9000 cache size       11, 1012930 req, miss ratio 0.5997, byte miss ratio 0.5997
