cdn1_colo28.ns3368 S3FIFO-0.0500-0.9000 cache size        6, 1242790 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns3368 S3FIFO-0.0500-0.9000 cache size       21, 1242790 req, miss ratio 0.0152, byte miss ratio 0.0152
cdn1_colo28.ns3368 S3FIFO-0.0500-0.9000 cache size       42, 1242790 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns3368 S3FIFO-0.0500-0.9000 cache size       84, 1242790 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns3368 S3FIFO-0.0500-0.9000 cache size      168, 1242790 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns3368 S3FIFO-0.8500-0.9000 cache size        6, 1242790 req, miss ratio 0.3082, byte miss ratio 0.3082
cdn1_colo28.ns3368 S3FIFO-0.8500-0.9000 cache size       21, 1242790 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_colo28.ns3368 S3FIFO-0.8500-0.9000 cache size       42, 1242790 req, miss ratio 0.0025, byte miss ratio 0.0025
cdn1_colo28.ns3368 S3FIFO-0.8500-0.9000 cache size       84, 1242790 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_colo28.ns3368 S3FIFO-0.8500-0.9000 cache size      168, 1242790 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns3368 S3FIFO-0.1000-0.9000 cache size        6, 1242790 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns3368 S3FIFO-0.1000-0.9000 cache size       21, 1242790 req, miss ratio 0.0171, byte miss ratio 0.0171
cdn1_colo28.ns3368 S3FIFO-0.1000-0.9000 cache size       42, 1242790 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_colo28.ns3368 S3FIFO-0.1000-0.9000 cache size       84, 1242790 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns3368 S3FIFO-0.1000-0.9000 cache size      168, 1242790 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns3368 S3FIFO-0.3000-0.9000 cache size        6, 1242790 req, miss ratio 0.2982, byte miss ratio 0.2982
cdn1_colo28.ns3368 S3FIFO-0.3000-0.9000 cache size       21, 1242790 req, miss ratio 0.0242, byte miss ratio 0.0242
cdn1_colo28.ns3368 S3FIFO-0.3000-0.9000 cache size       42, 1242790 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_colo28.ns3368 S3FIFO-0.3000-0.9000 cache size       84, 1242790 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns3368 S3FIFO-0.3000-0.9000 cache size      168, 1242790 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns3368 S3FIFO-0.6000-0.9000 cache size        6, 1242790 req, miss ratio 0.3058, byte miss ratio 0.3058
cdn1_colo28.ns3368 S3FIFO-0.6000-0.9000 cache size       21, 1242790 req, miss ratio 0.0313, byte miss ratio 0.0313
cdn1_colo28.ns3368 S3FIFO-0.6000-0.9000 cache size       42, 1242790 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_colo28.ns3368 S3FIFO-0.6000-0.9000 cache size       84, 1242790 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns3368 S3FIFO-0.6000-0.9000 cache size      168, 1242790 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns3368 S3FIFO-0.0010-1.9000 cache size        6, 1242790 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns3368 S3FIFO-0.0010-1.9000 cache size       21, 1242790 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns3368 S3FIFO-0.0010-1.9000 cache size       42, 1242790 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns3368 S3FIFO-0.0010-1.9000 cache size       84, 1242790 req, miss ratio 1.0000, byte miss ratio 1.0000
