cdn1_allcolo.ns461 S3FIFO-0.5000-1.9000 cache size       13, 29274030 req, miss ratio 0.1258, byte miss ratio 0.1258
cdn1_allcolo.ns461 S3FIFO-0.5000-1.9000 cache size       41, 29274030 req, miss ratio 0.0044, byte miss ratio 0.0044
cdn1_allcolo.ns461 S3FIFO-0.5000-1.9000 cache size      137, 29274030 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns461 S3FIFO-0.5000-1.9000 cache size      274, 29274030 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns461 S3FIFO-0.5000-1.9000 cache size      548, 29274030 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns461 S3FIFO-0.5000-1.9000 cache size     1096, 29274030 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns461 S3FIFO-0.8500-1.9000 cache size       13, 29274030 req, miss ratio 0.1397, byte miss ratio 0.1397
cdn1_allcolo.ns461 S3FIFO-0.8500-1.9000 cache size       41, 29274030 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns461 S3FIFO-0.8500-1.9000 cache size      137, 29274030 req, miss ratio 0.0014, byte miss ratio 0.0014
cdn1_allcolo.ns461 S3FIFO-0.8500-1.9000 cache size      274, 29274030 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns461 S3FIFO-0.8500-1.9000 cache size      548, 29274030 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_allcolo.ns461 S3FIFO-0.8500-1.9000 cache size     1096, 29274030 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns461 S3FIFO-0.0100-0.9000 cache size       13, 29274030 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns461 S3FIFO-0.0100-0.9000 cache size       41, 29274030 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns461 S3FIFO-0.0100-0.9000 cache size      137, 29274030 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns461 S3FIFO-0.0100-0.9000 cache size      274, 29274030 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns461 S3FIFO-0.0100-0.9000 cache size      548, 29274030 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns461 S3FIFO-0.0100-0.9000 cache size     1096, 29274030 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns461 S3FIFO-0.9000-1.9000 cache size       13, 29274030 req, miss ratio 0.1397, byte miss ratio 0.1397
cdn1_allcolo.ns461 S3FIFO-0.9000-1.9000 cache size       41, 29274030 req, miss ratio 0.0062, byte miss ratio 0.0062
cdn1_allcolo.ns461 S3FIFO-0.9000-1.9000 cache size      137, 29274030 req, miss ratio 0.0014, byte miss ratio 0.0014
